ImageNumber,ObjectNumber,Metadata_cell,Metadata_hour,Metadata_site,Metadata_treatment,Texture_AngularSecondMoment_bf1_3_00_256,Texture_AngularSecondMoment_bf1_3_01_256,Texture_AngularSecondMoment_bf1_3_02_256,Texture_AngularSecondMoment_bf1_3_03_256,Texture_Contrast_bf1_3_00_256,Texture_Contrast_bf1_3_01_256,Texture_Contrast_bf1_3_02_256,Texture_Contrast_bf1_3_03_256,Texture_Correlation_bf1_3_00_256,Texture_Correlation_bf1_3_01_256,Texture_Correlation_bf1_3_02_256,Texture_Correlation_bf1_3_03_256,Texture_DifferenceEntropy_bf1_3_00_256,Texture_DifferenceEntropy_bf1_3_01_256,Texture_DifferenceEntropy_bf1_3_02_256,Texture_DifferenceEntropy_bf1_3_03_256,Texture_DifferenceVariance_bf1_3_00_256,Texture_DifferenceVariance_bf1_3_01_256,Texture_DifferenceVariance_bf1_3_02_256,Texture_DifferenceVariance_bf1_3_03_256,Texture_Entropy_bf1_3_00_256,Texture_Entropy_bf1_3_01_256,Texture_Entropy_bf1_3_02_256,Texture_Entropy_bf1_3_03_256,Texture_InfoMeas1_bf1_3_00_256,Texture_InfoMeas1_bf1_3_01_256,Texture_InfoMeas1_bf1_3_02_256,Texture_InfoMeas1_bf1_3_03_256,Texture_InfoMeas2_bf1_3_00_256,Texture_InfoMeas2_bf1_3_01_256,Texture_InfoMeas2_bf1_3_02_256,Texture_InfoMeas2_bf1_3_03_256,Texture_InverseDifferenceMoment_bf1_3_00_256,Texture_InverseDifferenceMoment_bf1_3_01_256,Texture_InverseDifferenceMoment_bf1_3_02_256,Texture_InverseDifferenceMoment_bf1_3_03_256,Texture_SumAverage_bf1_3_00_256,Texture_SumAverage_bf1_3_01_256,Texture_SumAverage_bf1_3_02_256,Texture_SumAverage_bf1_3_03_256,Texture_SumEntropy_bf1_3_00_256,Texture_SumEntropy_bf1_3_01_256,Texture_SumEntropy_bf1_3_02_256,Texture_SumEntropy_bf1_3_03_256,Texture_SumVariance_bf1_3_00_256,Texture_SumVariance_bf1_3_01_256,Texture_SumVariance_bf1_3_02_256,Texture_SumVariance_bf1_3_03_256,Texture_Variance_bf1_3_00_256,Texture_Variance_bf1_3_01_256,Texture_Variance_bf1_3_02_256,Texture_Variance_bf1_3_03_256
2,6,H1975,4,1,Osimertinib,0.05476947936333036,0.044793559366026775,0.05526211212150757,0.0455434606763193,1.5961897915168946,2.955753504672897,1.7860198680298747,2.6414056195436872,0.7312076516852687,0.5093113942689428,0.7016001054180901,0.5585199813972391,1.7231367891934364,2.065687558542885,1.7789686035973429,2.0057006867974456,0.017218663138585336,0.013444715290519625,0.016816926256876846,0.014041433933285665,4.825658725220952,5.144589796549543,4.8622697911370745,5.087304117083185,-0.197242351,-0.083898759,-0.186372077,-0.103495935,0.8075539196070576,0.6022506219831497,0.7949011738033145,0.6527405644445233,0.6181674107038846,0.534920134771974,0.6208392664129782,0.54755014061157,11.379223580158161,11.396320093457945,11.37850772242767,11.369451984447215,3.568521811947548,3.4989220296945245,3.5681371488877893,3.5224500508900394,10.28056043239863,9.091616131185049,10.184626908050745,9.324733314234038,2.9691875559788983,3.0118424089644904,2.992661694020157,2.991534733444425
2,7,H1975,4,1,Osimertinib,0.06149088924771356,0.054242577555693415,0.06178360560092501,0.05206160496438601,2.0500370011954234,3.172232335874389,1.9745248340124812,3.2037626628075255,0.6553744137052395,0.46510148270357116,0.6688607613945073,0.4668887406180005,1.8486952628535045,2.093324870754114,1.834637401384206,2.1087430078211886,0.015568905567660028,0.013090714493228415,0.015617520266943633,0.012784514029270019,4.828842457186026,5.029912641063163,4.816014499767877,5.071994708174033,-0.170361793,-0.092227411,-0.176089923,-0.083498085,0.7701460473927254,0.6205772887671018,0.7780857855183151,0.5976789494620451,0.6237226266544631,0.5642052099718805,0.6255263783909686,0.5571760669668686,11.3762736949963,11.369524405506883,11.382497934060925,11.39039073806078,3.505396830997026,3.439041887140161,3.5089253347474383,3.4511974603372733,9.847146973078736,8.688830027536142,9.951122167700106,8.81535194573189,2.9742959935685462,2.9652655908526313,2.981411750428151,3.0047786521348456
2,8,H1975,4,1,Osimertinib,0.034874940997838,0.0260370500730044,0.033331061641347665,0.029540644127661025,2.7607887672930005,5.675031766200763,3.1866970576046416,4.247364575722784,0.7754175950780037,0.5370224554575777,0.7393690193127643,0.6545358732067089,2.041480115892614,2.4740980856143273,2.122620738982491,2.292072697209048,0.011525842615275188,0.008161287761343852,0.010909867313795604,0.009572231623292614,5.578307509172607,5.945636813108346,5.642222329799669,5.830439547770485,-0.215017973,-0.094692664,-0.191230146,-0.134130655,0.859755031449007,0.6679976628273243,0.8346859833638606,0.7533505934453082,0.5460903049151704,0.43679687358605324,0.5286828730253901,0.4916156421735142,12.082696675614288,12.089051249470563,12.061748860339826,12.072017534704102,4.045859305897482,3.984210728634753,4.034377955941836,4.0105152007147,21.825186863806806,18.840333322659404,21.267011777790856,20.341958866616636,6.146493907774968,6.128841272215055,6.11342720884889,6.1473308605848445
3,1,H1975,4,10,Osimertinib,0.06448064466195719,0.05600627605329295,0.06492050508731544,0.05811853251942392,3.524842751962553,6.210108872358244,3.28003120124805,5.02052294030587,0.6020277107081348,0.30447438712387,0.6301959705233392,0.43841128649348,1.9420727239774227,2.257063215309922,1.9222998674312741,2.1359950636439358,0.009036931890933934,0.007327780338491371,0.008980705172213343,0.007947388778234058,4.820417520908745,5.047569208402225,4.808316991855952,4.979492963173616,-0.130130572,-0.045482912,-0.137631604,-0.073483516,0.6991219012004115,0.45756569367929123,0.7132259601515298,0.5621815371983632,0.603170349619813,0.5330542343519132,0.6086983632038301,0.5584391147827019,9.406943293188355,9.407901867087048,9.415171606864275,9.41292550567341,3.429001758541732,3.3267362747343676,3.432078835982795,3.390082591030766,14.189168232241968,11.647202943027708,14.45926280206433,12.8591915894185,4.428502746051123,4.464327953846489,4.434823500828106,4.469928632431095
3,2,H1975,4,10,Osimertinib,0.0691984202665627,0.057433807327624334,0.06822560209338019,0.05895314885593063,1.3448182311448724,2.3020027434842256,1.4264331037474918,2.0939538453105304,0.7023646281703286,0.49376021365911993,0.6847174819327753,0.5408352225162135,1.6345043401541801,1.926535796083321,1.6687904914612328,1.8722982370353194,0.021366295644529038,0.01719901418588175,0.020803346623319646,0.01808215927039013,4.493296087562035,4.768145305802139,4.519379653251515,4.721816013736051,-0.192748497,-0.085367766,-0.183514547,-0.105475748,0.7851824354809184,0.5885215462322159,0.7737869083318721,0.6394504513420202,0.6500993721985712,0.5707730772166503,0.6426578653723805,0.5865857643645738,9.42544763971785,9.430233196159122,9.428385487282391,9.423888614811162,3.3688357622072864,3.3020872843462112,3.366691991698871,3.326818472395185,7.691864625988771,6.792512565646973,7.622169479687415,7.026753787297295,2.259170714283403,2.2736288272828027,2.2621506458587284,2.2801769081519723
3,3,H1975,4,10,Osimertinib,0.06254587734104068,0.05495016758276868,0.06219700511091851,0.0567328067799949,1.8198353909465017,3.152945734288956,1.9417647383833367,2.7555239767059545,0.619750535610744,0.34077288185232235,0.5930986909425656,0.4245295367841596,1.7906201773026194,2.100796532981919,1.8252708296856608,2.0205233534985165,0.015826010831347635,0.01268649629017426,0.015517723151356546,0.01355131140995579,4.699790615264966,4.928350498362782,4.7284332287803545,4.877501498894086,-0.132009208,-0.039459539,-0.118079991,-0.060865463,0.6966675605693887,0.42419987774633994,0.6689807581035867,0.5135688501614175,0.6071252442303615,0.5339885099858815,0.602732854290464,0.5588057527247092,9.61517146776406,9.60129507153333,9.603016741256424,9.613558471955194,3.355672291728268,3.21856777581851,3.340084826192886,3.279425183697536,7.751961870461642,6.412636892676559,7.602391031876181,6.821071705746803,2.392949315352041,2.3913956567413592,2.386038942564891,2.3941489206131763
3,4,H1975,4,10,Osimertinib,0.060618607731203984,0.05204817689425688,0.05918057611269645,0.055110638803150945,2.0746354772778397,3.6170872329502823,2.224403307925485,2.956406182574242,0.5696477089825979,0.2549261826464558,0.539710769691239,0.38809110114765427,1.8301316140770394,2.1478217438160057,1.8699779204673936,2.025564830757101,0.011109118300009855,0.00892424889603252,0.010800282343152263,0.00978764343635338,4.755655931073667,4.992400132877773,4.796025572773164,4.9099574194687445,-0.116921994,-0.027403124,-0.102368611,-0.057325981,0.6678220484085109,0.35988570369089135,0.6355785584251791,0.5015647911123602,0.5997830822724579,0.5197339516108895,0.5901686794878702,0.5549408034359813,10.337013602980726,10.339829404099042,10.33768896475274,10.338835275195168,3.3594761727811715,3.2198983941856874,3.3442615621438243,3.2881648518838746,7.566932701077462,6.092252026340674,7.440838289986132,6.706490330678292,2.410392044588825,2.4273348148227463,2.416310399477915,2.415724128313112
3,5,H1975,4,10,Osimertinib,0.059121675539964426,0.05192950671032301,0.05982500542917388,0.055108231490509224,2.1245840407470284,3.4981421592238346,2.1072547683923704,2.832523939808481,0.5072308293445531,0.1927185730578104,0.5093039100736613,0.339755594656401,1.8643398428218363,2.156012477846059,1.8638478132687184,2.0250877019479363,0.015155412313067603,0.012132889495160329,0.01511464655625502,0.013534927077780513,4.737024028553529,4.9171224371506135,4.724929544706459,4.841526001173621,-0.086718622,-0.015261114,-0.089067811,-0.041208576,0.5908511083393461,0.26986936039884657,0.5968719166544947,0.42930275428000614,0.5807812326263774,0.5084271207793221,0.5862358161321214,0.5428337499377721,9.992903225806451,9.991226863001444,9.98606948228883,9.988132694938441,3.275784172383382,3.132811046377448,3.2769924755997977,3.2066808049397784,6.498455578071088,5.168332857980673,6.4815838698315815,5.747704584307229,2.155759904704521,2.166618754301119,2.1472096595559904,2.1450571310289277
3,6,H1975,4,10,Osimertinib,0.04719986360572617,0.04022555105587512,0.047255526735779645,0.04233034825056524,2.6051195181629963,4.41632170313424,2.652077354959451,3.679660440570803,0.5716196939826806,0.27367021054120966,0.5615467565954458,0.39556744165323304,1.9836611994216606,2.2993287052394487,1.996065691629578,2.188069643214836,0.013312556094884336,0.010398684173096287,0.013200966615474456,0.011395714433369527,5.106629773981206,5.333230948186198,5.11138930302152,5.266178671696842,-0.111540532,-0.027715995,-0.107027527,-0.053169318,0.6730253262799034,0.3730950812355312,0.6625518641088879,0.4999730215474293,0.562504029035864,0.4850714463610568,0.5609685102498422,0.5132922796507455,10.486517347386913,10.487134642726826,10.482345601996258,10.48571104701689,3.545562273242363,3.4207401265570336,3.538915804386426,3.4780091369885504,9.557528864919576,7.744329745362663,9.445346463216765,8.495926032253607,3.0406620957706387,3.040162862124216,3.0243559545440704,3.0438966182061193
4,1,H1975,4,11,Osimertinib,0.08121973136727445,0.06862197068598955,0.08199366663800224,0.07101697562938657,1.0280936018086992,1.7188190137803456,1.0251448952296034,1.5461690554520913,0.7211496052645555,0.5334711132362367,0.7214245466835199,0.5799138035905126,1.4836418599552297,1.760071857108443,1.4820768006881937,1.7022149162718303,0.020276686408047927,0.016761088260295324,0.02028461475025754,0.01746112494436272,4.274490625329611,4.544972217324518,4.26931182746145,4.4904786116536535,-0.214429839,-0.10051628,-0.214237231,-0.123538746,0.8011212613577664,0.617937464638325,0.8006118210788005,0.668114169209043,0.6831214307379397,0.6079426141257914,0.683446927762052,0.6252441669581082,10.707359674825945,10.709357759288084,10.70951242248612,10.706667541779815,3.2777290395678245,3.20019194801526,3.2741678470644926,3.223663096873229,6.345706982437093,5.649723696204973,6.3347634026848,5.815029996872539,1.8434501460614499,1.84213567749633,1.839977074478604,1.840299763081159
5,1,H1975,4,12,Osimertinib,0.31784626104129965,0.30350512954009157,0.32001406245975444,0.30762969501443377,0.3695759479470496,0.44820092849510157,0.36293245321366585,0.42335581176129367,0.4165465881388651,0.29368014944917903,0.42673590191952493,0.3307113087167669,0.9871245738622392,1.0796462497624646,0.9793981174921229,1.051071500303995,0.044399482865437344,0.04132736717256609,0.04476732041587487,0.0421714042200931,2.2765932705672562,2.344447167174558,2.2683628553160715,2.3241055059457065,-0.117154911,-0.06343233,-0.12355879,-0.076249466,0.4967026227921356,0.37732217771850335,0.5081747250582959,0.4101954358144868,0.8262723805250167,0.8029037524872291,0.82897882877712,0.8093863431820412,10.354875476778101,10.355441214766126,10.35366961338885,10.354397795663841,1.8701267799088201,1.8372188582342421,1.87193270914204,1.8500268410586218,0.8972808067959335,0.8209151189884665,0.9032638930389965,0.8417359708282532,0.31671418868575074,0.31727901187088037,0.31654908656317104,0.3162729456474054
5,2,H1975,4,12,Osimertinib,0.1979798344278218,0.18025925766719286,0.19541171624332773,0.18559600381812164,0.6075752765216197,0.9277526770175151,0.6255173716660654,0.7916756972318787,0.5925715575335807,0.3795231233378471,0.5818878438705939,0.47087985211064287,1.2240929176853046,1.4250676057807066,1.2366212840282833,1.3511997288545903,0.027466042895766853,0.024153378537614654,0.027187004362459338,0.025255999905013395,3.126312886779834,3.293966878299514,3.14423672601828,3.239480829837385,-0.172307812,-0.077097614,-0.164545436,-0.108538491,0.6673685876781905,0.48180222575574744,0.6564522888590377,0.5572229554214432,0.775856321741673,0.7305436835615359,0.7716000094169108,0.7455203921428243,10.627586088538404,10.629864284428287,10.630034176584747,10.627842460706205,2.484434462147922,2.423498406684938,2.4853958253042676,2.4567376508885777,2.374912999670215,2.062697771380826,2.366585883387202,2.2007474807167853,0.7456220690479753,0.7476126120995588,0.74802581376332,0.7481057944871559
5,3,H1975,4,12,Osimertinib,0.24347060273648988,0.23160139055282075,0.24209825854900466,0.23452499071228794,0.4350545150098627,0.5389770162443971,0.4314831699718867,0.5168659020450863,0.4700214121715183,0.34701315055568566,0.47682569415694087,0.36927703986300364,1.0584173388520433,1.1494521656925725,1.052448985776438,1.1361355220747265,0.034083755613328125,0.03198834281316723,0.03407172740308176,0.03239093796721824,2.475500481979882,2.5508517338747074,2.4748263872257654,2.5347500810386583,-0.129925443,-0.077891915,-0.134556055,-0.084451016,0.5394943405392816,0.4321700823088114,0.5479446643050867,0.4475318899239159,0.8076304167061408,0.7831218738629676,0.8069737119513196,0.7891336952699674,10.924161027000627,10.927176781002636,10.928380568852416,10.925921437046297,2.002150670764145,1.9763596047039311,2.009353062650601,1.97783763143465,1.2067269644739014,1.1118281008971849,1.217998332284111,1.122097429598412,0.41044536987093494,0.41270127928538614,0.41237037556399514,0.4097408329108667
6,1,H1975,4,13,Osimertinib,0.1807893988954745,0.16902192922466514,0.18085903612285842,0.17146486366501176,0.6318522792844778,0.9218676140955459,0.6467018629771224,0.8259378874382012,0.47634834618084393,0.23474452030358678,0.4616611263353109,0.31584957241106726,1.2283764595959241,1.404225701531739,1.2392863852213696,1.352812080721944,0.03002959759466125,0.027051103622479478,0.02986532452289165,0.027846682367970967,3.0075748316160897,3.128634709041941,3.010208739243856,3.1007860808884833,-0.116780779,-0.038934004,-0.110812229,-0.058110301,0.5579780961409039,0.34179249361541664,0.5454509517492312,0.4115547755789391,0.754639900177712,0.7087087140834235,0.7529276082589925,0.7215054411764659,11.007349591520638,11.008051112364862,11.00713028703198,11.006765340639491,2.336796200960421,2.2401812279818465,2.3261734175434152,2.27580109752167,1.7814019315106435,1.487439182273377,1.7558809509844906,1.588554172002489,0.6033135526987969,0.6023266990922238,0.6006457034904038,0.6036230148601582
6,2,H1975,4,13,Osimertinib,0.14956714462873497,0.1358885719283324,0.14863843437025231,0.13829212412435246,0.7277987140637473,1.1247389405733812,0.7501416673821586,1.0045873141792845,0.5591558532339741,0.32106476304778864,0.5453807248980852,0.39271388723304795,1.3055638823997888,1.5243370465387247,1.321899689173285,1.467475226441534,0.02542792828760982,0.022198347383966543,0.025181399051127422,0.023006038305364625,3.3590465609443427,3.531682259673281,3.374528506158202,3.4959307824718984,-0.146165184,-0.053610379,-0.137201987,-0.072342762,0.6412569586495424,0.42046972656678,0.6258623235149309,0.48041029670478713,0.736705729495377,0.6833342672912022,0.7337557904044099,0.6961614474792301,11.035667991518663,11.035642163039164,11.03526229930454,11.035801745248857,2.600505027960349,2.511128418733287,2.5952188144525468,2.541091863113311,2.574042625569632,2.1885047367541404,2.549945717667782,2.303860855669626,0.8254603349083567,0.8283109193318836,0.8250218462624552,0.8271120424622502
