ImageNumber,ObjectNumber,Metadata_cell,Metadata_hour,Metadata_site,Metadata_treatment,Texture_AngularSecondMoment_bf1_3_00_256,Texture_AngularSecondMoment_bf1_3_01_256,Texture_AngularSecondMoment_bf1_3_02_256,Texture_AngularSecondMoment_bf1_3_03_256,Texture_Contrast_bf1_3_00_256,Texture_Contrast_bf1_3_01_256,Texture_Contrast_bf1_3_02_256,Texture_Contrast_bf1_3_03_256,Texture_Correlation_bf1_3_00_256,Texture_Correlation_bf1_3_01_256,Texture_Correlation_bf1_3_02_256,Texture_Correlation_bf1_3_03_256,Texture_DifferenceEntropy_bf1_3_00_256,Texture_DifferenceEntropy_bf1_3_01_256,Texture_DifferenceEntropy_bf1_3_02_256,Texture_DifferenceEntropy_bf1_3_03_256,Texture_DifferenceVariance_bf1_3_00_256,Texture_DifferenceVariance_bf1_3_01_256,Texture_DifferenceVariance_bf1_3_02_256,Texture_DifferenceVariance_bf1_3_03_256,Texture_Entropy_bf1_3_00_256,Texture_Entropy_bf1_3_01_256,Texture_Entropy_bf1_3_02_256,Texture_Entropy_bf1_3_03_256,Texture_InfoMeas1_bf1_3_00_256,Texture_InfoMeas1_bf1_3_01_256,Texture_InfoMeas1_bf1_3_02_256,Texture_InfoMeas1_bf1_3_03_256,Texture_InfoMeas2_bf1_3_00_256,Texture_InfoMeas2_bf1_3_01_256,Texture_InfoMeas2_bf1_3_02_256,Texture_InfoMeas2_bf1_3_03_256,Texture_InverseDifferenceMoment_bf1_3_00_256,Texture_InverseDifferenceMoment_bf1_3_01_256,Texture_InverseDifferenceMoment_bf1_3_02_256,Texture_InverseDifferenceMoment_bf1_3_03_256,Texture_SumAverage_bf1_3_00_256,Texture_SumAverage_bf1_3_01_256,Texture_SumAverage_bf1_3_02_256,Texture_SumAverage_bf1_3_03_256,Texture_SumEntropy_bf1_3_00_256,Texture_SumEntropy_bf1_3_01_256,Texture_SumEntropy_bf1_3_02_256,Texture_SumEntropy_bf1_3_03_256,Texture_SumVariance_bf1_3_00_256,Texture_SumVariance_bf1_3_01_256,Texture_SumVariance_bf1_3_02_256,Texture_SumVariance_bf1_3_03_256,Texture_Variance_bf1_3_00_256,Texture_Variance_bf1_3_01_256,Texture_Variance_bf1_3_02_256,Texture_Variance_bf1_3_03_256
1,1,H1975,4,0,Osimertinib,0.04842041935742375,0.03852978055044403,0.04931451470743565,0.04228642720168816,2.107943795565198,3.8475629952355463,2.0086864299782845,3.0022082899713176,0.7063213188241197,0.4640554059082883,0.7199374506884559,0.5831698544364173,1.8626866735653245,2.2111040106856263,1.8278024611502075,2.0552501505887535,0.013446097170133339,0.010371332330253471,0.01384856647898174,0.011790758058183354,5.042687311645267,5.363791009322505,5.016338022194771,5.2262271240510625,-0.184905209,-0.071025177,-0.194461838,-0.120771397,0.8012899410197711,0.5712391346403376,0.8127674289213004,0.6994156412536138,0.5995814125483364,0.5121011393585988,0.6099878858815134,0.5499399080813795,10.628162760777984,10.671889729674641,10.63774556840564,10.630555626062897,3.673969515347591,3.593976938526092,3.6764100314423502,3.6413348471489275,12.247499283415294,10.510499527089877,12.335869348122415,11.40273972986131,3.5888607697451356,3.58951563058136,3.586138944525203,3.601237004958147
1,2,H1975,4,0,Osimertinib,0.05379228004616073,0.04152617468219452,0.05189240650136733,0.04488124234380462,1.3153352067442794,2.3776313566480827,1.3541666666666665,2.0200713948945914,0.7982986104029981,0.6380697539342083,0.7929617843884103,0.6910332194900837,1.624423469694542,1.9536850243175716,1.6415391933587953,1.8661045331337052,0.02137682288386031,0.016581444732211015,0.020948003383224775,0.017629836358296444,4.823780494983692,5.178899536238864,4.865169182259074,5.089717765503698,-0.27149284,-0.147084174,-0.257908294,-0.177246214,0.8833246458007835,0.7486898219725403,0.8736118853124955,0.7926981367090565,0.6491720861605387,0.5566689566412891,0.6411298819552554,0.5832127412624958,10.626923591596414,10.627538435546544,10.623325294748122,10.62416649828248,3.7164610178805786,3.671567127701711,3.715220003552513,3.685090987520918,11.72706583344987,10.760985172327395,11.727154215726785,11.056230151573814,3.260600260048541,3.2846541322438725,3.2703302205983498,3.2690753866171036
1,3,H1975,4,0,Osimertinib,0.0546674603510661,0.044672509412889874,0.05536336536389875,0.04579675084063843,1.3023629560806573,2.0751858783066113,1.1810632479490202,1.9408298986016637,0.793504626123984,0.67096979808993,0.8120105296497099,0.6915351468481129,1.6084894802793905,1.8644879335652425,1.554293723130042,1.8212746041075278,0.017995392216960657,0.01494748437542948,0.018487779340113024,0.015476256492055897,4.790560883,5.075049752913833,4.750380613304467,5.030233926865992,-0.270143978,-0.166808048,-0.283035748,-0.183442592,0.8809254359978169,0.7764722741821125,0.8894695786565854,0.7987108722198848,0.6597667535638647,0.585556871559769,0.6659575101290381,0.5971630150856038,10.841774853727745,10.84540488594406,10.846232971223563,10.85710673375983,3.690183533664972,3.650450638588332,3.6911111673354524,3.662070368368971,11.311604433451478,10.538767894081644,11.384143151625238,10.642969382063782,3.153491847383034,3.1534884430970536,3.1413015998935485,3.1459498201663543
1,4,H1975,4,0,Osimertinib,0.04312268745679361,0.035212925764909794,0.043525583855188815,0.03680322551282247,2.6613144936844364,4.529650251364938,2.486625569552398,4.044940170014618,0.6730599702369451,0.44226451177260995,0.693189346768099,0.49858668866827194,1.9655763509789685,2.2739039670609915,1.9318995652484934,2.214617962059296,0.012685795837086048,0.010090523348188022,0.012994108095009584,0.01065880032785039,5.2329462805473845,5.506342970008226,5.199246978524481,5.4392754934997685,-0.157781376,-0.062747803,-0.169999769,-0.084079007,0.7693859782906967,0.547739884966567,0.7870130588710335,0.6161207120230827,0.5741135604998353,0.4919110534073333,0.5763174095626263,0.5110217665235863,11.18764718475701,11.200497324179686,11.195711605467704,11.182522063999134,3.7213192575755496,3.6361304000245385,3.7316931102966087,3.669356800895626,13.618824072481388,11.713355069172238,13.722886996967972,12.089215340422285,4.070034641541437,4.060751330134288,4.052378141630097,4.033538877609232
1,5,H1975,4,0,Osimertinib,0.05769503666370313,0.04855724374045975,0.061179060380636655,0.04937905218403747,1.4815859815859815,2.2396372086050524,1.2681255526083115,2.3371240460870863,0.8193122209561554,0.7272363913206833,0.844482059169653,0.7158038229093275,1.689793088719108,1.9180625576291843,1.6059750265534856,1.9275819885247278,0.01773750561341909,0.015097261963438191,0.01876195316732684,0.015256163866394716,4.879621009621299,5.123530123957012,4.776960843040898,5.120524416825939,-0.270761159,-0.186816713,-0.30379268,-0.185665374,0.8849006937719003,0.8075140581396489,0.9051720086984895,0.8058280631101081,0.6466579392334559,0.5908315178720871,0.6656151605714721,0.5846730848786988,10.47920997920998,10.492391874672062,10.451296787503685,10.47074667065689,3.735930931225683,3.718475228929414,3.739910447282548,3.7134082878941124,14.917818443286222,14.182181079025526,15.040289358719406,14.11013481581827,4.099851106218054,4.105454571907636,4.07710372783194,4.111814715476342
2,1,H1975,4,1,Osimertinib,0.037999503566593276,0.031333758801215014,0.040096503178349424,0.030941777455548915,2.6206896551724137,4.445986362005025,2.6422115271745508,4.260543245175125,0.7533488467033376,0.5834168129787625,0.7519492402398635,0.5971988056381765,2.018484006762212,2.332778418930497,2.0320491775849767,2.3100504749785458,0.013755872751976931,0.010715947006183961,0.013549730948397634,0.010788555192414864,5.4489618140306675,5.720976482132164,5.413281544710876,5.711029708792161,-0.21119305,-0.121504083,-0.222342679,-0.126644801,0.850767355025604,0.7231362006520726,0.8612968423960704,0.7334776987357634,0.5615047960011639,0.4941177395521177,0.5710694808502882,0.49456662278425306,11.479581028598329,11.464050723770786,11.46625190750088,11.50190612342149,3.957989613622657,3.921444669550621,3.9562162665711216,3.9220431423573503,18.629481853414347,16.899024673106027,18.66158556443324,16.894027817730006,5.31254287714669,5.3362527587777535,5.325949272901944,5.288642765726266
2,2,H1975,4,1,Osimertinib,0.04028135434917132,0.030110513941189215,0.03730976107202025,0.032661943448577056,2.0881730543146015,4.031107920555157,2.2603077645953245,3.3712853562477623,0.763476778593319,0.5464959870836894,0.7437536489851766,0.6233597302969783,1.8796598542955874,2.2664426264979878,1.927226967376545,2.1652493128267114,0.016100591963645636,0.011718387648296861,0.015177062116850219,0.012546635982880411,5.24737426252293,5.634470691174927,5.315258408817774,5.5227397056689504,-0.217447283,-0.091179899,-0.193195415,-0.128305061,0.8497194053909657,0.6451783133976975,0.8240867180156453,0.7287030356857697,0.5858788833848654,0.4846662857964704,0.5597395001962411,0.5063750993339671,11.332706324947097,11.371380713089255,11.321038411840714,11.329752953813106,3.850201699374546,3.7802348930840397,3.8376619615572265,3.815232166451184,15.569061968069548,13.746498476498061,15.381369907252349,14.530599425780423,4.414308755596039,4.444401599263308,4.4104194179619185,4.475471195507055
2,3,H1975,4,1,Osimertinib,0.06409630680066825,0.05507623878103505,0.0650282536693767,0.05649660369192434,2.6078958808825123,4.345649256388486,2.4117179142551493,3.638010676845629,0.5595313693084943,0.2705957037142995,0.5955633348541877,0.39399710188163223,1.8988538602896967,2.1961852967924944,1.8560899876558397,2.0881471438715606,0.008917347445117137,0.007298907100445853,0.009139274519673739,0.007880691976567645,4.8117192708982515,5.040839691072673,4.785899945645067,4.985948318713698,-0.124019417,-0.038981528,-0.13872408,-0.065427003,0.6860746834258115,0.42614708064383555,0.7141609351838087,0.5350405122192109,0.6051436105349453,0.5347196196613742,0.6152614853447709,0.5554425991927506,11.314612542114988,11.318342417353673,11.320788874564556,11.326888501645783,3.4073968711956795,3.3001302867402784,3.4236889999605813,3.3598752666871343,9.233564323846593,7.569962643671772,9.514589080614599,8.368567800391418,2.960365051182279,2.9789029750150533,2.981576748717444,3.0016446193092534
2,4,H1975,4,1,Osimertinib,0.03886088186189087,0.031289918283342155,0.03646217059720781,0.030362312341956337,2.885919391108804,5.310668588147953,3.100628656247271,4.89595477830772,0.7703694825472289,0.5795161846252317,0.7546611257568602,0.6165589969360329,2.028901235633743,2.385022786006069,2.075880662486625,2.331671411240488,0.01052380125159331,0.008201657150122652,0.010161466344340855,0.008560781904757706,5.515857744605848,5.846185204800596,5.583546308549201,5.8509985324230485,-0.225394334,-0.119766641,-0.204738586,-0.124039623,0.8681509682640981,0.7246793545693633,0.8486226371584543,0.7339732780547126,0.5818160956935083,0.5097805216882445,0.565693608839611,0.5070031172139554,11.520411693478637,11.51251146338268,11.510914170959573,11.525348878290055,4.035302926563467,3.9859730700062452,4.029663403,3.998810169063573,22.249410382316114,19.949131641807128,22.17566451834719,20.640984355408108,6.283832443356246,6.3149500574887725,6.319073293648607,6.384234783428987
2,5,H1975,4,1,Osimertinib,0.13360878913515445,0.12206717324565763,0.1342261741954311,0.1260052348806119,1.4370621948630862,2.3458654068518947,1.394788262918507,1.865745456935362,0.49303627764501984,0.17900406255289267,0.5100479911509571,0.3456652270045032,1.6358264836524805,1.889217983802602,1.6112592250583733,1.7580013149231883,0.016754470747907643,0.014194944072032667,0.017073707187181576,0.015563761592014887,3.9377449392872466,4.099587370493758,3.924738061992447,4.031928280273054,-0.111814048,-0.040631623,-0.121523903,-0.071922892,0.6105111737763278,0.3954213810826602,0.6310187804464661,0.5096843614292887,0.6898216726810902,0.6352066488145338,0.6953436769839045,0.6632445354661708,11.975866629655634,11.981565297829462,11.978621040705407,11.976093457329696,2.8514557848513675,2.7316037739635695,2.8656722436779063,2.815393570562102,4.2322278607943815,3.368816724575936,4.298782689857262,3.8369790013541376,1.417322513914364,1.4286705328569411,1.4233927381939324,1.4256811145723702
