Metadata_cell,Metadata_hour,Metadata_treatment,Metadata_site,Metadata_dish,Metadata_concentration,ObjectNumber,Cell_Ed_mean_value,Cell_Ed_variance,Cell_Ed_not_zero_mean_value,Cell_Ed_not_zero_variance,Cell_Ed_region_mean_value,Cell_Ed_region_variance,Cell_Ed_region_max_value,Cell_Ed_region_min_value,Cell_Ed_region_top_50_value,Cell_Ed_region_top_25_value,Cell_Ed_not_region_mean_value,Cell_Ed_not_region_variance,Cell_Ed_not_region_max_value,Cell_Ed_not_region_min_value,Cell_Ed_not_region_top_50_value,Cell_Ed_not_region_top_25_value,Fp_mito_ratio_mean,Fp_non_mito_ratio_mean,Fp_whole_cell_ratio_mean,Fp_mito_pixels,Fp_non_mito_pixels,Fp_whole_cell_pixels
MCF7,2,A199,19,2,40,4,0.05311188846826553,0.0023897746577858925,0.07789359986782074,0.0015744938282296062,0.0804128497838974,0.00044320328743197024,0.16209961473941803,0,0.097119585,0.10680219,0.047962550073862076,0.0025898274034261703,0.39007821679115295,0,0.09008928,0.11853782,1.8608029,1.5429909,1.5934225,7726,40962,48688
MCF7,2,A199,19,2,40,5,0.10915989428758621,0.000621007988229394,0.10915989428758621,0.000621007988229394,0.13556264340877533,0.0004136230272706598,0.1908075213432312,0.0667378231883049,0.1519929,0.16172102,0.10506220161914825,0.0005282125202938914,0.2210947424173355,0.007683794945478439,0.12299081,0.13489738,1.372508,1.1547037,1.1839654,7171,46205,53376
MCF7,2,A199,2,2,40,1,0.11963978409767151,0.005771568510681391,0.1378013640642166,0.004145015962421894,0.11310245841741562,0.0010341680608689785,0.2392352670431137,0,0.13866794,0.15422226,0.12179765850305557,0.0073165493085980415,0.5304419994354248,0,0.19035266,0.23250851,2.0634768,1.7842305,1.8268156,7159,39785,46944
MCF7,2,A199,2,2,40,2,0.14634917676448822,0.0052259378135204315,0.15818797051906586,0.003775932127609849,0.14797376096248627,0.000908667512703687,0.28042078018188477,0.013083228841423988,0.17186616,0.18636115,0.14588668942451477,0.006454016547650099,0.5652831792831421,0,0.20746641,0.24630831,3.2679672,2.2182667,2.4508765,14402,50590,64992
MCF7,2,A199,3,2,40,1,0.038747742772102356,0.001312239677645266,0.05156019330024719,0.0010855365544557571,0.04336867108941078,0.00024014127848204225,0.10613702982664108,0,0.05562049,0.063015245,0.03754907473921776,0.0015833658399060369,0.3374848961830139,0,0.06857083,0.09245507,0.38116655,0.6951341,0.6346586,7039,29505,36544
MCF7,2,A199,3,2,40,2,0.0933191254734993,0.003373474348336458,0.11033055186271667,0.0021115546114742756,0.12261931598186493,0.0007502014050260186,0.22219541668891907,0.016768986359238625,0.14446713,0.15691997,0.0857165977358818,0.0037735814694315195,0.41392675042152405,0,0.13523558,0.16347224,2.075694,1.5108776,1.6272385,12028,46356,58384
MCF7,2,A199,3,2,40,3,0.04669015482068062,0.0038536919746547937,0.09235791862010956,0.003405218245461583,0.069986991584301,0.0009673548629507422,0.18554702401161194,0,0.09459087,0.11035942,0.042348168790340424,0.00427163066342473,0.4247342050075531,0,0.08469634,0.13947782,1.6258924,1.5474541,1.5586342,5382,32378,37760
MCF7,2,A199,3,2,40,4,0.04144402965903282,0.0030388515442609787,0.0807373896241188,0.002747563412413001,0.06097836047410965,0.0007727729389443994,0.17596572637557983,0,0.08307462,0.096446194,0.036887407302856445,0.0034576684702187777,0.4507126808166504,0,0.07377687,0.1242572,1.0933211,1.1406825,1.1317244,8407,36041,44448
MCF7,2,A199,4,2,40,1,0.0551883801817894,0.0007318754796870053,0.05750476196408272,0.0006293909973464906,0.06415721774101257,0.0001587738806847483,0.12026240676641464,0.019549867138266563,0.07412492,0.080361865,0.052013397216796875,0.0008961979183368385,0.21897636353969574,0,0.07584965,0.090625115,1.025329,0.9728872,0.986598,6166,17418,23584
MCF7,2,A199,4,2,40,2,0.12419456988573074,0.005838032346218824,0.14164292812347412,0.004186791833490133,0.16605162620544434,0.0008502257987856865,0.26266714930534363,0.04545048624277115,0.1889314,0.20178355,0.11681289970874786,0.006354188080877066,0.5009245276451111,0,0.18157731,0.22032046,4.608217,2.2936912,2.6406748,4627,26237,30864
