Metadata_cell,Metadata_hour,Metadata_treatment,Metadata_site,Metadata_dish,Metadata_concentration,ObjectNumber,Ed_mean_value,Ed_variance,Ed_not_zero_mean_value,Ed_not_zero_variance,Ed_region_mean_value,Ed_region_variance,Ed_region_max_value,Ed_region_min_value,Ed_region_top_50_value,Ed_region_top_25_value,Ed_not_region_mean_value,Ed_not_region_variance,Ed_not_region_max_value,Ed_not_region_min_value,Ed_not_region_top_50_value,Ed_not_region_top_25_value,Fp_region_ratio_mean,Fp_non_region_ratio_mean,Fp_cell_ratio_mean,Fp_region_pixels,Fp_non_region_pixels,Fp_cell_pixels,Fp_cell_MCC,Fp_region_PCC,Fp_cell_PCC,Rc_cell_mean,Rc_cell_max,Rc_cell_min,Rc_cell_var,Rc_region_mean,Rc_region_max,Rc_region_min,Rc_region_var,Rc_non_region_mean,Rc_non_region_max,Rc_non_region_min,Rc_non_region_var,Fp_cell_OCC
MCF7,2.0,A133,9,2,40.0,6,0.07312726974487305,0.0007336509879678488,0.07336444407701492,0.0007186306174844503,0.0793800875544548,0.0003393447841517627,0.17211970686912537,0.016942065209150314,0.09383012354373932,0.10308559238910675,0.07129404693841934,0.0008344316738657653,0.19678695499897003,0.0,0.09453414,0.108654454,2.9294545650482178,0.7650242447853088,0.8993577361106873,4862,16468,21343,0.9611696004867554,0.8562279343605042,0.9851529002189636,0.4103284,0.6240681,0.22123341,0.0024439513,0.4383130967617035,0.5574719309806824,0.33577269315719604,0.0009033021051436663,0.40204462,0.6240681,0.22123341,0.0025995604,
MCF7,2.0,A133,9,2,40.0,7,0.05332847684621811,0.0009650815627537668,0.055062178522348404,0.0009009948116727173,0.04815589264035225,0.00027218213654123247,0.10226470232009888,0.0,0.061244696378707886,0.06893646717071533,0.054854292422533035,0.0011592535302042961,0.24101169407367706,0.0,0.081972286,0.10040308,2.524362325668335,0.5337978601455688,0.7882283329963684,3863,13059,16927,0.9539065361022949,0.8419023156166077,0.9844956398010254,0.48571235,0.8628302,0.23444748,0.0042852755,0.5239824652671814,0.8628302216529846,0.3800901770591736,0.0022954056039452553,0.47437787,0.8624587,0.23444748,0.0043123756,
MCF7,2.0,A133,9,2,40.0,8,0.0802760049700737,0.001003371668048203,0.08060809224843979,0.000980753917247057,0.08099891990423203,0.0005505371373146772,0.16664007306098938,0.0,0.09961169958114624,0.11054079979658127,0.07995499670505524,0.0012041269801557064,0.3170686960220337,0.0,0.107479766,0.124998994,2.541684865951538,0.4902339279651642,0.5866949558258057,5702,12723,18447,0.9382938146591187,0.727405309677124,0.9580432176589966,0.5738958,1.0630412,0.27387005,0.010332943,0.6535428166389465,1.0630412101745605,0.402866393327713,0.005387809127569199,0.53806597,0.9712022,0.27387005,0.008420028,
MCF7,2.0,A133,9,2,40.0,9,0.063743956387043,0.001170008210465312,0.0654505267739296,0.0010896357707679272,0.059830017387866974,0.0004870909615419805,0.12691423296928406,0.0,0.07751084119081497,0.08851782977581024,0.06450551003217697,0.0012993247946724296,0.2349991649389267,0.0,0.09426351,0.11065179,2.7832469940185547,0.7479742169380188,0.9593740105628967,2921,14947,17871,0.9440179467201233,0.8688184022903442,0.9903547167778015,0.5005318,0.75570524,0.29388583,0.0033931327,0.5612362623214722,0.7203440070152283,0.4480781555175781,0.0016594771295785904,0.48865733,0.75570524,0.29388583,0.0028704181,
MCF7,2.0,A133,9,2,40.0,10,0.08841605484485626,0.0017977223033085465,0.08865201473236084,0.0017816022736951709,0.08553187549114227,0.0004698735720012337,0.1465042233467102,0.018828297033905983,0.10230565816164017,0.11108747124671936,0.08894533663988113,0.002039591083303094,0.2744407653808594,0.0,0.12651521,0.14970113,2.120788335800171,0.8031083345413208,0.8827047944068909,3377,18411,21791,0.9487999081611633,0.8937233686447144,0.9921596646308899,0.44246733,0.7008502,0.27412096,0.00217896,0.4757877290248871,0.6135705709457397,0.381064236164093,0.0012185327941551805,0.4363505,0.7008502,0.27412096,0.002114041,
MCF7,4.0,A133,0,1,80.0,1,0.08009739220142365,0.001641200273297727,0.08353977650403976,0.0014241586904972792,0.07953443378210068,0.0004965659463778138,0.17644374072551727,0.0,0.09728103131055832,0.10813108086585999,0.08030571043491364,0.0020646105986088514,0.39927834272384644,0.0,0.11500843,0.13834125,4.1712260246276855,0.5984421968460083,0.8944621086120605,17667,46696,64479,0.9419718384742737,0.777614951133728,0.963275134563446,0.43693405,1.2199789,0.0,0.009960365,0.4450472295284271,0.7497770190238953,0.25803127884864807,0.002632398856803775,0.43384442,1.2199789,0.0,0.012716366,
MCF7,4.0,A133,0,1,80.0,2,0.09402822703123093,0.0018200231716036797,0.09577267616987228,0.0016867186641320586,0.09910893440246582,0.0008868979057297111,0.21736691892147064,0.0,0.1228465810418129,0.1371936798095703,0.09275908023118973,0.0020450553856790066,0.39124512672424316,0.0,0.12811457,0.1507586,3.144454002380371,0.476054847240448,0.519550621509552,7578,29104,36783,0.6959084272384644,0.7697327733039856,0.9103959798812866,0.56999636,1.6214464,0.0,0.018145591,0.6758489012718201,1.5288612842559814,0.28240564465522766,0.021029261872172356,0.5420685,1.6214464,0.0,0.013648562,
MCF7,4.0,A133,0,1,80.0,3,0.10486086457967758,0.001893029548227787,0.10589645057916641,0.001802059356123209,0.1022384986281395,0.0005778907216154039,0.18781375885009766,0.0,0.12140180170536041,0.1328170746564865,0.10562115162611008,0.00227174605242908,0.3998776972293854,0.0,0.14283259,0.16736224,3.6918797492980957,0.7047234773635864,1.0623515844345093,4157,14129,18303,0.926986575126648,0.7547369003295898,0.9668059349060059,0.5272103,1.2562783,0.0,0.009179123,0.5086681246757507,0.7021802663803101,0.30527082085609436,0.002649671398103237,0.53268766,1.2562783,0.0,0.010976358,
MCF7,4.0,A133,0,1,80.0,4,0.09612811356782913,0.0019452670821920037,0.0977301225066185,0.0018211209680885077,0.09930828213691711,0.0010401516919955611,0.254925936460495,0.004479730036109686,0.12482888996601105,0.14118951559066772,0.09524987637996674,0.0021916604600846767,0.44772961735725403,0.0,0.13141875,0.15569852,2.981048345565796,0.2680618464946747,0.3758135139942169,11988,39308,51487,0.4803917109966278,0.6478888392448425,0.8560711145401001,0.60042113,1.9058269,0.0,0.02687448,0.7304259538650513,1.9058269262313843,0.28548941016197205,0.03715048357844353,0.5601421,1.8991674,0.0,0.016831832,
MCF7,4.0,A133,0,1,80.0,5,0.09733474254608154,0.0020145440939813852,0.09866460412740707,0.0019108580891042948,0.09154504537582397,0.0006739184609614313,0.18173842132091522,0.0,0.11218668520450592,0.12459293007850647,0.09849300980567932,0.002274695783853531,0.3786067068576813,0.0,0.13589236,0.16055231,4.290998458862305,0.7179615497589111,1.0661139488220215,7447,35804,43327,0.8919851779937744,0.8115746974945068,0.9399740695953369,0.42686328,1.0168378,0.0,0.006416586,0.40759986639022827,0.6004323363304138,0.2327217012643814,0.0022602274548262358,0.43091074,1.0168378,0.0,0.007195531,
MCF7,4.0,A133,0,1,80.0,6,0.11188067495822906,0.002803253009915352,0.11503665149211884,0.0025192759931087494,0.111390620470047,0.0010855087311938405,0.25534334778785706,0.0,0.13769684731960297,0.15393811464309692,0.11210907250642776,0.0036036528181284666,0.4198537766933441,0.0,0.15893075,0.18926123,4.37863302230835,0.5941623449325562,0.7281970381736755,8185,18644,26863,0.7524296641349792,0.1329590231180191,0.8461005091667175,0.7373087,1.9609209,0.0,0.047940146,0.79542475938797,1.7247185707092285,0.37308865785598755,0.0573468878865242,0.71169025,1.9609209,0.0,0.04164836,
MCF7,4.0,A133,0,1,80.0,7,0.1194193884730339,0.003362352726981044,0.12120497226715088,0.003196205710992217,0.11344550549983978,0.0016019431641325355,0.31305623054504395,0.0,0.14421683549880981,0.16419799625873566,0.12151891738176346,0.003964095842093229,0.5257811546325684,0.0,0.16938372,0.20483032,2.241230010986328,0.3769298195838928,0.36803242564201355,8348,23244,31631,0.6329777836799622,0.15664923191070557,0.8047621250152588,0.7226739,3.592201,0.0,0.051254414,0.8080174326896667,3.592200994491577,0.3158245384693146,0.10067752748727798,0.69188124,1.8382623,0.0,0.029845975,
MCF7,4.0,A133,1,1,80.0,1,0.10132835060358047,0.003470198716968298,0.10614733397960663,0.003123712260276079,0.0869380384683609,0.0007864193757995963,0.17684291303157806,0.0,0.10945392400026321,0.12261566519737244,0.10568907856941223,0.004201703704893589,0.44204941391944885,0.0,0.15577911,0.19124047,3.1791224479675293,0.5571725964546204,0.8087842464447021,3486,11228,14735,0.9206746220588684,0.4607418477535248,0.9362926483154297,0.42747065,1.1820834,0.0,0.01563334,0.4326052963733673,0.7016437649726868,0.2255031168460846,0.004456635564565659,0.425867,1.1820834,0.0,0.019113204,
MCF7,4.0,A133,1,1,80.0,2,0.1020006462931633,0.0028210068121552467,0.10480146110057831,0.002604938577860594,0.09024492651224136,0.0010960284853354096,0.19538713991641998,0.0,0.1167820543050766,0.13271234929561615,0.10605751723051071,0.0033521433360874653,0.4214231073856354,0.0,0.15132049,0.18138447,4.371677875518799,0.625953197479248,0.9131429195404053,4452,11925,16463,0.8652218580245972,0.40964269638061523,0.8652759194374084,0.5847671,1.4547721,0.0,0.016387857,0.5478566288948059,0.8797823786735535,0.2503150999546051,0.005880288779735565,0.59881204,1.4547721,0.0,0.019670462,
MCF7,4.0,A133,1,1,80.0,3,0.07598832249641418,0.0007605950813740492,0.07609965652227402,0.000753236236050725,0.07357215136289597,0.0002268344396725297,0.15303415060043335,0.00907100923359394,0.0847591906785965,0.0910540521144867,0.07685321569442749,0.0009488229406997561,0.28304392099380493,0.0,0.100984156,0.11670519,1.4992289543151855,0.42350834608078003,0.4742495119571686,14615,40726,55358,0.9106320142745972,0.5871843695640564,0.966404139995575,0.4876519,1.406453,0.29599798,0.004779005,0.5364194512367249,1.406453013420105,0.36679184436798096,0.006698308978229761,0.47013155,0.9916809,0.29599798,0.0029280875,
MCF7,4.0,A133,1,1,80.0,4,0.09484130144119263,0.0015214970335364342,0.09531933069229126,0.0014836005866527557,0.09722324460744858,0.00043710327008739114,0.19759175181388855,0.029658976942300797,0.11377249658107758,0.12392420321702957,0.0942322388291359,0.0017969639739021659,0.3247266113758087,0.0,0.12714733,0.1503996,1.6548255681991577,0.6300169825553894,0.5738147497177124,6005,23291,29311,0.8138749599456787,0.8269948363304138,0.9580281972885132,0.7247739,1.5572249,0.36335877,0.014086302,0.8276889324188232,1.5572248697280884,0.5349695086479187,0.014588427729904652,0.69817466,1.4327666,0.36335877,0.0105115445,
MCF7,4.0,A133,10,1,80.0,1,0.07224424928426743,0.0018751858733594418,0.07927720248699188,0.0015001822030171752,0.08280956000089645,0.0009132273844443262,0.23724038898944855,0.0,0.10644501447677612,0.12341147661209106,0.06714609265327454,0.002259512199088931,0.3923379182815552,0.0,0.10483351,0.1290022,1.2417683601379395,0.20823699235916138,0.3205903470516205,14382,29235,43679,0.4098860025405884,0.20736326277256012,0.7836316227912903,0.5648972,2.395288,0.0,0.058521654,0.6798385381698608,2.3952879905700684,0.29347848892211914,0.08568906784057617,0.5081106,2.1133876,0.0,0.035347797,
MCF7,4.0,A133,10,1,80.0,2,0.06944802403450012,0.0014761675847694278,0.07392985373735428,0.001240090816281736,0.07896926254034042,0.0004832183476537466,0.1803164929151535,0.0,0.09657086431980133,0.107276551425457,0.0660722404718399,0.0017846832051873207,0.3945768177509308,0.0,0.09845493,0.12005697,1.397165298461914,0.3934975266456604,0.4562314450740814,11919,33339,45279,0.5726976990699768,0.5477243661880493,0.8946079015731812,0.51547945,1.5174228,0.0,0.024944484,0.6029486060142517,1.5174227952957153,0.3119535446166992,0.035220514982938766,0.4841542,1.4427023,0.0,0.017543087,
MCF7,4.0,A133,10,1,80.0,3,0.08284487575292587,0.00228988123126328,0.0879659503698349,0.0019809503573924303,0.07918303459882736,0.0009912580717355013,0.20277461409568787,0.0,0.10430222749710083,0.11970801651477814,0.08452977240085602,0.002878399332985282,0.3926645517349243,0.0,0.12734027,0.15421543,3.216510772705078,0.4927172064781189,0.6727383732795715,10329,21507,31981,0.8017706871032715,0.42484164237976074,0.8347638845443726,0.36113212,1.8951321,0.0,0.011841118,0.352772057056427,0.7956372499465942,0.1394992619752884,0.005102002993226051,0.3652029,1.8951321,0.0,0.015072035,
MCF7,4.0,A133,10,1,80.0,4,0.12179872393608093,0.0006677027558907866,0.12179872393608093,0.0006677027558907866,0.13333764672279358,0.00027811736799776554,0.21358118951320648,0.07181912660598755,0.14564837515354156,0.15344958007335663,0.11899305880069733,0.0007221832638606429,0.24779808521270752,0.012261301279067993,0.14088176,0.15414451,1.5678327083587646,0.4961312711238861,0.5943244695663452,6164,25353,31519,0.8812733292579651,0.8563747406005859,0.9798077940940857,0.5104004,1.193419,0.32503742,0.005293343,0.5898054242134094,1.1934189796447754,0.4184507429599762,0.00619036890566349,0.4910894,0.8967841,0.32503742,0.0031688854,
MCF7,4.0,A133,10,1,80.0,5,0.1031736359000206,0.0006302459514699876,0.10317735373973846,0.000629885180387646,0.10663357377052307,0.00022962030197959393,0.16992776095867157,0.05277343466877937,0.11858552694320679,0.12635964155197144,0.10252352058887482,0.0007028509280644357,0.26406967639923096,0.0,0.12297776,0.13697667,5.111537456512451,0.3761136829853058,0.6750722527503967,4448,23297,27759,0.7345960140228271,0.36467909812927246,0.9310175776481628,0.45492205,1.0545818,0.24991111,0.008300061,0.5450708270072937,1.0495024919509888,0.2803398668766022,0.014866095967590809,0.43765694,1.0545818,0.24991111,0.0051880265,
MCF7,4.0,A133,10,1,80.0,6,0.07398317754268646,0.003394050756469369,0.09516243636608124,0.0023501995019614697,0.08964184671640396,0.0005698997993022203,0.1850612461566925,0.0,0.1086389422416687,0.11990870535373688,0.0689140036702156,0.004203237593173981,0.41251692175865173,0.0,0.12250184,0.15765528,2.5880987644195557,0.6195586919784546,0.9221565127372742,6311,19392,25727,0.9665408134460449,0.767812192440033,0.9849721789360046,0.6517024,2.0355687,0.0,0.11832778,0.7809765338897705,1.0744229555130005,0.5733159184455872,0.004076673183590174,0.6094732,2.0355687,0.0,0.14840707,
MCF7,4.0,A133,10,1,80.0,7,0.10020527243614197,0.0011512241326272488,0.10042493045330048,0.001131688361056149,0.10116627812385559,0.0003803582221735269,0.17749547958374023,0.013650448992848396,0.1166040226817131,0.1257118284702301,0.099863201379776,0.0014251773245632648,0.3661162257194519,0.0,0.12950306,0.14851324,3.389547109603882,0.6700119376182556,0.7812763452529907,6447,18210,24687,0.9378112554550171,0.6303049325942993,0.961910605430603,0.4989132,1.0438292,0.21559332,0.009203259,0.5632941722869873,0.8919895887374878,0.33062490820884705,0.004313250537961721,0.47601527,1.0438292,0.21559332,0.008943944,
MCF7,4.0,A133,10,1,80.0,8,0.08603809028863907,0.0016501988284289837,0.08805420994758606,0.0015113395638763905,0.07892905920743942,0.0004726314509753138,0.15919160842895508,0.0,0.09618476033210754,0.10670986771583557,0.0886932834982872,0.002064088359475136,0.3890082836151123,0.0,0.12374701,0.14712547,4.215954303741455,0.6336342692375183,1.0380349159240723,7758,20142,27951,0.9577378630638123,0.5399051904678345,0.9483791589736938,0.43962184,1.4091808,0.0,0.007722562,0.4047393202781677,0.6118148565292358,0.262094646692276,0.0022335366811603308,0.45314503,1.4091808,0.0,0.009195939,
MCF7,4.0,A133,10,1,80.0,9,0.09204451739788055,0.0012993880081921816,0.09305530041456223,0.0012195975286886096,0.10131534188985825,0.0003932796244043857,0.20056189596652985,0.02768830768764019,0.11703217774629593,0.1264316886663437,0.09033167362213135,0.0014479829696938396,0.3607548773288727,0.0,0.11936265,0.13876721,3.001851797103882,0.43780672550201416,0.6228716373443604,16993,90674,107711,0.8377403616905212,0.8203535676002502,0.9583064913749695,0.67476285,1.5312641,0.0,0.01716799,0.7924004793167114,1.5265392065048218,0.4196758270263672,0.009434963576495647,0.65265983,1.5312641,0.0,0.015532263,
MCF7,4.0,A133,10,1,80.0,10,0.08028727769851685,0.0016511848662048578,0.0824379101395607,0.0015181208727881312,0.07367582619190216,0.0006556359003297985,0.17743246257305145,0.0,0.09414773434400558,0.10675229132175446,0.08169089257717133,0.0018512904644012451,0.28834155201911926,0.0,0.115731545,0.13758385,5.612290859222412,0.8141820430755615,1.2489306926727295,3301,14676,18015,0.9131531119346619,0.6871775984764099,0.8820574879646301,0.2711357,0.6523845,0.0,0.0035796394,0.2432376891374588,0.3918256163597107,0.13152749836444855,0.0010396454017609358,0.27748245,0.6523845,0.0,0.0039401418,
MCF7,4.0,A133,11,1,80.0,1,0.1251181662082672,0.003309582592919469,0.1297781765460968,0.0028280806727707386,0.1453942060470581,0.0012441860744729638,0.2998223900794983,0.020403049886226654,0.1731063276529312,0.191245436668396,0.11990652978420258,0.0037076291628181934,0.4210566282272339,0.0,0.16800462,0.19698822,3.2900753021240234,0.3833881616592407,0.6089973449707031,4231,15697,19967,0.8149251937866211,0.47110867500305176,0.905563235282898,0.9610049,2.702904,0.0,0.057706673,0.9753211140632629,1.961157202720642,0.5968896150588989,0.02977392077445984,0.95711076,2.702904,0.0,0.06523372,
MCF7,4.0,A133,11,1,80.0,2,0.06872732937335968,0.0016416998114436865,0.07313207536935806,0.0014247886138036847,0.07193748652935028,0.0006958761368878186,0.15848195552825928,0.0,0.09296149760484695,0.10575912892818451,0.0677231177687645,0.0019333444070070982,0.35119882225990295,0.0,0.10270142,0.12555623,3.3295421600341797,0.4109962284564972,0.6611857414245605,6765,20491,27311,0.8125810027122498,0.445364773273468,0.8985908627510071,0.4742319,1.185237,0.0,0.012316082,0.5065722465515137,1.0920381546020508,0.2353672981262207,0.008588033728301525,0.46346864,1.185237,0.0,0.0130928885,
MCF7,4.0,A133,11,1,80.0,3,0.09242050349712372,0.0011873102048411965,0.09298606216907501,0.0011419865768402815,0.0996958464384079,0.00033280145726166666,0.17855997383594513,0.025747025385499,0.1140907034277916,0.12207737565040588,0.0906042754650116,0.0013841172913089395,0.2880600094795227,0.0,0.11997847,0.13931768,2.853825807571411,0.7232862114906311,0.9979391098022461,3809,15258,19071,0.9642826914787292,0.859858512878418,0.9849832057952881,0.3707332,0.8058982,0.13540208,0.0035359624,0.3763922452926636,0.5426290035247803,0.24595710635185242,0.0013389672385528684,0.36931905,0.8058982,0.13540208,0.004074957,
MCF7,4.0,A133,11,1,80.0,4,0.080217145383358,0.001978931948542595,0.08353493362665176,0.001783630228601396,0.07283506542444229,0.0008462644764222205,0.18002329766750336,0.0,0.09595457464456558,0.1100570484995842,0.08251959830522537,0.00230990769341588,0.40896767377853394,0.0,0.12052926,0.1452617,3.057278633117676,0.5372458100318909,0.6611838936805725,4962,14626,19663,0.8688386678695679,0.4761834144592285,0.8670519590377808,0.5540226,1.4624648,0.0,0.012088324,0.5192964673042297,0.878318190574646,0.29747000336647034,0.0055784741416573524,0.565981,1.4624648,0.0,0.013771805,
MCF7,4.0,A133,11,1,80.0,5,0.1139630377292633,0.0015404120786115527,0.11423706263303757,0.001512812334112823,0.11574964225292206,0.0005230726092122495,0.18628445267677307,0.03964502364397049,0.1341429203748703,0.1452840268611908,0.11348066478967667,0.0018139980966225266,0.3533334732055664,0.0,0.14705655,0.16874315,2.382197856903076,0.5663504600524902,0.6933484673500061,4823,17674,22511,0.9262697100639343,0.6470044851303101,0.9641866683959961,0.681717,1.5961385,0.3239623,0.011148777,0.7026611566543579,1.0235668420791626,0.4455398917198181,0.0071699353866279125,0.67598534,1.5961385,0.3239623,0.012084743,
MCF7,4.0,A133,11,1,80.0,6,0.10562767833471298,0.001301559037528932,0.1060197502374649,0.0012648215051740408,0.11182275414466858,0.00035756046418100595,0.1965268850326538,0.03071471117436886,0.1268123835325241,0.13575123250484467,0.10411815345287323,0.0015199462650343776,0.34997040033340454,0.0,0.13446237,0.15402755,2.1851541996002197,0.3939640522003174,0.6598544120788574,4766,19557,24335,0.7567065358161926,0.7638150453567505,0.9566024541854858,0.8382574,1.9131684,0.4166371,0.025916964,0.9349936246871948,1.9131684303283691,0.5091777443885803,0.03622379153966904,0.81462497,1.8202281,0.4166371,0.020554395,
MCF7,4.0,A133,11,1,80.0,7,0.08065128326416016,0.001806361717171967,0.08393438160419464,0.001604329445399344,0.08368375152349472,0.0006161666824482381,0.1800309121608734,0.0,0.10330002754926682,0.11507616192102432,0.07933962345123291,0.0023154676891863346,0.4379287660121918,0.0,0.116573095,0.14209992,1.6077243089675903,0.37083467841148376,0.3973131775856018,9391,21541,30959,0.7192004919052124,0.5523590445518494,0.8981630206108093,0.74813294,1.979526,0.0,0.040637027,0.8484964966773987,1.9001898765563965,0.3759998083114624,0.05617736652493477,0.7042547,1.979526,0.0,0.02751383,
MCF7,4.0,A133,11,1,80.0,8,0.1016743928194046,0.0011705344077199697,0.10179410874843597,0.00115972722414881,0.09826081246137619,0.00045917974784970284,0.17900322377681732,0.02635786682367325,0.11532764881849289,0.12556463479995728,0.10229519009590149,0.0012973970733582973,0.2990245223045349,0.0,0.13030884,0.14888202,3.358574867248535,0.8198071122169495,0.865189790725708,1531,21415,22959,0.8171871304512024,0.8816837668418884,0.9577063322067261,0.6572152,1.1586995,0.35420126,0.0074929907,0.6683098077774048,0.8891703486442566,0.485158771276474,0.003339894348755479,0.6564152,1.1586995,0.35420126,0.007782896,
MCF7,4.0,A133,11,1,80.0,9,0.10792873054742813,0.0014108706964179873,0.10801536589860916,0.0014026458375155926,0.10336889326572418,0.0007525600376538932,0.2048751264810562,0.0,0.12523123621940613,0.13642103970050812,0.1092994213104248,0.001600629766471684,0.38467496633529663,0.0,0.14048284,0.16086142,6.3438310623168945,0.32216310501098633,0.7787842154502869,8084,26814,34911,0.8040425181388855,-0.13778150081634521,0.8435435891151428,0.6852656,1.6904793,0.31901655,0.041893505,0.7107541561126709,1.5689380168914795,0.31901654601097107,0.059088658541440964,0.67756903,1.6904793,0.32170942,0.03644589,
MCF7,4.0,A133,11,1,80.0,10,0.1009405329823494,0.0013059978373348713,0.10120590031147003,0.0012825749581679702,0.09705877304077148,0.0005962735158391297,0.22350695729255676,0.015358863398432732,0.11615084111690521,0.12867049872875214,0.10241878032684326,0.0015683509409427643,0.43971115350723267,0.0,0.132737,0.15354516,1.279022216796875,0.491800993680954,0.42021772265434265,10331,26997,37375,0.7380815744400024,0.6569784879684448,0.9235442876815796,0.66286427,1.8799311,0.0,0.014975745,0.7123940587043762,1.879931092262268,0.4184788763523102,0.0254935584962368,0.64382505,1.6422971,0.0,0.009627212,
MCF7,4.0,A133,11,1,80.0,11,0.09590952098369598,0.0020810747519135475,0.09818068891763687,0.0019073695875704288,0.09903629124164581,0.0008837544592097402,0.23510141670703888,0.0,0.12254900485277176,0.13745765388011932,0.09495111554861069,0.0024441531859338284,0.4219307601451874,0.0,0.13245864,0.15897238,1.7919448614120483,0.31646209955215454,0.4307338297367096,12479,39929,52479,0.5739923715591431,0.7570416927337646,0.895820677280426,0.62028694,1.971403,0.0,0.034843262,0.7771251201629639,1.9714030027389526,0.3558235466480255,0.04669243469834328,0.5709927,1.8588727,0.0,0.020957932,
MCF7,4.0,A133,11,1,80.0,12,0.09511179476976395,0.0014696806902065873,0.0956852063536644,0.0014236740535125136,0.08741617947816849,0.0004370646202005446,0.16948868334293365,0.012235262431204319,0.10396097600460052,0.1143103614449501,0.09735710918903351,0.0017486430006101727,0.3492720127105713,0.0,0.12961584,0.1516754,3.931326389312744,0.8447778224945068,1.262711524963379,7024,23647,30703,0.9570276737213135,0.6827912330627441,0.9535399675369263,0.34939727,0.88413143,0.0,0.0040672706,0.32148995995521545,0.4434868395328522,0.20697703957557678,0.0010451467242091894,0.35772407,0.88413143,0.0,0.0046672835,
MCF7,4.0,A133,11,1,80.0,13,0.11949711292982101,0.00263197417370975,0.12038227915763855,0.0025449125096201897,0.10789302736520767,0.0007795474375598133,0.20120547711849213,0.0,0.1300247758626938,0.14335253834724426,0.12269695103168488,0.0030954121612012386,0.4602016806602478,0.0,0.16565819,0.19527103,4.418416500091553,0.5862595438957214,0.8773468732833862,4631,16268,20943,0.8792734742164612,0.5928265452384949,0.9402018785476685,0.6992115,1.6963714,0.0,0.01630161,0.7176375389099121,1.08047616481781,0.2779960334300995,0.009409356862306595,0.6939167,1.6963714,0.0,0.018156543,
MCF7,4.0,A133,11,1,80.0,14,0.07647492736577988,0.001785381231456995,0.07973706722259521,0.001601425581611693,0.07955662906169891,0.00045058291289024055,0.17073266208171844,0.0,0.09615170210599899,0.10702385753393173,0.0759957805275917,0.0019912109710276127,0.4564301669597626,0.0,0.110633984,0.13419166,2.3927814960479736,0.5841392278671265,0.7804353833198547,4656,29752,34415,0.9444023966789246,0.9148287177085876,0.9751978516578674,0.34612486,0.8213076,0.0,0.008560659,0.41093018651008606,0.6582655906677246,0.28887584805488586,0.001677502878010273,0.3359683,0.8213076,0.0,0.008878061,
MCF7,4.0,A133,11,1,80.0,15,0.0724925771355629,0.0022485614754259586,0.07880235463380814,0.0019470518454909325,0.07542169839143753,0.0006583239883184433,0.1711162030696869,0.0,0.0953533723950386,0.10800386220216751,0.07196635752916336,0.0025324327871203423,0.3918605148792267,0.0,0.11129577,0.13871107,2.485292673110962,0.6471560597419739,0.7991171479225159,4644,25790,30447,0.9640487432479858,0.8789470195770264,0.9830703139305115,0.3696696,1.1627381,0.0,0.011126054,0.43375301361083984,0.5883876085281372,0.27660074830055237,0.0012303194962441921,0.35809824,1.1627381,0.0,0.012037469,
MCF7,4.0,A133,12,1,80.0,1,0.10150781273841858,0.0016512245638296008,0.10240601003170013,0.0015738552901893854,0.11561428755521774,0.0009088913793675601,0.2239634394645691,0.004159575328230858,0.1394364982843399,0.1539459377527237,0.09775879234075546,0.001781570608727634,0.3935314416885376,0.0,0.12962855,0.15175754,2.0831027030944824,0.35328641533851624,0.4585566520690918,7119,26370,33518,0.6876654028892517,0.4792745113372803,0.8902599215507507,0.7670685,2.2890828,0.0,0.048650783,1.0103275775909424,2.161958694458008,0.4367527663707733,0.0780458077788353,0.7011343,2.2890828,0.0,0.020297017,
MCF7,4.0,A133,12,1,80.0,2,0.08312971144914627,0.0007616851944476366,0.08353240042924881,0.0007317365380004048,0.0866016149520874,0.0002533644437789917,0.14733916521072388,0.028379185125231743,0.09929095953702927,0.10681957751512527,0.08160321414470673,0.000977549352683127,0.2675659954547882,0.0,0.10592152,0.12137149,4.554576396942139,0.5673038959503174,0.9211546182632446,10876,24136,35055,0.9080374240875244,0.6804741621017456,0.9701040983200073,0.5278562,0.9893731,0.30860987,0.0047193323,0.5516355037689209,0.759652853012085,0.36426281929016113,0.003355274209752679,0.5170989,0.9893731,0.30860987,0.004964882,
MCF7,4.0,A133,12,1,80.0,3,0.10420721769332886,0.001316914684139192,0.10448765009641647,0.0012911574449390173,0.11433816701173782,0.0004527551354840398,0.20406197011470795,0.04407548904418945,0.1311599165201187,0.14135970175266266,0.10191035270690918,0.0014842895325273275,0.37986767292022705,0.0,0.13114542,0.15155151,2.905088424682617,0.5202831625938416,0.5255868434906006,5053,22129,27199,0.6849418878555298,0.8260771632194519,0.9381461143493652,0.5660695,1.3933778,0.26694727,0.01674701,0.7058711051940918,1.3933777809143066,0.3652755320072174,0.01585010252892971,0.5340408,1.2603829,0.26694727,0.011449,
MCF7,4.0,A133,12,1,80.0,4,0.11707811802625656,0.001754304044879973,0.11788856983184814,0.0016709051560610533,0.12083186954259872,0.00047490157885476947,0.19388212263584137,0.03253913298249245,0.13792374730110168,0.1473613679409027,0.116329625248909,0.0020060441456735134,0.4415785074234009,0.0,0.15034135,0.17344953,2.77864933013916,0.6827038526535034,0.9191627502441406,5849,29203,35055,0.9395028352737427,0.8508830666542053,0.9809933304786682,0.3163016,0.894538,0.0,0.004101964,0.3333684206008911,0.5044688582420349,0.21508051455020905,0.0011161071015521884,0.3128817,0.894538,0.0,0.004630218,
