Metadata_cell,Metadata_hour,Metadata_treatment,Metadata_site,Metadata_dish,Metadata_concentration,ObjectNumber,Ed_mean_value,Ed_variance,Ed_not_zero_mean_value,Ed_not_zero_variance,Ed_region_mean_value,Ed_region_variance,Ed_region_max_value,Ed_region_min_value,Ed_region_top_50_value,Ed_region_top_25_value,Ed_not_region_mean_value,Ed_not_region_variance,Ed_not_region_max_value,Ed_not_region_min_value,Ed_not_region_top_50_value,Ed_not_region_top_25_value,Fp_region_ratio_mean,Fp_non_region_ratio_mean,Fp_cell_ratio_mean,Fp_region_pixels,Fp_non_region_pixels,Fp_cell_pixels,Fp_cell_MCC,Fp_region_PCC,Fp_cell_PCC,Fp_region_MOC,Fp_cell_MOC,Rc_cell_mean,Rc_cell_max,Rc_cell_min,Rc_cell_var,Rc_region_mean,Rc_region_max,Rc_region_min,Rc_region_var,Rc_non_region_mean,Rc_non_region_max,Rc_non_region_min,Rc_non_region_var
MCF7,2.0,A133,0,1,60.0,1,0.10927873849868774,0.002038965467363596,0.1104082465171814,0.0019353319657966495,0.11649183928966522,0.0012500688899308443,0.24834956228733063,0.0,0.14443016,0.16144997,0.10545997321605682,0.0024144945200532675,0.35644474625587463,0.0,0.14449778,0.16887634,0.72736263,0.72746587,0.7274303,8018,15245,23263,0.6607068,0.5004366,0.8019934,0.9390971,0.93532777,0.4616177,1.5543187,0.0,0.019282524,0.40093547,1.3221529,0.16669185,0.012712393,0.493531,1.5543187,0.0,0.019782782
MCF7,2.0,A133,0,1,60.0,2,0.138551265001297,0.00223190407268703,0.1393565982580185,0.0021326509304344654,0.12387384474277496,0.000964680511970073,0.23547914624214172,0.0,0.14869101,0.16405979,0.15393970906734467,0.00309784896671772,0.4847978353500366,0.0,0.196365,0.22429506,0.82412744,1.5599761,1.1843482,11483,11012,22495,0.64726305,0.4853792,0.6926876,0.9724769,0.9504149,0.19937627,0.96668506,0.0,0.0047479807,0.16911261,0.3893944,0.0,0.0015350454,0.23093148,0.96668506,0.0,0.0061473288
MCF7,2.0,A133,0,1,60.0,3,0.08387260884046555,0.0003105725336354226,0.08418963849544525,0.0002850559540092945,0.08321519196033478,0.00019022282504010946,0.13522805273532867,0.018695661798119545,0.094070226,0.100896224,0.084687240421772,0.0004585058195516467,0.16994807124137878,0.0,0.10124691,0.11098149,0.48098254,0.6333195,0.5491829,11293,9154,20447,0.59464765,0.6799211,0.8238613,0.96174526,0.9607482,0.04894452,0.14004558,0.0,0.00020962974,0.052810106,0.14004558,0.014426143,0.00022901877,0.04417619,0.09827017,0.0,0.00014454336
MCF7,2.0,A133,1,1,60.0,1,0.05251982435584068,0.0002652012335602194,0.05267474800348282,0.00025782285956665874,0.05629648268222809,0.00034514034632593393,0.11704455316066742,0.0,0.07076667,0.08081377,0.05161463841795921,0.00024180363107006997,0.12616844475269318,0.0,0.06334284,0.07111401,0.7684319,0.6888665,0.7040404,4409,18710,23119,0.8812547,0.8269871,0.9522292,0.9795745,0.97348803,0.07249456,0.17218906,0.039358396,0.00016754119,0.07835598,0.1576635,0.039358396,0.00024387927,0.0711134,0.17218906,0.04164416,0.00013954988
MCF7,2.0,A133,1,1,60.0,2,0.05365331470966339,0.00020773052528966218,0.053657326847314835,0.0002075305674225092,0.05542764067649841,0.0002741393109317869,0.10803048312664032,0.0,0.0686403,0.077177554,0.05304929241538048,0.0001836868468672037,0.14849381148815155,0.0016191276954486966,0.06342157,0.06986734,0.5330726,0.4380161,0.46215826,6786,19933,26719,0.772314,0.821521,0.9331021,0.9656371,0.9590804,0.06843894,0.22154331,0.034069296,0.00018814081,0.07893438,0.22154331,0.04324177,0.00037601913,0.06486605,0.1957475,0.034069296,7.391807e-05
MCF7,2.0,A133,1,1,60.0,3,0.04843096062541008,0.0002609924122225493,0.04848998785018921,0.0002584483299870044,0.05091150477528572,0.0002669762179721147,0.12398483604192734,0.0,0.06354749,0.07217284,0.047418013215065,0.0002550101780798286,0.14470414817333221,0.0,0.059695013,0.06775091,0.37964302,0.27090883,0.30218434,15831,39208,55039,0.568245,0.8808759,0.8896623,0.939275,0.9166982,0.122272335,0.49503,0.032698866,0.0020841016,0.16073523,0.49503,0.032698866,0.0037754653,0.106742576,0.2732197,0.040359955,0.0005627047
MCF7,2.0,A133,10,1,60.0,1,0.048452768474817276,8.541136048734188e-05,0.048452768474817276,8.541136048734188e-05,0.05219641700387001,8.682688348926604e-05,0.08586083352565765,0.01219954714179039,0.059492443,0.0637258,0.04764139652252197,8.14087616163306e-05,0.09165320545434952,0.017192566767334938,0.05466592,0.059451897,0.9147977,0.63425684,0.68312293,5649,26782,32431,0.90659326,0.9188551,0.93276036,0.99268085,0.9618313,0.06653109,0.12548022,0.034643304,0.00027121746,0.090374544,0.12548022,0.05548013,0.00012686926,0.061502088,0.12389603,0.034643304,0.0001564634
MCF7,2.0,A133,10,1,60.0,2,0.04135626181960106,0.00027267218683846295,0.04176710546016693,0.00025822120369412005,0.040650010108947754,0.0002449899329803884,0.09197742491960526,0.0,0.052595757,0.059434995,0.04153416305780411,0.0002794878964778036,0.1266629546880722,0.0,0.053317383,0.06315224,0.8393024,1.1034523,1.050301,6648,26391,33039,0.9142926,0.87686825,0.96506095,0.9904043,0.9841897,0.02203882,0.04257914,0.010305771,9.3748e-06,0.022653716,0.037681248,0.014462661,8.322945e-06,0.02188393,0.04257914,0.010305771,9.520527e-06
MCF7,2.0,A133,10,1,60.0,3,0.04529205709695816,6.952634430490434e-05,0.04529205709695816,6.952634430490434e-05,0.046667248010635376,6.801200652262196e-05,0.07927050441503525,0.016716761514544487,0.053258844,0.057277236,0.04458115994930267,6.882616435177624e-05,0.08003972470760345,0.007170382887125015,0.05083899,0.054968916,0.62972414,0.5892965,0.60303193,8469,16458,24927,0.57539845,0.8489274,0.89853966,0.97500914,0.9717277,0.03967025,0.06848335,0.025432661,3.8090155e-05,0.042454433,0.06848335,0.025947636,5.62929e-05,0.03823765,0.06640935,0.025432661,2.2682918e-05
MCF7,2.0,A133,10,1,60.0,4,0.04388951510190964,0.00015842894208617508,0.043967556208372116,0.00015527948562521487,0.04151466488838196,0.0001949800061993301,0.0977153331041336,0.0,0.052147742,0.058436207,0.044536132365465164,0.0001465232198825106,0.11972573399543762,0.0,0.053288613,0.059193287,0.8403343,1.0310364,0.99163306,7101,27266,34367,0.831442,0.86381316,0.95751244,0.98571116,0.98388845,0.030026989,0.0640909,0.011782356,1.7325227e-05,0.031053009,0.0640909,0.01282867,2.575642e-05,0.029759785,0.05864912,0.011782356,1.4783984e-05
