ObjectNumber,Metadata_site,Metadata_concentration,Metadata_hour,Metadata_treatment,Predicted_Probability,Is_Test,S
1,0,28,4,DAC,0.5713135582710697,False,0.15719404319744368
2,0,28,4,DAC,0.5803577605419493,False,0.16623824546832333
1,1,28,4,DAC,0.5579074996879747,False,0.14378798461434872
2,1,28,4,DAC,0.574644154486518,False,0.16052463941289197
1,10,28,4,DAC,0.5996295163490997,False,0.18551000127547368
2,10,28,4,DAC,0.6429846647097976,False,0.22886514963617166
1,11,28,4,DAC,0.6494109812948899,True,0.23529146622126396
1,12,28,4,DAC,0.3921501338804098,True,-0.021969381193216175
2,12,28,4,DAC,0.6624472338491026,False,0.24832771877547666
1,13,28,4,DAC,0.5803002108866337,False,0.16618069581300776
1,14,28,4,DAC,0.6451025371376257,True,0.23098302206399968
2,14,28,4,DAC,0.520302812077946,False,0.10618329700432005
3,14,28,4,DAC,0.6682911281545408,False,0.25417161308091485
1,4,28,4,DAC,0.6492684927441249,False,0.23514897767049892
2,4,28,4,DAC,0.38323378773921724,True,-0.030885727334408752
1,6,28,4,DAC,0.5561926641420669,False,0.14207314906844093
2,6,28,4,DAC,0.6077396746185146,False,0.19362015954488865
1,7,28,4,DAC,0.6752743555821926,False,0.26115484050856663
2,7,28,4,DAC,0.6117241900217348,True,0.19760467494810885
3,7,28,4,DAC,0.4793977444185609,True,0.06527822934493493
4,7,28,4,DAC,0.7226501171064157,True,0.3085306020327897
5,7,28,4,DAC,0.6234039908575806,False,0.2092844757839546
1,8,28,4,DAC,0.6577123580662645,False,0.2435928429926385
2,8,28,4,DAC,0.6791911803224211,False,0.2650716652487951
1,9,28,4,DAC,0.6873692134213876,False,0.2732496983477616
2,9,28,4,DAC,0.6404654374373202,True,0.22634592236369422
1,0,0,4,control,0.47224800058659716,False,0.05812848551297117
2,0,0,4,control,0.31633587220539694,False,-0.09778364286822905
3,0,0,4,control,0.3934226451698212,False,-0.020696869903804815
4,0,0,4,control,0.2773188326893936,False,-0.13680068238423237
1,1,0,4,control,0.5032138839070656,True,0.08909436883343957
2,1,0,4,control,0.29053564988770825,True,-0.12358386518591774
1,13,0,4,control,0.47664532500302564,False,0.06252580992939966
2,13,0,4,control,0.6293845419753769,False,0.21526502690175087
1,14,0,4,control,0.4743627088911788,False,0.06024319381755283
2,14,0,4,control,0.23895238645023004,True,-0.17516712862339595
3,14,0,4,control,0.3552546255396275,False,-0.05886488953399849
1,15,0,4,control,0.2807354345716536,True,-0.13338408050197237
1,16,0,4,control,0.33915655589043336,False,-0.07496295918319262
2,16,0,4,control,0.6309726565289633,True,0.2168531414553373
1,17,0,4,control,0.4611580003214811,False,0.04703848524785509
2,17,0,4,control,0.25569237259661776,False,-0.15842714247700823
3,17,0,4,control,0.44177011156401785,False,0.027650596490391866
1,18,0,4,control,0.5582133573849107,False,0.14409384231128475
2,18,0,4,control,0.6112313811495007,True,0.19711186607587472
1,19,0,4,control,0.41494801418334415,False,0.0008284991097181615
1,2,0,4,control,0.37817604831582396,False,-0.03594346675780202
2,2,0,4,control,0.36354182073730046,False,-0.05057769433632553
1,3,0,4,control,0.38769672519540144,False,-0.02642278987822455
2,3,0,4,control,0.3754428906119282,False,-0.038676624461697784
1,5,0,4,control,0.23863117110959947,False,-0.17548834396402652
1,6,0,4,control,0.3844369500189181,False,-0.0296825650547079
2,6,0,4,control,0.32952324731600025,False,-0.08459626775762574
1,7,0,4,control,0.43109460623620793,False,0.016975091162581946
2,7,0,4,control,0.6848519128103788,False,0.27073239773675284
1,8,0,4,control,0.40470323214706455,True,-0.009416282926561437
2,8,0,4,control,0.5665980916969822,True,0.15247857662335618
1,9,0,4,control,0.3660510675148817,False,-0.04806844755874429
2,9,0,4,control,0.3946152824188497,False,-0.0195042326547763
3,9,0,4,control,0.3531481098776026,False,-0.0609714051960234
