ImageNumber,ObjectNumber,Metadata_FileLocation,Metadata_Frame,Metadata_Series,Metadata_cell,Metadata_cell,Metadata_cell,Metadata_concentration,Metadata_dish,Metadata_dish,Metadata_hour,Metadata_hour,Metadata_hour,Metadata_site,Metadata_site,Metadata_treatment,Metadata_treatment,Metadata_treatment
29,14,nan,0,0,H1975,H1975,H1975,7,1,1,2,2,2,6,6,Dac,Dac,Dac
29,15,nan,0,0,H1975,H1975,H1975,7,1,1,2,2,2,6,6,Dac,Dac,Dac
29,16,nan,0,0,H1975,H1975,H1975,7,1,1,2,2,2,6,6,Dac,Dac,Dac
29,17,nan,0,0,H1975,H1975,H1975,7,1,1,2,2,2,6,6,Dac,Dac,Dac
30,1,nan,0,0,H1975,H1975,H1975,7,1,1,2,2,2,8,8,Dac,Dac,Dac
30,2,nan,0,0,H1975,H1975,H1975,7,1,1,2,2,2,8,8,Dac,Dac,Dac
30,3,nan,0,0,H1975,H1975,H1975,7,1,1,2,2,2,8,8,Dac,Dac,Dac
30,4,nan,0,0,H1975,H1975,H1975,7,1,1,2,2,2,8,8,Dac,Dac,Dac
30,5,nan,0,0,H1975,H1975,H1975,7,1,1,2,2,2,8,8,Dac,Dac,Dac
30,6,nan,0,0,H1975,H1975,H1975,7,1,1,2,2,2,8,8,Dac,Dac,Dac
30,7,nan,0,0,H1975,H1975,H1975,7,1,1,2,2,2,8,8,Dac,Dac,Dac
30,8,nan,0,0,H1975,H1975,H1975,7,1,1,2,2,2,8,8,Dac,Dac,Dac
30,9,nan,0,0,H1975,H1975,H1975,7,1,1,2,2,2,8,8,Dac,Dac,Dac
30,10,nan,0,0,H1975,H1975,H1975,7,1,1,2,2,2,8,8,Dac,Dac,Dac
31,1,nan,0,0,H1975,H1975,H1975,7,1,1,2,2,2,9,9,Dac,Dac,Dac
31,2,nan,0,0,H1975,H1975,H1975,7,1,1,2,2,2,9,9,Dac,Dac,Dac
31,3,nan,0,0,H1975,H1975,H1975,7,1,1,2,2,2,9,9,Dac,Dac,Dac
31,4,nan,0,0,H1975,H1975,H1975,7,1,1,2,2,2,9,9,Dac,Dac,Dac
31,5,nan,0,0,H1975,H1975,H1975,7,1,1,2,2,2,9,9,Dac,Dac,Dac
31,6,nan,0,0,H1975,H1975,H1975,7,1,1,2,2,2,9,9,Dac,Dac,Dac
31,7,nan,0,0,H1975,H1975,H1975,7,1,1,2,2,2,9,9,Dac,Dac,Dac
31,8,nan,0,0,H1975,H1975,H1975,7,1,1,2,2,2,9,9,Dac,Dac,Dac
31,9,nan,0,0,H1975,H1975,H1975,7,1,1,2,2,2,9,9,Dac,Dac,Dac
31,10,nan,0,0,H1975,H1975,H1975,7,1,1,2,2,2,9,9,Dac,Dac,Dac
31,11,nan,0,0,H1975,H1975,H1975,7,1,1,2,2,2,9,9,Dac,Dac,Dac
32,1,nan,0,0,H1975,H1975,H1975,50,1,1,2,2,2,0,0,Gef,Gef,Gef
32,2,nan,0,0,H1975,H1975,H1975,50,1,1,2,2,2,0,0,Gef,Gef,Gef
32,3,nan,0,0,H1975,H1975,H1975,50,1,1,2,2,2,0,0,Gef,Gef,Gef
32,4,nan,0,0,H1975,H1975,H1975,50,1,1,2,2,2,0,0,Gef,Gef,Gef
32,5,nan,0,0,H1975,H1975,H1975,50,1,1,2,2,2,0,0,Gef,Gef,Gef
32,6,nan,0,0,H1975,H1975,H1975,50,1,1,2,2,2,0,0,Gef,Gef,Gef
32,7,nan,0,0,H1975,H1975,H1975,50,1,1,2,2,2,0,0,Gef,Gef,Gef
32,8,nan,0,0,H1975,H1975,H1975,50,1,1,2,2,2,0,0,Gef,Gef,Gef
32,9,nan,0,0,H1975,H1975,H1975,50,1,1,2,2,2,0,0,Gef,Gef,Gef
32,10,nan,0,0,H1975,H1975,H1975,50,1,1,2,2,2,0,0,Gef,Gef,Gef
32,11,nan,0,0,H1975,H1975,H1975,50,1,1,2,2,2,0,0,Gef,Gef,Gef
32,12,nan,0,0,H1975,H1975,H1975,50,1,1,2,2,2,0,0,Gef,Gef,Gef
32,13,nan,0,0,H1975,H1975,H1975,50,1,1,2,2,2,0,0,Gef,Gef,Gef
33,1,nan,0,0,H1975,H1975,H1975,50,1,1,2,2,2,1,1,Gef,Gef,Gef
33,2,nan,0,0,H1975,H1975,H1975,50,1,1,2,2,2,1,1,Gef,Gef,Gef
33,3,nan,0,0,H1975,H1975,H1975,50,1,1,2,2,2,1,1,Gef,Gef,Gef
33,4,nan,0,0,H1975,H1975,H1975,50,1,1,2,2,2,1,1,Gef,Gef,Gef
33,5,nan,0,0,H1975,H1975,H1975,50,1,1,2,2,2,1,1,Gef,Gef,Gef
33,6,nan,0,0,H1975,H1975,H1975,50,1,1,2,2,2,1,1,Gef,Gef,Gef
33,7,nan,0,0,H1975,H1975,H1975,50,1,1,2,2,2,1,1,Gef,Gef,Gef
34,1,nan,0,0,H1975,H1975,H1975,50,1,1,2,2,2,10,10,Gef,Gef,Gef
34,2,nan,0,0,H1975,H1975,H1975,50,1,1,2,2,2,10,10,Gef,Gef,Gef
34,3,nan,0,0,H1975,H1975,H1975,50,1,1,2,2,2,10,10,Gef,Gef,Gef
34,4,nan,0,0,H1975,H1975,H1975,50,1,1,2,2,2,10,10,Gef,Gef,Gef
35,1,nan,0,0,H1975,H1975,H1975,50,1,1,2,2,2,11,11,Gef,Gef,Gef
35,2,nan,0,0,H1975,H1975,H1975,50,1,1,2,2,2,11,11,Gef,Gef,Gef
36,1,nan,0,0,H1975,H1975,H1975,50,1,1,2,2,2,12,12,Gef,Gef,Gef
36,2,nan,0,0,H1975,H1975,H1975,50,1,1,2,2,2,12,12,Gef,Gef,Gef
36,3,nan,0,0,H1975,H1975,H1975,50,1,1,2,2,2,12,12,Gef,Gef,Gef
36,4,nan,0,0,H1975,H1975,H1975,50,1,1,2,2,2,12,12,Gef,Gef,Gef
36,5,nan,0,0,H1975,H1975,H1975,50,1,1,2,2,2,12,12,Gef,Gef,Gef
37,1,nan,0,0,H1975,H1975,H1975,50,1,1,2,2,2,13,13,Gef,Gef,Gef
37,2,nan,0,0,H1975,H1975,H1975,50,1,1,2,2,2,13,13,Gef,Gef,Gef
37,3,nan,0,0,H1975,H1975,H1975,50,1,1,2,2,2,13,13,Gef,Gef,Gef
37,4,nan,0,0,H1975,H1975,H1975,50,1,1,2,2,2,13,13,Gef,Gef,Gef
38,1,nan,0,0,H1975,H1975,H1975,50,1,1,2,2,2,14,14,Gef,Gef,Gef
38,2,nan,0,0,H1975,H1975,H1975,50,1,1,2,2,2,14,14,Gef,Gef,Gef
38,3,nan,0,0,H1975,H1975,H1975,50,1,1,2,2,2,14,14,Gef,Gef,Gef
38,4,nan,0,0,H1975,H1975,H1975,50,1,1,2,2,2,14,14,Gef,Gef,Gef
38,5,nan,0,0,H1975,H1975,H1975,50,1,1,2,2,2,14,14,Gef,Gef,Gef
38,6,nan,0,0,H1975,H1975,H1975,50,1,1,2,2,2,14,14,Gef,Gef,Gef
38,7,nan,0,0,H1975,H1975,H1975,50,1,1,2,2,2,14,14,Gef,Gef,Gef
38,8,nan,0,0,H1975,H1975,H1975,50,1,1,2,2,2,14,14,Gef,Gef,Gef
38,9,nan,0,0,H1975,H1975,H1975,50,1,1,2,2,2,14,14,Gef,Gef,Gef
39,1,nan,0,0,H1975,H1975,H1975,50,1,1,2,2,2,2,2,Gef,Gef,Gef
39,2,nan,0,0,H1975,H1975,H1975,50,1,1,2,2,2,2,2,Gef,Gef,Gef
39,3,nan,0,0,H1975,H1975,H1975,50,1,1,2,2,2,2,2,Gef,Gef,Gef
39,4,nan,0,0,H1975,H1975,H1975,50,1,1,2,2,2,2,2,Gef,Gef,Gef
39,5,nan,0,0,H1975,H1975,H1975,50,1,1,2,2,2,2,2,Gef,Gef,Gef
39,6,nan,0,0,H1975,H1975,H1975,50,1,1,2,2,2,2,2,Gef,Gef,Gef
39,7,nan,0,0,H1975,H1975,H1975,50,1,1,2,2,2,2,2,Gef,Gef,Gef
39,8,nan,0,0,H1975,H1975,H1975,50,1,1,2,2,2,2,2,Gef,Gef,Gef
39,9,nan,0,0,H1975,H1975,H1975,50,1,1,2,2,2,2,2,Gef,Gef,Gef
39,10,nan,0,0,H1975,H1975,H1975,50,1,1,2,2,2,2,2,Gef,Gef,Gef
39,11,nan,0,0,H1975,H1975,H1975,50,1,1,2,2,2,2,2,Gef,Gef,Gef
39,12,nan,0,0,H1975,H1975,H1975,50,1,1,2,2,2,2,2,Gef,Gef,Gef
39,13,nan,0,0,H1975,H1975,H1975,50,1,1,2,2,2,2,2,Gef,Gef,Gef
40,1,nan,0,0,H1975,H1975,H1975,50,1,1,2,2,2,3,3,Gef,Gef,Gef
40,2,nan,0,0,H1975,H1975,H1975,50,1,1,2,2,2,3,3,Gef,Gef,Gef
40,3,nan,0,0,H1975,H1975,H1975,50,1,1,2,2,2,3,3,Gef,Gef,Gef
40,4,nan,0,0,H1975,H1975,H1975,50,1,1,2,2,2,3,3,Gef,Gef,Gef
40,5,nan,0,0,H1975,H1975,H1975,50,1,1,2,2,2,3,3,Gef,Gef,Gef
40,6,nan,0,0,H1975,H1975,H1975,50,1,1,2,2,2,3,3,Gef,Gef,Gef
40,7,nan,0,0,H1975,H1975,H1975,50,1,1,2,2,2,3,3,Gef,Gef,Gef
40,8,nan,0,0,H1975,H1975,H1975,50,1,1,2,2,2,3,3,Gef,Gef,Gef
40,9,nan,0,0,H1975,H1975,H1975,50,1,1,2,2,2,3,3,Gef,Gef,Gef
40,10,nan,0,0,H1975,H1975,H1975,50,1,1,2,2,2,3,3,Gef,Gef,Gef
40,11,nan,0,0,H1975,H1975,H1975,50,1,1,2,2,2,3,3,Gef,Gef,Gef
40,12,nan,0,0,H1975,H1975,H1975,50,1,1,2,2,2,3,3,Gef,Gef,Gef
40,13,nan,0,0,H1975,H1975,H1975,50,1,1,2,2,2,3,3,Gef,Gef,Gef
40,14,nan,0,0,H1975,H1975,H1975,50,1,1,2,2,2,3,3,Gef,Gef,Gef
40,15,nan,0,0,H1975,H1975,H1975,50,1,1,2,2,2,3,3,Gef,Gef,Gef
40,16,nan,0,0,H1975,H1975,H1975,50,1,1,2,2,2,3,3,Gef,Gef,Gef
40,17,nan,0,0,H1975,H1975,H1975,50,1,1,2,2,2,3,3,Gef,Gef,Gef
40,18,nan,0,0,H1975,H1975,H1975,50,1,1,2,2,2,3,3,Gef,Gef,Gef
40,19,nan,0,0,H1975,H1975,H1975,50,1,1,2,2,2,3,3,Gef,Gef,Gef
40,20,nan,0,0,H1975,H1975,H1975,50,1,1,2,2,2,3,3,Gef,Gef,Gef
40,21,nan,0,0,H1975,H1975,H1975,50,1,1,2,2,2,3,3,Gef,Gef,Gef
41,1,nan,0,0,H1975,H1975,H1975,50,1,1,2,2,2,4,4,Gef,Gef,Gef
41,2,nan,0,0,H1975,H1975,H1975,50,1,1,2,2,2,4,4,Gef,Gef,Gef
41,3,nan,0,0,H1975,H1975,H1975,50,1,1,2,2,2,4,4,Gef,Gef,Gef
41,4,nan,0,0,H1975,H1975,H1975,50,1,1,2,2,2,4,4,Gef,Gef,Gef
41,5,nan,0,0,H1975,H1975,H1975,50,1,1,2,2,2,4,4,Gef,Gef,Gef
41,6,nan,0,0,H1975,H1975,H1975,50,1,1,2,2,2,4,4,Gef,Gef,Gef
41,7,nan,0,0,H1975,H1975,H1975,50,1,1,2,2,2,4,4,Gef,Gef,Gef
41,8,nan,0,0,H1975,H1975,H1975,50,1,1,2,2,2,4,4,Gef,Gef,Gef
41,9,nan,0,0,H1975,H1975,H1975,50,1,1,2,2,2,4,4,Gef,Gef,Gef
41,10,nan,0,0,H1975,H1975,H1975,50,1,1,2,2,2,4,4,Gef,Gef,Gef
41,11,nan,0,0,H1975,H1975,H1975,50,1,1,2,2,2,4,4,Gef,Gef,Gef
41,12,nan,0,0,H1975,H1975,H1975,50,1,1,2,2,2,4,4,Gef,Gef,Gef
41,13,nan,0,0,H1975,H1975,H1975,50,1,1,2,2,2,4,4,Gef,Gef,Gef
41,14,nan,0,0,H1975,H1975,H1975,50,1,1,2,2,2,4,4,Gef,Gef,Gef
41,15,nan,0,0,H1975,H1975,H1975,50,1,1,2,2,2,4,4,Gef,Gef,Gef
41,16,nan,0,0,H1975,H1975,H1975,50,1,1,2,2,2,4,4,Gef,Gef,Gef
41,17,nan,0,0,H1975,H1975,H1975,50,1,1,2,2,2,4,4,Gef,Gef,Gef
41,18,nan,0,0,H1975,H1975,H1975,50,1,1,2,2,2,4,4,Gef,Gef,Gef
41,19,nan,0,0,H1975,H1975,H1975,50,1,1,2,2,2,4,4,Gef,Gef,Gef
41,20,nan,0,0,H1975,H1975,H1975,50,1,1,2,2,2,4,4,Gef,Gef,Gef
41,21,nan,0,0,H1975,H1975,H1975,50,1,1,2,2,2,4,4,Gef,Gef,Gef
41,22,nan,0,0,H1975,H1975,H1975,50,1,1,2,2,2,4,4,Gef,Gef,Gef
41,23,nan,0,0,H1975,H1975,H1975,50,1,1,2,2,2,4,4,Gef,Gef,Gef
41,24,nan,0,0,H1975,H1975,H1975,50,1,1,2,2,2,4,4,Gef,Gef,Gef
41,25,nan,0,0,H1975,H1975,H1975,50,1,1,2,2,2,4,4,Gef,Gef,Gef
41,26,nan,0,0,H1975,H1975,H1975,50,1,1,2,2,2,4,4,Gef,Gef,Gef
41,27,nan,0,0,H1975,H1975,H1975,50,1,1,2,2,2,4,4,Gef,Gef,Gef
41,28,nan,0,0,H1975,H1975,H1975,50,1,1,2,2,2,4,4,Gef,Gef,Gef
41,29,nan,0,0,H1975,H1975,H1975,50,1,1,2,2,2,4,4,Gef,Gef,Gef
41,30,nan,0,0,H1975,H1975,H1975,50,1,1,2,2,2,4,4,Gef,Gef,Gef
41,31,nan,0,0,H1975,H1975,H1975,50,1,1,2,2,2,4,4,Gef,Gef,Gef
41,32,nan,0,0,H1975,H1975,H1975,50,1,1,2,2,2,4,4,Gef,Gef,Gef
41,33,nan,0,0,H1975,H1975,H1975,50,1,1,2,2,2,4,4,Gef,Gef,Gef
41,34,nan,0,0,H1975,H1975,H1975,50,1,1,2,2,2,4,4,Gef,Gef,Gef
42,1,nan,0,0,H1975,H1975,H1975,50,1,1,2,2,2,5,5,Gef,Gef,Gef
42,2,nan,0,0,H1975,H1975,H1975,50,1,1,2,2,2,5,5,Gef,Gef,Gef
42,3,nan,0,0,H1975,H1975,H1975,50,1,1,2,2,2,5,5,Gef,Gef,Gef
42,4,nan,0,0,H1975,H1975,H1975,50,1,1,2,2,2,5,5,Gef,Gef,Gef
42,5,nan,0,0,H1975,H1975,H1975,50,1,1,2,2,2,5,5,Gef,Gef,Gef
42,6,nan,0,0,H1975,H1975,H1975,50,1,1,2,2,2,5,5,Gef,Gef,Gef
42,7,nan,0,0,H1975,H1975,H1975,50,1,1,2,2,2,5,5,Gef,Gef,Gef
42,8,nan,0,0,H1975,H1975,H1975,50,1,1,2,2,2,5,5,Gef,Gef,Gef
42,9,nan,0,0,H1975,H1975,H1975,50,1,1,2,2,2,5,5,Gef,Gef,Gef
42,10,nan,0,0,H1975,H1975,H1975,50,1,1,2,2,2,5,5,Gef,Gef,Gef
42,11,nan,0,0,H1975,H1975,H1975,50,1,1,2,2,2,5,5,Gef,Gef,Gef
42,12,nan,0,0,H1975,H1975,H1975,50,1,1,2,2,2,5,5,Gef,Gef,Gef
43,1,nan,0,0,H1975,H1975,H1975,50,1,1,2,2,2,6,6,Gef,Gef,Gef
43,2,nan,0,0,H1975,H1975,H1975,50,1,1,2,2,2,6,6,Gef,Gef,Gef
43,3,nan,0,0,H1975,H1975,H1975,50,1,1,2,2,2,6,6,Gef,Gef,Gef
43,4,nan,0,0,H1975,H1975,H1975,50,1,1,2,2,2,6,6,Gef,Gef,Gef
43,5,nan,0,0,H1975,H1975,H1975,50,1,1,2,2,2,6,6,Gef,Gef,Gef
43,6,nan,0,0,H1975,H1975,H1975,50,1,1,2,2,2,6,6,Gef,Gef,Gef
43,7,nan,0,0,H1975,H1975,H1975,50,1,1,2,2,2,6,6,Gef,Gef,Gef
43,8,nan,0,0,H1975,H1975,H1975,50,1,1,2,2,2,6,6,Gef,Gef,Gef
44,1,nan,0,0,H1975,H1975,H1975,50,1,1,2,2,2,7,7,Gef,Gef,Gef
44,2,nan,0,0,H1975,H1975,H1975,50,1,1,2,2,2,7,7,Gef,Gef,Gef
44,3,nan,0,0,H1975,H1975,H1975,50,1,1,2,2,2,7,7,Gef,Gef,Gef
44,4,nan,0,0,H1975,H1975,H1975,50,1,1,2,2,2,7,7,Gef,Gef,Gef
44,5,nan,0,0,H1975,H1975,H1975,50,1,1,2,2,2,7,7,Gef,Gef,Gef
44,6,nan,0,0,H1975,H1975,H1975,50,1,1,2,2,2,7,7,Gef,Gef,Gef
44,7,nan,0,0,H1975,H1975,H1975,50,1,1,2,2,2,7,7,Gef,Gef,Gef
44,8,nan,0,0,H1975,H1975,H1975,50,1,1,2,2,2,7,7,Gef,Gef,Gef
44,9,nan,0,0,H1975,H1975,H1975,50,1,1,2,2,2,7,7,Gef,Gef,Gef
44,10,nan,0,0,H1975,H1975,H1975,50,1,1,2,2,2,7,7,Gef,Gef,Gef
44,11,nan,0,0,H1975,H1975,H1975,50,1,1,2,2,2,7,7,Gef,Gef,Gef
44,12,nan,0,0,H1975,H1975,H1975,50,1,1,2,2,2,7,7,Gef,Gef,Gef
44,13,nan,0,0,H1975,H1975,H1975,50,1,1,2,2,2,7,7,Gef,Gef,Gef
44,14,nan,0,0,H1975,H1975,H1975,50,1,1,2,2,2,7,7,Gef,Gef,Gef
45,1,nan,0,0,H1975,H1975,H1975,50,1,1,2,2,2,8,8,Gef,Gef,Gef
45,2,nan,0,0,H1975,H1975,H1975,50,1,1,2,2,2,8,8,Gef,Gef,Gef
45,3,nan,0,0,H1975,H1975,H1975,50,1,1,2,2,2,8,8,Gef,Gef,Gef
45,4,nan,0,0,H1975,H1975,H1975,50,1,1,2,2,2,8,8,Gef,Gef,Gef
45,5,nan,0,0,H1975,H1975,H1975,50,1,1,2,2,2,8,8,Gef,Gef,Gef
45,6,nan,0,0,H1975,H1975,H1975,50,1,1,2,2,2,8,8,Gef,Gef,Gef
45,7,nan,0,0,H1975,H1975,H1975,50,1,1,2,2,2,8,8,Gef,Gef,Gef
45,8,nan,0,0,H1975,H1975,H1975,50,1,1,2,2,2,8,8,Gef,Gef,Gef
45,9,nan,0,0,H1975,H1975,H1975,50,1,1,2,2,2,8,8,Gef,Gef,Gef
46,1,nan,0,0,H1975,H1975,H1975,50,1,1,2,2,2,9,9,Gef,Gef,Gef
46,2,nan,0,0,H1975,H1975,H1975,50,1,1,2,2,2,9,9,Gef,Gef,Gef
46,3,nan,0,0,H1975,H1975,H1975,50,1,1,2,2,2,9,9,Gef,Gef,Gef
46,4,nan,0,0,H1975,H1975,H1975,50,1,1,2,2,2,9,9,Gef,Gef,Gef
46,5,nan,0,0,H1975,H1975,H1975,50,1,1,2,2,2,9,9,Gef,Gef,Gef
47,1,nan,0,0,H1975,H1975,H1975,4,1,1,2,2,2,1,1,Osi,Osi,Osi
47,2,nan,0,0,H1975,H1975,H1975,4,1,1,2,2,2,1,1,Osi,Osi,Osi
47,3,nan,0,0,H1975,H1975,H1975,4,1,1,2,2,2,1,1,Osi,Osi,Osi
47,4,nan,0,0,H1975,H1975,H1975,4,1,1,2,2,2,1,1,Osi,Osi,Osi
47,5,nan,0,0,H1975,H1975,H1975,4,1,1,2,2,2,1,1,Osi,Osi,Osi
47,6,nan,0,0,H1975,H1975,H1975,4,1,1,2,2,2,1,1,Osi,Osi,Osi
47,7,nan,0,0,H1975,H1975,H1975,4,1,1,2,2,2,1,1,Osi,Osi,Osi
48,1,nan,0,0,H1975,H1975,H1975,4,1,1,2,2,2,10,10,Osi,Osi,Osi
48,2,nan,0,0,H1975,H1975,H1975,4,1,1,2,2,2,10,10,Osi,Osi,Osi
49,1,nan,0,0,H1975,H1975,H1975,4,1,1,2,2,2,11,11,Osi,Osi,Osi
49,2,nan,0,0,H1975,H1975,H1975,4,1,1,2,2,2,11,11,Osi,Osi,Osi
50,1,nan,0,0,H1975,H1975,H1975,4,1,1,2,2,2,12,12,Osi,Osi,Osi
50,2,nan,0,0,H1975,H1975,H1975,4,1,1,2,2,2,12,12,Osi,Osi,Osi
50,3,nan,0,0,H1975,H1975,H1975,4,1,1,2,2,2,12,12,Osi,Osi,Osi
50,4,nan,0,0,H1975,H1975,H1975,4,1,1,2,2,2,12,12,Osi,Osi,Osi
50,5,nan,0,0,H1975,H1975,H1975,4,1,1,2,2,2,12,12,Osi,Osi,Osi
50,6,nan,0,0,H1975,H1975,H1975,4,1,1,2,2,2,12,12,Osi,Osi,Osi
50,7,nan,0,0,H1975,H1975,H1975,4,1,1,2,2,2,12,12,Osi,Osi,Osi
51,1,nan,0,0,H1975,H1975,H1975,4,1,1,2,2,2,13,13,Osi,Osi,Osi
51,2,nan,0,0,H1975,H1975,H1975,4,1,1,2,2,2,13,13,Osi,Osi,Osi
51,3,nan,0,0,H1975,H1975,H1975,4,1,1,2,2,2,13,13,Osi,Osi,Osi
51,4,nan,0,0,H1975,H1975,H1975,4,1,1,2,2,2,13,13,Osi,Osi,Osi
52,1,nan,0,0,H1975,H1975,H1975,4,1,1,2,2,2,14,14,Osi,Osi,Osi
52,2,nan,0,0,H1975,H1975,H1975,4,1,1,2,2,2,14,14,Osi,Osi,Osi
52,3,nan,0,0,H1975,H1975,H1975,4,1,1,2,2,2,14,14,Osi,Osi,Osi
52,4,nan,0,0,H1975,H1975,H1975,4,1,1,2,2,2,14,14,Osi,Osi,Osi
53,1,nan,0,0,H1975,H1975,H1975,4,1,1,2,2,2,15,15,Osi,Osi,Osi
53,2,nan,0,0,H1975,H1975,H1975,4,1,1,2,2,2,15,15,Osi,Osi,Osi
54,1,nan,0,0,H1975,H1975,H1975,4,1,1,2,2,2,16,16,Osi,Osi,Osi
55,1,nan,0,0,H1975,H1975,H1975,4,1,1,2,2,2,2,2,Osi,Osi,Osi
55,2,nan,0,0,H1975,H1975,H1975,4,1,1,2,2,2,2,2,Osi,Osi,Osi
55,3,nan,0,0,H1975,H1975,H1975,4,1,1,2,2,2,2,2,Osi,Osi,Osi
55,4,nan,0,0,H1975,H1975,H1975,4,1,1,2,2,2,2,2,Osi,Osi,Osi
55,5,nan,0,0,H1975,H1975,H1975,4,1,1,2,2,2,2,2,Osi,Osi,Osi
55,6,nan,0,0,H1975,H1975,H1975,4,1,1,2,2,2,2,2,Osi,Osi,Osi
55,7,nan,0,0,H1975,H1975,H1975,4,1,1,2,2,2,2,2,Osi,Osi,Osi
55,8,nan,0,0,H1975,H1975,H1975,4,1,1,2,2,2,2,2,Osi,Osi,Osi
55,9,nan,0,0,H1975,H1975,H1975,4,1,1,2,2,2,2,2,Osi,Osi,Osi
55,10,nan,0,0,H1975,H1975,H1975,4,1,1,2,2,2,2,2,Osi,Osi,Osi
55,11,nan,0,0,H1975,H1975,H1975,4,1,1,2,2,2,2,2,Osi,Osi,Osi
55,12,nan,0,0,H1975,H1975,H1975,4,1,1,2,2,2,2,2,Osi,Osi,Osi
55,13,nan,0,0,H1975,H1975,H1975,4,1,1,2,2,2,2,2,Osi,Osi,Osi
56,1,nan,0,0,H1975,H1975,H1975,4,1,1,2,2,2,3,3,Osi,Osi,Osi
56,2,nan,0,0,H1975,H1975,H1975,4,1,1,2,2,2,3,3,Osi,Osi,Osi
56,3,nan,0,0,H1975,H1975,H1975,4,1,1,2,2,2,3,3,Osi,Osi,Osi
56,4,nan,0,0,H1975,H1975,H1975,4,1,1,2,2,2,3,3,Osi,Osi,Osi
57,1,nan,0,0,H1975,H1975,H1975,4,1,1,2,2,2,4,4,Osi,Osi,Osi
57,2,nan,0,0,H1975,H1975,H1975,4,1,1,2,2,2,4,4,Osi,Osi,Osi
57,3,nan,0,0,H1975,H1975,H1975,4,1,1,2,2,2,4,4,Osi,Osi,Osi
57,4,nan,0,0,H1975,H1975,H1975,4,1,1,2,2,2,4,4,Osi,Osi,Osi
57,5,nan,0,0,H1975,H1975,H1975,4,1,1,2,2,2,4,4,Osi,Osi,Osi
57,6,nan,0,0,H1975,H1975,H1975,4,1,1,2,2,2,4,4,Osi,Osi,Osi
58,1,nan,0,0,H1975,H1975,H1975,4,1,1,2,2,2,5,5,Osi,Osi,Osi
58,2,nan,0,0,H1975,H1975,H1975,4,1,1,2,2,2,5,5,Osi,Osi,Osi
58,3,nan,0,0,H1975,H1975,H1975,4,1,1,2,2,2,5,5,Osi,Osi,Osi
58,4,nan,0,0,H1975,H1975,H1975,4,1,1,2,2,2,5,5,Osi,Osi,Osi
58,5,nan,0,0,H1975,H1975,H1975,4,1,1,2,2,2,5,5,Osi,Osi,Osi
58,6,nan,0,0,H1975,H1975,H1975,4,1,1,2,2,2,5,5,Osi,Osi,Osi
58,7,nan,0,0,H1975,H1975,H1975,4,1,1,2,2,2,5,5,Osi,Osi,Osi
59,1,nan,0,0,H1975,H1975,H1975,4,1,1,2,2,2,6,6,Osi,Osi,Osi
59,2,nan,0,0,H1975,H1975,H1975,4,1,1,2,2,2,6,6,Osi,Osi,Osi
59,3,nan,0,0,H1975,H1975,H1975,4,1,1,2,2,2,6,6,Osi,Osi,Osi
60,1,nan,0,0,H1975,H1975,H1975,4,1,1,2,2,2,7,7,Osi,Osi,Osi
60,2,nan,0,0,H1975,H1975,H1975,4,1,1,2,2,2,7,7,Osi,Osi,Osi
61,1,nan,0,0,H1975,H1975,H1975,4,1,1,2,2,2,8,8,Osi,Osi,Osi
61,2,nan,0,0,H1975,H1975,H1975,4,1,1,2,2,2,8,8,Osi,Osi,Osi
61,3,nan,0,0,H1975,H1975,H1975,4,1,1,2,2,2,8,8,Osi,Osi,Osi
61,4,nan,0,0,H1975,H1975,H1975,4,1,1,2,2,2,8,8,Osi,Osi,Osi
61,5,nan,0,0,H1975,H1975,H1975,4,1,1,2,2,2,8,8,Osi,Osi,Osi
61,6,nan,0,0,H1975,H1975,H1975,4,1,1,2,2,2,8,8,Osi,Osi,Osi
61,7,nan,0,0,H1975,H1975,H1975,4,1,1,2,2,2,8,8,Osi,Osi,Osi
61,8,nan,0,0,H1975,H1975,H1975,4,1,1,2,2,2,8,8,Osi,Osi,Osi
61,9,nan,0,0,H1975,H1975,H1975,4,1,1,2,2,2,8,8,Osi,Osi,Osi
61,10,nan,0,0,H1975,H1975,H1975,4,1,1,2,2,2,8,8,Osi,Osi,Osi
62,1,nan,0,0,H1975,H1975,H1975,4,1,1,2,2,2,9,9,Osi,Osi,Osi
62,2,nan,0,0,H1975,H1975,H1975,4,1,1,2,2,2,9,9,Osi,Osi,Osi
62,3,nan,0,0,H1975,H1975,H1975,4,1,1,2,2,2,9,9,Osi,Osi,Osi
62,4,nan,0,0,H1975,H1975,H1975,4,1,1,2,2,2,9,9,Osi,Osi,Osi
63,1,nan,0,0,H1975,H1975,H1975,70,1,1,2,2,2,0,0,Vin,Vin,Vin
63,2,nan,0,0,H1975,H1975,H1975,70,1,1,2,2,2,0,0,Vin,Vin,Vin
63,3,nan,0,0,H1975,H1975,H1975,70,1,1,2,2,2,0,0,Vin,Vin,Vin
63,4,nan,0,0,H1975,H1975,H1975,70,1,1,2,2,2,0,0,Vin,Vin,Vin
63,5,nan,0,0,H1975,H1975,H1975,70,1,1,2,2,2,0,0,Vin,Vin,Vin
64,1,nan,0,0,H1975,H1975,H1975,70,1,1,2,2,2,1,1,Vin,Vin,Vin
64,2,nan,0,0,H1975,H1975,H1975,70,1,1,2,2,2,1,1,Vin,Vin,Vin
65,1,nan,0,0,H1975,H1975,H1975,70,1,1,2,2,2,10,10,Vin,Vin,Vin
