ImageNumber,ObjectNumber,Metadata_FileLocation,Metadata_Frame,Metadata_Series,Metadata_cell,Metadata_cell,Metadata_cell,Metadata_concentration,Metadata_dish,Metadata_dish,Metadata_hour,Metadata_hour,Metadata_hour,Metadata_site,Metadata_site,Metadata_treatment,Metadata_treatment,Metadata_treatment
65,2,nan,0,0,H1975,H1975,H1975,70,1,1,2,2,2,10,10,Vin,Vin,Vin
65,3,nan,0,0,H1975,H1975,H1975,70,1,1,2,2,2,10,10,Vin,Vin,Vin
65,4,nan,0,0,H1975,H1975,H1975,70,1,1,2,2,2,10,10,Vin,Vin,Vin
65,5,nan,0,0,H1975,H1975,H1975,70,1,1,2,2,2,10,10,Vin,Vin,Vin
65,6,nan,0,0,H1975,H1975,H1975,70,1,1,2,2,2,10,10,Vin,Vin,Vin
66,1,nan,0,0,H1975,H1975,H1975,70,1,1,2,2,2,11,11,Vin,Vin,Vin
66,2,nan,0,0,H1975,H1975,H1975,70,1,1,2,2,2,11,11,Vin,Vin,Vin
67,1,nan,0,0,H1975,H1975,H1975,70,1,1,2,2,2,12,12,Vin,Vin,Vin
67,2,nan,0,0,H1975,H1975,H1975,70,1,1,2,2,2,12,12,Vin,Vin,Vin
67,3,nan,0,0,H1975,H1975,H1975,70,1,1,2,2,2,12,12,Vin,Vin,Vin
67,4,nan,0,0,H1975,H1975,H1975,70,1,1,2,2,2,12,12,Vin,Vin,Vin
67,5,nan,0,0,H1975,H1975,H1975,70,1,1,2,2,2,12,12,Vin,Vin,Vin
68,1,nan,0,0,H1975,H1975,H1975,70,1,1,2,2,2,2,2,Vin,Vin,Vin
68,2,nan,0,0,H1975,H1975,H1975,70,1,1,2,2,2,2,2,Vin,Vin,Vin
68,3,nan,0,0,H1975,H1975,H1975,70,1,1,2,2,2,2,2,Vin,Vin,Vin
68,4,nan,0,0,H1975,H1975,H1975,70,1,1,2,2,2,2,2,Vin,Vin,Vin
68,5,nan,0,0,H1975,H1975,H1975,70,1,1,2,2,2,2,2,Vin,Vin,Vin
68,6,nan,0,0,H1975,H1975,H1975,70,1,1,2,2,2,2,2,Vin,Vin,Vin
68,7,nan,0,0,H1975,H1975,H1975,70,1,1,2,2,2,2,2,Vin,Vin,Vin
68,8,nan,0,0,H1975,H1975,H1975,70,1,1,2,2,2,2,2,Vin,Vin,Vin
68,9,nan,0,0,H1975,H1975,H1975,70,1,1,2,2,2,2,2,Vin,Vin,Vin
68,10,nan,0,0,H1975,H1975,H1975,70,1,1,2,2,2,2,2,Vin,Vin,Vin
68,11,nan,0,0,H1975,H1975,H1975,70,1,1,2,2,2,2,2,Vin,Vin,Vin
68,12,nan,0,0,H1975,H1975,H1975,70,1,1,2,2,2,2,2,Vin,Vin,Vin
68,13,nan,0,0,H1975,H1975,H1975,70,1,1,2,2,2,2,2,Vin,Vin,Vin
68,14,nan,0,0,H1975,H1975,H1975,70,1,1,2,2,2,2,2,Vin,Vin,Vin
68,15,nan,0,0,H1975,H1975,H1975,70,1,1,2,2,2,2,2,Vin,Vin,Vin
68,16,nan,0,0,H1975,H1975,H1975,70,1,1,2,2,2,2,2,Vin,Vin,Vin
68,17,nan,0,0,H1975,H1975,H1975,70,1,1,2,2,2,2,2,Vin,Vin,Vin
68,18,nan,0,0,H1975,H1975,H1975,70,1,1,2,2,2,2,2,Vin,Vin,Vin
69,1,nan,0,0,H1975,H1975,H1975,70,1,1,2,2,2,3,3,Vin,Vin,Vin
69,2,nan,0,0,H1975,H1975,H1975,70,1,1,2,2,2,3,3,Vin,Vin,Vin
69,3,nan,0,0,H1975,H1975,H1975,70,1,1,2,2,2,3,3,Vin,Vin,Vin
69,4,nan,0,0,H1975,H1975,H1975,70,1,1,2,2,2,3,3,Vin,Vin,Vin
69,5,nan,0,0,H1975,H1975,H1975,70,1,1,2,2,2,3,3,Vin,Vin,Vin
69,6,nan,0,0,H1975,H1975,H1975,70,1,1,2,2,2,3,3,Vin,Vin,Vin
70,1,nan,0,0,H1975,H1975,H1975,70,1,1,2,2,2,4,4,Vin,Vin,Vin
70,2,nan,0,0,H1975,H1975,H1975,70,1,1,2,2,2,4,4,Vin,Vin,Vin
70,3,nan,0,0,H1975,H1975,H1975,70,1,1,2,2,2,4,4,Vin,Vin,Vin
71,1,nan,0,0,H1975,H1975,H1975,70,1,1,2,2,2,5,5,Vin,Vin,Vin
71,2,nan,0,0,H1975,H1975,H1975,70,1,1,2,2,2,5,5,Vin,Vin,Vin
71,3,nan,0,0,H1975,H1975,H1975,70,1,1,2,2,2,5,5,Vin,Vin,Vin
72,1,nan,0,0,H1975,H1975,H1975,70,1,1,2,2,2,6,6,Vin,Vin,Vin
72,2,nan,0,0,H1975,H1975,H1975,70,1,1,2,2,2,6,6,Vin,Vin,Vin
72,3,nan,0,0,H1975,H1975,H1975,70,1,1,2,2,2,6,6,Vin,Vin,Vin
72,4,nan,0,0,H1975,H1975,H1975,70,1,1,2,2,2,6,6,Vin,Vin,Vin
72,5,nan,0,0,H1975,H1975,H1975,70,1,1,2,2,2,6,6,Vin,Vin,Vin
72,6,nan,0,0,H1975,H1975,H1975,70,1,1,2,2,2,6,6,Vin,Vin,Vin
72,7,nan,0,0,H1975,H1975,H1975,70,1,1,2,2,2,6,6,Vin,Vin,Vin
72,8,nan,0,0,H1975,H1975,H1975,70,1,1,2,2,2,6,6,Vin,Vin,Vin
73,1,nan,0,0,H1975,H1975,H1975,70,1,1,2,2,2,7,7,Vin,Vin,Vin
73,2,nan,0,0,H1975,H1975,H1975,70,1,1,2,2,2,7,7,Vin,Vin,Vin
73,3,nan,0,0,H1975,H1975,H1975,70,1,1,2,2,2,7,7,Vin,Vin,Vin
73,4,nan,0,0,H1975,H1975,H1975,70,1,1,2,2,2,7,7,Vin,Vin,Vin
73,5,nan,0,0,H1975,H1975,H1975,70,1,1,2,2,2,7,7,Vin,Vin,Vin
73,6,nan,0,0,H1975,H1975,H1975,70,1,1,2,2,2,7,7,Vin,Vin,Vin
73,7,nan,0,0,H1975,H1975,H1975,70,1,1,2,2,2,7,7,Vin,Vin,Vin
73,8,nan,0,0,H1975,H1975,H1975,70,1,1,2,2,2,7,7,Vin,Vin,Vin
74,1,nan,0,0,H1975,H1975,H1975,70,1,1,2,2,2,8,8,Vin,Vin,Vin
74,2,nan,0,0,H1975,H1975,H1975,70,1,1,2,2,2,8,8,Vin,Vin,Vin
75,1,nan,0,0,H1975,H1975,H1975,70,1,1,2,2,2,9,9,Vin,Vin,Vin
75,2,nan,0,0,H1975,H1975,H1975,70,1,1,2,2,2,9,9,Vin,Vin,Vin
75,3,nan,0,0,H1975,H1975,H1975,70,1,1,2,2,2,9,9,Vin,Vin,Vin
75,4,nan,0,0,H1975,H1975,H1975,70,1,1,2,2,2,9,9,Vin,Vin,Vin
76,1,nan,0,0,H1975,H1975,H1975,0,1,1,2,2,2,0,0,control,control,control
76,2,nan,0,0,H1975,H1975,H1975,0,1,1,2,2,2,0,0,control,control,control
76,3,nan,0,0,H1975,H1975,H1975,0,1,1,2,2,2,0,0,control,control,control
76,4,nan,0,0,H1975,H1975,H1975,0,1,1,2,2,2,0,0,control,control,control
76,5,nan,0,0,H1975,H1975,H1975,0,1,1,2,2,2,0,0,control,control,control
76,6,nan,0,0,H1975,H1975,H1975,0,1,1,2,2,2,0,0,control,control,control
76,7,nan,0,0,H1975,H1975,H1975,0,1,1,2,2,2,0,0,control,control,control
76,8,nan,0,0,H1975,H1975,H1975,0,1,1,2,2,2,0,0,control,control,control
76,9,nan,0,0,H1975,H1975,H1975,0,1,1,2,2,2,0,0,control,control,control
76,10,nan,0,0,H1975,H1975,H1975,0,1,1,2,2,2,0,0,control,control,control
76,11,nan,0,0,H1975,H1975,H1975,0,1,1,2,2,2,0,0,control,control,control
76,12,nan,0,0,H1975,H1975,H1975,0,1,1,2,2,2,0,0,control,control,control
76,13,nan,0,0,H1975,H1975,H1975,0,1,1,2,2,2,0,0,control,control,control
76,14,nan,0,0,H1975,H1975,H1975,0,1,1,2,2,2,0,0,control,control,control
76,15,nan,0,0,H1975,H1975,H1975,0,1,1,2,2,2,0,0,control,control,control
76,16,nan,0,0,H1975,H1975,H1975,0,1,1,2,2,2,0,0,control,control,control
76,17,nan,0,0,H1975,H1975,H1975,0,1,1,2,2,2,0,0,control,control,control
76,18,nan,0,0,H1975,H1975,H1975,0,1,1,2,2,2,0,0,control,control,control
76,19,nan,0,0,H1975,H1975,H1975,0,1,1,2,2,2,0,0,control,control,control
76,20,nan,0,0,H1975,H1975,H1975,0,1,1,2,2,2,0,0,control,control,control
76,21,nan,0,0,H1975,H1975,H1975,0,1,1,2,2,2,0,0,control,control,control
76,22,nan,0,0,H1975,H1975,H1975,0,1,1,2,2,2,0,0,control,control,control
76,23,nan,0,0,H1975,H1975,H1975,0,1,1,2,2,2,0,0,control,control,control
76,24,nan,0,0,H1975,H1975,H1975,0,1,1,2,2,2,0,0,control,control,control
76,25,nan,0,0,H1975,H1975,H1975,0,1,1,2,2,2,0,0,control,control,control
76,26,nan,0,0,H1975,H1975,H1975,0,1,1,2,2,2,0,0,control,control,control
76,27,nan,0,0,H1975,H1975,H1975,0,1,1,2,2,2,0,0,control,control,control
76,28,nan,0,0,H1975,H1975,H1975,0,1,1,2,2,2,0,0,control,control,control
76,29,nan,0,0,H1975,H1975,H1975,0,1,1,2,2,2,0,0,control,control,control
76,30,nan,0,0,H1975,H1975,H1975,0,1,1,2,2,2,0,0,control,control,control
76,31,nan,0,0,H1975,H1975,H1975,0,1,1,2,2,2,0,0,control,control,control
76,32,nan,0,0,H1975,H1975,H1975,0,1,1,2,2,2,0,0,control,control,control
76,33,nan,0,0,H1975,H1975,H1975,0,1,1,2,2,2,0,0,control,control,control
76,34,nan,0,0,H1975,H1975,H1975,0,1,1,2,2,2,0,0,control,control,control
76,35,nan,0,0,H1975,H1975,H1975,0,1,1,2,2,2,0,0,control,control,control
76,36,nan,0,0,H1975,H1975,H1975,0,1,1,2,2,2,0,0,control,control,control
76,37,nan,0,0,H1975,H1975,H1975,0,1,1,2,2,2,0,0,control,control,control
76,38,nan,0,0,H1975,H1975,H1975,0,1,1,2,2,2,0,0,control,control,control
76,39,nan,0,0,H1975,H1975,H1975,0,1,1,2,2,2,0,0,control,control,control
76,40,nan,0,0,H1975,H1975,H1975,0,1,1,2,2,2,0,0,control,control,control
76,41,nan,0,0,H1975,H1975,H1975,0,1,1,2,2,2,0,0,control,control,control
76,42,nan,0,0,H1975,H1975,H1975,0,1,1,2,2,2,0,0,control,control,control
76,43,nan,0,0,H1975,H1975,H1975,0,1,1,2,2,2,0,0,control,control,control
77,1,nan,0,0,H1975,H1975,H1975,0,1,1,2,2,2,1,1,control,control,control
77,2,nan,0,0,H1975,H1975,H1975,0,1,1,2,2,2,1,1,control,control,control
77,3,nan,0,0,H1975,H1975,H1975,0,1,1,2,2,2,1,1,control,control,control
77,4,nan,0,0,H1975,H1975,H1975,0,1,1,2,2,2,1,1,control,control,control
77,5,nan,0,0,H1975,H1975,H1975,0,1,1,2,2,2,1,1,control,control,control
77,6,nan,0,0,H1975,H1975,H1975,0,1,1,2,2,2,1,1,control,control,control
77,7,nan,0,0,H1975,H1975,H1975,0,1,1,2,2,2,1,1,control,control,control
77,8,nan,0,0,H1975,H1975,H1975,0,1,1,2,2,2,1,1,control,control,control
77,9,nan,0,0,H1975,H1975,H1975,0,1,1,2,2,2,1,1,control,control,control
77,10,nan,0,0,H1975,H1975,H1975,0,1,1,2,2,2,1,1,control,control,control
77,11,nan,0,0,H1975,H1975,H1975,0,1,1,2,2,2,1,1,control,control,control
77,12,nan,0,0,H1975,H1975,H1975,0,1,1,2,2,2,1,1,control,control,control
77,13,nan,0,0,H1975,H1975,H1975,0,1,1,2,2,2,1,1,control,control,control
77,14,nan,0,0,H1975,H1975,H1975,0,1,1,2,2,2,1,1,control,control,control
77,15,nan,0,0,H1975,H1975,H1975,0,1,1,2,2,2,1,1,control,control,control
77,16,nan,0,0,H1975,H1975,H1975,0,1,1,2,2,2,1,1,control,control,control
77,17,nan,0,0,H1975,H1975,H1975,0,1,1,2,2,2,1,1,control,control,control
77,18,nan,0,0,H1975,H1975,H1975,0,1,1,2,2,2,1,1,control,control,control
77,19,nan,0,0,H1975,H1975,H1975,0,1,1,2,2,2,1,1,control,control,control
77,20,nan,0,0,H1975,H1975,H1975,0,1,1,2,2,2,1,1,control,control,control
77,21,nan,0,0,H1975,H1975,H1975,0,1,1,2,2,2,1,1,control,control,control
77,22,nan,0,0,H1975,H1975,H1975,0,1,1,2,2,2,1,1,control,control,control
77,23,nan,0,0,H1975,H1975,H1975,0,1,1,2,2,2,1,1,control,control,control
77,24,nan,0,0,H1975,H1975,H1975,0,1,1,2,2,2,1,1,control,control,control
77,25,nan,0,0,H1975,H1975,H1975,0,1,1,2,2,2,1,1,control,control,control
77,26,nan,0,0,H1975,H1975,H1975,0,1,1,2,2,2,1,1,control,control,control
77,27,nan,0,0,H1975,H1975,H1975,0,1,1,2,2,2,1,1,control,control,control
77,28,nan,0,0,H1975,H1975,H1975,0,1,1,2,2,2,1,1,control,control,control
77,29,nan,0,0,H1975,H1975,H1975,0,1,1,2,2,2,1,1,control,control,control
77,30,nan,0,0,H1975,H1975,H1975,0,1,1,2,2,2,1,1,control,control,control
77,31,nan,0,0,H1975,H1975,H1975,0,1,1,2,2,2,1,1,control,control,control
77,32,nan,0,0,H1975,H1975,H1975,0,1,1,2,2,2,1,1,control,control,control
77,33,nan,0,0,H1975,H1975,H1975,0,1,1,2,2,2,1,1,control,control,control
77,34,nan,0,0,H1975,H1975,H1975,0,1,1,2,2,2,1,1,control,control,control
77,35,nan,0,0,H1975,H1975,H1975,0,1,1,2,2,2,1,1,control,control,control
77,36,nan,0,0,H1975,H1975,H1975,0,1,1,2,2,2,1,1,control,control,control
77,37,nan,0,0,H1975,H1975,H1975,0,1,1,2,2,2,1,1,control,control,control
77,38,nan,0,0,H1975,H1975,H1975,0,1,1,2,2,2,1,1,control,control,control
77,39,nan,0,0,H1975,H1975,H1975,0,1,1,2,2,2,1,1,control,control,control
77,40,nan,0,0,H1975,H1975,H1975,0,1,1,2,2,2,1,1,control,control,control
77,41,nan,0,0,H1975,H1975,H1975,0,1,1,2,2,2,1,1,control,control,control
77,42,nan,0,0,H1975,H1975,H1975,0,1,1,2,2,2,1,1,control,control,control
77,43,nan,0,0,H1975,H1975,H1975,0,1,1,2,2,2,1,1,control,control,control
77,44,nan,0,0,H1975,H1975,H1975,0,1,1,2,2,2,1,1,control,control,control
77,45,nan,0,0,H1975,H1975,H1975,0,1,1,2,2,2,1,1,control,control,control
77,46,nan,0,0,H1975,H1975,H1975,0,1,1,2,2,2,1,1,control,control,control
77,47,nan,0,0,H1975,H1975,H1975,0,1,1,2,2,2,1,1,control,control,control
77,48,nan,0,0,H1975,H1975,H1975,0,1,1,2,2,2,1,1,control,control,control
77,49,nan,0,0,H1975,H1975,H1975,0,1,1,2,2,2,1,1,control,control,control
77,50,nan,0,0,H1975,H1975,H1975,0,1,1,2,2,2,1,1,control,control,control
77,51,nan,0,0,H1975,H1975,H1975,0,1,1,2,2,2,1,1,control,control,control
77,52,nan,0,0,H1975,H1975,H1975,0,1,1,2,2,2,1,1,control,control,control
77,53,nan,0,0,H1975,H1975,H1975,0,1,1,2,2,2,1,1,control,control,control
77,54,nan,0,0,H1975,H1975,H1975,0,1,1,2,2,2,1,1,control,control,control
78,1,nan,0,0,H1975,H1975,H1975,0,1,1,2,2,2,10,10,control,control,control
78,2,nan,0,0,H1975,H1975,H1975,0,1,1,2,2,2,10,10,control,control,control
78,3,nan,0,0,H1975,H1975,H1975,0,1,1,2,2,2,10,10,control,control,control
79,1,nan,0,0,H1975,H1975,H1975,0,1,1,2,2,2,11,11,control,control,control
79,2,nan,0,0,H1975,H1975,H1975,0,1,1,2,2,2,11,11,control,control,control
79,3,nan,0,0,H1975,H1975,H1975,0,1,1,2,2,2,11,11,control,control,control
80,1,nan,0,0,H1975,H1975,H1975,0,1,1,2,2,2,12,12,control,control,control
80,2,nan,0,0,H1975,H1975,H1975,0,1,1,2,2,2,12,12,control,control,control
81,1,nan,0,0,H1975,H1975,H1975,0,1,1,2,2,2,13,13,control,control,control
82,1,nan,0,0,H1975,H1975,H1975,0,1,1,2,2,2,14,14,control,control,control
82,2,nan,0,0,H1975,H1975,H1975,0,1,1,2,2,2,14,14,control,control,control
83,1,nan,0,0,H1975,H1975,H1975,0,1,1,2,2,2,15,15,control,control,control
83,2,nan,0,0,H1975,H1975,H1975,0,1,1,2,2,2,15,15,control,control,control
83,3,nan,0,0,H1975,H1975,H1975,0,1,1,2,2,2,15,15,control,control,control
83,4,nan,0,0,H1975,H1975,H1975,0,1,1,2,2,2,15,15,control,control,control
84,1,nan,0,0,H1975,H1975,H1975,0,1,1,2,2,2,2,2,control,control,control
84,2,nan,0,0,H1975,H1975,H1975,0,1,1,2,2,2,2,2,control,control,control
84,3,nan,0,0,H1975,H1975,H1975,0,1,1,2,2,2,2,2,control,control,control
84,4,nan,0,0,H1975,H1975,H1975,0,1,1,2,2,2,2,2,control,control,control
84,5,nan,0,0,H1975,H1975,H1975,0,1,1,2,2,2,2,2,control,control,control
84,6,nan,0,0,H1975,H1975,H1975,0,1,1,2,2,2,2,2,control,control,control
85,1,nan,0,0,H1975,H1975,H1975,0,1,1,2,2,2,3,3,control,control,control
85,2,nan,0,0,H1975,H1975,H1975,0,1,1,2,2,2,3,3,control,control,control
85,3,nan,0,0,H1975,H1975,H1975,0,1,1,2,2,2,3,3,control,control,control
86,1,nan,0,0,H1975,H1975,H1975,0,1,1,2,2,2,4,4,control,control,control
86,2,nan,0,0,H1975,H1975,H1975,0,1,1,2,2,2,4,4,control,control,control
86,3,nan,0,0,H1975,H1975,H1975,0,1,1,2,2,2,4,4,control,control,control
86,4,nan,0,0,H1975,H1975,H1975,0,1,1,2,2,2,4,4,control,control,control
86,5,nan,0,0,H1975,H1975,H1975,0,1,1,2,2,2,4,4,control,control,control
86,6,nan,0,0,H1975,H1975,H1975,0,1,1,2,2,2,4,4,control,control,control
86,7,nan,0,0,H1975,H1975,H1975,0,1,1,2,2,2,4,4,control,control,control
87,1,nan,0,0,H1975,H1975,H1975,0,1,1,2,2,2,5,5,control,control,control
87,2,nan,0,0,H1975,H1975,H1975,0,1,1,2,2,2,5,5,control,control,control
87,3,nan,0,0,H1975,H1975,H1975,0,1,1,2,2,2,5,5,control,control,control
87,4,nan,0,0,H1975,H1975,H1975,0,1,1,2,2,2,5,5,control,control,control
87,5,nan,0,0,H1975,H1975,H1975,0,1,1,2,2,2,5,5,control,control,control
87,6,nan,0,0,H1975,H1975,H1975,0,1,1,2,2,2,5,5,control,control,control
87,7,nan,0,0,H1975,H1975,H1975,0,1,1,2,2,2,5,5,control,control,control
87,8,nan,0,0,H1975,H1975,H1975,0,1,1,2,2,2,5,5,control,control,control
87,9,nan,0,0,H1975,H1975,H1975,0,1,1,2,2,2,5,5,control,control,control
87,10,nan,0,0,H1975,H1975,H1975,0,1,1,2,2,2,5,5,control,control,control
87,11,nan,0,0,H1975,H1975,H1975,0,1,1,2,2,2,5,5,control,control,control
87,12,nan,0,0,H1975,H1975,H1975,0,1,1,2,2,2,5,5,control,control,control
87,13,nan,0,0,H1975,H1975,H1975,0,1,1,2,2,2,5,5,control,control,control
87,14,nan,0,0,H1975,H1975,H1975,0,1,1,2,2,2,5,5,control,control,control
87,15,nan,0,0,H1975,H1975,H1975,0,1,1,2,2,2,5,5,control,control,control
87,16,nan,0,0,H1975,H1975,H1975,0,1,1,2,2,2,5,5,control,control,control
87,17,nan,0,0,H1975,H1975,H1975,0,1,1,2,2,2,5,5,control,control,control
87,18,nan,0,0,H1975,H1975,H1975,0,1,1,2,2,2,5,5,control,control,control
87,19,nan,0,0,H1975,H1975,H1975,0,1,1,2,2,2,5,5,control,control,control
87,20,nan,0,0,H1975,H1975,H1975,0,1,1,2,2,2,5,5,control,control,control
87,21,nan,0,0,H1975,H1975,H1975,0,1,1,2,2,2,5,5,control,control,control
87,22,nan,0,0,H1975,H1975,H1975,0,1,1,2,2,2,5,5,control,control,control
87,23,nan,0,0,H1975,H1975,H1975,0,1,1,2,2,2,5,5,control,control,control
87,24,nan,0,0,H1975,H1975,H1975,0,1,1,2,2,2,5,5,control,control,control
87,25,nan,0,0,H1975,H1975,H1975,0,1,1,2,2,2,5,5,control,control,control
87,26,nan,0,0,H1975,H1975,H1975,0,1,1,2,2,2,5,5,control,control,control
87,27,nan,0,0,H1975,H1975,H1975,0,1,1,2,2,2,5,5,control,control,control
87,28,nan,0,0,H1975,H1975,H1975,0,1,1,2,2,2,5,5,control,control,control
87,29,nan,0,0,H1975,H1975,H1975,0,1,1,2,2,2,5,5,control,control,control
87,30,nan,0,0,H1975,H1975,H1975,0,1,1,2,2,2,5,5,control,control,control
87,31,nan,0,0,H1975,H1975,H1975,0,1,1,2,2,2,5,5,control,control,control
87,32,nan,0,0,H1975,H1975,H1975,0,1,1,2,2,2,5,5,control,control,control
87,33,nan,0,0,H1975,H1975,H1975,0,1,1,2,2,2,5,5,control,control,control
87,34,nan,0,0,H1975,H1975,H1975,0,1,1,2,2,2,5,5,control,control,control
87,35,nan,0,0,H1975,H1975,H1975,0,1,1,2,2,2,5,5,control,control,control
87,36,nan,0,0,H1975,H1975,H1975,0,1,1,2,2,2,5,5,control,control,control
87,37,nan,0,0,H1975,H1975,H1975,0,1,1,2,2,2,5,5,control,control,control
87,38,nan,0,0,H1975,H1975,H1975,0,1,1,2,2,2,5,5,control,control,control
87,39,nan,0,0,H1975,H1975,H1975,0,1,1,2,2,2,5,5,control,control,control
87,40,nan,0,0,H1975,H1975,H1975,0,1,1,2,2,2,5,5,control,control,control
87,41,nan,0,0,H1975,H1975,H1975,0,1,1,2,2,2,5,5,control,control,control
87,42,nan,0,0,H1975,H1975,H1975,0,1,1,2,2,2,5,5,control,control,control
87,43,nan,0,0,H1975,H1975,H1975,0,1,1,2,2,2,5,5,control,control,control
87,44,nan,0,0,H1975,H1975,H1975,0,1,1,2,2,2,5,5,control,control,control
87,45,nan,0,0,H1975,H1975,H1975,0,1,1,2,2,2,5,5,control,control,control
87,46,nan,0,0,H1975,H1975,H1975,0,1,1,2,2,2,5,5,control,control,control
87,47,nan,0,0,H1975,H1975,H1975,0,1,1,2,2,2,5,5,control,control,control
87,48,nan,0,0,H1975,H1975,H1975,0,1,1,2,2,2,5,5,control,control,control
87,49,nan,0,0,H1975,H1975,H1975,0,1,1,2,2,2,5,5,control,control,control
87,50,nan,0,0,H1975,H1975,H1975,0,1,1,2,2,2,5,5,control,control,control
88,1,nan,0,0,H1975,H1975,H1975,0,1,1,2,2,2,6,6,control,control,control
88,2,nan,0,0,H1975,H1975,H1975,0,1,1,2,2,2,6,6,control,control,control
88,3,nan,0,0,H1975,H1975,H1975,0,1,1,2,2,2,6,6,control,control,control
88,4,nan,0,0,H1975,H1975,H1975,0,1,1,2,2,2,6,6,control,control,control
88,5,nan,0,0,H1975,H1975,H1975,0,1,1,2,2,2,6,6,control,control,control
88,6,nan,0,0,H1975,H1975,H1975,0,1,1,2,2,2,6,6,control,control,control
88,7,nan,0,0,H1975,H1975,H1975,0,1,1,2,2,2,6,6,control,control,control
89,1,nan,0,0,H1975,H1975,H1975,0,1,1,2,2,2,7,7,control,control,control
89,2,nan,0,0,H1975,H1975,H1975,0,1,1,2,2,2,7,7,control,control,control
89,3,nan,0,0,H1975,H1975,H1975,0,1,1,2,2,2,7,7,control,control,control
89,4,nan,0,0,H1975,H1975,H1975,0,1,1,2,2,2,7,7,control,control,control
89,5,nan,0,0,H1975,H1975,H1975,0,1,1,2,2,2,7,7,control,control,control
89,6,nan,0,0,H1975,H1975,H1975,0,1,1,2,2,2,7,7,control,control,control
89,7,nan,0,0,H1975,H1975,H1975,0,1,1,2,2,2,7,7,control,control,control
89,8,nan,0,0,H1975,H1975,H1975,0,1,1,2,2,2,7,7,control,control,control
89,9,nan,0,0,H1975,H1975,H1975,0,1,1,2,2,2,7,7,control,control,control
89,10,nan,0,0,H1975,H1975,H1975,0,1,1,2,2,2,7,7,control,control,control
90,1,nan,0,0,H1975,H1975,H1975,0,1,1,2,2,2,8,8,control,control,control
91,1,nan,0,0,H1975,H1975,H1975,0,1,1,2,2,2,9,9,control,control,control
91,2,nan,0,0,H1975,H1975,H1975,0,1,1,2,2,2,9,9,control,control,control
91,3,nan,0,0,H1975,H1975,H1975,0,1,1,2,2,2,9,9,control,control,control
