ObjectNumber,Metadata_site,Metadata_concentration,Metadata_hour,Metadata_treatment,Predicted_Probability,Is_Test,S,Ed_region_mean,Rc_region_mean,Fp_region_PCC,Fp_cell_PCC,FRET_Judge,Near_Ed,Ed_diff,E_Ed_std,E_Ed_diff,E_Fp,E
1,0,40,6,A133,0.8513237515318025,False,0.4633532017260911,0.0857388824224472,1.14015,0.537489,0.8572228,True,0.1148706887479575,0.0811787470392535,0.30486575020023016,0.0811787470392535,0.462511,0.2718448735196268
2,0,40,6,A133,0.79945532534225,True,0.4114847755365385,0.1063997149467468,1.2595108,0.6897578,0.8550071,True,0.1190272906407216,0.0861055967081681,0.1003445468283787,0.0861055967081681,0.3102422,0.19817389835408405
3,0,40,6,A133,0.7443561513558716,True,0.3563856015501602,0.0699847936630249,0.49722916,0.7402954,0.93028057,True,0.0778010456133418,0.044411596090751,0.4608151867640521,0.044411596090751,0.25970459999999995,0.15205809804537548
4,0,40,6,A133,0.8356547028441186,False,0.4476841530384072,0.0532171502709388,0.56523806,0.75157744,0.9279354,True,0.0835543462296485,0.0493376472604663,0.6267977821036258,0.0493376472604663,0.24842255999999996,0.14888010363023313
5,0,40,6,A133,0.8821843059866467,False,0.4942137561809352,0.0686719417572021,0.67512834,0.92595434,0.9884242,True,0.0916168670725061,0.05669847282557,0.47381108377411263,0.05669847282557,0.07404566000000001,0.06537206641278501
6,0,40,6,A133,0.8685810447477398,False,0.4806104949420284,,0.388018,0.9676714,0.994755,False,0.1028737552394853,0.0,,0.0,0.03232860000000004,0.01616430000000002
1,1,40,6,A133,0.8084671316488319,False,0.4204965818431205,0.1359069198369979,1.4088259,0.7757429,0.91003144,True,0.1235534598984564,0.0916750176764483,0.0,0.0916750176764483,0.2242571,0.15796605883822415
2,1,40,6,A133,0.7151036165387913,False,0.3271330667330799,0.1308406591415405,1.1858065,0.7339108,0.92545694,True,0.1165239289851772,0.0831171609283169,0.0,0.0831171609283169,0.2660892,0.17460318046415846
3,1,40,6,A133,0.8789598654456103,False,0.4909893156398989,0.126260295510292,0.7954963,0.8770646,0.96647745,True,0.0990560949326062,0.0639866461746853,0.0,0.0639866461746853,0.12293540000000003,0.09346102308734267
4,1,40,6,A133,0.8191116691242641,False,0.4311411193185527,0.1910727024078369,1.3463179,0.7035603,0.8597044,False,0.2111585080606511,0.0,0.3378318077916245,0.0,0.2964397,0.14821985
5,1,40,6,A133,0.8508053053762495,False,0.4628347555705381,0.1519114375114441,0.6572854,0.8745865,0.9626924,False,0.145950134599629,0.0,0.0,0.0,0.12541349999999996,0.06270674999999998
6,1,40,6,A133,0.8609864885271167,False,0.4730159387214053,,0.22301361,0.8803886,0.97308445,False,0.0671039208468007,0.0,,0.0,0.11961140000000003,0.05980570000000002
7,1,40,6,A133,0.8169983669685734,False,0.429027817162862,0.0886823311448097,0.47110996,0.60694546,0.9233816,True,0.0754084395071651,0.0424403073533346,0.27572860511893227,0.0424403073533346,0.39305453999999995,0.21774742367666727
8,1,40,6,A133,0.8548358753263221,False,0.4668653255206107,0.119140513241291,0.9664031,0.7916599,0.94106555,True,0.1077332781251687,0.0731229973760242,0.0,0.0731229973760242,0.20834010000000003,0.14073154868801213
9,1,40,6,A133,0.694374470797188,True,0.3064039209914765,0.0974354445934295,0.6286768,0.8730012,0.9739292,True,0.0883758579906533,0.0536738491089996,0.18908169514293913,0.0536738491089996,0.12699879999999997,0.09033632455449978
10,1,40,6,A133,0.8007079623278311,False,0.4127374125221197,0.1307878941297531,0.8968965,0.95106167,0.9910472,True,0.1044333880853017,0.0695655159139412,0.0,0.0695655159139412,0.04893833000000003,0.05925192295697061
1,10,40,6,A133,0.8900042942639688,False,0.5020337444582574,,0.3669709,0.9708707,0.9935385,False,0.0987916357253837,0.0,,0.0,0.029129300000000025,0.014564650000000012
2,10,40,6,A133,0.7979643158761661,False,0.4099937660704547,0.1151720657944679,0.42522192,0.8613298,0.9560174,False,0.1097945971529823,0.0,0.013507206190440301,0.0,0.13867019999999997,0.06933509999999998
3,10,40,6,A133,0.863270206268594,False,0.4752996564628826,,0.42192724,0.860363,0.95647615,False,0.1091963216908341,0.0,,0.0,0.139637,0.0698185
4,10,40,6,A133,0.8205684442628958,False,0.4325978944571844,0.0750190541148185,0.47226256,0.3694146,0.7868535,True,0.0755163387796447,0.0425282456591526,0.4109811346038982,0.0425282456591526,0.6305854,0.3365568228295763
