ObjectNumber,Metadata_site,Metadata_concentration,Metadata_hour,Metadata_treatment,Predicted_Probability,Is_Test,S,Ed_region_mean,Rc_region_mean,Fp_region_PCC,Fp_cell_PCC,FRET_Judge,Near_Ed,Ed_diff,E_Ed_std,E_Ed_diff,E_Fp,E
1,0,40,4,A133,0.8396368167057029,False,0.4664685473571162,0.0813534185290336,0.5438662,0.25656995,0.7887293,True,0.0818160992095214,0.0478212758427985,0.34827737709231543,0.0478212758427985,0.74343005,0.3956256629213992
2,0,40,4,A133,0.9222585004694022,True,0.5490902311208155,0.0735433101654052,0.5729558,0.54100305,0.9050112,True,0.0841673101955185,0.0498782455664424,0.4255894969749575,0.0498782455664424,0.45899694999999996,0.25443759778322117
3,0,40,4,A133,0.8850990951015302,True,0.5119308257529435,0.1789880841970443,1.4301258,0.77955264,0.93369746,False,0.2165675103733312,0.0,0.21820639309190987,0.0,0.22044735999999998,0.11022367999999999
4,0,40,4,A133,0.8579849652956097,False,0.484816695947023,0.0833771079778671,0.66585845,0.6843873,0.9138426,True,0.0909881555084595,0.0561047199996605,0.3282449122417551,0.0561047199996605,0.31561269999999997,0.18585870999983023
5,0,40,4,A133,0.8518294029613266,False,0.4786611336127399,0.0902061685919761,0.53552485,0.5670967,0.8791744,True,0.0811208813799947,0.0472216490583761,0.2606441660930113,0.0472216490583761,0.4329033,0.24006247452918805
6,0,40,4,A133,0.73697512566651,False,0.3638068563179233,0.0963702350854873,0.5449606,0.75068367,0.9578053,True,0.0819066018839248,0.047899621523973,0.19962618458455528,0.047899621523973,0.24931632999999997,0.14860797576198648
7,0,40,4,A133,0.7546263861208377,False,0.3814581167722509,0.1408657729625702,0.7773491,0.9321948,0.9858601,False,0.1609500737924812,0.0,0.0,0.0,0.06780520000000001,0.033902600000000005
8,0,40,4,A133,0.8763716020263997,False,0.503203332677813,0.1055441498756408,0.5418978,0.8647611,0.9737596,False,0.1293330792741256,0.0,0.10881376982313093,0.0,0.13523890000000005,0.06761945000000003
9,0,40,4,A133,0.751394054124965,False,0.3782257847763782,0.078513778746128,0.8115365,0.57622856,0.90798306,True,0.0999558782234864,0.0649016512825433,0.3763869193800905,0.0649016512825433,0.42377144,0.24433654564127166
1,1,40,4,A133,0.8632735901248074,False,0.4901053207762207,0.1191985458135604,0.6748048,0.017745838,0.64922017,True,0.0915950701169042,0.056677830939983,0.0,0.056677830939983,0.982254162,0.5194659964699915
2,1,40,4,A133,0.7955627718831666,False,0.4223945025345799,0.1084844768047332,0.5215904,0.30544528,0.7322718,False,0.1261477906274908,0.0,0.07970752731633128,0.0,0.69455472,0.34727736
3,1,40,4,A133,0.8154673315981263,False,0.4422990622495396,0.1223825812339782,0.7351189,0.93199867,0.98658717,True,0.0954843782171177,0.0604264099138858,0.0,0.0604264099138858,0.06800132999999997,0.06421386995694289
4,1,40,4,A133,0.8306169965990401,False,0.4574487272504534,0.1075029224157333,0.82273936,0.85492414,0.965173,True,0.1005728031172508,0.0655332738810535,0.08942391626518305,0.0655332738810535,0.14507585999999995,0.10530456694052673
