ObjectNumber,Metadata_cell,Metadata_concentration,Metadata_dish,Metadata_hour,Metadata_site,Metadata_treatment,Predicted_Probability,S
1,A549,22,3,2,0,DAC,0.2703344379913485,0.0182107209117493
2,A549,22,3,2,0,DAC,0.20224743986911786,-0.04987627721048132
3,A549,22,3,2,0,DAC,0.3669955462497936,0.1148718291701944
4,A549,22,3,2,0,DAC,0.28045748794396674,0.028333770864367558
1,A549,22,3,2,1,DAC,0.23254463063889008,-0.019579086440709104
2,A549,22,3,2,1,DAC,0.3021309731276092,0.05000725604801004
3,A549,22,3,2,1,DAC,0.24107939583745827,-0.011044321242140914
1,A549,22,3,2,10,DAC,0.3385781822152687,0.08645446513566951
2,A549,22,3,2,10,DAC,0.32464215391616086,0.07251843683656167
3,A549,22,3,2,10,DAC,0.16437718645530722,-0.08774653062429197
4,A549,22,3,2,10,DAC,0.3869855289040836,0.13486181182448442
5,A549,22,3,2,10,DAC,0.2658874527566202,0.013763735677020994
6,A549,22,3,2,10,DAC,0.2473789559514996,-0.004744761128099573
7,A549,22,3,2,10,DAC,0.32875744405903246,0.07663372697943327
8,A549,22,3,2,10,DAC,0.1977761338121747,-0.054347583267424476
1,A549,22,3,2,11,DAC,0.2149794160558859,-0.03714430102371327
2,A549,22,3,2,11,DAC,0.4204151560463374,0.1682914389667382
3,A549,22,3,2,11,DAC,0.33640259972894637,0.08427888264934719
4,A549,22,3,2,11,DAC,0.38878746174865714,0.13666374466905795
1,A549,22,3,2,12,DAC,0.3355556497090709,0.08343193262947174
2,A549,22,3,2,12,DAC,0.16702747242373092,-0.08509624465586826
3,A549,22,3,2,12,DAC,0.14586605291966717,-0.10625766415993201
4,A549,22,3,2,12,DAC,0.15838804020379288,-0.0937356768758063
5,A549,22,3,2,12,DAC,0.24198022090585117,-0.010143496173748018
1,A549,22,3,2,13,DAC,0.22896626106165668,-0.0231574560179425
2,A549,22,3,2,13,DAC,0.2567908044772532,0.004667087397654035
3,A549,22,3,2,13,DAC,0.33145674577240547,0.07933302869280628
4,A549,22,3,2,13,DAC,0.21539309642276896,-0.03673062065683022
1,A549,22,3,2,14,DAC,0.3678738726180753,0.11575015553847612
2,A549,22,3,2,14,DAC,0.5471439963345314,0.2950202792549322
3,A549,22,3,2,14,DAC,0.4295748595161565,0.1774511424365573
4,A549,22,3,2,14,DAC,0.3974004336970208,0.14527671661742164
1,A549,22,3,2,15,DAC,0.390031293274955,0.13790757619535582
2,A549,22,3,2,15,DAC,0.47332861693865347,0.22120489985905428
3,A549,22,3,2,15,DAC,0.30798527917497465,0.05586156209537546
4,A549,22,3,2,15,DAC,0.3743636833069799,0.1222399662273807
1,A549,22,3,2,16,DAC,0.2130089498472508,-0.039114767232348385
2,A549,22,3,2,16,DAC,0.2156205115976399,-0.03650320548195929
3,A549,22,3,2,16,DAC,0.10291000845566789,-0.1492137086239313
4,A549,22,3,2,16,DAC,0.27230924503514287,0.02018552795554368
5,A549,22,3,2,16,DAC,0.14406271004216953,-0.10806100703742966
1,A549,22,3,2,2,DAC,0.15905894577854734,-0.09306477130105184
2,A549,22,3,2,2,DAC,0.2006156556988536,-0.051508061380745596
3,A549,22,3,2,2,DAC,0.2716861211418407,0.019562404062241523
1,A549,22,3,2,3,DAC,0.24341056664395957,-0.00871315043563961
2,A549,22,3,2,3,DAC,0.28018000354499917,0.028056286465399982
