Metadata_cell,Metadata_hour,Metadata_treatment,Metadata_site,Metadata_dish,Metadata_concentration,ObjectNumber,outer_intensity_mean,inner_intensity_mean,intensity_ratio
A549,6.0,afa,0,1,25.84,1,586.0678191489362,784.0140906813627,0.747522048538187
A549,6.0,afa,0,1,25.84,2,496.7406542056075,541.643813416009,0.9170983622480449
A549,6.0,afa,0,1,25.84,3,455.40498681898066,457.9402027027027,0.994463871333507
A549,6.0,afa,0,1,25.84,4,958.0015777687296,603.9825205640423,1.5861412295078985
A549,6.0,afa,0,1,25.84,5,1067.2218440594058,1971.6235151187905,0.5412908883849996
A549,6.0,afa,1,1,25.84,1,449.0020112630732,420.8046970624235,1.0670080785635023
A549,6.0,afa,1,1,25.84,2,451.8655416168857,512.76023573201,0.8812413875498911
A549,6.0,afa,1,1,25.84,3,1362.9462155963304,2179.408791208791,0.6253742854916096
A549,6.0,afa,1,1,25.84,4,618.6756606397774,813.1185141509434,0.7608677577410683
A549,6.0,afa,1,1,25.84,5,641.5715341214401,987.6488927738927,0.6495947485138509
A549,6.0,afa,10,1,25.84,1,929.7277725661872,2160.419723053892,0.43034590114367094
A549,6.0,afa,11,1,25.84,1,434.27708333333334,466.66630083179297,0.9305944795226726
A549,6.0,afa,11,1,25.84,2,579.2412855239787,,
A549,6.0,afa,11,1,25.84,3,481.321511627907,591.7633978675645,0.8133681693770891
A549,6.0,afa,11,1,25.84,4,501.63776813074566,613.51895905421,0.8176402061055482
A549,6.0,afa,11,1,25.84,5,2032.5814995189994,3830.056422351234,0.5306923124310575
A549,6.0,afa,11,1,25.84,6,518.66015625,572.4449160811865,0.9060437811215384
A549,6.0,afa,11,1,25.84,7,533.7012244897959,711.3941392733564,0.7502187536081442
A549,6.0,afa,11,1,25.84,8,624.2869526836158,784.796088836478,0.7954766359872797
A549,6.0,afa,11,1,25.84,9,497.84291666666667,572.9047982885086,0.8689801833636562
A549,6.0,afa,12,1,25.84,1,537.6321739130435,700.2244354838709,0.7677997891369323
A549,6.0,afa,12,1,25.84,2,488.0693277310924,530.4469651442307,0.9201095675952908
A549,6.0,afa,12,1,25.84,3,808.4268757327081,1401.5396732788797,0.5768134082436684
A549,6.0,afa,12,1,25.84,4,499.96875,543.474475599315,0.9199489073496244
A549,6.0,afa,12,1,25.84,5,463.9405776515151,538.1099837662338,0.8621668276890039
A549,6.0,afa,13,1,25.84,1,684.4924634591961,994.6240176817289,0.6881921724096429
A549,6.0,afa,13,1,25.84,2,3255.0116860812427,11359.351794187425,0.2865490694413418
A549,6.0,afa,15,1,25.84,1,887.4715657055725,1851.5119290375203,0.4793226291374265
A549,6.0,afa,15,1,25.84,2,479.2807027145359,524.392618694362,0.9139730149288786
A549,6.0,afa,15,1,25.84,3,,496.19592566943675,
A549,6.0,afa,15,1,25.84,4,480.8240083251714,516.1643939393939,0.9315326937906298
A549,6.0,afa,15,1,25.84,5,731.0596742829363,1111.5649008674102,0.6576851011690397
A549,6.0,afa,15,1,25.84,6,831.3225815586769,1282.2802197802198,0.6483158429295306
A549,6.0,afa,2,1,25.84,1,523.7396327014218,597.1125136462882,0.8771205103426616
A549,6.0,afa,2,1,25.84,2,651.3822852760736,,
A549,6.0,afa,2,1,25.84,3,542.3136093182735,664.4887191704036,0.8161366681970728
A549,6.0,afa,2,1,25.84,4,450.6150568181818,456.8173842257598,0.9864227421684268
A549,6.0,afa,2,1,25.84,5,558.1198789147851,941.9818211068211,0.5924953819798758
A549,6.0,afa,3,1,25.84,1,1191.1351954120646,2701.301077265973,0.44094869892016264
A549,6.0,afa,3,1,25.84,2,686.5440217391305,1034.4845020325204,0.6636581025527515
A549,6.0,afa,3,1,25.84,3,524.744638284251,630.8076712827989,0.8318615358896
A549,6.0,afa,3,1,25.84,4,618.1229166666667,812.5465725806451,0.76072306194525
A549,6.0,afa,3,1,25.84,5,518.4037322274881,558.25,0.9286228969592264
A549,6.0,afa,4,1,25.84,1,648.9066227337786,1622.9375672766416,0.3998346182981466
A549,6.0,afa,4,1,25.84,2,673.606624692034,965.3457161981258,0.6977879669316149
A549,6.0,afa,4,1,25.84,3,688.8581370867124,973.1426258992806,0.7078696572870179
A549,6.0,afa,5,1,25.84,1,1487.0480737250555,2730.530281908302,0.5446004695783097
A549,6.0,afa,5,1,25.84,2,1383.1060161290322,4187.970649582837,0.330256855135029
A549,6.0,afa,5,1,25.84,3,511.1319245463228,538.4377025931929,0.9492870244498824
A549,6.0,afa,5,1,25.84,4,1297.607551822133,1973.756118881119,0.6574305403839455
A549,6.0,afa,5,1,25.84,5,847.786876802637,2095.545343137255,0.4045662288239536
A549,6.0,afa,6,1,25.84,1,1521.0725917431193,2034.0983761329305,0.7477871324172944
A549,6.0,afa,6,1,25.84,2,545.1434426229508,798.6801310043668,0.6825554079295986
A549,6.0,afa,6,1,25.84,3,1146.5701173826174,912.0532208588957,1.2571307146998212
