Metadata_cell,Metadata_hour,Metadata_treatment,Metadata_site,Metadata_dish,Metadata_concentration,ObjectNumber,Ed_mean,Ed_variance,Ed_not_zero_mean,Ed_not_zero_variance,Ed_region_mean,Ed_region_variance,Ed_region_max,Ed_region_min,Ed_region_top_50,Ed_region_top_25,Fp_region_ratio_mean,Fp_non_region_ratio_mean,Fp_cell_ratio_mean,Fp_region_pixels,Fp_non_region_pixels,Fp_cell_pixels,Fp_cell_MCC,Fp_region_PCC,Fp_cell_PCC,Fp_region_MOC,Fp_cell_MOC,Rc_cell_mean,Rc_cell_max,Rc_cell_min,Rc_cell_var,Rc_region_mean,Rc_region_max,Rc_region_min,Rc_region_var,Rc_non_region_mean,Rc_non_region_max,Rc_non_region_min,Rc_non_region_var,FRET_Judge,Near_Ed,Ed_diff
A549,2,AFA,0,1,25,1,0.132742166519165,0.0066264900378882,0.1616971492767334,0.0033899857662618,0.1237525343894958,0.0010223225690424,0.2133973091840744,0.0291786100715398,0.1497261673212051,0.1658640056848526,1.1734771728515625,1.4861097,1.4804327,1204,65099,66303,0.88014627,0.4226553738117218,0.670533,0.9861517548561096,0.95068294,0.96343714,2.9222932,0.0,0.2914398,0.8837093710899353,1.3008954524993896,0.5143296122550964,0.0171127077192068,0.9649118,2.9222932,0.0,0.2963937,AFA,0.0767199222758925,0.13201947113457527
A549,2,AFA,0,1,25,2,0.2179342359304428,0.007722423877567,0.238310769200325,0.003588511608541,0.1999132335186004,0.0014865086413919,0.353094220161438,0.085835762321949,0.230737417936325,0.2489813864231109,1.3113815784454346,1.4008068,1.3986725,1466,59957,61423,0.8979164,0.0414330959320068,0.7554041,0.9808724522590636,0.959383,1.5475211,3.7169197,0.0,0.4100908,1.539492964744568,2.21577262878418,0.8090740442276001,0.0550862774252891,1.5477173,3.7169197,0.0,0.41876924,AFA,0.1336522893876459,0.13608410602477516
A549,2,AFA,0,1,25,3,0.1000561043620109,0.0200230609625577,0.2840017080307007,0.0045930836349725,,,,,,,0.6665469408035278,1.0009544,0.9971094,266,22869,23135,0.55902636,0.2688853144645691,0.26460442,0.9694980382919312,0.9244349,0.25894368,1.4904027,0.0,0.13649745,0.3015104532241821,0.8714833855628967,0.0,0.078978806734085,0.2584486,1.4904027,0.0,0.13714512,,,
A549,2,AFA,0,1,25,4,0.1596942842006683,0.0137782422825694,0.2284113019704818,0.0040113227441906,0.1770169883966446,0.0017814290476962,0.3600793182849884,0.0250842440873384,0.2103195786476135,0.2317066937685012,0.7985098958015442,0.92290723,0.9202615,1400,64423,65823,0.75361484,0.1374688893556594,0.7273555,0.9689680933952332,0.92882884,0.9459503,3.2030702,0.0,0.52681243,1.00372314453125,1.6963634490966797,0.5406227111816406,0.0554720051586627,0.9446949,3.2030702,0.0,0.53698105,control,0.2228871745548517,0.0
A549,2,AFA,1,1,25,1,0.1851451247930526,0.0144290942698717,0.2390318810939788,0.0057480479590594,0.1613105982542038,0.0022417185828089,0.3067490458488464,0.0251566469669342,0.199110209941864,0.2208992093801498,1.0257717370986938,1.5562335,1.5465703,1174,63272,64446,0.7828991,0.5892148017883301,0.30271816,0.9627297520637512,0.9457007,1.744614,4.5799437,0.0,1.1247195,1.5529097318649292,2.499791622161865,0.0,0.1344285607337951,1.7481709,4.5799437,0.0,1.142399,AFA,0.13481707654996636,0.13584013784521495
A549,2,AFA,1,1,25,2,0.2707076370716095,0.0023984045255929,0.2709407806396484,0.0023372995201498,0.251662403345108,0.0005522656720131,0.3431030213832855,0.192797377705574,0.270081877708435,0.2824031114578247,1.1450337171554563,1.1496387,1.1496093,200,31175,31375,0.8532098,0.2154461443424224,0.8546296,0.9961484670639038,0.9768887,2.3734384,3.7391448,0.0,0.13916418,2.330444097518921,2.6988537311553955,2.032808542251587,0.0200984720140695,2.3737142,3.7391448,0.0,0.13991609,AFA,0.20231933244008612,0.10902817719418048
A549,2,AFA,1,1,25,3,0.2791920602321625,0.0085877468809485,0.2859866619110107,0.006853581406176,0.1774144023656845,0.0010393656557425,0.2832565903663635,0.0919499844312667,0.202244758605957,0.2220062017440796,0.9818190336227416,0.980047,0.9800757,1200,72415,73615,0.72957194,-0.628635287,0.7156131,0.8803772330284119,0.8892604,2.9737484,6.942962,0.0,1.7045064,3.04103684425354,5.272131443023682,1.2676106691360474,1.2641472816467283,2.9726334,6.942962,0.0,1.7117274,AFA,0.2640099991714507,0.07083030425824
A549,2,AFA,1,1,25,4,0.2664460241794586,0.0012707049027085,0.2664460241794586,0.0012707049027085,0.2325316220521927,0.0003332792257424,0.2772045433521271,0.1800903528928756,0.2473410665988922,0.255014032125473,0.7990186214447021,1.037399,1.0340917,200,14215,14415,0.93187183,0.2530161142349243,0.792567,0.9970360398292542,0.9711911,2.2247274,3.5304117,1.2859057,0.11040767,1.9490607976913448,2.224924325942993,1.6560746431350708,0.0082696052268147,2.2286057,3.5304117,1.2859057,0.110760465,control,0.2940698604041491,0.0
A549,2,AFA,1,1,25,5,0.2023167461156845,0.0068282042630016,0.2213754206895828,0.0032523081172257,0.1879726350307464,0.0016484681982547,0.3502185642719269,0.067260704934597,0.2202942073345184,0.2396112233400344,0.7545272707939148,0.77896696,0.7784613,1120,53007,54127,0.7182465,0.5120577812194824,0.74950796,0.961233913898468,0.9327674,1.1978544,3.106808,0.0,0.28562,1.2092043161392212,2.071476936340332,0.6953474879264832,0.0688831880688667,1.1976146,3.106808,0.0,0.29019663,control,0.2435413228376915,0.0
A549,2,AFA,10,1,25,1,0.0667924284934997,0.0013432879932224,0.0701633170247078,0.0011745681986212,,,,,,,0.5831711292266846,1.2362832,1.2299885,200,20551,20751,0.5864933,-0.053887229,0.13699754,0.990079939365387,0.93350416,0.71305096,1.8229085,0.0,0.046599984,0.4209459722042084,0.5326198935508728,0.342067688703537,0.0014786659739911,0.7158935,1.8229085,0.0,0.046200663,,,
A549,2,AFA,10,1,25,2,0.1304992437362671,0.0010747869964689,0.1305053383111953,0.0010740428697317,0.1019563302397728,0.0003129632677882,0.1714317798614502,0.054322637617588,0.1159801632165908,0.1250717490911483,1.1611841917037964,1.6946517,1.677234,1400,41479,42879,0.8863215,0.4940163791179657,0.7232176,0.9873265624046326,0.9529808,0.8333201,1.9344375,0.0,0.058646142,0.6593618392944336,0.9523905515670776,0.3875705897808075,0.0087524577975273,0.83919144,1.9344375,0.0,0.059274282,AFA,0.05724301531392304,0.11956077263333667
A549,2,AFA,10,1,25,3,0.1465222090482711,0.0342659130692482,0.3622903525829315,0.0065550855360925,0.2999641895294189,0.0044779083691537,0.5677348375320435,0.0974404290318489,0.3521045446395874,0.3841645121574402,0.7033318877220154,0.8363456,0.833536,930,43101,44031,0.50868165,0.0834251791238784,0.31242073,0.9730710983276368,0.8997937,1.2132257,5.953485,0.0,2.367525,2.659521102905273,4.37425422668457,1.6670955419540403,0.1871644556522369,1.1820194,5.953485,0.0,2.3684628,control,0.32336129828239407,0.0
