Metadata_cell,Metadata_hour,Metadata_treatment,Metadata_site,Metadata_dish,Metadata_concentration,ObjectNumber,Ed_mean,Ed_variance,Ed_not_zero_mean,Ed_not_zero_variance,Ed_region_mean,Ed_region_variance,Ed_region_max,Ed_region_min,Ed_region_top_50,Ed_region_top_25,Fp_region_ratio_mean,Fp_non_region_ratio_mean,Fp_cell_ratio_mean,Fp_region_pixels,Fp_non_region_pixels,Fp_cell_pixels,Fp_cell_MCC,Fp_region_PCC,Fp_cell_PCC,Fp_region_MOC,Fp_cell_MOC,Rc_cell_mean,Rc_cell_max,Rc_cell_min,Rc_cell_var,Rc_region_mean,Rc_region_max,Rc_region_min,Rc_region_var,Rc_non_region_mean,Rc_non_region_max,Rc_non_region_min,Rc_non_region_var
A549,2.0,AFA,0,1,25.0,1,0.13274216651916504,0.0066264900378882885,0.1616971492767334,0.003389985766261816,0.12375253438949585,0.0010223225690424442,0.2133973091840744,0.02917861007153988,0.14972616732120514,0.1658640056848526,1.1734771728515625,1.4861097,1.4804327,1204.0,65099.0,66303.0,0.88014627,0.4226553738117218,0.670533,0.9861517548561096,0.95068294,0.96343714,2.9222932,0.0,0.2914398,0.8837093710899353,1.3008954524993896,0.5143296122550964,0.01711270771920681,0.9649118,2.9222932,0.0,0.2963937
A549,2.0,AFA,0,1,25.0,2,0.2179342359304428,0.007722423877567053,0.238310769200325,0.003588511608541012,0.19991323351860046,0.0014865086413919926,0.353094220161438,0.085835762321949,0.23073741793632507,0.24898138642311096,1.3113815784454346,1.4008068,1.3986725,1466.0,59957.0,61423.0,0.8979164,0.041433095932006836,0.7554041,0.9808724522590637,0.959383,1.5475211,3.7169197,0.0,0.4100908,1.5394929647445679,2.2157726287841797,0.8090740442276001,0.055086277425289154,1.5477173,3.7169197,0.0,0.41876924
A549,2.0,AFA,0,1,25.0,3,0.10005610436201096,0.020023060962557793,0.2840017080307007,0.004593083634972572,,,,,,,0.6665469408035278,1.0009544,0.9971094,266.0,22869.0,23135.0,0.55902636,0.2688853144645691,0.26460442,0.9694980382919312,0.9244349,0.25894368,1.4904027,0.0,0.13649745,0.30151045322418213,0.8714833855628967,0.0,0.07897880673408508,0.2584486,1.4904027,0.0,0.13714512
A549,2.0,AFA,0,1,25.0,4,0.15969428420066833,0.013778242282569408,0.22841130197048187,0.004011322744190693,0.1770169883966446,0.0017814290476962924,0.3600793182849884,0.025084244087338448,0.21031957864761353,0.23170669376850128,0.7985098958015442,0.92290723,0.9202615,1400.0,64423.0,65823.0,0.75361484,0.13746888935565948,0.7273555,0.9689680933952332,0.92882884,0.9459503,3.2030702,0.0,0.52681243,1.00372314453125,1.6963634490966797,0.5406227111816406,0.055472005158662796,0.9446949,3.2030702,0.0,0.53698105
A549,2.0,AFA,1,1,25.0,1,0.18514512479305267,0.014429094269871712,0.23903188109397888,0.005748047959059477,0.1613105982542038,0.0022417185828089714,0.30674904584884644,0.025156646966934204,0.199110209941864,0.22089920938014984,1.0257717370986938,1.5562335,1.5465703,1174.0,63272.0,64446.0,0.7828991,0.5892148017883301,0.30271816,0.9627297520637512,0.9457007,1.744614,4.5799437,0.0,1.1247195,1.5529097318649292,2.4997916221618652,0.0,0.13442856073379517,1.7481709,4.5799437,0.0,1.142399
A549,2.0,AFA,1,1,25.0,2,0.2707076370716095,0.002398404525592923,0.27094078063964844,0.002337299520149827,0.25166240334510803,0.0005522656720131636,0.3431030213832855,0.19279737770557404,0.27008187770843506,0.2824031114578247,1.1450337171554565,1.1496387,1.1496093,200.0,31175.0,31375.0,0.8532098,0.21544614434242249,0.8546296,0.9961484670639038,0.9768887,2.3734384,3.7391448,0.0,0.13916418,2.330444097518921,2.6988537311553955,2.032808542251587,0.020098472014069557,2.3737142,3.7391448,0.0,0.13991609
A549,2.0,AFA,1,1,25.0,3,0.2791920602321625,0.008587746880948544,0.28598666191101074,0.00685358140617609,0.1774144023656845,0.0010393656557425857,0.2832565903663635,0.09194998443126678,0.20224475860595703,0.2220062017440796,0.9818190336227417,0.980047,0.9800757,1200.0,72415.0,73615.0,0.72957194,-0.6286352872848511,0.7156131,0.8803772330284119,0.8892604,2.9737484,6.942962,0.0,1.7045064,3.04103684425354,5.272131443023682,1.2676106691360474,1.2641472816467285,2.9726334,6.942962,0.0,1.7117274
A549,2.0,AFA,1,1,25.0,4,0.2664460241794586,0.0012707049027085304,0.2664460241794586,0.0012707049027085304,0.2325316220521927,0.0003332792257424444,0.2772045433521271,0.18009035289287567,0.2473410665988922,0.255014032125473,0.7990186214447021,1.037399,1.0340917,200.0,14215.0,14415.0,0.93187183,0.2530161142349243,0.792567,0.9970360398292542,0.9711911,2.2247274,3.5304117,1.2859057,0.11040767,1.9490607976913452,2.224924325942993,1.6560746431350708,0.008269605226814747,2.2286057,3.5304117,1.2859057,0.110760465
A549,2.0,AFA,1,1,25.0,5,0.2023167461156845,0.00682820426300168,0.22137542068958282,0.003252308117225766,0.18797263503074646,0.0016484681982547045,0.3502185642719269,0.06726070493459702,0.22029420733451843,0.23961122334003448,0.7545272707939148,0.77896696,0.7784613,1120.0,53007.0,54127.0,0.7182465,0.5120577812194824,0.74950796,0.961233913898468,0.9327674,1.1978544,3.106808,0.0,0.28562,1.2092043161392212,2.071476936340332,0.6953474879264832,0.06888318806886673,1.1976146,3.106808,0.0,0.29019663
A549,2.0,AFA,10,1,25.0,1,0.06679242849349976,0.001343287993222475,0.0701633170247078,0.001174568198621273,,,,,,,0.5831711292266846,1.2362832,1.2299885,200.0,20551.0,20751.0,0.5864933,-0.05388722941279411,0.13699754,0.990079939365387,0.93350416,0.71305096,1.8229085,0.0,0.046599984,0.4209459722042084,0.5326198935508728,0.342067688703537,0.0014786659739911556,0.7158935,1.8229085,0.0,0.046200663
