Metadata_cell,Metadata_hour,Metadata_treatment,Metadata_site,Metadata_dish,Metadata_concentration,ObjectNumber,Ed_mean,Ed_variance,Ed_not_zero_mean,Ed_not_zero_variance,Ed_region_mean,Ed_region_variance,Ed_region_max,Ed_region_min,Ed_region_top_50,Ed_region_top_25,Fp_region_ratio_mean,Fp_non_region_ratio_mean,Fp_cell_ratio_mean,Fp_region_pixels,Fp_non_region_pixels,Fp_cell_pixels,Fp_cell_MCC,Fp_region_PCC,Fp_cell_PCC,Fp_region_MOC,Fp_cell_MOC,Rc_cell_mean,Rc_cell_max,Rc_cell_min,Rc_cell_var,Rc_region_mean,Rc_region_max,Rc_region_min,Rc_region_var,Rc_non_region_mean,Rc_non_region_max,Rc_non_region_min,Rc_non_region_var,FRET_Judge,Near_Ed,Ed_diff
A549,2,ALM,0,1,6,1,0.5208472609519958,0.0323354601860046,0.5493054986000061,0.0184699464589357,,,,,,,0.7554430365562439,1.1954951,1.1840223,1797,67130,68927,0.76923037,0.2643969655036926,0.20124076,0.9673198461532592,0.863154,6.6721873,14.670752,0.0,6.0501156,6.178431034088135,9.2441987991333,2.265614748001098,0.9669718742370604,6.685405,14.670752,0.0,6.179484,,,
A549,2,ALM,0,1,6,2,0.4894812405109405,0.0248609390109777,0.514426052570343,0.0132956225425004,,,,,,,0.5629109740257263,0.7756193,0.7722444,1478,91673,93151,0.51652116,0.0521351099014282,0.4412186,0.9679980278015136,0.8712675,5.910326,13.070824,0.0,4.5829353,5.120520114898682,8.094511032104492,3.159456491470337,0.6243458986282349,5.9230604,13.070824,0.0,4.636538,,,
A549,2,ALM,0,1,6,3,0.3441983759403229,0.0177300069481134,0.3765020072460174,0.0072316243313252,,,,,,,1.225456953048706,0.98594856,0.9900221,200,11559,11759,0.66248584,0.2049466967582702,0.4481495,0.9852779507637024,0.9431172,6.7131977,13.431208,0.0,5.5298405,7.154414176940918,10.052495002746582,5.557531356811523,0.7105295658111572,6.705564,13.431208,0.0,5.609793,,,
A549,2,ALM,1,1,6,1,0.2969357669353485,0.0294581837952137,0.3685257136821747,0.010177694261074,0.2850839793682098,0.0028702192939817,0.4256750643253326,0.1370324045419693,0.3275980651378631,0.3522149622440338,0.7674124240875244,1.4084933,1.3999951,400,29775,30175,0.45564303,-0.061907619,0.1002222,0.9787973761558532,0.8932356,2.7109225,7.3679843,0.0,2.544982,2.249101161956787,3.3457565307617188,1.3121800422668457,0.1382364779710769,2.7171264,7.3679843,0.0,2.5744097,control,0.30800276231198426,0.0
A549,2,ALM,1,1,6,2,0.217689037322998,0.0105016315355896,0.2389170080423355,0.006453972775489,0.1684708446264267,0.0022953054867684,0.2988407611846924,0.0143989520147442,0.2069949954748153,0.2290571630001068,0.4991082549095154,0.9629219,0.95274943,526,23457,23983,0.45835274,0.2983248233795166,0.025873855,0.9859989881515504,0.9122072,1.4730197,4.510831,0.0,0.5032399,0.9737866520881652,1.3979228734970093,0.6143529415130615,0.0175800714641809,1.4842142,4.510831,0.0,0.50841606,control,0.21951917638484597,0.0
A549,2,ALM,1,1,6,3,0.1055465042591095,0.0241124406456947,0.3113710284233093,0.0070459228008985,0.2210409939289093,0.0031407105270773,0.4093737006187439,0.0685266032814979,0.2665454149246216,0.2923752963542938,0.5211936235427856,1.4926977,1.4822105,400,36655,37055,0.44836587,-0.245308399,-0.13185115,0.980394184589386,0.889177,1.1066455,6.818078,0.0,2.6834185,1.7363795042037964,2.716090679168701,1.06261944770813,0.0862643271684646,1.0997736,6.818078,0.0,2.707385,ALM,0.16524520447640464,0.11709789441284477
A549,2,ALM,1,1,6,4,0.1524702161550521,0.0120705747976899,0.2038750946521759,0.005659956485033,0.1647203266620636,0.0031923262868076,0.3148995339870453,0.05794657766819,0.2122553884983062,0.2391171753406524,0.71036696434021,0.9597111,0.95446956,226,10525,10751,0.72516376,0.3128186464309692,0.28496444,0.9743613600730896,0.9312954,0.6318595,1.9523903,0.0,0.17874132,0.6236546635627747,1.077285885810852,0.0,0.0194831043481826,0.6320357,1.9523903,0.0,0.18215922,control,0.17090680878231446,0.0
A549,2,ALM,10,1,6,1,0.0566867403686046,0.0072530498728156,0.1532349735498428,0.0048118024133145,0.0930991470813751,0.0025023710913956,0.2248239666223526,0.0,0.1341396421194076,0.1576243788003921,1.13166081905365,1.6770201,1.6679173,873,51430,52303,0.89341104,-0.098353408,0.3071025,0.9655526876449584,0.93043274,0.9347706,5.386875,0.0,1.6150064,1.803569793701172,4.388691425323486,0.0,0.4430301189422607,0.92002356,5.386875,0.0,1.6218698,ALM,0.1716394708795397,0.1146006034279782
A549,2,ALM,10,1,6,2,0.306018978357315,0.0148286260664463,0.3061390519142151,0.0147976912558078,0.1245326623320579,0.0007446214440278,0.2214592695236206,0.0521319769322872,0.1457659155130386,0.1594768762588501,0.7710602283477783,3.839033,3.7778594,966,47481,48447,0.8060619,0.0054971724748611,0.232274,0.9722290635108948,0.75629836,3.2115345,8.489387,0.0,1.8667665,1.0562124252319336,1.7570785284042358,0.5460702776908875,0.0438226200640201,3.2553837,8.489387,0.0,1.8074219,ALM,0.10051606676732883,0.12803968129248894
A549,2,ALM,10,1,6,3,0.0503321550786495,0.0085537647828459,0.2001319676637649,0.0040319603867828,0.1611286550760269,0.0032672132365405,0.3219746947288513,0.0332122184336185,0.2065294831991195,0.2377226948738098,0.9692460894584656,1.3052373,1.2983482,1015,48488,49503,0.7696545,0.1028173416852951,0.08643122,0.9872359037399292,0.91663414,0.41004303,3.4977572,0.0,0.5399393,1.304849624633789,2.2321999073028564,0.0,0.2330575436353683,0.39131236,3.4977572,0.0,0.52925205,ALM,0.12417800516047976,0.12772115758869584
