Metadata_cell,Metadata_hour,Metadata_treatment,Metadata_site,Metadata_dish,Metadata_concentration,ObjectNumber,Ed_mean,Ed_variance,Ed_not_zero_mean,Ed_not_zero_variance,Ed_region_mean,Ed_region_variance,Ed_region_max,Ed_region_min,Ed_region_top_50,Ed_region_top_25,Fp_region_ratio_mean,Fp_non_region_ratio_mean,Fp_cell_ratio_mean,Fp_region_pixels,Fp_non_region_pixels,Fp_cell_pixels,Fp_cell_MCC,Fp_region_PCC,Fp_cell_PCC,Fp_region_MOC,Fp_cell_MOC,Rc_cell_mean,Rc_cell_max,Rc_cell_min,Rc_cell_var,Rc_region_mean,Rc_region_max,Rc_region_min,Rc_region_var,Rc_non_region_mean,Rc_non_region_max,Rc_non_region_min,Rc_non_region_var
A549,2,ALM,0,1,6,1,0.5208472609519958,0.03233546018600464,0.5493054986000061,0.018469946458935738,,,,,,,0.7554430365562439,1.1954951,1.1840223,1797,67130,68927,0.76923037,0.2643969655036926,0.20124076,0.9673198461532593,0.863154,6.6721873,14.670752,0,6.0501156,6.178431034088135,9.2441987991333,2.2656147480010986,0.9669718742370605,6.685405,14.670752,0,6.179484
A549,2,ALM,0,1,6,2,0.48948124051094055,0.024860939010977745,0.514426052570343,0.013295622542500496,,,,,,,0.5629109740257263,0.7756193,0.7722444,1478,91673,93151,0.51652116,0.05213510990142822,0.4412186,0.9679980278015137,0.8712675,5.910326,13.070824,0,4.5829353,5.120520114898682,8.094511032104492,3.159456491470337,0.6243458986282349,5.9230604,13.070824,0,4.636538
A549,2,ALM,0,1,6,3,0.3441983759403229,0.01773000694811344,0.37650200724601746,0.007231624331325293,,,,,,,1.225456953048706,0.98594856,0.9900221,200,11559,11759,0.66248584,0.20494669675827026,0.4481495,0.9852779507637024,0.9431172,6.7131977,13.431208,0,5.5298405,7.154414176940918,10.052495002746582,5.557531356811523,0.7105295658111572,6.705564,13.431208,0,5.609793
A549,2,ALM,1,1,6,1,0.2969357669353485,0.0294581837952137,0.3685257136821747,0.010177694261074066,0.28508397936820984,0.0028702192939817905,0.42567506432533264,0.1370324045419693,0.32759806513786316,0.3522149622440338,0.7674124240875244,1.4084933,1.3999951,400,29775,30175,0.45564303,-0.061907619,0.1002222,0.9787973761558533,0.8932356,2.7109225,7.3679843,0,2.544982,2.249101161956787,3.3457565307617188,1.3121800422668457,0.13823647797107697,2.7171264,7.3679843,0,2.5744097
A549,2,ALM,1,1,6,2,0.21768903732299805,0.010501631535589695,0.2389170080423355,0.006453972775489092,0.1684708446264267,0.002295305486768484,0.2988407611846924,0.014398952014744282,0.20699499547481537,0.2290571630001068,0.4991082549095154,0.9629219,0.95274943,526,23457,23983,0.45835274,0.2983248233795166,0.025873855,0.9859989881515503,0.9122072,1.4730197,4.510831,0,0.5032399,0.9737866520881653,1.3979228734970093,0.6143529415130615,0.017580071464180946,1.4842142,4.510831,0,0.50841606
A549,2,ALM,1,1,6,3,0.1055465042591095,0.024112440645694733,0.3113710284233093,0.007045922800898552,0.2210409939289093,0.0031407105270773172,0.4093737006187439,0.06852660328149796,0.2665454149246216,0.2923752963542938,0.5211936235427856,1.4926977,1.4822105,400,36655,37055,0.44836587,-0.245308399,-0.13185115,0.980394184589386,0.889177,1.1066455,6.818078,0,2.6834185,1.7363795042037964,2.716090679168701,1.0626194477081299,0.08626432716846466,1.0997736,6.818078,0,2.707385
A549,2,ALM,1,1,6,4,0.15247021615505219,0.012070574797689915,0.2038750946521759,0.005659956485033035,0.1647203266620636,0.0031923262868076563,0.3148995339870453,0.05794657766819,0.21225538849830627,0.23911717534065247,0.71036696434021,0.9597111,0.95446956,226,10525,10751,0.72516376,0.31281864643096924,0.28496444,0.9743613600730896,0.9312954,0.6318595,1.9523903,0,0.17874132,0.6236546635627747,1.077285885810852,0,0.019483104348182678,0.6320357,1.9523903,0,0.18215922
A549,2,ALM,10,1,6,1,0.05668674036860466,0.007253049872815609,0.15323497354984283,0.004811802413314581,0.09309914708137512,0.0025023710913956165,0.2248239666223526,0,0.13413964211940765,0.15762437880039215,1.13166081905365,1.6770201,1.6679173,873,51430,52303,0.89341104,-0.098353408,0.3071025,0.9655526876449585,0.93043274,0.9347706,5.386875,0,1.6150064,1.8035697937011719,4.388691425323486,0,0.44303011894226074,0.92002356,5.386875,0,1.6218698
A549,2,ALM,10,1,6,2,0.30601897835731506,0.014828626066446304,0.3061390519142151,0.014797691255807877,0.12453266233205795,0.0007446214440278709,0.2214592695236206,0.052131976932287216,0.14576591551303864,0.1594768762588501,0.7710602283477783,3.839033,3.7778594,966,47481,48447,0.8060619,0.005497172474861145,0.232274,0.9722290635108948,0.75629836,3.2115345,8.489387,0,1.8667665,1.0562124252319336,1.7570785284042358,0.5460702776908875,0.04382262006402016,3.2553837,8.489387,0,1.8074219
A549,2,ALM,10,1,6,3,0.05033215507864952,0.008553764782845974,0.20013196766376495,0.004031960386782885,0.16112865507602692,0.003267213236540556,0.3219746947288513,0.033212218433618546,0.20652948319911957,0.23772269487380981,0.9692460894584656,1.3052373,1.2983482,1015,48488,49503,0.7696545,0.1028173416852951,0.08643122,0.9872359037399292,0.91663414,0.41004303,3.4977572,0,0.5399393,1.304849624633789,2.2321999073028564,0,0.23305754363536835,0.39131236,3.4977572,0,0.52925205
