Metadata_cell,Metadata_hour,Metadata_treatment,Metadata_site,Metadata_dish,Metadata_concentration,ObjectNumber,Ed_mean,Ed_variance,Ed_not_zero_mean,Ed_not_zero_variance,Ed_region_mean,Ed_region_variance,Ed_region_max,Ed_region_min,Ed_region_top_50,Ed_region_top_25,Fp_region_ratio_mean,Fp_non_region_ratio_mean,Fp_cell_ratio_mean,Fp_region_pixels,Fp_non_region_pixels,Fp_cell_pixels,Fp_cell_MCC,Fp_region_PCC,Fp_cell_PCC,Fp_region_MOC,Fp_cell_MOC,Rc_cell_mean,Rc_cell_max,Rc_cell_min,Rc_cell_var,Rc_region_mean,Rc_region_max,Rc_region_min,Rc_region_var,Rc_non_region_mean,Rc_non_region_max,Rc_non_region_min,Rc_non_region_var,FRET_Judge,Near_Ed,Ed_diff
A549,2.0,control,0,1,0.0,1,0.1367515176534652,0.0082763778045773,0.1518855839967727,0.0068936632014811,0.0719919204711914,0.0010594686027616,0.160076305270195,0.0,0.0984869748353958,0.1141672655940055,1.194695234298706,2.7855809,2.7713435,499.0,55260.0,55759.0,0.70931953,-0.1065806671977043,0.16744292,0.9843797087669371,0.8607632,1.1432737,4.449089,0.0,0.4872344,0.5512294769287109,0.857150137424469,0.3026290833950043,0.0091432137414813,1.1486199,4.449089,0.0,0.48835784,control,0.15811214832880172,0.0
A549,2.0,control,0,1,0.0,2,0.0849397778511047,0.0037558891344815,0.0933566391468048,0.0033422983251512,0.0871041193604469,0.0008505459991283,0.1361551582813263,0.0338815115392208,0.1113144233822822,0.1226829215884208,0.6011855602264404,1.0083046,1.0027399,1193.0,86086.0,87279.0,0.6853605,0.0214366763830184,0.3641222,0.9318482279777528,0.8990055,0.47508872,3.2896044,0.0,0.095869415,0.2996302545070648,0.6847898960113525,0.1148027405142784,0.011838587000966,0.47752026,3.2896044,0.0,0.09660138,control,0.10258283692915814,0.0
A549,2.0,control,1,1,0.0,1,0.147323876619339,0.0023862156085669,0.1474916338920593,0.0023641900625079,0.1803322732448578,0.0023022515233606,0.3264499604701996,0.0445760153234005,0.2190631628036499,0.2398324161767959,0.886509895324707,0.8618566,0.86255705,999.0,34168.0,35167.0,0.98784524,0.8659645915031433,0.8409896,0.9836062788963318,0.95828176,0.90602547,2.1643848,0.0,0.06223949,0.900122880935669,1.3019107580184937,0.5418339967727661,0.0215633977204561,0.90619814,2.1643848,0.0,0.063427694,control,0.21077979065808686,0.0
A549,2.0,control,1,1,0.0,2,0.132543995976448,0.0031721347477287,0.1339514404535293,0.0030172870028764,0.1606992334127426,0.0027853529900312,0.3047282993793487,0.0327844768762588,0.2039540857076645,0.227873757481575,0.9772979021072388,1.0483185,1.0473093,967.0,67079.0,68046.0,0.9693224,0.6700303554534912,0.7753854,0.9496906995773317,0.9496847,0.63285756,1.972073,0.0,0.038784113,0.5886202454566956,1.207377791404724,0.2729943394660949,0.032312337309122,0.63349533,1.972073,0.0,0.038848784,control,0.16486328818749654,0.0
A549,2.0,control,10,1,0.0,1,0.2670253813266754,0.0384227000176906,0.3775331974029541,0.0126034710556268,0.2842575013637543,0.0024287432897835,0.3995056748390198,0.1199169307947158,0.3235810399055481,0.3489238023757934,1.3573812246322632,1.8399154,1.8310372,1005.0,53618.0,54623.0,0.82986665,0.5334648489952087,0.4608319,0.9787850975990297,0.9071395,3.3547869,10.946022,0.0,5.935354,3.436669111251831,6.20375394821167,2.011728286743164,0.5556438565254211,3.3532522,10.946022,0.0,6.03606,control,0.3446589292421325,0.0
A549,2.0,control,10,1,0.0,2,0.3767450153827667,0.0131575968116521,0.3886846005916595,0.0089338580146431,0.3538559079170227,0.0024533018004149,0.4908958375453949,0.2131562530994415,0.3942590653896332,0.4172587990760803,1.3985601663589478,1.8997521,1.8898239,670.0,33153.0,33823.0,0.94137937,0.5460246205329895,0.6344923,0.9870986342430116,0.94609207,3.5676858,7.6157455,0.0,1.1391754,2.469810485839844,4.00993537902832,1.742617964744568,0.1123952269554138,3.5898726,7.6157455,0.0,1.1350749,control,0.3167136125418488,0.0
A549,2.0,control,10,1,0.0,3,0.3258538246154785,0.0185914486646652,0.3544768095016479,0.0100783258676528,0.2587241530418396,0.0033896379172801,0.4489123523235321,0.1057945936918258,0.3049806952476501,0.3351716697216034,1.0681331157684326,2.0559745,2.0305464,773.0,29257.0,30030.0,0.840324,0.2702276706695556,0.17307627,0.981482744216919,0.9026975,2.7515543,8.053034,0.0,1.5636584,1.8389252424240112,2.91650652885437,0.9889938235282898,0.0738357976078987,2.7756653,8.053034,0.0,1.5804328,control,0.2882165882400996,0.0
A549,2.0,control,10,1,0.0,4,0.1948944181203842,0.0071754879318177,0.198619931936264,0.0065726907923817,0.1740394681692123,0.0024894359521567,0.3308462798595428,0.0679463446140289,0.2140021026134491,0.2442073076963424,0.6351074576377869,1.1559438,1.146856,1000.0,56311.0,57311.0,0.9070589,0.7563236355781555,0.50167346,0.9587985277175904,0.89437884,1.1779183,4.6268563,0.0,0.36354762,0.6295086741447449,1.2329626083374023,0.3707419037818908,0.018872445449233,1.187657,4.6268563,0.0,0.36423278,control,0.17189130038753267,0.0
A549,2.0,control,10,1,0.0,5,0.2318890988826751,0.0048766690306365,0.2325339168310165,0.0047402852214872,0.2102793902158737,0.0020092895720154,0.3359859585762024,0.0366355590522289,0.2459756135940551,0.2657133638858795,0.8651171326637268,1.1857414,1.1789019,1600.0,73407.0,75007.0,0.9658154,0.7691181898117065,0.7419396,0.9847025871276855,0.94284123,1.9088007,5.1346235,0.0,0.3626966,1.3468512296676636,2.0686659812927246,0.890404462814331,0.0374035947024822,1.9210491,5.1346235,0.0,0.36275375,control,0.2553541510874271,0.0
A549,2.0,control,10,1,0.0,6,0.1946699470281601,0.0048823035322129,0.1967803686857223,0.0045199440792202,0.218018501996994,0.0021586655639111,0.3587034046649933,0.0982772707939148,0.2551616728305816,0.2792888879776001,0.8316547274589539,0.9671556,0.9654344,591.0,45936.0,46527.0,0.9429612,0.9049978256225586,0.7449694,0.9923945069313048,0.93992674,2.5449202,9.886367,0.0,1.129535,2.005140781402588,2.5919578075408936,1.6192052364349363,0.0278138294816017,2.5518646,9.886367,0.0,1.1399125,control,0.29688544244008386,0.0
A549,2.0,control,11,1,0.0,1,0.1251608878374099,0.0080110235139727,0.1604007929563522,0.0046140742488205,0.142116516828537,0.0020285586360841,0.2963889539241791,0.0160084329545497,0.1781269311904907,0.2006298750638961,0.6916707158088684,0.8017845,0.79848397,1737.0,56214.0,57951.0,0.89316267,0.1255473047494888,0.7730518,0.9513952136039734,0.96249354,0.82248795,3.7773025,0.0,0.26562974,0.7876526117324829,1.3540253639221191,0.1914128512144088,0.0465338937938213,0.82356423,3.7773025,0.0,0.272361,control,0.19604711003572367,0.0
A549,2.0,control,12,1,0.0,1,0.1234408318996429,0.0142090553417801,0.2012023627758026,0.0075142462737858,0.1631021797657013,0.0019102400401607,0.3178042471408844,0.0377959311008453,0.1981303840875625,0.220966175198555,0.804202139377594,1.2163311,1.2097071,2000.0,122431.0,124431.0,0.95706916,0.4021762907505035,0.65504044,0.9723875522613524,0.8994126,0.90870047,5.655017,0.0,0.85445917,0.6886587738990784,1.319449543952942,0.3593202829360962,0.0252460874617099,0.91229504,5.655017,0.0,0.86720103,control,0.18145587719147468,0.0
A549,2.0,control,12,1,0.0,2,0.1576006412506103,0.0177685804665088,0.2356761544942855,0.0081706196069717,0.163287803530693,0.002956612734124,0.3250559568405151,0.0094743827357888,0.2057103514671325,0.2315710484981537,1.0076205730438232,1.3247275,1.3197675,712.0,44807.0,45519.0,0.72751665,-0.0963148027658462,0.26632324,0.9739052057266236,0.90170723,1.3823379,6.3300743,0.0,1.3932152,1.4752013683319092,2.3712480068206787,0.6182899475097656,0.0965247750282287,1.3808624,6.3300743,0.0,1.4136802,control,0.2651854092571244,0.0
A549,2.0,control,12,1,0.0,3,0.0833571925759315,0.0096483463421463,0.1634634435176849,0.0058259610086679,0.1372209787368774,0.0030679984483867,0.3105673491954803,0.0,0.1809900403022766,0.2086693197488784,0.648542582988739,0.618492,0.618731,1091.0,136076.0,137167.0,0.985503,0.6565118432044983,0.85058326,0.9820169806480408,0.9463029,0.48934415,3.7438426,0.0,0.31100443,0.7480493187904358,1.2167729139328003,0.3687029480934143,0.0170507468283176,0.48727003,3.7438426,0.0,0.3128203,control,0.1904080938128165,0.0
A549,2.0,control,13,1,0.0,1,0.0934245586395263,0.0045467414893209,0.1131956279277801,0.0032709522638469,0.1603882312774658,0.0011834054021164,0.2640534043312073,0.0579757653176784,0.1881307810544967,0.2044227123260498,0.8286312222480774,0.7283489,0.72941905,1000.0,92710.0,93710.0,0.8150097,0.7688176035881042,0.8616213,0.968467652797699,0.95853233,0.47656092,2.0637138,0.0,0.067115,0.5880008339881897,1.0127683877944946,0.3010148704051971,0.0191417317837476,0.47535887,2.0637138,0.0,0.06749705,control,0.1647540392358814,0.0
A549,2.0,control,13,1,0.0,2,0.0736963525414466,0.0066871419548988,0.1297842413187027,0.0044971830211579,,,,,,,0.937535285949707,1.101198,1.099486,243.0,22988.0,23231.0,0.77151984,0.1634506285190582,0.74576277,0.9777398705482484,0.9672761,0.24254245,1.2420022,0.0,0.05038433,0.3451697826385498,0.5319606065750122,0.0,0.0065670399926602,0.24145761,1.2420022,0.0,0.050734986,,,
