Metadata_cell,Metadata_hour,Metadata_treatment,Metadata_site,Metadata_dish,Metadata_concentration,ObjectNumber,outer_intensity_mean,inner_intensity_mean,intensity_ratio
PC9,4.0,afa,0,1,11.16,1,433.7157534246575,468.13852128883775,0.9264688413817976
PC9,4.0,afa,0,1,11.16,2,1461.4176267281107,2605.0912029780566,0.5609852066052294
PC9,4.0,afa,0,1,11.16,3,1876.7842465753424,2716.2640593047036,0.6909432240751118
PC9,4.0,afa,1,1,11.16,1,538.9181459107807,752.8627556512379,0.7158252176316097
PC9,4.0,afa,1,1,11.16,2,656.4428988326848,1441.9795833333333,0.4552373046192701
PC9,4.0,afa,1,1,11.16,3,1025.952247920998,1702.237205615942,0.6027081563816276
PC9,4.0,afa,1,1,11.16,4,1095.2422297297298,2277.3822202166066,0.48092156863574664
PC9,4.0,afa,1,1,11.16,5,2631.880006906077,2909.6550810473814,0.9045333325071251
PC9,4.0,afa,1,1,11.16,6,922.59384375,1189.4844384303112,0.7756249799850176
PC9,4.0,afa,10,1,11.16,1,1274.7669905169207,2467.1960051546394,0.5166865493676173
PC9,4.0,afa,11,1,11.16,1,1958.9176983406792,5442.635153677278,0.3599208183221964
PC9,4.0,afa,11,1,11.16,2,1715.4430926216642,5130.5921875,0.3343557682875499
PC9,4.0,afa,11,1,11.16,3,2941.1465087281795,10820.709159116648,0.27180718615380295
PC9,4.0,afa,11,1,11.16,4,493.38219722038383,576.6472537878788,0.8556048675849166
PC9,4.0,afa,12,1,11.16,1,419.42223837209303,469.0801306687164,0.8941377196560607
PC9,4.0,afa,12,1,11.16,2,7330.812806372549,15963.736304012345,0.4592166061105641
PC9,4.0,afa,12,1,11.16,3,1203.6417791898332,3442.6176771117166,0.3496298143102731
PC9,4.0,afa,12,1,11.16,4,1814.3191505441355,2897.592898832685,0.6261470171586375
PC9,4.0,afa,12,1,11.16,5,2416.8257073386385,7234.021404109589,0.3340915892183647
PC9,4.0,afa,12,1,11.16,6,410.1001275510204,438.3502813504823,0.9355534717294398
PC9,4.0,afa,14,1,11.16,1,519.4037459935897,559.0442761806981,0.9290923243898923
PC9,4.0,afa,14,1,11.16,2,1061.1852774658432,2400.098445595855,0.44214239603925515
PC9,4.0,afa,14,1,11.16,3,682.5613023952096,1063.9749681122448,0.6415200759903614
PC9,4.0,afa,14,1,11.16,4,419.6796875,462.6747399219766,0.9070728338676387
PC9,4.0,afa,14,1,11.16,5,412.91651588258947,490.9980603448276,0.8409738229772201
PC9,4.0,afa,14,1,11.16,6,441.71748417721517,480.7627291242363,0.9187847922027017
PC9,4.0,afa,14,1,11.16,7,509.6795386904762,663.7666609116022,0.7678595035045805
PC9,4.0,afa,14,1,11.16,8,429.11347805343513,452.1316802536232,0.9490896055165257
PC9,4.0,afa,15,1,11.16,1,857.0288533834587,1274.0526238207547,0.6726793205867087
PC9,4.0,afa,15,1,11.16,2,1151.025805214724,2295.105719076006,0.5015131963847482
PC9,4.0,afa,15,1,11.16,3,964.4104872881356,1121.2160479323309,0.8601468816528579
PC9,4.0,afa,15,1,11.16,4,676.6115331491712,731.404541015625,0.9250852233015009
PC9,4.0,afa,15,1,11.16,5,946.2486631016043,1440.268576388889,0.6569945901854533
PC9,4.0,afa,15,1,11.16,6,723.9171875,759.8440104166667,0.9527181600115977
PC9,4.0,afa,2,1,11.16,1,883.7684914129586,1530.9468427835052,0.5772692210567721
PC9,4.0,afa,2,1,11.16,2,444.03252923976606,447.2430484037075,0.9928215336707851
