Metadata_cell,Metadata_hour,Metadata_treatment,Metadata_site,Metadata_dish,Metadata_concentration,ObjectNumber,E
MCF7,6.0,A133,0,1,80.0,1,-1.0295102847480617
MCF7,6.0,A133,1,1,80.0,1,-1.2599653795629466
MCF7,6.0,A133,1,1,80.0,2,-0.5254555024401231
MCF7,6.0,A133,3,1,80.0,1,-0.27370947372511584
MCF7,6.0,A133,4,1,80.0,1,0.19716923717476378
MCF7,6.0,A133,4,1,80.0,2,0.01664744914137748
MCF7,6.0,A133,5,1,80.0,1,-0.12801341712593847
MCF7,6.0,A133,5,1,80.0,2,-1.1204963412054056
MCF7,6.0,A133,5,1,80.0,3,0.2172765084006243
MCF7,6.0,A133,5,1,80.0,4,-1.5718671093348344
MCF7,6.0,A133,6,1,80.0,1,-0.9926881148166948
MCF7,6.0,A133,6,1,80.0,2,-0.6655390104919513
MCF7,6.0,A133,7,1,80.0,1,-0.708078394621943
MCF7,6.0,A133,7,1,80.0,2,-0.3125971732436718
MCF7,6.0,A133,7,1,80.0,3,-0.4176301833152215
MCF7,6.0,A133,7,1,80.0,4,-0.05753109714936051
MCF7,6.0,A133,8,1,80.0,1,-0.608962668905458
MCF7,6.0,A133,8,1,80.0,2,-0.9952544813054222
MCF7,6.0,A133,8,1,80.0,3,-0.9866877741512754
MCF7,6.0,A133,9,1,80.0,1,-0.030318909831553376
MCF7,6.0,A133,9,1,80.0,2,-0.4365296834864727
MCF7,6.0,A133,9,1,80.0,3,0.005103945023275987
MCF7,6.0,A133,9,1,80.0,4,-0.3757351103503163
MCF7,6.0,A133,9,1,80.0,5,-0.4291628092617011
MCF7,2.0,control,1,3,0.0,1,-1.39097208241298
MCF7,2.0,control,4,3,0.0,1,0.9658667086641156
MCF7,2.0,control,5,3,0.0,1,-0.14949927610132946
MCF7,2.0,control,6,3,0.0,1,0.3190191655613498
MCF7,2.0,control,7,3,0.0,1,-0.8660666381509442
MCF7,2.0,control,8,3,0.0,1,1.1216521224397902
