Metadata_cell,Metadata_hour,Metadata_treatment,Metadata_site,Metadata_dish,Metadata_concentration,ObjectNumber,Ed_mean_value,Ed_variance,Ed_not_zero_mean_value,Ed_not_zero_variance,Ed_region_mean_value,Ed_region_variance,Ed_region_max_value,Ed_region_min_value,Ed_region_top_50_value,Ed_region_top_25_value,Ed_not_region_mean_value,Ed_not_region_variance,Ed_not_region_max_value,Ed_not_region_min_value,Ed_not_region_top_50_value,Ed_not_region_top_25_value,Fp_region_ratio_mean,Fp_non_region_ratio_mean,Fp_cell_ratio_mean,Fp_region_pixels,Fp_non_region_pixels,Fp_cell_pixels,Fp_cell_MCC,Fp_region_PCC,Fp_cell_PCC,Fp_region_MOC,Fp_cell_MOC,Rc_cell_mean,Rc_cell_max,Rc_cell_min,Rc_cell_var,Rc_region_mean,Rc_region_max,Rc_region_min,Rc_region_var,Rc_non_region_mean,Rc_non_region_max,Rc_non_region_min,Rc_non_region_var
MCF7,2.0,A199,0,1,90.0,1,0.12635596096515656,0.00034889273229055107,0.12635596096515656,0.00034889273229055107,,,,,,,0.12635596096515656,0.00034889273229055107,0.2523432672023773,0.018827097490429878,0.1401432,0.1472211,0.9772831,0.9334775,0.94877625,8577,15982,24559,0.93762183,0.96472096,0.98967195,0.99798995,0.996996,0.6953132,0.91453695,0.49898714,0.0024744833,0.7078365,0.8391113,0.57139397,0.0015242095,0.68859285,0.91453695,0.49898714,0.0028551063
MCF7,2.0,A199,0,1,90.0,2,0.03243790566921234,0.00036598293809220195,0.034669194370508194,0.00031380061409436166,,,,,,,0.03243790566921234,0.00036598293809220195,0.13367298245429993,0.0,0.047444623,0.05745128,0.72394675,1.2875501,1.1015078,5503,11168,16671,0.9213772,0.7644527,0.9046341,0.9869708,0.9647044,0.12719546,0.28420562,0.060970176,0.0010997156,0.09653667,0.18582647,0.06379296,0.00015407444,0.14230117,0.28420562,0.060970176,0.00087433186
MCF7,2.0,A199,0,1,90.0,3,0.03299931436777115,0.00038458016933873296,0.0337493009865284,0.0003680091176647693,,,,,,,0.03299931436777115,0.00038458016933873296,0.09802860766649246,0.0,0.04882322,0.060036074,0.6224092,0.51006705,0.55448896,3416,5223,8639,0.90365005,0.5647647,0.88398886,0.9708326,0.96066236,0.15102547,0.47943866,0.06596893,0.0023886703,0.17856385,0.47943866,0.09219392,0.0017657053,0.13301802,0.39545438,0.06596893,0.0019758642
MCF7,2.0,A199,0,1,90.0,4,0.03199368715286255,0.00017050415044650435,0.03223037347197533,0.00016413700359407812,,,,,,,0.03199368715286255,0.00017050415044650435,0.09258920699357986,0.0,0.04207867,0.048871122,0.59951645,0.5588336,0.5776285,8744,10183,18927,0.744688,0.9099013,0.93570524,0.97995853,0.9766206,0.16666901,0.3384411,0.07826578,0.0012500088,0.18688066,0.3384411,0.10265523,0.0013109734,0.14931528,0.23208001,0.07826578,0.0005457649
MCF7,2.0,A199,0,1,90.0,5,0.04190114140510559,0.00076249276753515,0.04443773627281189,0.00069593166699633,,,,,,,0.04190114140510559,0.00076249276753515,0.14741936326026917,0.0,0.064029925,0.08006806,0.61790395,0.97139686,0.8792329,4042,11461,15503,0.8213893,0.73971903,0.93195546,0.97046083,0.9672683,0.25338575,0.52568907,0.116416335,0.0045043165,0.19625156,0.37257048,0.116416335,0.0018399335,0.27353376,0.52568907,0.1365428,0.0038868114
MCF7,2.0,A199,0,1,90.0,6,0.03080708160996437,0.0001119863081839867,0.03081672638654709,0.00011172421363880858,,,,,,,0.03080708160996437,0.0001119863081839867,0.07935625314712524,0.0,0.039108835,0.044553682,0.85171264,0.9797363,0.9205969,5905,6878,12783,0.92294747,0.42493978,0.83563507,0.98120546,0.97831255,0.13966474,0.27187976,0.089848176,0.0002557624,0.1366939,0.24953514,0.089848176,0.0002632448,0.14221492,0.27187976,0.0950975,0.00023525982
MCF7,2.0,A199,1,1,90.0,1,0.0931137353181839,0.0008182586170732975,0.0931137353181839,0.0008182586170732975,,,,,,,0.0931137353181839,0.0008182586170732975,0.33458849787712097,0.01832113228738308,0.11438692,0.13273895,0.48054615,0.3375264,0.36866772,3083,11076,14159,0.73043483,0.8454343,0.91542697,0.9565195,0.93395907,0.3951659,1.5068159,0.19480886,0.02282031,0.5340243,1.3166624,0.23019233,0.029461034,0.35651824,1.5068159,0.19480886,0.014111837
MCF7,2.0,A199,1,1,90.0,2,0.0859433114528656,0.00034460428287275136,0.0859433114528656,0.00034460428287275136,,,,,,,0.0859433114528656,0.00034460428287275136,0.17978401482105255,0.013704136945307255,0.10055285,0.10984721,0.92350584,0.74152535,0.7774868,4733,19218,23951,0.94809276,0.903735,0.9408415,0.99404,0.97846735,0.4519122,0.782168,0.24505067,0.0050503705,0.51939857,0.7285779,0.34265956,0.002047152,0.4352925,0.782168,0.24505067,0.004392151
MCF7,2.0,A199,1,1,90.0,3,0.08064211159944534,0.0007232515490613878,0.08064211159944534,0.0007232515490613878,,,,,,,0.08064211159944534,0.0007232515490613878,0.20230545103549957,0.003942413721233606,0.101928055,0.11464776,0.7546769,0.49824446,0.61230874,4163,5196,9359,0.91248673,0.7658826,0.9476419,0.9806553,0.97474223,0.40973714,1.0383732,0.18363257,0.012402569,0.48377016,1.0383732,0.2363113,0.008921147,0.3504338,1.0311472,0.18363257,0.0072840312
MCF7,2.0,A199,1,1,90.0,4,0.058061517775058746,0.00018706361879594624,0.058061517775058746,0.00018706361879594624,,,,,,,0.058061517775058746,0.00018706361879594624,0.11640539765357971,0.006724278908222914,0.068907246,0.07578657,0.5620185,0.79544514,0.72907346,4540,11427,15967,0.9135379,0.88269794,0.96380556,0.9901768,0.9861992,0.16158003,0.28141084,0.11692177,0.00034165866,0.14888503,0.28141084,0.11692177,0.00019558948,0.16662335,0.26860067,0.11750167,0.00031022713
MCF7,2.0,A199,1,1,90.0,5,0.07130667567253113,0.000525723269674927,0.07130667567253113,0.000525723269674927,,,,,,,0.07130667567253113,0.000525723269674927,0.1502637267112732,0.0020510752219706774,0.089963034,0.10209025,0.5540808,0.6342988,0.5978517,6375,7656,14031,0.74803054,0.66455096,0.8559189,0.9593332,0.9556646,0.25196338,0.6141524,0.11801473,0.0033990284,0.25574964,0.6141524,0.13824219,0.003791136,0.24881104,0.41863978,0.11801473,0.0030506987
MCF7,2.0,A199,1,1,90.0,6,0.049733664840459824,0.00045461044646799564,0.05010223761200905,0.00043951321276836097,,,,,,,0.049733664840459824,0.00045461044646799564,0.1364196389913559,0.0,0.06691082,0.07724145,0.5137879,0.421859,0.44940904,5092,11899,16991,0.7088901,0.8573457,0.932838,0.9630377,0.9564088,0.16988057,0.5615891,0.07926153,0.002515898,0.21721368,0.5615891,0.10798343,0.0038699985,0.14962675,0.2726864,0.07926153,0.0005675874
MCF7,2.0,A199,1,1,90.0,7,0.10703786462545395,0.0013112998567521572,0.10703786462545395,0.0013112998567521572,,,,,,,0.10703786462545395,0.0013112998567521572,0.22072884440422058,0.014032763428986073,0.13749899,0.15435004,0.7192839,0.6186722,0.65128076,3640,7591,11231,0.8458292,0.7567982,0.93092483,0.97961855,0.97072095,0.54259264,0.98382366,0.2921235,0.012195442,0.6145671,0.98382366,0.3838341,0.011085019,0.50808436,0.8586137,0.2921235,0.009053296
MCF7,2.0,A199,10,1,90.0,1,0.1293134093284607,0.0006020154105499387,0.1293134093284607,0.0006020154105499387,,,,,,,0.1293134093284607,0.0006020154105499387,0.27319177985191345,0.0589330680668354,0.14726567,0.1616187,0.5930776,0.53706867,0.55791694,5997,10114,16111,0.6457965,0.9139335,0.92691505,0.9689886,0.9616168,0.51314044,1.1005913,0.2398949,0.018477496,0.5716003,1.1005913,0.29572183,0.016340919,0.47848064,0.8184519,0.2398949,0.016516723
MCF7,2.0,A199,10,1,90.0,2,0.21086432039737701,0.0025352248921990395,0.21086432039737701,0.0025352248921990395,0.23567424714565277,0.0018808131571859121,0.3756575584411621,0.10116465389728546,0.26974838972091675,0.2865983843803406,0.18082255125045776,0.0016797936987131834,0.34521958231925964,0.08430363237857819,0.21355961,0.23568311,0.66504437,0.44350746,0.5662468,4414,3553,7967,0.74761033,0.8334285,0.9108279,0.9718468,0.9618261,1.6172967,3.12566,0.65045387,0.1873289,1.837833,3.12566,0.8151269,0.14595187,1.3433949,2.4669921,0.65045387,0.1032907
MCF7,2.0,A199,11,1,90.0,1,0.057511866092681885,0.00021452679357025772,0.057511866092681885,0.00021452679357025772,,,,,,,0.057511866092681885,0.00021452679357025772,0.11815108358860016,0.0055267405696213245,0.06905473,0.0755585,0.75366426,0.6552689,0.69484174,5051,7508,12559,0.57336754,0.9317874,0.9540102,0.9768644,0.975092,0.21989536,0.45463756,0.10894456,0.002251985,0.24539044,0.45463756,0.14069967,0.0029668463,0.20274587,0.36215302,0.10894456,0.0010397937
MCF7,2.0,A199,11,1,90.0,2,0.08776827156543732,0.0006442020530812442,0.08776827156543732,0.0006442020530812442,,,,,,,0.08776827156543732,0.0006442020530812442,0.20124876499176025,0.0075011164881289005,0.108324155,0.12110184,0.57708246,0.47757947,0.51487005,5882,9813,15695,0.67685395,0.5662643,0.83812886,0.92965084,0.9254362,0.34202877,0.89703435,0.12804593,0.011074171,0.3842928,0.89703435,0.12804593,0.016616559,0.31669787,0.58360714,0.15341319,0.006040112
MCF7,2.0,A199,11,1,90.0,3,0.0900556743144989,0.0006229311693459749,0.0900556743144989,0.0006229311693459749,0.1233256384730339,0.0005025792052038014,0.19348855316638947,0.050747983157634735,0.14096605777740479,0.1515231877565384,0.08712292462587357,0.0005273667629808187,0.17413830757141113,0.015245010145008564,0.105876744,0.11689642,0.51828027,0.36770687,0.43143377,3338,4549,7887,0.6194135,0.6620001,0.8394899,0.9349397,0.9247704,0.63544166,1.8488551,0.25173235,0.05494358,0.7871903,1.8488551,0.27135846,0.07164611,0.52411485,1.0607601,0.25173235,0.013402794
MCF7,2.0,A199,11,1,90.0,4,0.058419980108737946,0.0003710715100169182,0.05850362777709961,0.00036670928238891065,,,,,,,0.058419980108737946,0.0003710715100169182,0.15329650044441223,0.0,0.0737012,0.08329165,0.49113184,0.20571612,0.2929937,2994,6797,9791,0.5634953,0.8755039,0.86344206,0.91170216,0.87074536,0.20748878,0.8054881,0.07202188,0.0164941,0.32835898,0.8054881,0.08860814,0.027734097,0.15425467,0.36878994,0.07202188,0.002275452
MCF7,2.0,A199,12,1,90.0,1,0.06528360396623611,0.0003402057627681643,0.06547356396913528,0.00032875858596526086,,,,,,,0.06528360396623611,0.0003402057627681643,0.21249182522296906,0.0,0.07891853,0.08868676,1.010701,1.1070554,1.0797625,5760,14575,20335,0.8215033,0.7563261,0.923527,0.9783767,0.97321194,0.07172209,0.16500853,0.0,0.0004720533,0.08342689,0.16021812,0.014132375,0.00036042067,0.0670967,0.16500853,0.0,0.00044063377
MCF7,2.0,A199,12,1,90.0,2,0.10241178423166275,0.0024435652885586023,0.10488986223936081,0.002242768183350563,0.14197823405265808,0.0012372422497719526,0.22608241438865662,0.056143324822187424,0.17156460881233215,0.1871539056301117,0.10205595195293427,0.002440208336338401,0.36245208978652954,0.0,0.14118478,0.16582935,0.34562436,0.39067835,0.37044036,4182,5128,9310,0.48535916,0.25393906,0.5385492,0.92570263,0.91879374,0.58150715,2.6130517,0.0,0.033715747,0.5864162,2.4907963,0.21916625,0.03229485,0.57750535,2.6130517,0.0,0.034838405
MCF7,2.0,A199,12,1,90.0,3,0.06633178144693375,0.0004550599551293999,0.06636812537908554,0.00045289701665751636,,,,,,,0.06633178144693375,0.0004550599551293999,0.15415391325950623,0.0,0.08354495,0.09216845,0.6893307,0.5100763,0.6148408,8537,6070,14607,0.6613911,0.7970128,0.87411964,0.95793015,0.9491649,0.27433336,0.7395344,0.12910455,0.0074145203,0.31005308,0.7395344,0.12910455,0.0075994255,0.22410448,0.42180595,0.13411234,0.0028374072
MCF7,2.0,A199,12,1,90.0,4,0.12040264159440994,0.0026012782473117113,0.1211489886045456,0.0025269840843975544,0.15619884431362152,0.00172560999635607,0.279753178358078,0.04619494453072548,0.18923793733119965,0.21063421666622162,0.11956170946359634,0.002591040451079607,0.3665294051170349,0.0,0.15942976,0.18574333,0.32934093,0.30255833,0.31067324,3049,7014,10063,0.19834997,0.29377952,0.5464247,0.8735151,0.89228946,0.6646118,2.0448492,0.0,0.032047156,0.64404774,2.0448492,0.2826152,0.05116956,0.67354983,1.7948833,0.0,0.023472102
MCF7,2.0,A199,13,1,90.0,1,0.06031537055969238,0.0006383649306371808,0.060581836849451065,0.0006250421865843236,,,,,,,0.06031537055969238,0.0006383649306371808,0.2341245859861374,0.0,0.08021564,0.09295627,0.49141794,0.6075301,0.5862251,4380,19491,23871,0.84252745,0.6882617,0.9228557,0.95906526,0.9613368,0.24562329,0.6322071,0.10677562,0.003384569,0.21728007,0.6322071,0.119318016,0.003059553,0.25199223,0.4885996,0.10677562,0.0032365231
