Key,Hour,Treatment,Concentration,Edmax,Kd,R2,RMSE,N
2.0h-A199-40.0um,2.0,A199,40.0,0.2134269340509495,0.9511418667635277,0.5655574475988863,0.03526593395789917,1225
2.0h-A199-90.0um,2.0,A199,90.0,0.271905085310235,0.9999999999999991,0.6499153664718349,0.03772796700460962,836
