Metadata_cell,Metadata_hour,Metadata_treatment,Metadata_site,Metadata_dish,Metadata_concentration,ObjectNumber,Ed_mean_value,Ed_variance,Ed_not_zero_mean_value,Ed_not_zero_variance,Ed_region_mean_value,Ed_region_variance,Ed_region_max_value,Ed_region_min_value,Ed_region_top_50_value,Ed_region_top_25_value,Ed_not_region_mean_value,Ed_not_region_variance,Ed_not_region_max_value,Ed_not_region_min_value,Ed_not_region_top_50_value,Ed_not_region_top_25_value,Fp_region_ratio_mean,Fp_non_region_ratio_mean,Fp_cell_ratio_mean,Fp_region_pixels,Fp_non_region_pixels,Fp_cell_pixels,Fp_cell_MCC,Fp_region_PCC,Fp_cell_PCC,Fp_region_MOC,Fp_cell_MOC,Rc_cell_mean,Rc_cell_max,Rc_cell_min,Rc_cell_var,Rc_region_mean,Rc_region_max,Rc_region_min,Rc_region_var,Rc_non_region_mean,Rc_non_region_max,Rc_non_region_min,Rc_non_region_var
MCF7,2.0,A133,1,1,60.0,1,0.04571658372879028,0.0002636019780766219,0.04585757851600647,0.00025794890825636685,0.050146620720624924,0.00022145269031170756,0.14707137644290924,0.0,0.06139433,0.0692687,0.04380117729306221,0.00026967187295667827,0.1886977255344391,0.0,0.05609131,0.06409497,0.6297137,0.9998508,0.88960224,37101.0,87458.0,124559.0,0.6776794,0.8093721,0.90692055,0.9738011,0.966545,0.07083997,0.17688209,0.01805018,0.00024554855,0.061618432,0.16813226,0.030547196,0.00015965306,0.074751854,0.17688209,0.01805018,0.00023061005
MCF7,2.0,A133,1,1,60.0,2,0.034780971705913544,0.00017552345525473356,0.03515925258398056,0.00016413246339652687,0.040960945188999176,0.00020609622879419476,0.12212067097425461,0.0,0.051884852,0.059271134,0.03357461094856262,0.00016064489318523556,0.13462677597999573,0.0,0.042950284,0.048995093,0.8876774,1.1421704,1.1009808,19541.0,101194.0,120735.0,0.8004072,0.8797258,0.9566684,0.98829126,0.9829577,0.026235487,0.06660794,0.0,3.197922e-05,0.027652215,0.045656886,0.013145483,2.0872578e-05,0.025961915,0.06660794,0.0,3.366152e-05
MCF7,2.0,A133,1,1,60.0,3,0.0403301864862442,0.00015884399181231856,0.04034554585814476,0.0001582849072292447,0.04068344831466675,0.00017493576160632074,0.10859537869691849,0.0,0.05095001,0.05828525,0.04016684368252754,0.00015131891996134073,0.13014087080955505,0.0,0.04957241,0.056181762,0.7427696,1.0131038,0.92934,23608.0,52583.0,76191.0,0.6023821,0.7263807,0.8127922,0.96832097,0.95897436,0.042547867,0.08644961,0.018485388,5.5369135e-05,0.040529717,0.068240896,0.018485388,5.2591102e-05,0.043453936,0.08644961,0.02089027,5.396682e-05
MCF7,2.0,A133,1,1,60.0,4,0.03318842500448227,0.00014071357145439833,0.03333251550793648,0.00013652173220179975,0.03524456545710564,0.0001245682215085253,0.08937729895114899,0.0,0.043944445,0.048818678,0.03261894732713699,0.00014369004929903895,0.12104211002588272,0.0,0.04156951,0.047916744,0.8779089,1.0055279,0.97818434,14374.0,52713.0,67087.0,0.82399434,0.83022434,0.90775126,0.98559743,0.9730483,0.03328049,0.08316767,0.014924588,3.7716076e-05,0.035690047,0.056086615,0.018186113,3.0192225e-05,0.032623462,0.08316767,0.014924588,3.7752823e-05
MCF7,2.0,A133,2,1,60.0,1,0.041303761303424835,0.008426590822637081,0.04273436963558197,0.008657317608594894,0.08118119090795517,0.043391190469264984,1.0,0.0,0.13759191,0.2357777,0.03232768923044205,0.00011783985974034294,1.0,0.0,0.03910351,0.04360656,0.7441154,1.0403545,0.97920614,28505.0,109590.0,138095.0,0.93630207,0.7732269,0.9555264,0.98975074,0.98192424,28818082000.0,1821567200000.0,0.0,3.420327e+22,139612770000.0,1821567200000.0,0.003526449,1.5023366e+23,0.006122353,0.0119605325,0.0,1.419927e-06
MCF7,2.0,A133,3,1,60.0,1,0.0658092051744461,0.00014288691454567015,0.0658092051744461,0.00014288691454567015,0.06462248414754868,9.305591811425984e-05,0.10878743976354599,0.02488156221807003,0.07221283,0.077290274,0.06623660027980804,0.00016014337597880512,0.1496870368719101,0.02081066370010376,0.07602206,0.08293813,0.7832544,1.9696946,1.6555412,21708.0,60275.0,81983.0,0.89342445,0.8702191,0.91531986,0.98837554,0.94690853,0.15453243,0.4860939,0.058978274,0.004215359,0.092374906,0.13441451,0.058978274,0.00014316756,0.17691806,0.4860939,0.0720883,0.0037893807
MCF7,2.0,A133,4,1,60.0,1,0.05066344887018204,0.0004748856008518487,0.05108093470335007,0.0004574733320623636,0.06803778558969498,0.0004080606158822775,0.18353280425071716,0.0,0.082677804,0.09568569,0.04312507435679436,0.0003160782507620752,0.1661594808101654,0.0,0.05666389,0.065500386,0.76348853,0.6997923,0.7190375,36561.0,84446.0,121007.0,0.93079215,0.6769217,0.93176544,0.9815483,0.9751093,0.18548964,0.41797543,0.056252398,0.0013941083,0.18520427,0.28237173,0.07593678,0.0008492849,0.1856132,0.41797543,0.056252398,0.0016299369
MCF7,2.0,A133,4,1,60.0,2,0.021277008578181267,0.0001790482347132638,0.024129904806613922,0.0001342155592283234,0.026576843112707138,0.00010443929932080209,0.07260424643754959,0.0,0.034714755,0.039511874,0.014675340615212917,0.00019341408915352076,0.08368533104658127,0.0,0.026160277,0.034270827,1.1333891,1.3644085,1.2363899,30943.0,24896.0,55839.0,0.9612249,0.5463395,0.9024051,0.98646265,0.98303694,0.17348659,0.32245728,0.099457115,0.00074420497,0.16324636,0.23935166,0.1023191,0.00044584725,0.18621357,0.32245728,0.099457115,0.0008227124
MCF7,2.0,A133,4,1,60.0,3,0.03997601196169853,0.0002724713704083115,0.04025600105524063,0.0002631082898005843,0.04410962387919426,0.00030603434424847364,0.14828172326087952,0.0,0.057092715,0.06601439,0.03791273757815361,0.0002429326414130628,0.14650781452655792,0.0,0.049242966,0.05759411,0.91122884,1.2260774,1.1223838,16762.0,34133.0,50895.0,0.70478964,0.79417396,0.9027562,0.9783535,0.97092587,0.042475596,0.07986208,0.022345325,7.19444e-05,0.037510887,0.073265985,0.022345325,3.969999e-05,0.044913586,0.07986208,0.024956347,6.973075e-05
MCF7,2.0,A133,4,1,60.0,4,0.047889262437820435,0.00021412692149169743,0.047889262437820435,0.00021412692149169743,0.046404413878917694,0.00014779619232285768,0.11531955748796463,0.004170126747339964,0.055605613,0.061986808,0.050803981721401215,0.00033150825765915215,0.1465505212545395,0.010259299539029598,0.06401161,0.075413175,1.1146109,1.6896622,1.3086812,26500.0,13499.0,39999.0,0.9518039,0.35462168,0.7914908,0.9735582,0.96803296,0.1305859,0.20869593,0.07993186,0.0005399453,0.121897325,0.19736151,0.07993186,0.0003767729,0.14764126,0.20869593,0.087101914,0.00042117466
