Metadata_cell,Metadata_hour,Metadata_treatment,Metadata_site,Metadata_dish,Metadata_concentration,ObjectNumber,outer_intensity_mean,inner_intensity_mean,intensity_ratio
PC9,8.0,afa,10,1,11.16,2,211.29444063143444,225.61415412044374,0.9365300747870422
PC9,8.0,afa,10,1,11.16,3,226.7374791318865,225.47307556497177,1.0056077807239134
PC9,8.0,afa,10,1,11.16,4,214.50339673913044,217.6361213235294,0.9856056771948165
PC9,8.0,afa,10,1,11.16,5,228.9073822463768,252.76039260969978,0.9056299520781501
PC9,8.0,afa,10,1,11.16,6,542.7624484004128,1001.811951754386,0.5417807677877273
PC9,8.0,afa,10,1,11.16,7,247.9599609375,249.5561175337187,0.9936040173569256
PC9,8.0,afa,10,1,11.16,8,251.93354283054003,272.01022727272726,0.9261914353607829
PC9,8.0,afa,10,1,11.16,9,255.74864523121389,271.3923240938166,0.9423576959487073
PC9,8.0,afa,10,1,11.16,10,240.43447885196375,262.7084069493522,0.9152142546329601
PC9,8.0,afa,10,1,11.16,11,305.54169956573236,475.0733726958525,0.6431463372318779
PC9,8.0,afa,10,1,11.16,12,323.2242589703588,440.91036585365856,0.7330838283753105
PC9,8.0,afa,10,1,11.16,13,271.97594667697064,309.49470486111113,0.8787741515610827
PC9,8.0,afa,10,1,11.16,14,373.72114065833586,622.1403614457831,0.6007022913444333
PC9,8.0,afa,10,1,11.16,15,327.4984017954298,442.9727086438152,0.7393195910377499
PC9,8.0,afa,10,1,11.16,16,246.25270467836256,252.98069498069498,0.973405123648483
PC9,8.0,afa,10,1,11.16,17,229.3695,232.40306806002144,0.9869469534746504
PC9,8.0,afa,10,1,11.16,18,225.0767086988304,230.56170042643924,0.9762103084880794
PC9,8.0,afa,10,1,11.16,19,215.52509842519686,224.90471512770137,0.9582951531399475
PC9,8.0,afa,10,1,11.16,20,209.30492912371133,214.28134356287424,0.9767762589294073
PC9,8.0,afa,10,1,11.16,21,205.88331024930747,218.16575342465754,0.9437013235003827
PC9,8.0,afa,11,1,11.16,1,4022.097773279352,9278.211284129693,0.4334992651179564
PC9,8.0,afa,11,1,11.16,2,1488.2434972879685,1412.6971666666666,1.0534766632253942
PC9,8.0,afa,11,1,11.16,3,3126.011793642785,6415.66796875,0.48724650478628856
PC9,8.0,afa,11,1,11.16,4,311.51742219215157,325.9662949400799,0.9556737215711694
PC9,8.0,afa,11,1,11.16,5,405.7361111111111,386.84352134146343,1.048837808383435
PC9,8.0,afa,11,1,11.16,6,2151.0109724612735,3849.4362527716185,0.5587859705203669
PC9,8.0,afa,11,1,11.16,7,331.5507166482911,304.78849591419817,1.0878058755263087
PC9,8.0,afa,11,1,11.16,8,470.829366089613,559.3203903654485,0.8417883098843988
PC9,8.0,afa,11,1,11.16,9,391.0555250439367,324.42903880866425,1.2053653596482348
PC9,8.0,afa,11,1,11.16,10,308.859102244389,308.8860197368421,0.9999128562293754
PC9,8.0,afa,11,1,11.16,11,373.40119137670195,343.31502712031556,1.0876342772081533
PC9,8.0,afa,12,1,11.16,1,1061.5122504945155,1224.7527354900096,0.8667155579528601
PC9,8.0,afa,12,1,11.16,2,228.21456374853113,220.0003974562798,1.0373370520563887
PC9,8.0,afa,12,1,11.16,3,230.8817917205692,233.2933723196881,0.9896628842253853
PC9,8.0,afa,12,1,11.16,4,303.37728328173375,291.916327186964,1.039261099936453
PC9,8.0,afa,12,1,11.16,5,244.93862725450902,241.19776995305165,1.0155095020247722
PC9,8.0,afa,12,1,11.16,6,373.1050440744368,350.3666314837153,1.0648989103055562
PC9,8.0,afa,12,1,11.16,7,1710.1748932325886,3006.159478782288,0.5688902752176452
PC9,8.0,afa,12,1,11.16,8,1230.4364549347472,1385.6493516284681,0.8879854441447912
PC9,8.0,afa,12,1,11.16,9,229.59443181818182,204.48289609053498,1.1228050668674445
PC9,8.0,afa,13,1,11.16,1,240.66225570032574,236.89190446650124,1.01591591423234
PC9,8.0,afa,13,1,11.16,2,242.31091994382024,227.40763221153847,1.0655355653077574
PC9,8.0,afa,13,1,11.16,3,374.0753493013972,316.4198952879581,1.182211848471063
PC9,8.0,afa,13,1,11.16,4,1139.516426653084,1348.143877216021,0.8452483788349339
PC9,8.0,afa,13,1,11.16,5,785.4255505808326,2026.5208972392638,0.38757337841954675
PC9,8.0,afa,13,1,11.16,6,439.533705466081,500.01004464285717,0.879049751450548
PC9,8.0,afa,13,1,11.16,7,354.0297349709114,382.8331919945726,0.9247623831319477
PC9,8.0,afa,13,1,11.16,8,264.77526150627614,249.74284238488784,1.0601915913899198
PC9,8.0,afa,13,1,11.16,9,274.7217536600891,321.5021637816245,0.8544942604078077
PC9,8.0,afa,13,1,11.16,10,503.6999821045097,568.0654255319149,0.8866936086329565
PC9,8.0,afa,13,1,11.16,11,256.9322960470984,249.6131379585327,1.0293220066396571
PC9,8.0,afa,13,1,11.16,12,301.9002669366716,299.8185654008439,1.0069432042443553
PC9,8.0,afa,13,1,11.16,13,237.18789160401002,245.2145935960591,0.9672666219643051
PC9,8.0,afa,13,1,11.16,14,259.6182851239669,258.61396739130436,1.0038834628415214
PC9,8.0,afa,13,1,11.16,15,230.5909926470588,237.62688547486033,0.9703910068351845
PC9,8.0,afa,13,1,11.16,16,262.553625,271.3326532643312,0.9676447778816407
PC9,8.0,afa,13,1,11.16,17,229.53796073717947,224.5998384691849,1.0219863126423043
PC9,8.0,afa,14,1,11.16,1,279.36206285444234,244.89908722109533,1.1407231689770807
PC9,8.0,afa,14,1,11.16,2,270.5484828496042,257.69867463617464,1.0498636953859823
PC9,8.0,afa,14,1,11.16,3,280.07683982683983,292.4906453362256,0.9575582819234585
PC9,8.0,afa,14,1,11.16,4,671.2018258426966,639.9847935267857,1.0487777719590528
PC9,8.0,afa,14,1,11.16,5,693.242578125,663.5845079787234,1.0446937349948313
PC9,8.0,afa,14,1,11.16,6,734.7946613683483,774.140194235589,0.9491751840813644
PC9,8.0,afa,14,1,11.16,7,7296.035984848485,13129.313596491229,0.5557058205082656
PC9,8.0,afa,14,1,11.16,8,326.7331143597335,357.3701923076923,0.914270751709531
PC9,8.0,afa,14,1,11.16,9,204.45817430025446,203.00042633015008,1.0071810094020865
PC9,8.0,afa,15,1,11.16,1,317.1472687007874,319.49748774509806,0.9926440140080671
PC9,8.0,afa,15,1,11.16,2,374.64431818181816,378.7221177944862,0.989232739729025
PC9,8.0,afa,15,1,11.16,3,295.7268880208333,302.67021276595744,0.9770597685128232
PC9,8.0,afa,15,1,11.16,4,1415.1791789940828,1358.7495719178082,1.0415305426713968
PC9,8.0,afa,15,1,11.16,5,3049.4573742917846,4232.06536259542,0.7205600842661911
PC9,8.0,afa,15,1,11.16,6,519.1237702546297,605.9552101386482,0.8567032044098595
PC9,8.0,afa,15,1,11.16,7,366.7741384432561,441.6668704156479,0.8304316284762063
PC9,8.0,afa,15,1,11.16,8,256.9872185741088,231.82085455124124,1.1085595343507149
PC9,8.0,afa,15,1,11.16,9,205.6820241691843,207.19483418367346,0.9926986113314578
PC9,8.0,afa,15,1,11.16,10,240.24520255863538,227.62786259541986,1.055429681671445
PC9,8.0,afa,15,1,11.16,11,230.3613813229572,247.97583333333333,0.9289670619366425
PC9,8.0,afa,15,1,11.16,12,221.02223634053368,236.58112785016286,0.9342344351343049
PC9,8.0,afa,15,1,11.16,13,207.53360215053763,198.8610816542948,1.0436109490308383
PC9,8.0,afa,16,1,11.16,1,248.31861033519553,247.84740832157968,1.0019011778933127
PC9,8.0,afa,16,1,11.16,2,2425.0626266720715,3106.2586538461537,0.7807020911376363
PC9,8.0,afa,16,1,11.16,3,672.729620825603,703.6906914893617,0.9560018754856205
PC9,8.0,afa,16,1,11.16,4,373.1620042492918,327.3793484669811,1.1398458882537859
PC9,8.0,afa,16,1,11.16,5,337.48218201754383,298.14251781472683,1.1319491915851587
PC9,8.0,afa,16,1,11.16,6,378.89175318546484,411.469211409396,0.9208264985067914
PC9,8.0,afa,16,1,11.16,7,494.87300084175087,608.4129335260116,0.8133834334746165
PC9,8.0,afa,17,1,11.16,1,904.0479983660131,,
PC9,8.0,afa,17,1,11.16,2,934.2176813089623,941.3266566265061,0.9924479188308332
PC9,8.0,afa,17,1,11.16,3,978.0829037800687,894.0481870229007,1.0939934983113113
PC9,8.0,afa,17,1,11.16,4,228.9531010719755,232.16962264150942,0.9861458121310707
PC9,8.0,afa,17,1,11.16,5,226.37429617117118,225.26851580796253,1.0049087213064045
PC9,8.0,afa,17,1,11.16,6,518.5940153301887,558.9911707452725,0.9277320331174024
PC9,8.0,afa,17,1,11.16,7,234.35240009746587,225.244678442029,1.0404347917048833
PC9,8.0,afa,17,1,11.16,8,295.29758986928107,305.937243852459,0.9652227566372762
PC9,8.0,afa,17,1,11.16,9,297.3358392295597,313.87512716174973,0.9473061529859077
PC9,8.0,afa,17,1,11.16,10,242.0095588235294,227.88532883642495,1.061979549360296
PC9,8.0,afa,17,1,11.16,11,266.9029820261438,279.3735135135135,0.9553625133229872
PC9,8.0,afa,17,1,11.16,12,338.23797212230215,301.67618534482756,1.1211954690281007
PC9,8.0,afa,17,1,11.16,13,257.66634241245134,255.1807757644394,1.0097404149688236
PC9,8.0,afa,17,1,11.16,14,276.19510428736965,266.10774539877303,1.037907047288234
PC9,8.0,afa,17,1,11.16,15,221.66991506968643,231.60238095238094,0.9571141460556197
PC9,8.0,afa,17,1,11.16,16,309.77171215880895,271.4084612817089,1.1413487652372076
PC9,8.0,afa,17,1,11.16,17,288.3722826086956,265.24883241758243,1.0871764447758618
PC9,8.0,afa,17,1,11.16,18,762.2575434377909,956.2816138421733,0.7971057190728289
PC9,8.0,afa,17,1,11.16,19,333.12483974358975,305.04349571734474,1.0920568522866174
PC9,8.0,afa,17,1,11.16,20,464.6005726372266,550.9855825526932,0.8432172952416496
PC9,8.0,afa,17,1,11.16,21,869.7830851943755,1341.6391924307036,0.6482988050002872
PC9,8.0,afa,17,1,11.16,22,310.9995777027027,417.3446455505279,0.7451864568490073
PC9,8.0,afa,17,1,11.16,23,212.52571770334927,218.1693618881119,0.9741318206373223
PC9,8.0,afa,18,1,11.16,1,208.89034576534576,219.47648261758692,0.9517664183151399
PC9,8.0,afa,18,1,11.16,2,231.36284013605442,246.00690144478844,0.9404729655032844
PC9,8.0,afa,18,1,11.16,3,241.74061839323468,251.6029970760234,0.9608018235179896
PC9,8.0,afa,18,1,11.16,4,358.97602103960395,345.63392116182575,1.03860182424494
PC9,8.0,afa,18,1,11.16,5,254.6002538071066,250.0905708874459,1.0180321989096115
PC9,8.0,afa,18,1,11.16,6,314.7553206997085,330.0969890510949,0.9535237555620002
PC9,8.0,afa,18,1,11.16,7,253.17476114649682,253.84747102212856,0.9973499445437726
PC9,8.0,afa,18,1,11.16,8,308.79122340425533,289.29508053221286,1.067391892168286
PC9,8.0,afa,18,1,11.16,9,273.7393588362069,271.457605344296,1.0084055611152134
PC9,8.0,afa,18,1,11.16,10,265.192502900232,263.69264874141874,1.005687887644847
PC9,8.0,afa,18,1,11.16,11,611.1108224465559,860.4804166666667,0.7101972463404571
PC9,8.0,afa,18,1,11.16,12,663.9363425925926,1009.2005208333334,0.6578834720025276
PC9,8.0,afa,18,1,11.16,13,343.38469350073854,400.6030050274223,0.8571695398970683
PC9,8.0,afa,18,1,11.16,14,526.2766985138004,528.4860342920354,0.9958195001667459
PC9,8.0,afa,18,1,11.16,15,722.4929577464789,897.5878080985915,0.8049273299254972
PC9,8.0,afa,18,1,11.16,16,240.7660123966942,246.11967140319715,0.9782477403127502
PC9,8.0,afa,18,1,11.16,17,1045.163772597526,1193.6872398543185,0.8755758943398618
PC9,8.0,afa,18,1,11.16,18,238.8729089219331,198.4147675478578,1.2039069060941583
PC9,8.0,afa,2,1,11.16,1,411.68203727506426,385.44259937238496,1.0680761232552003
PC9,8.0,afa,2,1,11.16,2,4897.852810225967,10023.41366704162,0.48864119280348467
PC9,8.0,afa,2,1,11.16,3,570.0413557213931,622.8242428924598,0.9152523560644692
PC9,8.0,afa,2,1,11.16,4,621.9714285714285,838.7881829470199,0.7415119111313397
PC9,8.0,afa,2,1,11.16,5,732.3138815207781,726.2309839044652,1.0083759819549547
PC9,8.0,afa,2,1,11.16,6,448.59530817174516,425.1703178694158,1.0550955448153463
PC9,8.0,afa,2,1,11.16,7,579.6107431935246,659.5289897798742,0.8788252710270957
PC9,8.0,afa,2,1,11.16,8,382.1478194726166,377.21233190709046,1.0130841097918872
PC9,8.0,afa,2,1,11.16,9,653.8697183098592,819.019179389313,0.7983570284610496
PC9,8.0,afa,2,1,11.16,10,566.0525,667.2576086956522,0.8483267820752366
PC9,8.0,afa,2,1,11.16,11,615.1959352355072,655.1971210340776,0.9389478608583663
PC9,8.0,afa,2,1,11.16,12,715.7400662251656,902.0594329334788,0.7934511187334892
PC9,8.0,afa,20,1,11.16,1,292.185773480663,296.0799947970864,0.9868474014291568
PC9,8.0,afa,20,1,11.16,2,505.395253040408,546.1130952380952,0.9254406412284713
PC9,8.0,afa,20,1,11.16,3,283.0840517241379,296.85854691572547,0.9535991288285259
PC9,8.0,afa,20,1,11.16,4,556.0449013157895,599.1093039772727,0.9281192891253833
PC9,8.0,afa,20,1,11.16,5,1106.6280873970868,1005.3461907810499,1.1007433036945724
PC9,8.0,afa,20,1,11.16,6,1063.5245441795232,1526.156776094276,0.6968645429084185
PC9,8.0,afa,20,1,11.16,7,568.963446969697,572.0694143167028,0.9945706460277802
PC9,8.0,afa,20,1,11.16,8,2232.3857504215853,3345.6920801526717,0.6672418432241727
PC9,8.0,afa,20,1,11.16,9,936.0854531001589,972.4346357226792,0.9626204360815399
PC9,8.0,afa,20,1,11.16,10,2722.269448458574,3819.075857079252,0.7128084254761329
PC9,8.0,afa,20,1,11.16,11,1667.5664155727923,1547.0928964757709,1.077870901851761
PC9,8.0,afa,20,1,11.16,12,524.8363782051282,608.4688738441215,0.8625525491375942
PC9,8.0,afa,20,1,11.16,13,1915.288321003248,3850.32745825603,0.49743517707731805
PC9,8.0,afa,20,1,11.16,14,2631.98685553854,4586.634050367261,0.5738384241332251
PC9,8.0,afa,20,1,11.16,15,449.45321014986376,462.838134765625,0.9710807653683524
PC9,8.0,afa,20,1,11.16,16,1506.130948275862,1443.3847799511002,1.0434715463238344
PC9,8.0,afa,20,1,11.16,17,414.68736988202636,441.66189492325856,0.9389249438285384
PC9,8.0,afa,21,1,11.16,1,230.5934747504404,231.0756880733945,0.9979131801922799
PC9,8.0,afa,21,1,11.16,2,186.87119494818654,188.8771975180972,0.9893793290229306
PC9,8.0,afa,21,1,11.16,3,212.9954804947669,214.42672413793105,0.993325255287473
PC9,8.0,afa,21,1,11.16,4,232.85293674698795,230.1538190529876,1.0117274512545844
PC9,8.0,afa,21,1,11.16,5,391.7388122124634,414.1913915978995,0.9457917768430271
PC9,8.0,afa,21,1,11.16,6,259.57852157360406,228.50759242957747,1.1359732900498796
PC9,8.0,afa,21,1,11.16,7,330.67788461538464,303.91029676258995,1.0880772653573667
PC9,8.0,afa,21,1,11.16,8,2096.295807148468,3135.2848668981483,0.668614143895132
PC9,8.0,afa,21,1,11.16,9,320.325,354.22553348050036,0.9042967536885181
PC9,8.0,afa,21,1,11.16,10,1909.6157670454545,2421.8622990815156,0.7884906453061641
PC9,8.0,afa,21,1,11.16,11,215.0746237458194,213.40668537151703,1.007815773772029
PC9,8.0,afa,21,1,11.16,12,261.7508517887564,278.3569932162809,0.940342287665747
PC9,8.0,afa,22,1,11.16,1,175.75394736842105,173.9098162475822,1.010603950717845
PC9,8.0,afa,22,1,11.16,2,936.3489670575098,1830.0020104068117,0.5116655401101763
PC9,8.0,afa,22,1,11.16,3,182.79331683168317,189.61897274633122,0.9640033071807678
PC9,8.0,afa,22,1,11.16,4,225.54417903525047,232.3401559454191,0.9707498822899769
PC9,8.0,afa,22,1,11.16,5,208.78445975989328,215.40599044850498,0.9692602296025995
PC9,8.0,afa,22,1,11.16,6,264.1865105540897,338.70050675675674,0.7800003403709682
PC9,8.0,afa,22,1,11.16,7,321.53967642526965,333.4405428432327,0.9643088800285505
PC9,8.0,afa,22,1,11.16,8,209.67460317460316,214.50303876478318,0.9774901296597727
PC9,8.0,afa,22,1,11.16,9,200.1401515151515,195.8087431693989,1.0221206074644247
PC9,8.0,afa,22,1,11.16,10,197.52057409502262,203.9016686531585,0.9687050400308873
PC9,8.0,afa,22,1,11.16,11,241.13497506234415,232.6546875,1.0364501040295788
PC9,8.0,afa,22,1,11.16,12,221.6289914330218,213.1814903846154,1.0396258654218324
PC9,8.0,afa,22,1,11.16,13,224.87528216704288,215.24594155844156,1.0447364560691932
PC9,8.0,afa,22,1,11.16,14,5396.632053805774,7579.066942401961,0.7120443841990227
PC9,8.0,afa,22,1,11.16,15,977.4205957230142,1441.3752653927813,0.678116670370823
PC9,8.0,afa,22,1,11.16,16,568.405010210035,593.5617942283563,0.9576172451412145
PC9,8.0,afa,23,1,11.16,1,325.50883507853405,311.51066321499013,1.0449364131521977
PC9,8.0,afa,23,1,11.16,2,351.5949232081911,346.07125656742556,1.015961067369631
PC9,8.0,afa,23,1,11.16,3,1364.6192488913525,1459.5813318777293,0.9349388205286172
PC9,8.0,afa,23,1,11.16,4,1396.6149809160306,1463.3838888888888,0.9543736209754542
PC9,8.0,afa,23,1,11.16,5,3703.484775641026,4376.069426546392,0.8463039350277923
PC9,8.0,afa,24,1,11.16,1,610.4857134263715,591.7025030156816,1.0317443484098159
PC9,8.0,afa,24,1,11.16,2,546.819171899529,585.3144654088051,0.9342314332136153
PC9,8.0,afa,24,1,11.16,3,366.28516705069126,371.1604508196721,0.9868647541562839
PC9,8.0,afa,25,1,11.16,1,266.6813373447205,271.9084740651387,0.980776116895989
PC9,8.0,afa,25,1,11.16,2,5795.607380319149,6890.68144499179,0.8410789885710722
PC9,8.0,afa,25,1,11.16,3,276.75484592445326,263.4697740112994,1.0504235142835932
PC9,8.0,afa,25,1,11.16,4,2710.8779532967033,4160.684785559175,0.6515461019074472
PC9,8.0,afa,25,1,11.16,5,896.5601242690059,1165.460155148096,0.7692756550352244
PC9,8.0,afa,25,1,11.16,6,1303.5382879045997,2062.3557052058113,0.632062783647942
PC9,8.0,afa,25,1,11.16,7,389.05386257763973,439.5261051829268,0.8851666783608201
PC9,8.0,afa,25,1,11.16,8,341.7405141261498,357.8238685813751,0.9550523152103038
PC9,8.0,afa,25,1,11.16,9,1702.773260016522,2396.7581098615915,0.7104485233659454
PC9,8.0,afa,26,1,11.16,1,3471.83874486653,5867.9872002997,0.5916575183887944
PC9,8.0,afa,26,1,11.16,2,1134.6068387300252,1068.5306345733043,1.061838380687239
PC9,8.0,afa,26,1,11.16,3,2463.368017843289,4032.8377959413756,0.6108274476901621
PC9,8.0,afa,26,1,11.16,4,4514.468497199751,6998.542763157895,0.6450583571432983
PC9,8.0,afa,27,1,11.16,1,284.3360887096774,282.1694370567376,1.007678548306081
PC9,8.0,afa,27,1,11.16,2,485.3816938300349,599.6752750611247,0.8094075477441689
PC9,8.0,afa,27,1,11.16,3,369.29340277777777,453.2951756496631,0.8146863735059745
PC9,8.0,afa,27,1,11.16,4,299.87370753323484,298.55336695747,1.0044224608458456
PC9,8.0,afa,27,1,11.16,5,956.4988819320215,1609.1079760403532,0.5944280285563848
PC9,8.0,afa,27,1,11.16,6,635.5172657512117,708.9226758793969,0.8964549835606146
PC9,8.0,afa,27,1,11.16,7,367.037432755529,395.36259842519684,0.9283564864696552
PC9,8.0,afa,27,1,11.16,8,241.57445426195426,239.31197534102833,1.0094540982234668
PC9,8.0,afa,27,1,11.16,9,448.9427238014425,448.0286799761621,1.002040145790062
PC9,8.0,afa,27,1,11.16,10,310.2430164018452,322.8463930348259,0.960961692913753
PC9,8.0,afa,27,1,11.16,11,404.77554513184583,490.8362676056338,0.8246651110489371
PC9,8.0,afa,27,1,11.16,12,410.2939880952381,387.44238490364023,1.0589806486899496
PC9,8.0,afa,27,1,11.16,13,573.454475308642,989.078382554945,0.5797866836673944
PC9,8.0,afa,27,1,11.16,14,265.8394522144522,258.6211063372717,1.02791089242255
PC9,8.0,afa,27,1,11.16,15,256.8352981293842,249.76852698993596,1.0282932810815393
PC9,8.0,afa,27,1,11.16,16,271.01855670103095,260.1776932084309,1.0416671520102814
PC9,8.0,afa,27,1,11.16,17,304.22699652777777,266.26788330078125,1.1425598639852377
PC9,8.0,afa,27,1,11.16,18,334.1411570743405,411.0375,0.8129213443404568
PC9,8.0,afa,27,1,11.16,19,285.2057032803181,247.66468821510298,1.1515800065635915
PC9,8.0,afa,3,1,11.16,1,250.52162027833003,245.6217558262712,1.0199488210463103
PC9,8.0,afa,3,1,11.16,2,320.08130141010577,352.2455732292917,0.9086879317621719
PC9,8.0,afa,3,1,11.16,3,269.5520833333333,267.1592331768388,1.0089566440509679
PC9,8.0,afa,3,1,11.16,4,266.13024193548387,258.0496688741722,1.0313140222057477
PC9,8.0,afa,3,1,11.16,5,418.30562842153284,435.0758131377551,0.961454569043321
PC9,8.0,afa,3,1,11.16,6,328.50489296636084,352.2726109215017,0.9325303267461882
PC9,8.0,afa,3,1,11.16,7,431.52868210306406,590.4325084364455,0.7308687715143213
PC9,8.0,afa,3,1,11.16,8,556.2420583677685,662.7331022530329,0.8393153389754691
PC9,8.0,afa,3,1,11.16,9,424.44987429289756,311.54923221982756,1.3623845941414738
PC9,8.0,afa,3,1,11.16,10,303.0660211267606,286.74440749697703,1.0569204253092734
PC9,8.0,afa,3,1,11.16,11,369.14957420924577,393.30697639225184,0.9385787600194676
PC9,8.0,afa,3,1,11.16,12,279.42138203017834,289.7322680690399,0.9644123655691517
PC9,8.0,afa,3,1,11.16,13,284.1158956692913,286.52223242392444,0.9916015705508227
PC9,8.0,afa,3,1,11.16,14,277.7376482213439,275.78545805739515,1.0070786551897977
PC9,8.0,afa,3,1,11.16,15,257.1706730769231,254.25399101053938,1.0114715291382106
PC9,8.0,afa,4,1,11.16,1,300.7318078913325,276.5832936129647,1.087310097305298
PC9,8.0,afa,4,1,11.16,2,366.89102564102564,314.07558497536945,1.168161561077083
PC9,8.0,afa,4,1,11.16,3,318.8333087367178,290.0144285714286,1.099370504796079
