Metadata_cell,Metadata_hour,Metadata_treatment,Metadata_site,Metadata_dish,Metadata_concentration,ObjectNumber,Cell_Ed_mean_value,Cell_Ed_variance,Cell_Ed_not_zero_mean_value,Cell_Ed_not_zero_variance,Cell_Ed_region_mean_value,Cell_Ed_region_variance,Cell_Ed_region_max_value,Cell_Ed_region_min_value,Cell_Ed_region_top_50_value,Cell_Ed_region_top_25_value,Cell_Ed_not_region_mean_value,Cell_Ed_not_region_variance,Cell_Ed_not_region_max_value,Cell_Ed_not_region_min_value,Cell_Ed_not_region_top_50_value,Cell_Ed_not_region_top_25_value,Fp_mito_ratio_mean,Fp_non_mito_ratio_mean,Fp_whole_cell_ratio_mean,Fp_mito_pixels,Fp_non_mito_pixels,Fp_whole_cell_pixels
MCF7,2,A133,0,1,60,1,0.108120345,0.002158555,0.109680332,0.002018599,0.116103128,0.001031572,0.224550515,0,0.14163075,0.15729547,0.10614115,0.002418255,0.356444746,0,0.14514066,0.16894199,0.9811511,1.0582988,1.0429715,4889,19719,24608
MCF7,2,A133,0,1,60,2,0.138653085,0.002231994,0.139406428,0.0021391,0.115136415,0.000758201,0.210871875,0,0.13711478,0.15070146,0.144484818,0.002426317,0.484797835,0,0.18162335,0.20771587,0.579497,0.7243023,0.6955285,4486,18090,22576
MCF7,2,A133,0,1,60,3,0.080655649,0.000538031,0.083496936,0.000319746,0.083097219,0.000174479,0.135228053,0.034412134,0.09353733,0.1001024,0.079811446,0.000660961,0.169948071,0,0.09816765,0.10785315,0.21439727,0.2771972,0.26106212,7120,20592,27712
MCF7,2,A133,1,1,60,1,0.052541714,0.000212417,0.052645542,0.000207371,0.056386314,0.000313812,0.117044553,0,0.070113026,0.07966528,0.0520637,0.000197745,0.150371701,0,0.06249134,0.06946066,0.19865686,0.20590255,0.20510128,3981,32019,36000
MCF7,2,A133,1,1,60,2,0.053426646,0.00014913,0.053428471,0.000149037,0.055576578,0.000269723,0.104895242,0,0.06872151,0.07712366,0.053168509,0.000134029,0.148493811,0.001619128,0.062026046,0.06759634,0.20340656,0.21216562,0.21122666,6250,52054,58304
MCF7,2,A133,1,1,60,3,0.048300073,0.000234352,0.048347514,0.000232288,0.053828917,0.000211762,0.107252426,0,0.06524476,0.072782345,0.047367901,0.000232138,0.144704148,0,0.05901404,0.06670246,0.4664955,0.29692826,0.32139271,9850,58422,68272
MCF7,2,A133,10,1,60,1,0.04815755,8.48E-05,0.04815755,8.48E-05,0.052584041,7.94E-05,0.085860834,0.016714232,0.059536453,0.06360031,0.047476448,8.22E-05,0.091653205,0.012199547,0.05453992,0.05935755,0.23504148,0.1789661,0.18636028,4958,32642,37600
MCF7,2,A133,10,1,60,2,0.04194852,0.000243156,0.042287499,0.000230787,0.040372711,0.000181206,0.083979942,0,0.050486267,0.055800557,0.042154454,0.000250885,0.126662955,0,0.053522874,0.062174458,0.06665501,0.08712652,0.08476046,4686,35858,40544
MCF7,2,A133,10,1,60,3,0.045197524,6.75E-05,0.045197524,6.75E-05,0.046945415,6.52E-05,0.079270504,0.018938938,0.053402085,0.05726095,0.044625737,6.70E-05,0.080039725,0.007170383,0.050897293,0.054944005,0.117652215,0.11487362,0.11555843,7169,21919,29088
MCF7,2,A133,10,1,60,4,0.043589521,0.000144932,0.043655302,0.000142279,0.041726992,0.000166033,0.083297737,0,0.051440857,0.057368312,0.043855112,0.000141358,0.119725734,0,0.05254528,0.05830153,0.085929275,0.0988731,0.09725769,5052,35428,40480
