ObjectNumber,Metadata_site,Metadata_concentration,Metadata_hour,Metadata_treatment,Predicted_Probability,Is_Test,S,Ed_region_mean,Rc_region_mean,Fp_region_PCC,Fp_cell_PCC,FRET_Judge,Near_Ed,Ed_diff,E_Ed_std,E_Ed_diff,E_Fp,E
1,0,60,6,GEF,0.5371358146614449,False,0.2410955647965797,0.2604205310344696,2.13318395614624,0.828113853931427,0.61589533,False,0.2505475921137317,0.0,0.3770067338640211,0.0,0.38410467000000004,0.3805557019320106
2,0,60,6,GEF,0.6705191099393203,False,0.3744788600744551,0.0609324276447296,0.3126900196075439,0.5387051105499268,0.8813251,True,0.0581583793558924,0.0295012550564867,0.41300514683670214,0.0295012550564867,0.11867490000000003,0.2658400234183511
1,1,60,6,GEF,0.7232645597761691,True,0.4272243099113039,0.2075633853673935,1.3197625875473022,0.8467487692832947,0.5871586,False,0.2093630765598783,0.0,0.061696546163953946,0.0,0.4128414,0.23726897308197697
2,1,60,6,GEF,0.7287045473640293,False,0.4326642974991642,0.1302300840616226,1.1271302700042725,0.7614864110946655,0.9802307,True,0.1143838059113387,0.0806131555868111,0.0,0.0806131555868111,0.01976929999999999,0.009884649999999995
1,10,60,6,GEF,0.7202107734185382,False,0.4241705235536731,0.1243211477994918,0.3856607377529144,0.9587403535842896,0.88793427,False,0.1024227270256824,0.0,0.03487066761311519,0.0,0.11206572999999997,0.07346819880655758
1,11,60,6,GEF,0.680669507771358,False,0.3846292579064929,0.2747438549995422,1.5628235340118408,0.7556968331336975,0.9420432,False,0.2244083733756209,0.0,0.4624500530391053,0.0,0.05795680000000003,0.26020342651955264
2,11,60,6,GEF,0.6215599661520141,False,0.325519716287149,0.0707640051841735,0.4323927462100982,0.8905968070030212,0.9671752,True,0.0716523278551053,0.0394348938767317,0.35435656639924656,0.0394348938767317,0.03282479999999999,0.19359068319962328
1,12,60,6,GEF,0.6164855508105782,True,0.320445300945713,0.0797415897250175,0.4913971424102783,0.0296296514570713,0.31046546,True,0.0772761831313705,0.0439753220946168,0.3008023339309209,0.0439753220946168,0.6895345399999999,0.4951684369654604
2,12,60,6,GEF,0.5436818200694058,False,0.2476415702045406,0.1673898100852966,1.2237217426300049,0.6587181091308594,0.9123745,False,0.2025116689083748,0.0,0.0,0.0,0.08762550000000002,0.04381275000000001
1,13,60,6,GEF,0.6193720505456476,False,0.3233318006807824,0.1419839411973953,0.7046846151351929,0.956166684627533,0.9661186,False,0.1521242909493759,0.0,0.0,0.0,0.03388139999999995,0.016940699999999975
1,14,60,6,GEF,0.6670510079195171,True,0.3710107580546519,0.0428267270326614,0.1326940208673477,0.7768669128417969,0.18997528,False,0.0431108479250131,0.0,0.521011581659921,0.0,0.81002472,0.6655181508299606
2,14,60,6,GEF,0.7202207095740306,False,0.4241804597091654,0.2039470225572586,1.5044398307800293,-0.6656800508499146,0.36776263,False,0.2210609538000426,0.0,0.04012375743190111,0.0,0.63223737,0.33618056371595056
1,15,60,6,GEF,0.7434908026967492,False,0.447450552831884,0.1719641536474228,1.223009467124939,0.8901809453964233,0.31562883,False,0.2024586447146617,0.0,0.0,0.0,0.6843711699999999,0.34218558499999996
2,15,60,6,GEF,0.7464825884821638,False,0.4504423386172986,0.1593293249607086,0.7363438606262207,0.8999782204627991,0.9523467,False,0.1560604134095426,0.0,0.0,0.0,0.04765330000000001,0.023826650000000005
1,16,60,6,GEF,0.5695288948018367,True,0.2734886449369715,0.1579976081848144,0.7294015288352966,0.3136087357997894,0.9509823,False,0.155209624911204,0.0,0.0,0.0,0.04901770000000005,0.024508850000000026
1,17,60,6,GEF,0.6559267230312263,False,0.3598864731663612,0.1027319356799125,0.4353009760379791,0.8608756065368652,0.9396807,False,0.1116077825183179,0.0,0.1636573896316913,0.0,0.060319299999999965,0.11198834481584563
2,17,60,6,GEF,0.6008194401230388,False,0.3047791902581736,0.2526499927043915,1.336408257484436,0.788960874080658,0.9702404,False,0.2104932805210086,0.0,0.3306529274209001,0.0,0.029759599999999997,0.18020626371045004
3,17,60,6,GEF,0.606626685487432,False,0.3105864356225669,0.2422463595867157,1.0342559814453125,0.8142925500869751,0.9695746,False,0.1870984795637465,0.0,0.2685918480777475,0.0,0.030425400000000047,0.14950862403887377
1,18,60,6,GEF,0.4533989446867034,True,0.1573586948218382,0.1523470282554626,0.7493131756782532,0.9049220085144044,0.9653078,False,0.157631722257327,0.0,0.0,0.0,0.03469219999999995,0.017346099999999975
2,18,60,6,GEF,0.6064731808168327,False,0.3104329309519675,0.2084672600030899,1.9604861736297607,0.1987463980913162,0.5543713,False,0.2436960923249958,0.0,0.0670884544375081,0.0,0.4456287,0.25635857721875405
1,19,60,6,GEF,0.5643852200682096,True,0.2683449702033444,0.102326825261116,0.3783544301986694,0.9606066942214966,0.9593627,False,0.1010149691999334,0.0,0.16607400597708621,0.0,0.04063729999999999,0.1033556529885431
2,19,60,6,GEF,0.6270181892649704,True,0.3309779394001053,0.1704783886671066,1.707129716873169,0.9895389080047609,0.9463803,True,0.130889818691236,0.1011728460173272,0.0,0.1011728460173272,0.05361970000000005,0.026809850000000024
3,19,60,6,GEF,0.508244066359744,True,0.2122038164948788,0.3718411326408386,2.024867057800293,0.9710916876792908,0.8114815,False,0.2463417608218417,0.0,1.0,0.0,0.18851850000000003,0.59425925
1,2,60,6,GEF,0.712113490239982,True,0.4160732403751169,0.2039390802383422,1.06696617603302,0.9068995714187622,0.6289254,False,0.1899612859334369,0.0,0.040076378897992405,0.0,0.37107460000000003,0.20557548944899623
2,2,60,6,GEF,0.7520776999321391,False,0.456037450067274,0.2744572162628174,1.5012664794921875,0.4074907302856445,0.6450125,False,0.220874532554919,0.0,0.460740159083649,0.0,0.3549875,0.40786382954182454
1,3,60,6,GEF,0.5722574760816977,False,0.2762172262168326,0.0546854957938194,0.3536587059497833,-0.0190727189183235,0.6657903,True,0.06313358749146,0.0330105906662123,0.45027014156166195,0.0330105906662123,0.33420970000000005,0.39223992078083103
2,3,60,6,GEF,0.7148607045716006,False,0.4188204547067354,0.2063166499137878,1.901033878326416,0.9504636526107788,0.94594085,False,0.2411486720133387,0.0,0.05425936080466949,0.0,0.054059149999999945,0.05415925540233472
3,3,60,6,GEF,0.7462762474383003,False,0.4502359975734352,0.1536755114793777,0.7539036870002747,-0.1369008719921112,0.7579233,False,0.1581823214538106,0.0,0.0,0.0,0.24207670000000003,0.12103835000000002
1,4,60,6,GEF,0.5664371983453751,True,0.2703969484805099,0.0569341443479061,0.1697787642478943,0.3740952014923095,0.87550694,False,0.053410599638809,0.0,0.4368562163730719,0.0,0.12449306000000004,0.280674638186536
