ObjectNumber,Metadata_site,Metadata_concentration,Metadata_hour,Metadata_treatment,Predicted_Probability,Is_Test,S,Ed_region_mean,Rc_region_mean,Fp_region_PCC,Fp_cell_PCC,FRET_Judge,Near_Ed,Ed_diff,E_Ed_std,E_Ed_diff,E_Fp,E
1,0,80,4,VIN,0.5758463103244451,False,0.258199423183527,0.0238562673330307,0.1717593520879745,0.6460859775543213,0.30360508,True,0.0373247441377597,0.0166175960328089,0.6341765876994536,0.0166175960328089,0.6963949199999999,0.6652857538497268
2,0,80,4,VIN,0.5069345286903777,False,0.1892876415494596,0.0249606017023324,0.1631586253643036,0.6588969230651855,0.28899682,True,0.0358238215465691,0.015796286686956,0.6275888714526975,0.015796286686956,0.7110031800000001,0.6692960257263487
1,1,80,4,VIN,0.840839618109397,True,0.523192730968479,0.0647060349583625,0.4892618656158447,0.1057279556989669,0.7840516,True,0.0770826891186564,0.0438150325672316,0.3904943431345439,0.0438150325672316,0.21594840000000004,0.30322137156727197
2,1,80,4,VIN,0.6037551948678859,False,0.2861083077269677,0.2086215913295745,1.872960329055786,0.8086743950843811,0.38296697,False,0.2399091258315616,0.0,0.06800909135249325,0.0,0.61703303,0.3425210606762466
3,1,80,4,VIN,0.6076169191207683,False,0.2899700319798502,0.0177918802946805,0.122608333826065,0.5391409397125244,0.3810397,True,0.0283059017978157,0.0118860916948877,0.6703526428234273,0.0118860916948877,0.6189603,0.6446564714117137
1,10,80,4,VIN,0.6976207925336393,False,0.3799739053927212,0.0595585070550441,0.4914837181568146,-0.3737614750862121,0.14460747,True,0.0772840133635121,0.0439818148047115,0.42120103319324753,0.0439818148047115,0.85539253,0.6382967815966238
2,10,80,4,VIN,0.6769597047458064,False,0.3593128176048882,0.1705764085054397,1.9095611572265625,-0.2376973778009414,0.33710197,True,0.1349001570529918,0.1066202880883698,0.0,0.1066202880883698,0.66289803,0.331449015
3,10,80,4,VIN,0.6716604886138775,True,0.3540136014729594,0.0389651097357273,0.5658026933670044,0.6946356296539307,0.9872882,True,0.0835994515144617,0.0493773226609129,0.5440473937408701,0.0493773226609129,0.01271180000000005,0.27837959687043506
4,10,80,4,VIN,0.7175009667665065,False,0.3998540796255884,0.038018699735403,0.9118428230285645,0.0726481601595878,0.104481444,True,0.105167526419953,0.0703480310477636,0.5496930393972407,0.0703480310477636,0.895518556,0.7226057976986203
1,11,80,4,VIN,0.752422173943701,False,0.4347752868027829,,,,0.24209365,False,,,,,0.7579063500000001,
2,11,80,4,VIN,0.4319929851555695,True,0.1143460980146514,,,,0.1165595,False,,,,,0.8834405,
3,11,80,4,VIN,0.6354611474996726,False,0.3178142603587545,0.0541922338306903,0.8675907850265503,0.506581723690033,0.69057244,True,0.1029523860002825,0.0680023067780027,0.4532126107437694,0.0680023067780027,0.30942756000000005,0.3813200853718847
1,12,80,4,VIN,0.5517537292888399,False,0.2341068421479218,0.0479496456682682,0.3970560729503631,-0.3440848886966705,0.31219146,True,0.0679852090166811,0.0366037460545052,0.49045169394408655,0.0366037460545052,0.68780854,0.5891301169720433
1,13,80,4,VIN,0.680486262335595,False,0.3628393751946768,0.0748833939433097,0.5859231352806091,-0.220542699098587,0.0013655648,True,0.0851801851343169,0.0507783042694667,0.32978306311108396,0.0507783042694667,0.9986344352,0.664208749155542
1,14,80,4,VIN,0.428056527087594,True,0.1104096399466759,0.1181526407599449,1.187525510787964,0.174183577299118,0.34808284,True,0.1165845834670455,0.0831888069756362,0.07166783264959622,0.0831888069756362,0.65191716,0.3617924963247981
2,14,80,4,VIN,0.7349753958725931,False,0.417328508731675,0.0446567013859748,0.7048755884170532,0.8923198580741882,0.34726572,True,0.0935769624104815,0.0585715100644622,0.5100951852191468,0.0585715100644622,0.65273428,0.5814147326095733
1,16,80,4,VIN,0.6052177344932934,False,0.2875708473523753,0.05330715700984,0.292971134185791,0.3612544536590576,-0.0012388267,True,0.0556120782597456,0.0277721323616796,0.4584923838943866,0.0277721323616796,0.9987611733,0.7286267785971934
2,16,80,4,VIN,0.6772971786150622,False,0.3596502914741441,0.1325928419828415,0.7624780535697937,0.3259961903095245,0.53624535,False,0.1592030738455789,0.0,0.0,0.0,0.46375465000000005,0.23187732500000002
3,16,80,4,VIN,0.4624776694931556,True,0.1448307823522375,0.1300244480371475,0.9225677251815796,-0.4301860928535461,0.6112103,True,0.1056857989801001,0.0709035187432878,0.0008486135322571364,0.0709035187432878,0.3887897,0.19481915676612857
1,17,80,4,VIN,0.589658919797028,False,0.2720120326561099,0.0859212428331375,0.3440916240215301,0.6937970519065857,0.51875645,False,0.0942091412347754,0.0,0.2639386789444143,0.0,0.48124354999999996,0.37259111447220716
2,17,80,4,VIN,0.6043327132861634,True,0.2866858261452453,0.073128767311573,1.1439603567123413,0.1926585584878921,0.31741387,True,0.1150118544929015,0.0813431806886677,0.3402499857118828,0.0813431806886677,0.68258613,0.5114180578559414
1,18,80,4,VIN,0.6498271922057329,False,0.3321803050648148,0.0278210956603288,0.1533207148313522,0.2556785345077514,0.88850623,True,0.0340683267874164,0.0148530376972126,0.6105250880147551,0.0148530376972126,0.11149377000000005,0.3610094290073776
2,18,80,4,VIN,0.7425056295786246,True,0.4248587424377065,0.0596301741898059,0.4418123960494995,0.0320866294205188,0.52247024,True,0.0725903486657471,0.0401753358239247,0.4207735152592297,0.0401753358239247,0.47752976,0.44915163762961485
1,19,80,4,VIN,0.311815261353613,True,-0.0058316257873051,0.0350938513875007,0.4552753567695617,-0.2923359274864197,0.5033233,True,0.0739036307519062,0.0412232629399577,0.5671407178507851,0.0412232629399577,0.49667669999999997,0.5319087089253925
2,19,80,4,VIN,0.6508890906223377,False,0.3332422034814196,,,,0.6149242,False,,,,,0.38507579999999997,
3,19,80,4,VIN,0.5841639212292795,False,0.2665170340883614,0.1155883446335792,1.8041307926177976,-0.0988185405731201,0.23921038,True,0.1328935365017008,0.1038715007894258,0.08696469899980772,0.1038715007894258,0.7607896199999999,0.42387715949990384
4,19,80,4,VIN,0.706861898038514,False,0.3892150108975958,0.1694390326738357,1.4210723638534546,-0.4382387101650238,0.5029288,True,0.1238959389336983,0.0921052998998739,0.0,0.0921052998998739,0.49707120000000005,0.24853560000000002
5,19,80,4,VIN,0.656070760098632,False,0.3384238729577138,0.0564988851547241,0.4882394671440124,0.10271817445755,0.019816905,True,0.0769897880419971,0.0437381780384845,0.43945268003315724,0.0437381780384845,0.980183095,0.7098178875165786
1,2,80,4,VIN,0.5586866432542449,True,0.2410397561133268,0.0534124337136745,0.3310171961784363,0.0477959513664245,0.6240185,True,0.0604345967487184,0.0310851285736989,0.4578643738717574,0.0310851285736989,0.37598149999999997,0.4169229369358787
2,2,80,4,VIN,0.687488872321323,False,0.3698419851804049,0.0769292712211608,0.9861826300621032,0.2108350545167923,0.26922598,True,0.1086215604953416,0.0740983980673342,0.3175787350046507,0.0740983980673342,0.73077402,0.5241763775023254
