Metadata_cell,Metadata_hour,Metadata_treatment,Metadata_site,Metadata_dish,Metadata_concentration,ObjectNumber,Ed_mean_value,Ed_variance,Ed_not_zero_mean_value,Ed_not_zero_variance,Ed_region_mean_value,Ed_region_variance,Ed_region_max_value,Ed_region_min_value,Ed_region_top_50_value,Ed_region_top_25_value,Ed_not_region_mean_value,Ed_not_region_variance,Ed_not_region_max_value,Ed_not_region_min_value,Ed_not_region_top_50_value,Ed_not_region_top_25_value,Fp_region_ratio_mean,Fp_non_region_ratio_mean,Fp_cell_ratio_mean,Fp_region_pixels,Fp_non_region_pixels,Fp_cell_pixels,Fp_cell_MCC,Fp_region_PCC,Fp_cell_PCC,Fp_region_MOC,Fp_cell_MOC,Rc_cell_mean,Rc_cell_max,Rc_cell_min,Rc_cell_var,Rc_region_mean,Rc_region_max,Rc_region_min,Rc_region_var,Rc_non_region_mean,Rc_non_region_max,Rc_non_region_min,Rc_non_region_var
MCF7,6.0,A199,0,1,90.0,1,0.08530750870704651,0.0020764688961207867,0.09066100418567657,0.0017214248655363917,,,,,,,0.08530750870704651,0.0020764688961207867,0.3638397753238678,0.0,0.12004302,0.14340417,0.42959678,0.38082272,0.40094373,9445,13450,22895,0.6614457,0.6153718,0.8361455,0.9562864,0.9517526,0.30688292,0.90276784,0.0,0.010525381,0.32273838,0.90276784,0.14213711,0.0061515737,0.29574955,0.75207585,0.0,0.013296097
MCF7,6.0,A199,0,1,90.0,2,0.07540863007307053,0.0008945685694925487,0.0758524015545845,0.0008661713800393045,,,,,,,0.07540863007307053,0.0008945685694925487,0.32219651341438293,0.0,0.09855488,0.1135037,0.45076483,0.34544158,0.4041382,9906,7869,17775,0.64112854,0.35027593,0.7040236,0.916389,0.9070592,0.29760122,1.184985,0.0,0.014925964,0.3354252,1.184985,0.090790965,0.017249022,0.24999197,1.1284285,0.0,0.007934516
MCF7,6.0,A199,0,1,90.0,3,0.05362912639975548,0.0010407246882095933,0.057147834450006485,0.0009079222800210118,,,,,,,0.05362912639975548,0.0010407246882095933,0.2770855128765106,0.0,0.07853902,0.095649496,0.3038935,0.25463793,0.27017957,6800,14751,21551,0.6376206,0.41922757,0.8081824,0.9120362,0.9116474,0.2288517,1.4208683,0.0,0.0093634585,0.27906808,1.4208683,0.09634565,0.015280709,0.20570423,0.61561984,0.0,0.004937687
MCF7,6.0,A199,1,1,90.0,1,0.03929002583026886,0.00028832597308792174,0.039812274277210236,0.0002713665016926825,,,,,,,0.03929002583026886,0.00028832597308792174,0.15164928138256073,0.0,0.052665573,0.060835537,0.44994822,0.23761944,0.31343836,8901,16026,24927,0.589293,0.8480875,0.88871706,0.9337356,0.91264296,0.23558518,1.0853581,0.04764243,0.01910439,0.36062184,1.0853581,0.08186377,0.022148184,0.16614294,0.98692703,0.04764243,0.003908889
MCF7,6.0,A199,1,1,90.0,2,0.04128872975707054,0.0005563356098718941,0.04447091370820999,0.0004576985666062683,,,,,,,0.04128872975707054,0.0005563356098718941,0.1546773612499237,0.0,0.06016982,0.0713371,0.51549625,0.41955003,0.4694856,5229,4818,10047,0.69704026,0.59019095,0.8254764,0.9560067,0.9492621,0.07363266,0.24539724,0.0,0.0009107117,0.089933045,0.24539724,0.023656217,0.0008069314,0.055945445,0.19769225,0.0,0.00042217568
MCF7,6.0,A199,1,1,90.0,3,0.06302453577518463,0.0010412194533273578,0.06369464844465256,0.0010096076875925064,0.10878296196460724,0.0008098706020973623,0.21967248618602753,0.028899304568767548,0.13091714680194855,0.14668147265911102,0.0606469102203846,0.0009387911995872855,0.21635718643665314,0.0,0.0847838,0.10316264,0.45876092,0.14950599,0.21445628,4711,17720,22431,0.8013679,0.8485464,0.92071414,0.962385,0.9121483,0.37730575,2.186858,0.08283828,0.077184305,0.830127,2.186858,0.21707658,0.065450825,0.25692654,0.9455779,0.08283828,0.011302123
MCF7,6.0,A199,1,1,90.0,4,0.11459571868181229,0.004946469329297543,0.11550701409578323,0.004880543798208237,0.15751032531261444,0.004019958898425102,0.5071384310722351,0.02429584413766861,0.20372086763381958,0.24192385375499725,0.10077577084302902,0.00446076737716794,0.5083437561988831,0.0,0.14894924,0.19454733,0.41768247,0.17984214,0.26699063,2972,5139,8111,0.5467068,0.44834292,0.7255374,0.87602067,0.82107455,1.2791806,7.5848246,0.083912924,1.1943247,2.1133332,7.5848246,0.2511345,1.2951031,0.79686534,5.8284044,0.083912924,0.5011013
MCF7,6.0,A199,10,1,90.0,1,0.06413937360048294,0.0014117731479927897,0.06483421474695206,0.0013820176245644689,0.12196428328752518,0.0005833397735841572,0.20846757292747498,0.045088160783052444,0.1414460837841034,0.15257833898067474,0.0574105903506279,0.0010738058481365442,0.19920840859413147,0.0,0.08261125,0.103466354,0.723472,0.28974038,0.36154848,3213,16194,19407,0.8900916,0.92269605,0.97430515,0.9853144,0.9645277,0.5656453,1.81178,0.15637252,0.09609572,1.0892054,1.81178,0.5867543,0.03432683,0.4617738,1.2276759,0.15637252,0.043178074
MCF7,6.0,A199,10,1,90.0,2,0.05847273766994476,0.0022357904817909002,0.06388907134532928,0.0020968473982065916,0.15361778438091278,0.001317602931521833,0.36395642161369324,0.06531211733818054,0.1801334023475647,0.1998191773891449,0.05323176458477974,0.0017602479783818126,0.31200146675109863,0.0,0.08582261,0.11138659,0.6809454,0.18537973,0.23740095,3223,27480,30703,0.75628966,0.8343625,0.8606305,0.96607983,0.80228794,0.3937983,2.8902678,0.0,0.09023558,1.0202332,2.8902678,0.47959062,0.074462466,0.32032934,2.167061,0.0,0.04066429
MCF7,6.0,A199,10,1,90.0,3,0.03879762068390846,0.0002104153245454654,0.03887513652443886,0.00020782221690751612,,,,,,,0.03879762068390846,0.0002104153245454654,0.10952939838171005,0.0,0.050017375,0.05808878,0.38667795,0.81363523,0.6493287,6175,9871,16046,0.60077745,0.29221612,0.6901704,0.91089463,0.89871114,0.3601512,0.8265677,0.12383597,0.01924867,0.29426184,0.79974556,0.12383597,0.013685928,0.40136123,0.8265677,0.13631122,0.018314278
