ObjectNumber,Metadata_cell,Metadata_hour,Metadata_treatment,Metadata_site,Metadata_dish,Metadata_concentration,ObjectNumber,Rc,Region_Ed,Region_pixels_sum,Cell_Ed,Cell_pixels_sum
1,MCF7,6.0,A199,0,1,90.0,1,0.0,,0,0.0,1156
1,MCF7,6.0,A199,0,1,90.0,1,0.15,0.05742240697145462,14,0.06082228943705559,51
1,MCF7,6.0,A199,0,1,90.0,1,0.2,0.06446728110313416,581,0.06453551352024078,1304
1,MCF7,6.0,A199,0,1,90.0,1,0.25,0.07130018621683121,2192,0.07479339838027954,4711
1,MCF7,6.0,A199,0,1,90.0,1,0.3,0.08011121302843094,2539,0.08429410308599472,6217
1,MCF7,6.0,A199,0,1,90.0,1,0.35,0.08956201374530792,2147,0.09556146711111069,4831
1,MCF7,6.0,A199,0,1,90.0,1,0.4,0.09637176245450974,1131,0.10698319226503372,2570
1,MCF7,6.0,A199,0,1,90.0,1,0.45,0.10144238919019699,484,0.11945066601037979,1224
1,MCF7,6.0,A199,0,1,90.0,1,0.5,0.10483044385910034,183,0.12954667210578918,479
1,MCF7,6.0,A199,0,1,90.0,1,0.55,0.09599445760250092,83,0.1313064694404602,200
1,MCF7,6.0,A199,0,1,90.0,1,0.6,0.10222014039754868,35,0.13084407150745392,83
1,MCF7,6.0,A199,0,1,90.0,1,0.65,0.10104379802942276,22,0.11166229099035263,31
1,MCF7,6.0,A199,0,1,90.0,1,0.7,0.09516885131597519,10,0.10540015250444412,12
1,MCF7,6.0,A199,0,1,90.0,1,0.75,0.10409240424633026,11,0.1167432889342308,13
1,MCF7,6.0,A199,0,1,90.0,1,0.8,0.09136393666267395,8,,8
2,MCF7,6.0,A199,0,1,90.0,2,0.1,0.049754124134778976,112,0.05464654788374901,289
2,MCF7,6.0,A199,0,1,90.0,2,0.15,0.052901484072208405,1242,0.05703233554959297,2847
2,MCF7,6.0,A199,0,1,90.0,2,0.2,0.06104722619056702,1086,0.06708376854658127,2842
2,MCF7,6.0,A199,0,1,90.0,2,0.25,0.06918039172887802,1041,0.07650928199291229,2559
2,MCF7,6.0,A199,0,1,90.0,2,0.3,0.07366415858268738,1246,0.078288733959198,2571
2,MCF7,6.0,A199,0,1,90.0,2,0.35,0.08012108504772186,1315,0.08126457780599594,2106
2,MCF7,6.0,A199,0,1,90.0,2,0.4,0.08468005806207657,1244,0.08545920997858047,1658
