Metadata_cell,Metadata_hour,Metadata_treatment,Metadata_site,Metadata_dish,Metadata_concentration,Cell_Ed_mean_value,Cell_Ed_variance,Cell_Ed_not_zero_mean_value,Cell_Ed_not_zero_variance,Cell_Ed_agg_mean_value,Cell_Ed_agg_variance,Cell_Ed_agg_max_value,Cell_Ed_agg_min_value,Cell_Ed_agg_top_50_value,Cell_Ed_agg_top_25_value,Nuclei_Ed_mean_value,Nuclei_Ed_variance,Nuclei_Ed_not_zero_mean_value,Nuclei_Ed_not_zero_variance,Nuclei_Ed_agg_mean_value,Nuclei_Ed_agg_variance,Nuclei_Ed_agg_max_value,Nuclei_Ed_agg_min_value,Nuclei_Ed_agg_top_50_value,Nuclei_Ed_agg_top_25_value,Mit_Ed_mean_value,Mit_Ed_variance,Mit_Ed_not_zero_mean_value,Mit_Ed_not_zero_variance,Mit_Ed_agg_mean_value,Mit_Ed_agg_variance,Mit_Ed_agg_max_value,Mit_Ed_agg_min_value,Mit_Ed_agg_top_50_value,Mit_Ed_agg_top_25_value,ObjectNumber
H1975,2.0,control,29,1,0.0,0.22315561771392822,0.005403542425483465,0.22949373722076416,0.004102460108697414,0.21617892384529114,0.0027844111900776625,0.36210039258003235,0.04850161448121071,0.25728148221969604,0.28536394238471985,0.24287408590316772,0.003738225670531392,0.24418333172798157,0.003438682062551379,0.2508111298084259,0.002417897339910269,0.36210039258003235,0.13675756752490997,0.2887912392616272,0.3122076690196991,0.21605882048606873,0.0058126007206737995,0.2240409106016159,0.004239024128764868,0.21136713027954102,0.004192566033452749,0.38033074140548706,0.01751602627336979,0.261628121137619,0.2993139922618866,1
H1975,2.0,control,30,1,0.0,0.135662242770195,0.002562630921602249,0.135828897356987,0.002543142531067133,0.11012059450149536,0.0014636622508987784,0.24735145270824432,0.008333896286785603,0.14052435755729675,0.15934917330741882,0.1346191167831421,0.0022042151540517807,0.1346570998430252,0.002199722919613123,0.11742713302373886,0.0014649254735559225,0.24735145270824432,0.01432680245488882,0.14723046123981476,0.1684739887714386,0.1361750066280365,0.0027380199171602726,0.13640572130680084,0.0027111871168017387,0.11004005372524261,0.001689903438091278,0.24194911122322083,0.007131112273782492,0.1426539123058319,0.16387338936328888,1
H1975,2.0,control,32,1,0.0,0.10208025574684143,0.005612837616354227,0.12576375901699066,0.003936538007110357,0.1493934541940689,0.0014533951180055737,0.2517926096916199,0.061739128082990646,0.17934848368167877,0.20274442434310913,0.10976651310920715,0.005593894049525261,0.12780441343784332,0.004207812715321779,0.15135011076927185,0.0025147206615656614,0.30572202801704407,0.041562724858522415,0.19098596274852753,0.2189067304134369,0.0948469489812851,0.005522746592760086,0.12361413240432739,0.0036417709197849035,0.19727301597595215,0.003648648038506508,0.3391403257846832,0.10080009698867798,0.247118279337883,0.282538503408432,1
H1975,2.0,control,34,1,0.0,0.11985982209444046,0.004223414696753025,0.12683337926864624,0.0035846559330821037,0.0903036966919899,0.0015746122226119041,0.2292623221874237,0.0,0.12097542732954025,0.14235930144786835,0.12276189029216766,0.003437934909015894,0.12378981709480286,0.003339474555104971,0.07611352205276489,0.001673853024840355,0.1603781133890152,0.002255287254229188,0.10937792807817459,0.1336391419172287,0.11817698925733566,0.004671171773225069,0.12874001264572144,0.0037288113962858915,0.09212975949048996,0.001525122788734734,0.19962510466575623,0.0,0.12285885959863663,0.14409257471561432,1
H1975,2.0,Dac,0,1,7.0,0.10932844877243042,0.005073021166026592,0.13846905529499054,0.002390120644122362,0.10492434352636337,0.0009838186670094728,0.1882280707359314,0.05099155381321907,0.12983113527297974,0.15106141567230225,0.10707680135965347,0.004039078019559383,0.13137298822402954,0.001763699110597372,0.08891534805297852,0.0003108225646428764,0.11743395030498505,0.05099155381321907,0.10336213558912277,0.11031057685613632,0.10820606350898743,0.006441550794988871,0.1473357379436493,0.0030057572294026613,0.11816142499446869,0.001080947695299983,0.21211184561252594,0.036698564887046814,0.14492911100387573,0.1613473743200302,1
H1975,2.0,Dac,0,1,7.0,0.02379859983921051,0.003810513997450471,0.1569831520318985,0.0042276340536773205,0.12966598570346832,0.0035110425669699907,0.3017433285713196,0.0,0.17475061118602753,0.20357966423034668,0.01007002405822277,0.001875152694992721,0.16064882278442383,0.005724325310438871,0.1117793396115303,0.0031873700208961964,0.22825634479522705,0.0,0.15882599353790283,0.1798880398273468,0.03182243928313255,0.0047637843526899815,0.15596294403076172,0.00398616399616003,0.13056960701942444,0.0033129092771559954,0.3017433285713196,0.0,0.17416037619113922,0.20190542936325073,2
H1975,2.0,Dac,0,1,7.0,0.05779390037059784,0.00904293917119503,0.19442690908908844,0.0038565979339182377,0.13804097473621368,0.0005262100021354854,0.18023790419101715,0.08867639303207397,0.15689849853515625,0.16905371844768524,0.008923846296966076,0.002101500518620014,0.23513735830783844,0.0021818906534463167,0.1494610458612442,0.011113543063402176,0.3200269937515259,0.0,0.23495543003082275,0.25689685344696045,0.08176788687705994,0.010701808147132397,0.1926412433385849,0.003854171372950077,0.13804097473621368,0.0005262100021354854,0.18023790419101715,0.08867639303207397,0.15689849853515625,0.16905371844768524,3
H1975,2.0,Dac,1,1,7.0,0.03575633093714714,0.002677342388778925,0.07444804906845093,0.002693956485018134,0.029149264097213745,0.0008820380899123847,0.12610848248004913,0.0,0.05316832661628723,0.0710047259926796,0.0513872355222702,0.003180135041475296,0.07515163719654083,0.0028648776933550835,0.04093009606003761,0.0008802336524240673,0.14113451540470123,0.0,0.06543876230716705,0.0817410796880722,0.03194955736398697,0.00248089712113142,0.07417602092027664,0.0026276090648025274,0.030764203518629074,0.0008083278662525117,0.12610848248004913,0.0,0.05370534583926201,0.06992071121931076,1
H1975,2.0,Dac,1,1,7.0,0.09740694612264633,0.0014301760820671916,0.09776750206947327,0.0014002193929627538,0.08125389367341995,0.000622291408944875,0.16179370880126953,0.005669245962053537,0.10136249661445618,0.11403804272413254,0.10786540061235428,0.001345830736681819,0.10800415277481079,0.0013325762702152133,0.06742750108242035,0.00012790286564268172,0.09465337544679642,0.04803689569234848,0.0765417143702507,0.0822141021490097,0.09287820756435394,0.0013988263672217727,0.09331947565078735,0.0013642938574776053,0.07564695924520493,0.0007852278067730367,0.17819508910179138,0.0,0.09817691147327423,0.1126411035656929,2
H1975,2.0,Dac,1,1,7.0,0.02808748371899128,0.00492609478533268,0.1762237548828125,0.0048016938380897045,0.15201985836029053,0.00413859449326992,0.33814793825149536,0.012756147421896458,0.20403555035591125,0.23856446146965027,0.0188963133841753,0.0034172870218753815,0.1782599836587906,0.003829103894531727,0.16849984228610992,0.0028724840376526117,0.3208443522453308,0.05228051915764809,0.21305757761001587,0.23665040731430054,0.03072032891213894,0.005327166523784399,0.17586977779865265,0.00496992003172636,0.13983796536922455,0.003529636189341545,0.3348832428455353,0.0,0.18591022491455078,0.2197527289390564,3
