ObjectNumber,Metadata_site,Metadata_concentration,Metadata_hour,Metadata_treatment,Predicted_Probability,Is_Test,S
1,0,6.06,2,gef,0.9562243460822148,True,0.8719175862777143
2,0,6.06,2,gef,0.9317268760146998,False,0.8474201162101993
3,0,6.06,2,gef,0.9595260986305544,True,0.8752193388260538
4,0,6.06,2,gef,0.956165203315477,True,0.8718584435109765
5,0,6.06,2,gef,0.9641816363817561,True,0.8798748765772556
6,0,6.06,2,gef,0.9699497292193516,True,0.8856429694148511
7,0,6.06,2,gef,0.9816218211197265,True,0.897315061315226
8,0,6.06,2,gef,0.9253548755194971,True,0.8410481157149966
9,0,6.06,2,gef,0.9768418503444194,False,0.8925350905399189
10,0,6.06,2,gef,0.8570772419750521,True,0.7727704821705516
11,0,6.06,2,gef,0.977371227283413,False,0.8930644674789124
12,0,6.06,2,gef,0.910682713761395,False,0.8263759539568944
13,0,6.06,2,gef,0.9358426843279863,True,0.8515359245234858
14,0,6.06,2,gef,0.9543398905468452,False,0.8700331307423447
15,0,6.06,2,gef,0.9771637390403562,True,0.8928569792358557
16,0,6.06,2,gef,0.9304856015230003,False,0.8461788417184998
17,0,6.06,2,gef,0.9607979579618636,False,0.8764911981573631
18,0,6.06,2,gef,0.9562899418142548,False,0.8719831820097542
19,0,6.06,2,gef,0.9288024674041979,False,0.8444957075996974
20,0,6.06,2,gef,0.945862298072637,False,0.8615555382681365
21,0,6.06,2,gef,0.949449993647548,False,0.8651432338430475
22,0,6.06,2,gef,0.9787474098245699,False,0.8944406500200693
23,0,6.06,2,gef,0.980925264938463,False,0.8966185051339625
24,0,6.06,2,gef,0.9568432479622478,False,0.8725364881577473
25,0,6.06,2,gef,0.9520991581164306,True,0.8677923983119301
26,0,6.06,2,gef,0.9639183304369763,True,0.8796115706324757
27,0,6.06,2,gef,0.9643004833521788,False,0.8799937235476782
28,0,6.06,2,gef,0.9673898527836162,True,0.8830830929791157
29,0,6.06,2,gef,0.9645855193251563,False,0.8802787595206558
30,0,6.06,2,gef,0.9617590275511347,False,0.8774522677466342
31,0,6.06,2,gef,0.85142273793531,False,0.7671159781308095
32,0,6.06,2,gef,0.9560530931088639,False,0.8717463333043634
33,0,6.06,2,gef,0.9424918892176104,False,0.8581851294131099
34,0,6.06,2,gef,0.9365523804298436,True,0.852245620625343
35,0,6.06,2,gef,0.956804456371826,False,0.8724976965673255
1,1,6.06,2,gef,0.9566044333958577,False,0.8722976735913571
2,1,6.06,2,gef,0.803675481649752,False,0.7193687218452515
3,1,6.06,2,gef,0.7714450327414833,False,0.6871382729369828
4,1,6.06,2,gef,0.8689512355078808,True,0.7846444757033803
5,1,6.06,2,gef,0.987530850573247,True,0.9032240907687464
6,1,6.06,2,gef,0.990442973684376,False,0.9061362138798754
7,1,6.06,2,gef,0.9851831512522283,True,0.9008763914477278
8,1,6.06,2,gef,0.984053224668728,True,0.8997464648642275
9,1,6.06,2,gef,0.8700686237228498,False,0.7857618639183492
10,1,6.06,2,gef,0.981715589432234,False,0.8974088296277335
11,1,6.06,2,gef,0.9809101181395775,True,0.896603358335077
12,1,6.06,2,gef,0.8526710992962643,True,0.7683643394917637
13,1,6.06,2,gef,0.9273543874328215,True,0.843047627628321
14,1,6.06,2,gef,0.9258732619489521,False,0.8415665021444516
15,1,6.06,2,gef,0.9799048207679016,False,0.8955980609634011
16,1,6.06,2,gef,0.91609465810822,True,0.8317878983037195
17,1,6.06,2,gef,0.9545008183466731,False,0.8701940585421726
18,1,6.06,2,gef,0.9379448796502791,True,0.8536381198457785
19,1,6.06,2,gef,0.9761893288571715,False,0.8918825690526709
20,1,6.06,2,gef,0.9623269311231606,False,0.8780201713186601
21,1,6.06,2,gef,0.9868266232280416,True,0.9025198634235411
22,1,6.06,2,gef,0.9810026454798464,False,0.8966958856753459
