ObjectNumber,Metadata_site,Metadata_concentration,Metadata_hour,Metadata_treatment,Predicted_Probability,Is_Test,S
1,0,60,6,A1331852,0.3860191763955266,False,0.07109182609479975
2,0,60,6,A1331852,0.4110077839089404,True,0.09608043360821356
3,0,60,6,A1331852,0.3304516843202106,True,0.015524334019483776
4,0,60,6,A1331852,0.33165904403109997,False,0.016731693730373143
5,0,60,6,A1331852,0.34620095381334054,False,0.03127360351261371
6,0,60,6,A1331852,0.34772911251486016,False,0.032801762214133334
1,1,60,6,A1331852,0.3572361149587543,False,0.042308764658027465
2,1,60,6,A1331852,0.3041116843509929,True,-0.010815665949733932
3,1,60,6,A1331852,0.39329661987140396,False,0.07836926957067714
4,1,60,6,A1331852,0.34723364631431125,False,0.032306296013584423
1,2,60,6,A1331852,0.2725790562283765,True,-0.0423482940723503
2,2,60,6,A1331852,0.3507171368048995,False,0.035789786504172694
3,2,60,6,A1331852,0.3606239848987553,False,0.045696634598028474
4,2,60,6,A1331852,0.3517022389413094,False,0.03677488864058259
5,2,60,6,A1331852,0.3468800526831074,True,0.03195270238238057
6,2,60,6,A1331852,0.35480373764090867,False,0.03987638734018184
7,2,60,6,A1331852,0.35032819733818915,False,0.035400847037462324
8,2,60,6,A1331852,0.3564893453569085,False,0.04156199505618169
9,2,60,6,A1331852,0.35831553522114,True,0.043388184920413186
10,2,60,6,A1331852,0.377327550995965,False,0.06240020069523816
11,2,60,6,A1331852,0.3660532184321359,True,0.05112586813140907
1,3,60,6,A1331852,0.3908832344466354,True,0.07595588414590859
2,3,60,6,A1331852,0.3728344485670215,True,0.0579070982662947
3,3,60,6,A1331852,0.36151496748703604,True,0.046587617186309216
4,3,60,6,A1331852,0.3349295985788703,False,0.020002248278143453
5,3,60,6,A1331852,0.3523134686346602,False,0.03738611833393335
1,4,60,6,A1331852,0.3426425127371461,False,0.02771516243641925
2,4,60,6,A1331852,0.35831079457332127,False,0.04338344427259444
3,4,60,6,A1331852,0.3249939453517908,True,0.010066595051063998
4,4,60,6,A1331852,0.3554038439647656,False,0.04047649366403877
5,4,60,6,A1331852,0.3847511433502201,False,0.06982379304949327
1,5,60,6,A1331852,0.361268763093911,False,0.046341412793184156
2,5,60,6,A1331852,0.36314577398369013,False,0.04821842368296331
3,5,60,6,A1331852,0.34454953629712287,False,0.029622185996396044
1,6,60,6,A1331852,0.3601946618800282,False,0.04526731157930136
2,6,60,6,A1331852,0.32860637239673873,True,0.013679022096011906
3,6,60,6,A1331852,0.3210740453472499,False,0.0061466950465230985
4,6,60,6,A1331852,0.34793090516853986,False,0.033003554867813034
5,6,60,6,A1331852,0.3570310398804918,True,0.04210368957976496
6,6,60,6,A1331852,0.32087822361119683,True,0.005950873310470006
7,6,60,6,A1331852,0.3528484894259888,False,0.03792113912526196
8,6,60,6,A1331852,0.3254346094016804,False,0.01050725910095357
1,7,60,6,A1331852,0.37089011660874893,True,0.055962766308022105
2,7,60,6,A1331852,0.4376071440048806,False,0.12267979370415377
3,7,60,6,A1331852,0.38619244022656085,False,0.07126508992583402
4,7,60,6,A1331852,0.3426990016959293,False,0.02777165139520249
5,7,60,6,A1331852,0.3454206204612812,False,0.030493270160554364
6,7,60,6,A1331852,0.34934752616216663,False,0.034420175861439806
7,7,60,6,A1331852,0.3373920885979529,False,0.02246473829722606
1,8,60,6,A1331852,0.3610543301226502,False,0.046126979821923375
2,8,60,6,A1331852,0.30969330304050613,True,-0.005234047260220698
3,8,60,6,A1331852,0.39848885097179215,True,0.08356150067106533
4,8,60,6,A1331852,0.3954079109304323,True,0.08048056062970549
1,9,60,6,A1331852,0.3528271069098179,False,0.03789975660909106
2,9,60,6,A1331852,0.3352396025101353,False,0.020312252209408466
3,9,60,6,A1331852,0.35969978445852446,False,0.044772434157797636
4,9,60,6,A1331852,0.3302389728404931,False,0.015311622539766256
5,9,60,6,A1331852,0.37357418289841543,False,0.0586468325976886
