ObjectNumber,Metadata_cell,Metadata_hour,Metadata_treatment,Metadata_site,Metadata_dish,Metadata_concentration,ObjectNumber,Rc,Region_Ed,Region_pixels_sum,Cell_Ed,Cell_pixels_sum
1,MCF7,2.0,A133,0,1,80.0,1,0.0,,0,,8
1,MCF7,2.0,A133,0,1,80.0,1,0.1,,0,,0
1,MCF7,2.0,A133,0,1,80.0,1,0.2,,0,,0
1,MCF7,2.0,A133,0,1,80.0,1,0.3,,0,,0
1,MCF7,2.0,A133,0,1,80.0,1,0.4,,0,,0
1,MCF7,2.0,A133,0,1,80.0,1,0.5,,0,,0
1,MCF7,2.0,A133,0,1,80.0,1,0.6,,2,0.07858407497406006,17
1,MCF7,2.0,A133,0,1,80.0,1,0.7,0.08840532600879669,13,0.09969364106655121,71
1,MCF7,2.0,A133,0,1,80.0,1,0.8,0.09829865396022797,42,0.09700741618871689,238
1,MCF7,2.0,A133,0,1,80.0,1,0.9,0.09913411736488342,95,0.10623334348201752,446
1,MCF7,2.0,A133,0,1,80.0,1,1.0,0.10545352846384048,156,0.1113571971654892,591
1,MCF7,2.0,A133,0,1,80.0,1,1.1,0.11951172351837158,227,0.12023252993822098,722
1,MCF7,2.0,A133,0,1,80.0,1,1.2,0.12378694117069244,283,0.1270069032907486,795
1,MCF7,2.0,A133,0,1,80.0,1,1.3,0.12552183866500854,319,0.13028740882873535,816
1,MCF7,2.0,A133,0,1,80.0,1,1.4,0.13365419209003448,308,0.1339443027973175,791
1,MCF7,2.0,A133,0,1,80.0,1,1.5,0.14380724728107452,301,0.14405830204486847,746
1,MCF7,2.0,A133,0,1,80.0,1,1.6,0.1387927383184433,310,0.13769835233688354,782
1,MCF7,2.0,A133,0,1,80.0,1,1.7,0.15060903131961823,305,0.15074597299098969,678
1,MCF7,2.0,A133,0,1,80.0,1,1.8,0.15832698345184326,311,0.15254510939121246,745
1,MCF7,2.0,A133,0,1,80.0,1,1.9,0.15784253180027008,310,0.15445806086063385,650
1,MCF7,2.0,A133,0,1,80.0,1,2.0,0.16101598739624023,325,0.15912294387817383,632
1,MCF7,2.0,A133,0,1,80.0,1,2.1,0.17043183743953705,330,0.17059533298015594,600
1,MCF7,2.0,A133,0,1,80.0,1,2.2,0.17276804149150848,316,0.1718531996011734,567
1,MCF7,2.0,A133,0,1,80.0,1,2.3,0.1735049933195114,288,0.17613837122917175,504
1,MCF7,2.0,A133,0,1,80.0,1,2.4,0.18059130012989044,245,0.1864156424999237,433
1,MCF7,2.0,A133,0,1,80.0,1,2.5,0.18285755813121796,227,0.18598103523254395,377
1,MCF7,2.0,A133,0,1,80.0,1,2.6,0.17950546741485596,198,0.18567177653312683,356
1,MCF7,2.0,A133,0,1,80.0,1,2.7,0.18309347331523895,166,0.1883317083120346,273
1,MCF7,2.0,A133,0,1,80.0,1,2.8,0.1873813271522522,122,0.1909710168838501,210
1,MCF7,2.0,A133,0,1,80.0,1,2.9,0.1881539225578308,130,0.19387008249759674,218
1,MCF7,2.0,A133,0,1,80.0,1,3.0,0.18882393836975098,96,0.19816634058952332,148
1,MCF7,2.0,A133,0,1,80.0,1,3.1,0.17097947001457214,79,0.1856294870376587,125
1,MCF7,2.0,A133,0,1,80.0,1,3.2,0.16738905012607574,64,0.19449451565742493,105
1,MCF7,2.0,A133,0,1,80.0,1,3.3,0.17722706496715546,60,0.18946440517902374,93
1,MCF7,2.0,A133,0,1,80.0,1,3.4,0.18943378329277039,39,0.2143540382385254,70
1,MCF7,2.0,A133,0,1,80.0,1,3.5,0.1760340929031372,36,0.19306249916553497,57
1,MCF7,2.0,A133,0,1,80.0,1,3.6,0.16668957471847534,31,0.1850452870130539,44
1,MCF7,2.0,A133,0,1,80.0,1,3.7,0.1509687304496765,20,0.17791979014873505,35
1,MCF7,2.0,A133,0,1,80.0,1,3.8,0.17788805067539215,17,0.19328972697257996,30
1,MCF7,2.0,A133,0,1,80.0,1,3.9,0.13375282287597656,17,0.14863471686840057,29
1,MCF7,2.0,A133,0,1,80.0,1,4.0,0.15204815566539764,12,0.16620752215385437,15
1,MCF7,2.0,A133,0,1,80.0,1,4.1,0.15460902452468872,12,0.1716250628232956,19
1,MCF7,2.0,A133,0,1,80.0,1,4.2,0.16579212248325348,6,0.18285717070102692,11
1,MCF7,2.0,A133,0,1,80.0,1,4.3,,2,,3
1,MCF7,2.0,A133,0,1,80.0,1,4.4,0.10711123794317245,5,0.18620073795318604,12
1,MCF7,2.0,A133,0,1,80.0,1,4.5,,1,,6
1,MCF7,2.0,A133,0,1,80.0,1,4.6,,2,,4
1,MCF7,2.0,A133,0,1,80.0,1,4.7,0.06001697853207588,5,,7
1,MCF7,2.0,A133,0,1,80.0,1,4.8,,3,,5
1,MCF7,2.0,A133,0,1,80.0,1,4.9,,0,,1
1,MCF7,2.0,A133,0,1,80.0,1,5.0,,2,,3
1,MCF7,2.0,A133,0,1,80.0,1,5.1,,0,,0
1,MCF7,2.0,A133,0,1,80.0,1,5.2,,0,,2
1,MCF7,2.0,A133,0,1,80.0,1,5.3,,3,,5
1,MCF7,2.0,A133,0,1,80.0,1,5.4,,1,,1
1,MCF7,2.0,A133,0,1,80.0,1,5.5,,0,,0
1,MCF7,2.0,A133,0,1,80.0,1,5.6,,2,,4
1,MCF7,2.0,A133,0,1,80.0,1,5.7,,0,,1
1,MCF7,2.0,A133,0,1,80.0,1,5.8,,0,,0
1,MCF7,2.0,A133,0,1,80.0,1,5.9,,1,,1
1,MCF7,2.0,A133,0,1,80.0,1,6.0,,0,,0
1,MCF7,2.0,A133,0,1,80.0,1,6.1,,0,,0
1,MCF7,2.0,A133,0,1,80.0,1,6.2,,1,,1
1,MCF7,2.0,A133,0,1,80.0,1,6.3,,0,,0
1,MCF7,2.0,A133,0,1,80.0,1,6.4,,0,,0
1,MCF7,2.0,A133,0,1,80.0,1,6.5,,0,,0
1,MCF7,2.0,A133,0,1,80.0,1,6.6,,0,,0
1,MCF7,2.0,A133,0,1,80.0,1,6.7,,0,,1
2,MCF7,2.0,A133,0,1,80.0,2,0.3,0.08395088464021683,15,0.08307842165231705,1906
2,MCF7,2.0,A133,0,1,80.0,2,0.4,0.08184710144996643,4927,0.08484379202127457,16541
2,MCF7,2.0,A133,0,1,80.0,2,0.5,0.08543555438518524,6895,0.0864962786436081,8684
2,MCF7,2.0,A133,0,1,80.0,2,0.6,0.09108448773622513,28,0.09528696537017822,69
2,MCF7,2.0,A133,0,1,80.0,2,0.7,,0,,0
3,MCF7,2.0,A133,0,1,80.0,3,0.3,,0,,6
3,MCF7,2.0,A133,0,1,80.0,3,0.4,,3,0.08552852272987366,1085
3,MCF7,2.0,A133,0,1,80.0,3,0.5,0.09379379451274872,579,0.09766797721385956,6034
3,MCF7,2.0,A133,0,1,80.0,3,0.6,0.10803715884685516,3527,0.11421889811754227,6678
3,MCF7,2.0,A133,0,1,80.0,3,0.7,0.11955935508012772,2494,0.12205037474632263,3119
3,MCF7,2.0,A133,0,1,80.0,3,0.8,0.12237296998500824,174,0.12487664818763733,211
3,MCF7,2.0,A133,0,1,80.0,3,0.9,,2,,3
4,MCF7,2.0,A133,0,1,80.0,4,0.4,,0,0.07416835427284241,27
4,MCF7,2.0,A133,0,1,80.0,4,0.5,0.08500591665506363,6,0.09170602262020111,839
4,MCF7,2.0,A133,0,1,80.0,4,0.6,0.082536980509758,619,0.08731559664011002,3093
4,MCF7,2.0,A133,0,1,80.0,4,0.7,0.08817782998085022,4265,0.09006881713867188,7500
4,MCF7,2.0,A133,0,1,80.0,4,0.8,0.09489239007234573,1526,0.09720055013895035,2173
4,MCF7,2.0,A133,0,1,80.0,4,0.9,0.09744963049888611,76,0.10202847421169281,112
4,MCF7,2.0,A133,0,1,80.0,4,1.0,,0,,0
1,MCF7,2.0,A133,1,1,80.0,1,0.3,,1,0.062396928668022156,12
1,MCF7,2.0,A133,1,1,80.0,1,0.4,0.06666290760040283,205,0.0630471408367157,474
1,MCF7,2.0,A133,1,1,80.0,1,0.5,0.06440989673137665,1335,0.06543155014514923,5213
1,MCF7,2.0,A133,1,1,80.0,1,0.6,0.07209618389606476,2279,0.076358862221241,9238
1,MCF7,2.0,A133,1,1,80.0,1,0.7,0.0855996161699295,2102,0.09151402115821838,4757
1,MCF7,2.0,A133,1,1,80.0,1,0.8,0.09295463562011719,2051,0.09423432499170303,2723
1,MCF7,2.0,A133,1,1,80.0,1,0.9,0.09895515441894531,478,0.09627270698547363,771
1,MCF7,2.0,A133,1,1,80.0,1,1.0,0.10380405932664871,38,0.09426338970661163,114
1,MCF7,2.0,A133,1,1,80.0,1,1.1,,1,,8
1,MCF7,2.0,A133,1,1,80.0,1,1.2,,0,,2
2,MCF7,2.0,A133,1,1,80.0,2,0.2,0.06539300084114075,251,0.0710369423031807,1335
2,MCF7,2.0,A133,1,1,80.0,2,0.3,0.07308369129896164,5208,0.07501520216464996,9044
2,MCF7,2.0,A133,1,1,80.0,2,0.4,0.08055447041988373,2520,0.0807342454791069,3042
2,MCF7,2.0,A133,1,1,80.0,2,0.5,0.08986899256706238,72,0.09321588277816772,83
2,MCF7,2.0,A133,1,1,80.0,2,0.6,,0,,0
1,MCF7,2.0,A133,10,1,80.0,1,0.0,,0,0.0,788
1,MCF7,2.0,A133,10,1,80.0,1,0.1,,1,0.0669187381863594,74
1,MCF7,2.0,A133,10,1,80.0,1,0.2,0.06339439004659653,796,0.07171954959630966,4274
1,MCF7,2.0,A133,10,1,80.0,1,0.3,0.07150941342115402,7871,0.07768483459949493,18067
1,MCF7,2.0,A133,10,1,80.0,1,0.4,0.08080929517745972,3122,0.08942632377147675,8145
1,MCF7,2.0,A133,10,1,80.0,1,0.5,0.08700767904520035,110,0.11121007800102234,980
1,MCF7,2.0,A133,10,1,80.0,1,0.6,,1,0.14348644018173218,144
1,MCF7,2.0,A133,10,1,80.0,1,0.7,,1,0.16307102143764496,20
1,MCF7,2.0,A133,10,1,80.0,1,0.8,,0,,4
1,MCF7,2.0,A133,10,1,80.0,1,0.9,,0,,0
2,MCF7,2.0,A133,10,1,80.0,2,0.2,,0,0.07388252019882202,18
2,MCF7,2.0,A133,10,1,80.0,2,0.3,0.07902688533067703,99,0.08330655097961426,926
2,MCF7,2.0,A133,10,1,80.0,2,0.4,0.0917913094162941,1252,0.09619545191526413,4401
2,MCF7,2.0,A133,10,1,80.0,2,0.5,0.10377661883831024,1394,0.10956632345914841,3536
2,MCF7,2.0,A133,10,1,80.0,2,0.6,0.11475636065006256,217,0.12386886775493622,715
2,MCF7,2.0,A133,10,1,80.0,2,0.7,0.13255168497562408,11,0.13328737020492554,77
2,MCF7,2.0,A133,10,1,80.0,2,0.8,,0,,5
2,MCF7,2.0,A133,10,1,80.0,2,0.9,,0,,1
2,MCF7,2.0,A133,10,1,80.0,2,1.0,,0,,1
3,MCF7,2.0,A133,10,1,80.0,3,0.0,,0,0.0,121
3,MCF7,2.0,A133,10,1,80.0,3,0.1,,0,,0
3,MCF7,2.0,A133,10,1,80.0,3,0.2,,0,,0
3,MCF7,2.0,A133,10,1,80.0,3,0.3,,0,,1
3,MCF7,2.0,A133,10,1,80.0,3,0.4,,0,,9
3,MCF7,2.0,A133,10,1,80.0,3,0.5,,0,0.08687572181224823,81
3,MCF7,2.0,A133,10,1,80.0,3,0.6,,1,0.10257192701101303,328
3,MCF7,2.0,A133,10,1,80.0,3,0.7,0.0855129063129425,22,0.10239559412002563,753
3,MCF7,2.0,A133,10,1,80.0,3,0.8,0.09356285631656647,206,0.10719100385904312,1394
3,MCF7,2.0,A133,10,1,80.0,3,0.9,0.10441114008426666,612,0.1148565411567688,1988
3,MCF7,2.0,A133,10,1,80.0,3,1.0,0.11115482449531555,1139,0.1173546314239502,2526
3,MCF7,2.0,A133,10,1,80.0,3,1.1,0.11668508499860764,1490,0.12187861651182175,2675
3,MCF7,2.0,A133,10,1,80.0,3,1.2,0.12392936646938324,1565,0.12841510772705078,2515
3,MCF7,2.0,A133,10,1,80.0,3,1.3,0.12878304719924927,1320,0.13283686339855194,2085
3,MCF7,2.0,A133,10,1,80.0,3,1.4,0.13365985453128815,1017,0.13473503291606903,1575
3,MCF7,2.0,A133,10,1,80.0,3,1.5,0.1371132731437683,801,0.1361355483531952,1205
3,MCF7,2.0,A133,10,1,80.0,3,1.6,0.1369999796152115,515,0.1348765790462494,810
3,MCF7,2.0,A133,10,1,80.0,3,1.7,0.13862639665603638,320,0.1334145963191986,567
3,MCF7,2.0,A133,10,1,80.0,3,1.8,0.14006568491458893,209,0.13376833498477936,396
3,MCF7,2.0,A133,10,1,80.0,3,1.9,0.13937072455883026,104,0.13228310644626617,249
3,MCF7,2.0,A133,10,1,80.0,3,2.0,0.13493794202804565,59,0.12992167472839355,151
3,MCF7,2.0,A133,10,1,80.0,3,2.1,0.1291336715221405,30,0.13336215913295746,96
3,MCF7,2.0,A133,10,1,80.0,3,2.2,0.1516355574131012,18,0.14320118725299835,60
3,MCF7,2.0,A133,10,1,80.0,3,2.3,0.15320764482021332,5,0.14975567162036896,46
3,MCF7,2.0,A133,10,1,80.0,3,2.4,0.15312881767749786,7,0.1671590954065323,22
3,MCF7,2.0,A133,10,1,80.0,3,2.5,0.17817197740077972,5,0.16692543029785156,18
3,MCF7,2.0,A133,10,1,80.0,3,2.6,,3,0.12644271552562714,15
3,MCF7,2.0,A133,10,1,80.0,3,2.7,,2,,7
3,MCF7,2.0,A133,10,1,80.0,3,2.8,,2,,3
3,MCF7,2.0,A133,10,1,80.0,3,2.9,,1,,1
3,MCF7,2.0,A133,10,1,80.0,3,3.0,0.10663260519504547,5,,6
3,MCF7,2.0,A133,10,1,80.0,3,3.1,,0,,2
3,MCF7,2.0,A133,10,1,80.0,3,3.2,,1,,1
3,MCF7,2.0,A133,10,1,80.0,3,3.3,,1,,1
3,MCF7,2.0,A133,10,1,80.0,3,3.4,,0,,1
3,MCF7,2.0,A133,10,1,80.0,3,3.5,,0,,0
3,MCF7,2.0,A133,10,1,80.0,3,3.6,,0,,0
3,MCF7,2.0,A133,10,1,80.0,3,3.7,,0,,1
3,MCF7,2.0,A133,10,1,80.0,3,3.8,,0,,0
3,MCF7,2.0,A133,10,1,80.0,3,3.9,,1,,1
3,MCF7,2.0,A133,10,1,80.0,3,4.0,,1,,1
3,MCF7,2.0,A133,10,1,80.0,3,4.1,,0,,0
3,MCF7,2.0,A133,10,1,80.0,3,4.2,,0,,0
3,MCF7,2.0,A133,10,1,80.0,3,4.3,,1,,1
3,MCF7,2.0,A133,10,1,80.0,3,4.4,,0,,0
4,MCF7,2.0,A133,10,1,80.0,4,0.3,,0,,3
4,MCF7,2.0,A133,10,1,80.0,4,0.4,,4,0.09179345518350601,107
4,MCF7,2.0,A133,10,1,80.0,4,0.5,0.09271659702062607,373,0.10025174170732498,1216
4,MCF7,2.0,A133,10,1,80.0,4,0.6,0.1058138981461525,1553,0.11266697198152542,3321
4,MCF7,2.0,A133,10,1,80.0,4,0.7,0.12010836601257324,1166,0.12654058635234833,2428
4,MCF7,2.0,A133,10,1,80.0,4,0.8,0.1337791383266449,279,0.14344783127307892,729
4,MCF7,2.0,A133,10,1,80.0,4,0.9,0.136582612991333,53,0.16110707819461823,177
4,MCF7,2.0,A133,10,1,80.0,4,1.0,0.18990691006183624,5,0.16616933047771454,28
4,MCF7,2.0,A133,10,1,80.0,4,1.1,,2,,5
4,MCF7,2.0,A133,10,1,80.0,4,1.2,,0,,1
4,MCF7,2.0,A133,10,1,80.0,4,1.3,,0,,1
5,MCF7,2.0,A133,10,1,80.0,5,0.0,,0,,4
5,MCF7,2.0,A133,10,1,80.0,5,0.1,,0,,0
5,MCF7,2.0,A133,10,1,80.0,5,0.2,0.03241441398859024,5,0.05234112963080406,120
