Metadata_cell,Metadata_hour,Metadata_treatment,Metadata_site,Metadata_dish,Metadata_concentration,ObjectNumber,Ed_mean_value,Ed_variance,Ed_not_zero_mean_value,Ed_not_zero_variance,Ed_region_mean,Ed_region_variance,Ed_region_max_value,Ed_region_min_value,Ed_region_top_50_value,Ed_region_top_25_value,Ed_not_region_mean_value,Ed_not_region_variance,Ed_not_region_max_value,Ed_not_region_min_value,Ed_not_region_top_50_value,Ed_not_region_top_25_value,Fp_region_ratio_mean,Fp_non_region_ratio_mean,Fp_cell_ratio_mean,Fp_region_pixels,Fp_non_region_pixels,Fp_cell_pixels,Fp_cell_MCC,Fp_region_PCC,Fp_cell_PCC,Fp_region_MOC,Fp_cell_MOC,Rc_cell_mean,Rc_cell_max,Rc_cell_min,Rc_cell_var,Rc_region_mean,Rc_region_max,Rc_region_min,Rc_region_var,Rc_non_region_mean,Rc_non_region_max,Rc_non_region_min,Rc_non_region_var
MCF7,4,A133,1,1,80,3,0.0918896347284317,0.0009196696919389069,0.09219478815793991,0.0008945908630266786,0.09708666056394577,0.0004480613861232996,0.19759175181388855,0.029658976942300797,0.11385075002908707,0.12405508756637573,0.08916039764881134,0.0011457046493887901,0.2624298334121704,0,0.11521013,0.13273129,0.6883248,0.56171906,0.6053155,6242,11885,18127,0.84971684,0.83487415,0.9446416,0.9837118,0.9774879,0.73128533,1.5572249,0.4040495,0.013676306,0.8250165,1.5572249,0.5349695,0.014476205,0.68206185,1.0003885,0.4040495,0.006219514
MCF7,4,A133,10,1,80,1,0.07833556830883026,0.0010863194474950433,0.07910802215337753,0.0010359241859987378,0.09325014054775238,0.0008959908154793084,0.23724038898944855,0,0.11688271164894104,0.13278138637542725,0.07061692327260971,0.001010121195577085,0.25076839327812195,0,0.0952984,0.11165366,0.37337556,0.27086702,0.3279976,16095,12784,28879,0.31880236,0.2767895,0.6581153,0.8791735,0.8800146,0.6116306,2.395288,0.24633427,0.054296844,0.67218584,2.395288,0.2934785,0.08068441,0.5353978,1.49509,0.24633427,0.010649877
MCF7,4,A133,10,1,80,2,0.07237693667411804,0.0008176296250894666,0.07316099852323532,0.0007691242499276996,0.08836917579174042,0.00038909385330043733,0.1803164929151535,0.01683446764945984,0.1039971336722374,0.1135031059384346,0.06751688569784164,0.0008465187856927514,0.3318619728088379,0,0.089939296,0.104408555,0.50805545,0.34936014,0.41766256,13855,18336,32191,0.5136856,0.6240321,0.8612525,0.94342405,0.9384184,0.5204475,1.5174228,0.22241199,0.020980611,0.58903927,1.5174228,0.31195354,0.0327107,0.46862122,1.0109091,0.22241199,0.00587682
MCF7,4,A133,10,1,80,3,0.12333215773105621,0.0005978410481475294,0.12333215773105621,0.0005978410481475294,0.13371595740318298,0.0002562426379881799,0.21358118951320648,0.07181912660598755,0.1454923003911972,0.15318997204303741,0.11879761517047882,0.0006793668726459146,0.21985791623592377,0.04094638302922249,0.14038984,0.15383206,0.7026669,0.55776364,0.6104037,7271,12744,20015,0.88521314,0.89843875,0.9748006,0.98912984,0.9864328,0.51282984,1.193419,0.34011444,0.006454305,0.5771282,1.193419,0.39559853,0.00676052,0.4761478,0.69478357,0.34011444,0.002575445
MCF7,4,A133,10,1,80,4,0.1008831188082695,0.0004374857235234231,0.1008831188082695,0.0004374857235234231,0.1098657175898552,0.0002591605007182807,0.1796484738588333,0.05277343466877937,0.12245425581932068,0.1306280642747879,0.0984594002366066,0.00045795628102496266,0.2023693323135376,0.014793944545090199,0.114978895,0.12594742,0.86595833,0.59983015,0.69493407,6192,11135,17327,0.80698305,0.57252467,0.89907765,0.96589506,0.9599517,0.46375805,1.0545818,0.2660678,0.010714956,0.53711575,1.0495025,0.28033987,0.014286147,0.42296863,1.0545818,0.2660678,0.004073259
MCF7,4,A133,10,1,80,5,0.08791297674179077,0.0017309612594544888,0.09063991159200668,0.001537483767606318,0.08943863958120346,0.0006592170102521777,0.18855014443397522,0,0.10970579832792282,0.121880441904068,0.086478091776371,0.0027346776332706213,0.3296121656894684,0,0.12827598,0.15512776,1.0181115,0.9034697,0.95903623,7491,7964,15455,0.95958525,0.8493266,0.97351474,0.99469227,0.9926001,0.78945744,1.6950363,0,0.012487362,0.78074825,1.0840884,0.5733159,0.00430812,0.7976484,1.6950363,0,0.020041429
MCF7,4,A133,10,1,80,6,0.10171423107385635,0.0007418302120640874,0.10172094404697418,0.0007411962142214179,0.10441724956035614,0.0003526790242176503,0.17749547958374023,0.030851466581225395,0.11935538053512573,0.12853269279003143,0.0999244824051857,0.0009914588881656528,0.23281320929527283,0,0.12501216,0.14146827,0.93495977,0.8088295,0.8702005,7372,7779,15151,0.93772894,0.68291235,0.9259271,0.9884628,0.98250496,0.5315721,1.0438292,0.24235694,0.008278714,0.562803,0.8919896,0.3306249,0.004798323,0.5019792,1.0438292,0.24235694,0.009776628
MCF7,4,A133,10,1,80,7,0.08361180871725082,0.0008287985110655427,0.08381790667772293,0.0008135670213960111,0.09677890688180923,0.000443400873336941,0.1286281943321228,0.04934080317616463,0.1146576926112175,0.12227600067853928,0.08359145373106003,0.000829125929158181,0.220844104886055,0,0.10595687,0.12072354,0.99134874,1.1240959,1.056056,8963,8524,17487,0.8977062,0.5895727,0.8771421,0.9862629,0.9820596,0.42492387,0.774897,0.21332161,0.003559669,0.408003,0.65140444,0.26209465,0.002360774,0.44271407,0.774897,0.21332161,0.004202644
MCF7,4,A133,10,1,80,8,0.09312652051448822,0.0008856371860019863,0.09333377331495285,0.00086826435290277,0.10047879815101624,0.0004312936507631093,0.20056189596652985,0.010815120302140713,0.11696406453847885,0.12673020362854004,0.09072975069284439,0.0010103819658979774,0.2772459387779236,0,0.11528096,0.13153706,0.7958654,0.62744206,0.66917294,19861,60297,80158,0.9030997,0.8588581,0.9521797,0.9895977,0.9769544,0.66619605,1.5312641,0.34630305,0.01570308,0.78175443,1.5265392,0.41755,0.010716767,0.6281341,1.5312641,0.34630305,0.011498339
MCF7,4,A133,10,1,80,9,0.07992251962423325,0.001039033057168126,0.08020681142807007,0.0010199272073805332,,,,,,,0.07992251962423325,0.001039033057168126,0.23159736394882202,0,0.10541268,0.12207173,0.9954769,1.1949373,1.1355919,2518,5945,8463,0.8619949,0.6272313,0.8116246,0.9838826,0.9718263,0.25406796,0.49677143,0.11775146,0.001713539,0.24243121,0.36790493,0.14299409,0.000961352,0.25899583,0.49677143,0.11775146,0.001950445
MCF7,4,A133,11,1,80,1,0.14225569367408752,0.0018099426524713635,0.14233793318271637,0.001799282617866993,0.14557825028896332,0.0012444512685760856,0.2998223900794983,0.020403049886226654,0.17329160869121552,0.19142016768455505,0.1401338130235672,0.00215953029692173,0.33458805084228516,0,0.17686534,0.20073715,0.69764584,0.6455648,0.6657642,4027,6356,10383,0.77274764,0.42693955,0.80674636,0.9672299,0.96215487,0.9903602,2.3070135,0.59272426,0.029335072,0.9820215,1.9611572,0.62273735,0.029822845,0.99564266,2.3070135,0.59272426,0.02895413
MCF7,4,A133,11,1,80,2,0.07210469990968704,0.0010859713656827807,0.07323453575372696,0.0010202450212091208,0.0787220150232315,0.0007146651041693985,0.1899837702512741,0,0.10004386305809021,0.1129722073674202,0.07032595574855804,0.0011708453530445695,0.2681654691696167,0,0.097360596,0.11477034,0.7005869,0.58121383,0.6339068,7267,9196,16463,0.7701098,0.46216846,0.8107686,0.96997124,0.96116644,0.49172714,1.1536708,0,0.008775592,0.5090952,1.0920382,0.2353673,0.00854241,0.47800377,1.1536708,0,0.008533159
MCF7,4,A133,11,1,80,3,0.09784194082021713,0.0008440210367552936,0.09784194082021713,0.0008440210367552936,,,,,,,0.09784194082021713,0.0008440210367552936,0.22774635255336761,0.004832668695598841,0.12044928,0.13496527,0.92416257,0.8264859,0.86985296,4411,5524,9935,0.949969,0.8826004,0.9723557,0.9932372,0.99043494,0.37131685,0.6393653,0.22060907,0.002558301,0.37596777,0.542629,0.2459571,0.001497164,0.36760372,0.6393653,0.22060907,0.003374425
MCF7,4,A133,11,1,80,4,0.11507456004619598,0.0010056132450699806,0.1150914654135704,0.0010038154432550073,0.11561240255832672,0.0005781460786238313,0.20519357919692993,0.03964502364397049,0.13493004441261292,0.14672021567821503,0.11469181627035141,0.0013094585156068206,0.2680603563785553,0,0.1437677,0.16224714,0.7830188,0.7123739,0.7418616,5683,7932,13615,0.9140259,0.72954893,0.93779254,0.98564374,0.98137695,0.68737733,1.1744757,0.39751485,0.009074427,0.70069706,1.0235668,0.4455399,0.007420593,0.67783535,1.1744757,0.39751485,0.010041047
MCF7,4,A133,11,1,80,5,0.10613800585269928,0.0008312484715133905,0.10615856945514679,0.0008292266284115613,0.10999941825866699,0.00040958382305689156,0.1965268850326538,0.03071471117436886,0.12600664794445038,0.13531865179538727,0.10374359786510468,0.0010777369607239962,0.23575744032859802,0,0.12985787,0.14614889,0.7697514,0.623236,0.67931813,5928,9559,15487,0.74534553,0.8299715,0.9428491,0.97508615,0.97114396,0.83323735,1.9131684,0.44318202,0.028215937,0.9058187,1.9131684,0.50917774,0.03832197,0.78823084,1.4472469,0.44318202,0.016657129
MCF7,4,A133,11,1,80,6,0.08065380156040192,0.0011284210486337543,0.08169324696063995,0.0010580484522506595,0.08485396206378937,0.0006182495271787047,0.18091319501399994,0,0.10437636077404022,0.11605464667081833,0.07689928263425827,0.0015545975184068084,0.33365118503570557,0,0.107776575,0.12836692,0.48468673,0.3052235,0.39746034,11027,10428,21455,0.678105,0.6381507,0.8616672,0.9458131,0.9386673,0.7469569,1.9001899,0.37307474,0.04196518,0.8265487,1.9001899,0.3759998,0.054959908,0.6628012,1.4929138,0.37307474,0.014445048
MCF7,4,A133,11,1,80,7,0.10021309554576874,0.0007682994473725557,0.10023632645606995,0.0007661488489247859,0.09850340336561203,0.00044424337102100253,0.17900322377681732,0.02635786682367325,0.11529669165611267,0.12534046173095703,0.10079101473093033,0.000876514648552984,0.23527060449123383,0,0.12415703,0.13893048,0.9036572,0.8319256,0.8500705,3274,9669,12943,0.8514751,0.85806644,0.94143176,0.9900946,0.983806,0.6555458,0.96765983,0.40047762,0.005247453,0.6674381,0.929174,0.43332237,0.004048878,0.6515194,0.96765983,0.40047762,0.005589163
MCF7,4,A133,11,1,80,8,0.10601405054330826,0.0010504552628844976,0.10604890435934067,0.0010471038985997438,0.1179691031575203,0.0004241409187670797,0.2048751264810562,0.035721857100725174,0.13446685671806335,0.14394448697566986,0.09982651472091675,0.0012623562943190336,0.273215115070343,0,0.12797236,0.1461818,0.94633675,0.8629839,0.9036367,10386,10909,21295,0.7603846,0.042840973,0.74155605,0.9149308,0.91285765,0.6917443,1.6904793,0.31901655,0.05528178,0.725802,1.6904793,0.31901655,0.06555143,0.6593224,1.6667749,0.3311362,0.043349966
MCF7,4,A133,11,1,80,9,0.09845312684774399,0.0009099764283746481,0.09850822389125824,0.0009050577646121383,0.09688619524240494,0.0006030165241099894,0.22350695729255676,0.014841980300843716,0.11609197407960892,0.1285378485918045,0.09968390315771103,0.0011476414510980248,0.285065233707428,0,0.12642084,0.1436627,0.4883647,0.44069222,0.4622057,12101,14714,26815,0.6834636,0.7227788,0.89733136,0.96753913,0.9683367,0.6641655,1.8799311,0.30069697,0.01540203,0.6985138,1.8799311,0.41847888,0.02392629,0.635919,1.0725968,0.30069697,0.006623945
MCF7,4,A133,11,1,80,10,0.09335380792617798,0.001338177127763629,0.09386283159255981,0.0012976949801668525,0.09999433159828186,0.0008578673005104065,0.23510141670703888,0,0.12314172089099884,0.13784104585647583,0.08988906443119049,0.0015537692233920097,0.3673980236053467,0,0.12071153,0.14096607,0.5501039,0.38757753,0.44768324,13774,23471,37245,0.6143496,0.7784595,0.88695794,0.95488286,0.9447864,0.6347961,1.971403,0,0.033578213,0.76299024,1.971403,0.35870975,0.04563363,0.55957466,1.8588727,0,0.01120317
MCF7,4,A133,11,1,80,11,0.09173065423965454,0.0008241049945354462,0.09176676720380783,0.0008211160893552005,,,,,,,0.09173065423965454,0.0008241049945354462,0.265327125787735,0,0.113951616,0.1287723,1.0502862,1.1963866,1.1355189,7412,10379,17791,0.92452675,0.70208514,0.9179561,0.9891956,0.9830553,0.3404642,0.7191643,0.15928936,0.002255658,0.3223944,0.4444045,0.20697704,0.001074617,0.35336724,0.7191643,0.15928936,0.002699355
MCF7,4,A133,11,1,80,12,0.11512956023216248,0.0014369984855875373,0.11522188037633896,0.0014275128487497568,0.1094144880771637,0.0007514274911954999,0.20120547711849213,0.0019024026114493608,0.13118493556976318,0.1443859487771988,0.11925379186868668,0.0018911563092842698,0.3336963355541229,0,0.15356405,0.17553213,0.9695718,0.89570844,0.9281646,4935,6296,11231,0.8685749,0.6089846,0.88119674,0.98207545,0.97670054,0.7192971,1.428444,0.27799603,0.010708278,0.7201775,1.0804762,0.27799603,0.009485168,0.7186072,1.428444,0.38440758,0.011665752
MCF7,4,A133,11,1,80,13,0.07708332687616348,0.001212064060382545,0.07859449833631516,0.0011170563520863652,0.09800971299409866,0.0009852489456534386,0.1739584058523178,0.037906110286712646,0.12403849512338638,0.14207522571086884,0.07698294520378113,0.0012110413517802954,0.25902923941612244,0,0.10399367,0.12146188,0.7985622,0.7107401,0.7332158,5843,16988,22831,0.9585702,0.92835593,0.9712603,0.9935113,0.98583454,0.36376557,0.7155984,0.079668604,0.005450704,0.40900797,0.6582656,0.28887585,0.001801069,0.34820542,0.7155984,0.079668604,0.005759821
MCF7,4,A133,11,1,80,14,0.07391837239265442,0.0016399980522692204,0.07648448646068573,0.0015006635803729296,0.10172800719738007,0.0001569612795719877,0.13479046523571014,0.08180199563503265,0.11056017875671387,0.11917722225189209,0.07389350235462189,0.001640631933696568,0.3642345070838928,0,0.10526963,0.1265656,0.906736,0.8287812,0.84805477,5534,16849,22383,0.9655665,0.9149681,0.980832,0.99540955,0.9911943,0.38937175,0.82826465,0,0.005685439,0.43178788,0.5883876,0.27660075,0.001335617,0.37544116,0.82826465,0,0.006329096
MCF7,4,A133,12,1,80,1,0.1016305685043335,0.0010980445658788085,0.10173681378364563,0.0010883831419050694,0.11383386701345444,0.0009217468905262649,0.2298530489206314,0.004159575328230858,0.13782736659049988,0.1525348722934723,0.09562943875789642,0.0010754939867183566,0.2755573093891144,0,0.12130035,0.13779597,0.61363006,0.38501906,0.4607697,8249,16646,24895,0.72016716,0.5807591,0.874326,0.9476892,0.93400276,0.77585506,2.1619587,0.358895,0.056013588,0.98450524,2.1619587,0.43675277,0.075854,0.67246383,1.6960174,0.358895,0.013919811
MCF7,4,A133,12,1,80,2,0.08428775519132614,0.0004760952142532915,0.08431880921125412,0.0004736515984404832,0.08788302540779114,0.00025787201593630016,0.14733916521072388,0.03042343258857727,0.10067041963338852,0.10841713845729828,0.08152612298727036,0.0006261630915105343,0.2221982181072235,0,0.101127364,0.113695964,1.0180488,0.927819,0.982756,14875,9556,24431,0.8407686,0.81067926,0.9470263,0.9896903,0.98823744,0.5260224,0.7968241,0.31583717,0.003974538,0.5419663,0.77275586,0.33042032,0.00380947,0.50120646,0.7968241,0.31583717,0.003219963
MCF7,4,A133,12,1,80,3,0.10241127014160156,0.0008250394021160901,0.10246052592992783,0.0008203890174627304,0.11358912289142609,0.0004670123744290322,0.20406197011470795,0.04407548904418945,0.130703404545784,0.14092424511909485,0.09756694734096527,0.0009025862673297524,0.2517404854297638,0,0.12101088,0.13620228,0.7127113,0.5018206,0.56788516,5864,12855,18719,0.7790948,0.8533478,0.9309616,0.97867185,0.96286047,0.5730284,1.3933778,0.28751534,0.0183804,0.6919235,1.3933778,0.36527553,0.015954513,0.5187968,1.2603829,0.28751534,0.010097984
MCF7,4,A133,12,1,80,4,0.1134762391448021,0.0010013310238718987,0.11359589546918869,0.0009887941414490342,,,,,,,0.1134762391448021,0.0010013310238718987,0.2703563868999481,0,0.13821733,0.15224785,0.927849,0.922391,0.92403084,6845,15938,22783,0.94425535,0.88268846,0.9755229,0.9934063,0.99095947,0.31837547,0.5999917,0.11690764,0.002659974,0.33256942,0.50812525,0.20623094,0.001261863,0.31227985,0.5999917,0.11690764,0.003136716
MCF7,4,A133,12,1,80,5,0.09722225368022919,0.0005170262884348631,0.09722225368022919,0.0005170262884348631,0.09696279466152191,0.00024093419779092073,0.15223567187786102,0.025610044598579407,0.1089937686920166,0.11612112820148468,0.09740321338176727,0.0007095091859810054,0.24288712441921234,0.00532148964703083,0.11842209,0.13154773,1.1272243,1.245951,1.1772546,15608,11367,26975,0.982192,0.87964284,0.95545965,0.98961556,0.98874664,0.55210525,0.8631863,0.36609763,0.0039427,0.54274803,0.746294,0.3790973,0.003677444,0.5649525,0.8631863,0.36609763,0.004021626
MCF7,4,A133,12,1,80,6,0.16485349833965302,0.0009442107402719557,0.16485349833965302,0.0009442107402719557,0.1734897345304489,0.0005781358922831714,0.2794320583343506,0.07673017680644989,0.19215074181556702,0.20431281626224518,0.16023413836956024,0.0010787855135276914,0.3004775643348694,0.05560622364282608,0.18624204,0.20355289,0.9789515,1.0129657,0.9984154,5194,6948,12142,0.93481165,0.87421596,0.9643693,0.9930891,0.990854,0.5309457,0.80642086,0.33742034,0.002599308,0.5404633,0.7340223,0.3957964,0.001920727,0.52383286,0.80642086,0.33742034,0.002988147
MCF7,4,A133,12,1,80,7,0.08838056772947311,0.0015531483804807067,0.08939772844314575,0.0014800914796069264,0.08934818208217621,0.0006044114124961197,0.17055749893188477,0,0.10881836712360382,0.12020523101091385,0.08771779388189316,0.00220190966501832,0.42770934104919434,0,0.123783834,0.14914699,0.9272005,0.77868235,0.8399789,7871,11200,19071,0.91803557,0.7991159,0.9575146,0.9922906,0.98774487,0.62130785,1.3454856,0.3167026,0.006933781,0.63256985,0.9395615,0.44082722,0.004111896,0.61339396,1.3454856,0.3167026,0.008764979
MCF7,4,A133,13,1,80,1,0.15175209939479828,0.0015609337715432048,0.15176044404506683,0.0015597556484863162,0.16933967173099518,0.0006890538497827947,0.25423091650009155,0.046962738037109375,0.18981234729290009,0.2016640305519104,0.1443072110414505,0.0017436405178159475,0.3149438500404358,0,0.17778257,0.19921002,0.9404648,0.6430206,0.731521,5422,12801,18223,0.96920544,0.7483578,0.9425936,0.98680055,0.9724126,1.500186,3.1479537,0.7058821,0.12578012,1.7659838,3.1262784,1.0961639,0.0608311,1.3876132,3.1479537,0.7058821,0.11069361
MCF7,4,A133,13,1,80,2,0.12836004793643951,0.0011352517176419497,0.1285041868686676,0.0011180061846971512,0.136613667011261,0.0005166875198483467,0.22506210207939148,0.043555840849876404,0.15457884967327118,0.16612869501113892,0.1233971118927002,0.0014416052727028728,0.32258543372154236,0,0.15338922,0.17131531,0.9387231,0.68790936,0.78210187,3683,6124,9807,0.9017634,0.6315527,0.8964727,0.9838207,0.9636339,0.7951311,1.8426853,0.31814536,0.039119974,0.88911235,1.705054,0.5008922,0.02098722,0.73861945,1.8426853,0.31814536,0.041518733
MCF7,4,A133,13,1,80,3,0.12200668454170227,0.001431661774404347,0.12218239158391953,0.0014122555730864406,0.1275685727596283,0.0008082398562692106,0.2602020502090454,0.029642192646861076,0.14991341531276703,0.1637508124113083,0.11782070994377136,0.0018600557232275605,0.28414925932884216,0,0.15186709,0.17395608,0.68156916,0.5394371,0.60830957,4380,4659,9039,0.76065594,0.62453276,0.84384567,0.95676756,0.94573426,0.76547116,2.3964508,0.27148753,0.049327064,0.8238928,2.091895,0.32149515,0.047245126,0.7105598,2.3964508,0.27148753,0.04506064
MCF7,4,A133,13,1,80,4,0.16006283462047577,0.0034331558272242546,0.1606534719467163,0.0033509365748614073,0.17115263640880585,0.0015158724272623658,0.31974515318870544,0.030489375814795494,0.20175549387931824,0.2212299108505249,0.15392783284187317,0.004388142377138138,0.48417359590530396,0,0.20503165,0.24072719,0.7691108,0.44004723,0.5562002,3168,5807,8975,0.8625051,0.5710627,0.8717975,0.96903265,0.93887764,1.0404903,3.4384263,0,0.13499917,1.2692201,2.7678168,0.5105644,0.08808494,0.91572845,3.4384263,0,0.11648651
MCF7,4,A133,13,1,80,5,0.1182049959897995,0.0016296225367113948,0.1183830201625824,0.001611002255231142,0.12822963297367096,0.0007050444837659597,0.19249416887760162,0.04972236230969429,0.14892816543579102,0.16334258019924164,0.11806746572256088,0.0016409094678238034,0.3713730573654175,0,0.14899272,0.16918215,0.75446516,0.84983045,0.8076381,4707,5932,10639,0.69831675,0.5875976,0.82544386,0.95772386,0.95093507,0.32348105,1.0771569,0.11095852,0.010782377,0.33092716,0.8017639,0.1324251,0.008465497,0.31757364,1.0771569,0.11095852,0.012541609
MCF7,4,A133,13,1,80,6,0.1153542548418045,0.0010492425644770265,0.11538873612880707,0.0010455773444846272,0.11994729191064835,0.0005665130447596312,0.22762905061244965,0.03125104308128357,0.13873057067394257,0.15027576684951782,0.1143897995352745,0.0011452462058514357,0.29574888944625854,0,0.14063236,0.15788361,0.82907665,0.91207397,0.8757186,10260,13163,23423,0.9267058,0.88019276,0.95463717,0.9905003,0.98780113,0.5267821,1.0317186,0.29812863,0.00509709,0.4984344,0.7142334,0.32982072,0.002399194,0.5488763,1.0317186,0.29812863,0.006085356
MCF7,4,A133,13,1,80,7,0.12126171588897705,0.0008566080941818655,0.12126171588897705,0.0008566080941818655,0.12340187281370163,0.0004559695953503251,0.206633523106575,0.03721150755882263,0.1403094232082367,0.15011537075042725,0.12003526836633682,0.0010820688912644982,0.3130318522453308,0.0017248811200261116,0.14595175,0.16201167,0.8378815,0.70744187,0.75496227,9938,17341,27279,0.92410624,0.8385692,0.96625817,0.9912964,0.9873692,0.9060666,1.5279396,0.5767637,0.009015629,0.9403662,1.5279396,0.7113934,0.0081152,0.88641083,1.4212803,0.5767637,0.008471094
MCF7,4,A133,13,1,80,8,0.15507465600967407,0.001725624082610011,0.15508215129375458,0.0017245457274839282,0.15863481163978577,0.0004845864896196872,0.19583553075790405,0.12015581876039505,0.17854765057563782,0.18697135150432587,0.15506723523139954,0.0017281806794926524,0.3213929533958435,0,0.18745025,0.21024351,0.95781845,0.9480677,0.9495348,3115,17588,20703,0.92909384,0.8792222,0.977916,0.991816,0.98872817,0.3897356,0.6184448,0.19439997,0.002875863,0.40408283,0.5679516,0.28239247,0.001742647,0.3871947,0.6184448,0.19439997,0.003033644
MCF7,4,A133,13,1,80,9,0.12897497415542603,0.001088964520022273,0.1289791315793991,0.001088462071493268,0.1311766356229782,0.0009882570011541247,0.23781560361385345,0.007004664279520512,0.1558951586484909,0.1674233078956604,0.12775276601314545,0.0011406857520341873,0.2784554064273834,0,0.1542735,0.17081383,0.64901465,0.47752273,0.5387417,11046,19897,30943,0.8337923,0.26074916,0.8611214,0.94480634,0.94591576,0.95399797,2.1144412,0.57023066,0.045667652,1.0657421,2.1144412,0.57023066,0.08283694,0.8919652,1.9657216,0.6012756,0.014253974
MCF7,4,A133,13,1,80,10,0.11403582245111465,0.0009693284519016743,0.11404576897621155,0.0009682792006060481,0.12580803036689758,0.00040963105857372284,0.19530223309993744,0.07346972078084946,0.14171001315116882,0.15048152208328247,0.11369585245847702,0.0009813741780817509,0.24304518103599548,0,0.13815117,0.15281357,0.92289966,0.9939298,0.9621083,5139,6332,11471,0.9125897,0.8658202,0.95795566,0.99338907,0.99048305,0.49398297,0.8345509,0.34513825,0.003049918,0.46699765,0.6215932,0.35284317,0.001274821,0.51588064,0.8345509,0.34513825,0.00341992
MCF7,4,A133,13,1,80,11,0.12183134257793427,0.0010195719078183174,0.12183134257793427,0.0010195719078183174,0.12206057459115982,0.0007012569112703204,0.2556319832801819,0.00937078520655632,0.14294929802417755,0.1559647023677826,0.12147350609302521,0.0015162607887759805,0.3274504840373993,0.008221546187996864,0.15039973,0.17221317,0.542376,0.6235715,0.5740728,10680,6839,17519,0.40301764,-0.003365949,0.5633595,0.90966773,0.91562784,1.020994,2.8810885,0.48312518,0.08127954,1.0133883,2.8810885,0.48312518,0.10613337,1.0328696,1.7803143,0.49120587,0.042241342
MCF7,4,A133,13,1,80,12,0.12533728778362274,0.001159637002274394,0.12533728778362274,0.001159637002274394,0.11942685395479202,0.0006407992332242429,0.2049567550420761,0.005368854384869337,0.13959702849388123,0.1515854448080063,0.13076722621917725,0.0015747175784781575,0.29727935791015625,0.003261081874370575,0.16241477,0.18226533,0.95678365,0.98288435,0.9697161,7644,7507,15151,0.9095535,0.67607003,0.9114313,0.98914033,0.98549527,0.6038103,1.0297422,0.38037086,0.005032053,0.5913014,0.91085005,0.41225168,0.003383428,0.6165457,1.0297422,0.38037086,0.006389046
MCF7,4,A133,14,1,80,1,0.08173897117376328,0.00032726829522289336,0.08174382150173187,0.00032689093495719135,0.09159677475690842,0.00011034800991183147,0.1209670677781105,0.052884843200445175,0.09996528923511505,0.1049874871969223,0.08096902072429657,0.00033602805342525244,0.16189901530742645,0,0.09508497,0.10323144,0.7557466,0.6580014,0.7011696,14874,18805,33679,0.79028386,0.88070834,0.9607769,0.986633,0.98532176,0.4202332,0.6691506,0.25512317,0.003013925,0.44168928,0.6348411,0.30110252,0.003441531,0.4032632,0.6691506,0.25512317,0.002023635
MCF7,4,A133,14,1,80,2,0.11679728329181671,0.0005198607686907053,0.11679728329181671,0.0005198607686907053,0.12742477655410767,0.00028083176584914327,0.1930380016565323,0.07838518172502518,0.14068715274333954,0.1496518850326538,0.11162509024143219,0.0005544721498154104,0.2010623663663864,0.022880440577864647,0.13015395,0.14134073,0.97857916,0.9268871,0.9439948,4543,9184,13727,0.95220673,0.9362545,0.98427683,0.99644315,0.9948097,0.5825935,0.7743334,0.39361608,0.003272499,0.6149014,0.76064974,0.46181202,0.002064236,0.56661373,0.7743334,0.39361608,0.003098492
MCF7,4,A133,14,1,80,3,0.09593689441680908,0.00034612600575201213,0.09593689441680908,0.00034612600575201213,0.10656403005123138,0.0001591363688930869,0.16169342398643494,0.06476946920156479,0.11642425507307053,0.12303365767002106,0.09364136308431625,0.00035685268812812865,0.1901700794696808,0.017778629437088966,0.10795734,0.11732191,0.62999594,0.62604696,0.627977,9712,10159,19871,0.8589029,0.611606,0.902446,0.9816977,0.9819982,0.47806337,0.86457527,0.31095082,0.00339832,0.49202922,0.86457527,0.3298677,0.004465945,0.4647133,0.6958942,0.31095082,0.002013102
MCF7,4,A133,14,1,80,4,0.0743468850851059,0.0005813580355606973,0.0746280699968338,0.0005625724443234503,0.08284701406955719,0.00023812288418412209,0.15131023526191711,0.01618347130715847,0.09505141526460648,0.10234060138463974,0.07042292505502701,0.0006910560769028962,0.20741823315620422,0,0.090946056,0.1039225,0.76338476,0.6305446,0.67595416,13427,25852,39279,0.87527263,0.8027224,0.9576803,0.9837455,0.97986174,0.5856176,1.1882311,0.29539183,0.011835192,0.66190946,1.1882311,0.36213312,0.013309677,0.54599476,1.029385,0.29539183,0.00647653
MCF7,4,A133,14,1,80,5,0.08442313224077225,0.00040154927410185337,0.08442313224077225,0.00040154927410185337,0.10252580046653748,0.0002169762592529878,0.1551707237958908,0.052115052938461304,0.11431790888309479,0.12171220034360886,0.08230985701084137,0.0003803740837611258,0.18659049272537231,0.009980172850191593,0.09709468,0.107029095,0.8703433,0.83145994,0.852198,8678,7593,16271,0.8607637,0.26708168,0.7808247,0.9562221,0.9576828,0.42313164,0.8920289,0.2757543,0.00699877,0.44040984,0.8509605,0.28518134,0.009258218,0.4033871,0.8920289,0.2757543,0.003685799
