Key,Hour,Treatment,Concentration,Edmax,Kd,R2,RMSE,N
2.0h-A133-40.0um,2.0,A133,40.0,0.19141733975452865,0.9999999999999999,0.39320277862780584,0.038876743482969524,913
2.0h-A133-80.0um,2.0,A133,80.0,0.17243069583904894,0.3179372946137046,0.44073703725934754,0.026570221068165156,715
2.0h-control-0.0um,2.0,control,0.0,0.25222668097773215,0.48913686810989987,0.5076418275261027,0.0352669413959704,276
4.0h-A133-40.0um,4.0,A133,40.0,0.2738937889670468,0.9999999999999999,0.4611970677151035,0.06468113715985206,1428
4.0h-A133-80.0um,4.0,A133,80.0,0.2025174366294429,0.8675985347774572,0.3794461842135859,0.03017382180491801,1246
6.0h-A133-40.0um,6.0,A133,40.0,0.2635312552381742,0.9999999999999999,0.5217803188421688,0.04208040761286594,1520
6.0h-A133-80.0um,6.0,A133,80.0,0.21565121360793257,0.9999999999999999,0.4028144901183657,0.03609626356651932,1031
