Metadata_cell,Metadata_hour,Metadata_treatment,Metadata_site,Metadata_dish,Metadata_concentration,ObjectNumber,Ed_mean,Ed_variance,Ed_not_zero_mean,Ed_not_zero_variance,Ed_region_mean,Ed_region_variance,Ed_region_max,Ed_region_min,Ed_region_top_50,Ed_region_top_25,Fp_region_ratio_mean,Fp_non_region_ratio_mean,Fp_cell_ratio_mean,Fp_region_pixels,Fp_non_region_pixels,Fp_cell_pixels,Fp_cell_MCC,Fp_region_PCC,Fp_cell_PCC,Fp_region_MOC,Fp_cell_MOC,Rc_cell_mean,Rc_cell_max,Rc_cell_min,Rc_cell_var,Rc_region_mean,Rc_region_max,Rc_region_min,Rc_region_var,Rc_non_region_mean,Rc_non_region_max,Rc_non_region_min,Rc_non_region_var
A549,4.0,ALM,13,1,9.0,1,0.02382069081068039,0.002094832481816411,0.09092432260513306,0.001894689747132361,,,,,,,0.36318856,1.0545005,1.0412804,1200.0,61551.0,62751.0,0.6469909,-0.03408923,0.1526672,0.9703518,0.8279764,0.06931467,1.7757455,0.0,0.018486071,0.16013408,0.34338304,0.0,0.0014245384,0.06754407,1.7757455,0.0,0.01865476
A549,4.0,ALM,13,1,9.0,2,0.04793700948357582,0.009292412549257278,0.21980732679367065,0.004830484744161367,0.16225393116474152,0.002945264335721731,0.35826393961906433,0.0,0.2039128690958023,0.2374793291091919,0.74778634,1.2856982,1.2808666,555.0,61236.0,61791.0,0.79311246,0.92192733,0.39360562,0.98692775,0.86110586,0.42611355,4.8900805,0.0,0.746635,1.1777451,2.5926588,0.0,0.17701308,0.4193014,4.8900805,0.0,0.74663097
A549,4.0,ALM,13,1,9.0,3,0.06181614100933075,0.005833013914525509,0.1339706927537918,0.00297497003339231,0.11745018512010574,0.0017570474883541465,0.25315791368484497,0.03169061988592148,0.15022505819797516,0.17107176780700684,1.003177,3.3343818,3.3097126,800.0,74799.0,75599.0,0.5330241,0.7063174,0.16437626,0.9435051,0.77215767,0.46999156,3.6810963,0.0,0.42059726,0.37930787,0.7684177,0.17868473,0.015911186,0.47096148,3.6810963,0.0,0.42483664
A549,4.0,ALM,14,1,9.0,1,0.026706546545028687,0.0026619459968060255,0.10490568727254868,0.0022528250701725483,,,,,,,0.67017436,2.0652103,2.0490463,1200.0,102367.0,103567.0,0.38503617,0.5184454,0.110995956,0.98139435,0.7964638,0.116356276,1.8845633,0.0,0.055684533,0.2119826,0.6572873,0.0,0.003807817,0.115235336,1.8845633,0.0,0.056184206
A549,4.0,ALM,14,1,9.0,2,0.03303969278931618,0.004246231634169817,0.14091947674751282,0.00290848221629858,0.10999729484319687,0.0011246210196986794,0.203125,0.0,0.13672561943531036,0.1529548019170761,0.75426435,0.92858106,0.9268016,400.0,38783.0,39183.0,0.4584279,0.038844302,0.12574573,0.9940715,0.8747259,0.45103127,4.594167,0.0,0.72371614,1.4977658,1.9074864,1.0550674,0.028991077,0.4402357,4.594167,0.0,0.7194646
A549,4.0,ALM,15,1,9.0,1,0.08688667416572571,0.006841184105724096,0.13928230106830597,0.0036688712425529957,0.09065526723861694,0.0009423742885701358,0.20550894737243652,0.01051837857812643,0.11480028182268143,0.13008061051368713,1.2931584,3.0588634,3.0312514,2406.0,151449.0,153855.0,0.7846169,-0.11159961,0.34992808,0.9352494,0.8613514,0.82709223,3.582588,0.0,0.6051317,0.6049408,1.2973549,0.25455567,0.042061266,0.8306214,3.582588,0.0,0.6132803
A549,4.0,ALM,16,1,9.0,1,0.038586001843214035,0.004461686126887798,0.13626214861869812,0.002446383936330676,0.100166916847229,0.0011487678857520223,0.21415743231773376,0.0,0.12683115899562836,0.14510498940944672,0.93852586,1.5116862,1.5048397,723.0,59804.0,60527.0,0.7931165,-0.11363256,0.3432338,0.96199405,0.86718756,0.30549607,2.9667647,0.0,0.2781322,0.70956194,1.3938669,0.36610276,0.040281374,0.30061123,2.9667647,0.0,0.27900997
A549,4.0,ALM,17,1,9.0,1,0.061549413949251175,0.010465653613209724,0.20696398615837097,0.005095872562378645,0.11706631630659103,0.0015102106845006347,0.269278883934021,0.0289677232503891,0.14574715495109558,0.16859517991542816,0.6759818,2.35319,2.340286,800.0,103183.0,103983.0,0.8846275,0.8548608,0.21527818,0.99008226,0.78225785,0.4117246,4.447378,0.0,0.50403845,0.59115934,1.320781,0.4041198,0.017067961,0.4103334,4.447378,0.0,0.5075625
A549,4.0,ALM,18,1,9.0,1,0.12737514078617096,0.020710941404104233,0.27268290519714355,0.004714752081781626,0.20883989334106445,0.0012342585250735283,0.33479300141334534,0.10365208238363266,0.23676049709320068,0.2549460530281067,0.83418804,1.0988288,1.09547,1400.0,108903.0,110303.0,0.7873779,0.32325107,0.64167,0.9790077,0.9193049,1.3040187,6.0719705,0.0,2.2487698,1.9656994,3.1747289,1.2395363,0.10964393,1.2955127,6.0719705,0.0,2.2705684
A549,4.0,ALM,19,1,9.0,1,0.2647540867328644,0.008223364129662514,0.2710523009300232,0.006711852271109819,0.1567566841840744,0.0016278509283438325,0.27248671650886536,0.03083871118724346,0.18987853825092316,0.20734934508800507,1.041162,2.6785731,2.6402931,1813.0,75738.0,77551.0,0.86551267,-0.19952267,0.51336217,0.9395409,0.8718001,2.1592624,5.8170238,0.0,0.72598755,1.1101968,2.0079744,0.46009767,0.1068509,2.1843746,5.8170238,0.0,0.7138334
A549,4.0,ALM,2,1,9.0,1,0.06758132576942444,0.012515001930296421,0.23201817274093628,0.004813788924366236,0.18275116384029388,0.0015413964865729213,0.2981850802898407,0.050951387733221054,0.21426573395729065,0.23354478180408478,0.59022135,0.7953681,0.794117,1051.0,171300.0,172351.0,0.09911406,0.5072273,0.2578471,0.98578006,0.85493076,0.50225586,4.8401403,0.0,0.7085659,1.3597409,2.2541332,0.85088086,0.054522123,0.49699497,4.8401403,0.0,0.70803976
