Key,Hour,Treatment,Concentration,Edmax,Kd,R2,RMSE,N
2.0h-A199-40.0um,2.0,A199,40.0,0.19241966050767717,0.45899601336185714,0.3803462268537877,0.029554819154765852,327
2.0h-A199-90.0um,2.0,A199,90.0,0.1938267934608911,0.3944393246449437,0.4524350251717648,0.027902679967249093,315
4.0h-A199-40.0um,4.0,A199,40.0,0.2502926543891875,0.6542428399987612,0.49523723843332135,0.03185049410878681,357
4.0h-A199-90.0um,4.0,A199,90.0,0.18366191279549857,0.3600134680341187,0.31878612045773913,0.03520138915958032,600
6.0h-A199-40.0um,6.0,A199,40.0,0.29017276156937405,0.8614353797920206,0.4421169929080928,0.04012150054305418,519
6.0h-A199-90.0um,6.0,A199,90.0,0.21425364251568724,0.4405916679109143,0.3096930997244598,0.045334138777505105,283
6.0h-control-0.0um,6.0,control,0.0,0.10325626269560284,0.12839767561342413,0.5273410680579436,0.012396201781516281,58
