Metadata_cell,Metadata_hour,Metadata_treatment,Metadata_site,Metadata_dish,Metadata_concentration,ObjectNumber,Ed_region_mean,Rc_region_mean,Fp_region_PCC,Fp_cell_PCC,FRET_Judge,Near_Ed,Ed_diff
MCF7,2.0,A199,0,1,90.0,1,0.138962984085083,0.6897694,0.9333472,0.98743975,False,0.15021880453036965,0.0
MCF7,2.0,A199,0,1,90.0,2,0.0776670575141906,0.3118264,0.9242287,0.954175,False,0.08747507688517323,0.0
MCF7,2.0,A199,0,1,90.0,3,0.0848885998129844,0.28278798,0.97584,0.9946495,False,0.08112484546355042,0.0
MCF7,2.0,A199,0,1,90.0,4,0.1135955452919006,0.66228163,0.9557522,0.99130833,True,0.09074321742234412,0.05587432044938223
MCF7,2.0,A199,0,1,90.0,5,0.1061835139989852,0.34387204,0.6100302,0.8225858,False,0.09416440475984603,0.0
MCF7,2.0,A199,0,1,90.0,6,0.0798699483275413,0.6553264,0.9525031,0.9874508,True,0.0902631297996163,0.055424219354000784
MCF7,2.0,A199,0,1,90.0,7,0.0955096632242202,0.6058693,0.9769207,0.9920474,True,0.0866978345606679,0.052142793627441814
MCF7,2.0,A199,0,1,90.0,8,0.0649389252066612,0.432978,0.9457044,0.98932827,True,0.07171107697686742,0.03948107251879826
MCF7,2.0,A199,1,1,90.0,1,0.0622941739857196,0.21020165,0.96784055,0.993621,False,0.06391844466581251,0.0
MCF7,2.0,A199,1,1,90.0,2,0.0628702938556671,0.2701823,0.95984054,0.986675,True,0.05253563896398681,0.02574216919000808
MCF7,2.0,A199,1,1,90.0,3,0.1684927344322204,0.91691005,0.95213664,0.96391344,False,0.17602437756534273,0.0
MCF7,2.0,A199,1,1,90.0,4,0.0513984337449073,0.16715276,0.97399807,0.9922227,False,0.052702797601232594,0.0
MCF7,2.0,A199,1,1,90.0,5,0.0421756245195865,0.14782481,0.7154596,0.9097275,False,0.04739358271930017,0.0
MCF7,2.0,A199,1,1,90.0,6,0.0719875246286392,0.25916296,0.98663294,0.99464554,False,0.07574235608074112,0.0
MCF7,2.0,A199,1,1,90.0,7,0.0627399832010269,0.26150766,0.8635247,0.97337234,True,0.05132482758504608,0.02496073288471754
MCF7,2.0,A199,1,1,90.0,8,0.0582380294799804,0.1947497,0.95104,0.98703384,False,0.05998569373986869,0.0
MCF7,2.0,A199,1,1,90.0,9,0.0698816925287246,0.17846504,0.9482146,0.99054396,False,0.05572938737325631,0.0
MCF7,2.0,A199,1,1,90.0,10,0.072566345334053,0.21797842,0.9382224,0.9922714,False,0.06585999985122888,0.0
MCF7,2.0,A199,1,1,90.0,11,0.0988614857196807,0.67432153,0.012033064,0.2841833,True,0.09156249251010469,0.056646987326184575
MCF7,2.0,A199,10,1,90.0,1,0.1320755779743194,0.30823377,0.900621,0.98123777,False,0.08670470825714888,0.0
MCF7,2.0,A199,10,1,90.0,2,0.1243874654173851,0.32829246,0.93152505,0.98128706,False,0.09095257928363155,0.0
MCF7,2.0,A199,10,1,90.0,3,0.1393848657608032,0.31538346,0.9568089,0.9929087,False,0.08823367239238358,0.0
MCF7,2.0,A199,10,1,90.0,4,0.1749750971794128,0.9651375,0.8083544,0.9397096,False,0.18073575004293593,0.0
MCF7,2.0,A199,10,1,90.0,5,0.1130817383527755,0.5564052,0.92594403,0.97201884,False,0.13155771620398082,0.0
MCF7,2.0,A199,10,1,90.0,6,0.1688732951879501,1.3165078,0.96664774,0.9946306,False,0.20914018523917768,0.0
MCF7,2.0,A199,11,1,90.0,1,0.1004075556993484,0.33760238,0.9146064,0.9882741,False,0.09288087229629481,0.0
MCF7,2.0,A199,11,1,90.0,2,0.0935514122247695,0.28733423,0.94647723,0.994715,False,0.08213795157144234,0.0
MCF7,2.0,A199,11,1,90.0,3,0.1406577080488205,0.72862834,0.9664586,0.9934835,False,0.1551144470534366,0.0
