Metadata_cell,Metadata_hour,Metadata_treatment,Metadata_site,Metadata_dish,Metadata_concentration,ObjectNumber,Ed_mean,Ed_variance,Ed_not_zero_mean,Ed_not_zero_variance,Ed_region_mean,Ed_region_variance,Ed_region_max,Ed_region_min,Ed_region_top_50,Ed_region_top_25,Ed_not_region_mean,Ed_not_region_variance,Ed_not_region_max,Ed_not_region_min,Ed_not_region_top_50,Ed_not_region_top_25,Fp_region_ratio_mean,Fp_non_region_ratio_mean,Fp_cell_ratio_mean,Fp_region_pixels,Fp_non_region_pixels,Fp_cell_pixels,Fp_cell_MCC,Fp_region_PCC,Fp_cell_PCC,Fp_region_MOC,Fp_cell_MOC,Rc_cell_mean,Rc_cell_max,Rc_cell_min,Rc_cell_var,Rc_region_mean,Rc_region_max,Rc_region_min,Rc_region_var,Rc_non_region_mean,Rc_non_region_max,Rc_non_region_min,Rc_non_region_var
MCF7,2.0,A199,9,1,90.0,3,0.07955339550971985,0.0004928545677103102,0.07955339550971985,0.0004928545677103102,0.08087582886219025,0.00023368136317003518,0.1303263008594513,0.0276437196880579,0.09283138066530228,0.10040271282196045,0.07881565392017365,0.0006359185790643096,0.16617389023303986,0.0036074514500796795,0.09963612,0.11128883,0.9623748,0.92796224,0.9402864,8050.0,14428.0,22478.0,0.9189524,0.98010075,0.99105275,0.99788207,0.9966709,0.18771772,0.26292136,0.1381438,0.00021908894,0.18832833,0.23570463,0.15841724,9.217283e-05,0.18737707,0.26292136,0.1381438,0.00028956702
MCF7,2.0,A199,9,1,90.0,4,0.09230715781450272,0.0007322868914343417,0.09231840819120407,0.0007313377573154867,0.10018345713615417,0.000452404870884493,0.16960571706295013,0.03933390974998474,0.11719649285078049,0.12708428502082825,0.08924459666013718,0.0008076130179688334,0.19851841032505035,0.0,0.112551495,0.127357,0.9356922,0.86927277,0.88786936,4596.0,11819.0,16415.0,0.96567935,0.9542576,0.99228543,0.9974795,0.9962247,0.36958927,0.53859305,0.22490275,0.0011641966,0.3976661,0.48507,0.31651416,0.0005094066,0.35867208,0.53859305,0.22490275,0.000993095
MCF7,2.0,A199,9,1,90.0,5,0.08972147107124329,0.0009370194165967405,0.08990934491157532,0.0009220913052558899,0.09635840356349945,0.000596843718085438,0.1904825121164322,0.0037818176206201315,0.11500711739063263,0.1261504888534546,0.08621058613061905,0.0010813426924869418,0.2172173708677292,0.0,0.11239,0.12934433,0.9558074,0.8225327,0.8686446,7617.0,14398.0,22015.0,0.9756462,0.9142611,0.9864226,0.99617493,0.99397373,0.47855085,0.720683,0.30402112,0.0022740231,0.50176644,0.62721795,0.36129084,0.0010839158,0.46626994,0.720683,0.30402112,0.0024676544
MCF7,2.0,A199,0,2,40.0,1,0.08055272698402405,0.000266195391304791,0.08055272698402405,0.000266195391304791,0.08203573524951935,0.00015565908688586205,0.14045926928520203,0.032499462366104126,0.09167472273111343,0.0979936346411705,0.07944438606500626,0.00034593328018672764,0.1556059867143631,0.017106907442212105,0.09413517,0.10482771,1.0117722,1.2080057,1.1240717,10744.0,14375.0,25119.0,0.9881817,0.96186614,0.99221945,0.998265,0.9969008,0.4448731,0.6406161,0.3391598,0.0019621698,0.4071953,0.5112782,0.3391598,0.0004668963,0.47303185,0.6406161,0.35371247,0.0012257971
MCF7,2.0,A199,0,2,40.0,2,0.07160856574773788,0.00019225847790949047,0.07160856574773788,0.00019225847790949047,0.07383108139038086,0.00011967258615186438,0.12166489660739899,0.0233197920024395,0.08210666477680206,0.08737698197364807,0.06970895081758499,0.00024646794190630317,0.13268136978149414,0.020756546407938004,0.08216467,0.089656405,0.96754813,0.93502784,0.9500149,10389.0,12154.0,22543.0,0.9814947,0.9653429,0.9949406,0.9991656,0.99880683,0.37625483,0.47157568,0.30701348,0.00024311541,0.37582073,0.4268372,0.33066833,0.00014176055,0.37662598,0.47157568,0.30701348,0.00032944564
MCF7,2.0,A199,0,2,40.0,3,0.05324800685048103,0.0008485647849738598,0.05531711503863335,0.0007670812774449587,0.053472697734832764,0.0003660761285573244,0.14282555878162384,0.0,0.06845731288194656,0.07804977148771286,0.05311674624681473,0.0011303871870040894,0.2840843200683594,0.0,0.079472475,0.09781152,0.89756656,1.1944478,1.0851209,16185.0,27766.0,43951.0,0.94019854,0.8182889,0.9519536,0.99284005,0.9864731,0.21306749,0.86234385,0.0,0.003884488,0.17334917,0.24784398,0.09112639,0.00033528055,0.23621874,0.86234385,0.0,0.004497763
MCF7,2.0,A199,1,2,40.0,1,0.13682489097118378,0.0005192484823055565,0.13682489097118378,0.0005192484823055565,0.1440511792898178,0.0002866021532099694,0.19761055707931519,0.07188419997692108,0.1573779433965683,0.16464123129844666,0.1335625946521759,0.0005900593823753297,0.2579365372657776,0.035511698573827744,0.15273637,0.1645997,0.95115346,0.91667855,0.92740166,12929.0,28638.0,41567.0,0.9582247,0.96664923,0.99214697,0.99782526,0.9963359,0.48161948,0.8975998,0.2913857,0.003625084,0.4687196,0.6488673,0.35863128,0.0008662943,0.48744306,0.8975998,0.2913857,0.0047614933
MCF7,2.0,A199,1,2,40.0,2,0.11243703216314316,0.000735068810172379,0.11243930459022522,0.0007348279468715191,0.11307338625192642,0.0003402969741728157,0.1809925138950348,0.010261417366564274,0.1272416114807129,0.13605082035064697,0.11197502166032791,0.0010211719200015068,0.27460330724716187,0.0,0.13752793,0.15422508,1.0009972,0.9501699,0.97155,20796.0,28643.0,49439.0,0.9755568,0.9663285,0.99394053,0.99851704,0.9979927,0.647786,0.97466785,0.43317077,0.0017706763,0.656962,0.84453446,0.54665715,0.0008237009,0.64112425,0.97466785,0.43317077,0.0023526861
MCF7,2.0,A199,10,2,40.0,1,0.07523061335086823,0.0004604500427376479,0.07523061335086823,0.0004604500427376479,0.08809736371040344,0.00023454512120224535,0.16644789278507233,0.02313724346458912,0.10019174963235855,0.10753394663333893,0.0674939751625061,0.0004368833324406296,0.16780078411102295,0.0018841029377654195,0.083694346,0.09574694,0.9477291,0.7651602,0.8337176,11938.0,19853.0,31791.0,0.9705863,0.9724846,0.99098283,0.9979612,0.99477804,0.30663115,0.4220587,0.19339538,0.001344142,0.3385888,0.41908845,0.24504134,0.0003876521,0.28741533,0.4220587,0.19339538,0.0009359304
MCF7,2.0,A199,10,2,40.0,2,0.0763954445719719,0.0002809316210914403,0.0763954445719719,0.0002809316210914403,0.08598116040229797,0.00016262236749753356,0.15053033828735352,0.034942228347063065,0.0956956222653389,0.102360300719738,0.07228243350982666,0.000275352387689054,0.1380695402622223,0.014582762494683266,0.08549943,0.093986556,0.91477937,0.8209367,0.8491136,9973.0,23242.0,33215.0,0.9705542,0.97452915,0.98983866,0.9981925,0.99558425,0.24875918,0.32245615,0.15386273,0.0005973592,0.26879698,0.32245615,0.19847038,0.00020094706,0.24016148,0.31846106,0.15386273,0.0005212504
MCF7,2.0,A199,10,2,40.0,3,0.10015115141868591,0.0007885406375862658,0.10015115141868591,0.0007885406375862658,0.12648840248584747,0.0006620821659453213,0.18536685407161713,0.06418564915657043,0.14870832860469818,0.15856951475143433,0.08643101155757904,0.0003048256039619446,0.16740688681602478,0.04348255693912506,0.10013177,0.11084463,0.7998713,0.54494447,0.63226134,20885.0,40090.0,60975.0,0.74842083,0.96085775,0.9625577,0.98725003,0.9728624,0.34641182,0.53812647,0.23576161,0.0044563743,0.41704974,0.53812647,0.28156853,0.003355137,0.3096137,0.4679241,0.23576161,0.00107661
MCF7,2.0,A199,10,2,40.0,4,0.09644812345504761,0.000913021678570658,0.09644812345504761,0.000913021678570658,0.12407754361629486,0.0008319049375131726,0.20069631934165955,0.06377055495977402,0.1481514275074005,0.16306518018245697,0.08443597704172134,0.0004721076984424144,0.1803382933139801,0.02220434509217739,0.100928225,0.114794984,0.7517153,0.5177889,0.5886751,10579.0,24332.0,34911.0,0.68239397,0.9762759,0.95199156,0.983966,0.96611035,0.3768026,0.604542,0.2686564,0.0043120873,0.44866705,0.604542,0.31176272,0.003938872,0.3455588,0.52263176,0.2686564,0.0012528594
MCF7,2.0,A199,11,2,40.0,1,0.053103942424058914,0.0007492819568142295,0.05580425262451172,0.0006366936140693724,0.05582382157444954,0.0002823384420480579,0.1264989823102951,0.0,0.06909912079572678,0.07690949738025665,0.05162862315773964,0.0009963726624846458,0.22756919264793396,0.0,0.07688469,0.092641994,0.9803696,0.9835593,0.98244995,22970.0,43077.0,66047.0,0.9594392,0.9255061,0.97637904,0.99592876,0.99371225,0.22621594,0.4641336,0.0,0.0018890838,0.23576723,0.34196603,0.15826261,0.00043236255,0.221123,0.4641336,0.0,0.002591253
MCF7,2.0,A199,11,2,40.0,2,0.05731754004955292,0.00029399298364296556,0.05740026384592056,0.00028966914396733046,0.058262456208467484,0.00014942338748369366,0.1175544485449791,0.019792458042502403,0.0680094063282013,0.07385999709367752,0.05688326433300972,0.0003598383045755327,0.15796582400798798,0.0,0.07181504,0.080841765,0.97850406,1.0091023,0.9994672,10051.0,21868.0,31919.0,0.94498533,0.9206009,0.9765364,0.99622875,0.9938955,0.19976047,0.2989367,0.10020218,0.00048859353,0.20891468,0.2747013,0.15638407,0.00024900012,0.19555317,0.2989367,0.10020218,0.0005424951
MCF7,2.0,A199,11,2,40.0,3,0.06394268572330475,0.0007500007632188499,0.06502249091863632,0.0006924545741640031,0.065824493765831,0.00046761383418925107,0.1646035760641098,0.0,0.08297868818044662,0.093338742852211,0.061749543994665146,0.0010701707797124982,0.2654394507408142,0.0,0.08784059,0.10421615,0.9220117,0.93315685,0.92716587,33404.0,28739.0,62143.0,0.9273947,0.73464096,0.92458254,0.99224865,0.99007595,0.26104262,0.53008515,0.0,0.0013342678,0.26161173,0.39621744,0.15257327,0.00075350015,0.2603812,0.53008515,0.0,0.0020084702
MCF7,2.0,A199,11,2,40.0,4,0.07565704733133316,0.0003106173826381564,0.07566524296998978,0.0003100306785199791,0.07845984399318695,0.00022851706307847053,0.15690965950489044,0.020001394674181938,0.09044192731380463,0.09792415052652359,0.0737556517124176,0.00035736896097660065,0.16772855818271637,0.0,0.08859351,0.097763196,0.9167592,0.8332322,0.866782,18534.0,27609.0,46143.0,0.84960645,0.9536282,0.97850275,0.995755,0.99340016,0.29997617,0.45429462,0.16597345,0.0012525618,0.32210204,0.4104878,0.23357251,0.0006585147,0.28512356,0.45429462,0.16597345,0.0011021056
MCF7,2.0,A199,11,2,40.0,5,0.07101773470640182,0.00026504023117013276,0.07101773470640182,0.00026504023117013276,0.07256583124399185,0.00016701874847058207,0.12074744701385498,0.017714286223053932,0.08281517028808594,0.08894772827625275,0.0694187730550766,0.0003612497530411929,0.16035521030426025,0.0046044522896409035,0.084525496,0.094114415,0.9392324,0.92044044,0.92998874,9495.0,9192.0,18687.0,0.93482935,0.8666787,0.9670797,0.99456763,0.99316406,0.35293642,0.46678546,0.2432132,0.0009052284,0.36112273,0.46218812,0.2699393,0.000756634,0.34448117,0.46678546,0.2432132,0.0009179955
MCF7,2.0,A199,11,2,40.0,6,0.06075232848525047,0.001669021905399859,0.06659974902868271,0.0014402285451069474,0.05192059278488159,0.0007341497694142163,0.17482399940490723,0.0,0.07360817492008209,0.0870022103190422,0.06396006047725677,0.0019699528347700834,0.362854927778244,0.0,0.099395685,0.1227794,0.8878169,0.94758004,0.932,6440.0,18263.0,24703.0,0.8559055,0.8171712,0.9036387,0.9899799,0.98310834,0.25620937,0.5813447,0.0,0.0059618386,0.28120065,0.43394086,0.0,0.0014409405,0.2473973,0.5813447,0.0,0.007258057
MCF7,2.0,A199,11,2,40.0,7,0.09321394562721252,0.002601746702566743,0.09819089621305466,0.002251970348879695,0.07787549495697021,0.0007906501996330917,0.18153998255729675,0.0,0.10022170096635818,0.11390094459056854,0.10062225908041,0.0033079723361879587,0.4149787425994873,0.0,0.14601983,0.17473222,1.1371841,1.6845056,1.5062441,9015.0,18664.0,27679.0,0.9460188,0.6881085,0.909132,0.9899535,0.97262377,0.43652073,1.1924665,0.0,0.020244764,0.36890963,0.571671,0.22063653,0.0021047604,0.46917614,1.1924665,0.0,0.025731944
MCF7,2.0,A199,11,2,40.0,8,0.06000038608908653,0.0016192214097827673,0.06937089562416077,0.0012220609933137894,0.06632757931947708,0.0006650930736213923,0.1832493245601654,0.0,0.08670848608016968,0.09931939095258713,0.056538015604019165,0.0021074428223073483,0.40920042991638184,0.0,0.093928166,0.11794067,0.85819244,1.0167799,0.960689,10633.0,19430.0,30063.0,0.95490646,0.7580098,0.93845624,0.9912259,0.9856745,0.2638611,0.65027124,0.0,0.011338022,0.27279308,0.4382371,0.16173314,0.0010657015,0.25897333,0.65027124,0.0,0.016891673
MCF7,2.0,A199,11,2,40.0,9,0.05992647260427475,0.0014149595517665148,0.06735773384571075,0.0010898704640567303,0.07352545112371445,0.00048390019219368696,0.16014772653579712,0.0,0.09080176055431366,0.1014970988035202,0.05587702989578247,0.0016207400476559997,0.3384851813316345,0.0,0.0878545,0.10835413,1.0024983,1.1364197,1.105891,9895.0,33512.0,43407.0,0.9639308,0.8938737,0.98084056,0.99588877,0.9927522,0.28694814,0.7217438,0.0,0.009912705,0.2918436,0.43231794,0.1925369,0.0006327352,0.28550276,0.7217438,0.0,0.012643532
MCF7,2.0,A199,12,2,40.0,1,0.14356352388858795,0.0017735747387632728,0.14457567036151886,0.0016397489234805107,0.13669061660766602,0.0005806152475997806,0.2378511279821396,0.04411633685231209,0.15576516091823578,0.1672733575105667,0.14549735188484192,0.002092204988002777,0.49323734641075134,0.0,0.17997295,0.20283197,1.0830438,1.3043808,1.2557772,7371.0,26196.0,33567.0,0.9750105,0.91114324,0.95870936,0.99517995,0.9863938,0.7684845,1.8316343,0.0,0.026042366,0.6246933,0.88515747,0.46486837,0.0032368354,0.8089427,1.8316343,0.0,0.025004704
MCF7,2.0,A199,12,2,40.0,2,0.14800722897052765,0.0013641256373375654,0.14803266525268555,0.0013605973217636347,0.13736717402935028,0.0004602440167218447,0.2149655669927597,0.04431571066379547,0.15456224977970123,0.16478371620178223,0.1525973528623581,0.0016841503093019128,0.3681275248527527,0.0,0.1842158,0.2062005,1.0737156,1.2865194,1.2223814,7021.0,16274.0,23295.0,0.97852343,0.92661977,0.97629344,0.9966855,0.99191004,0.80428505,1.7886357,0.0,0.01599335,0.6967778,0.9068472,0.5364921,0.0026704816,0.8506635,1.7886357,0.0,0.014603838
MCF7,2.0,A199,12,2,40.0,3,0.10693565756082535,0.000507992459461093,0.10694333165884018,0.0005072075291536748,0.10839303582906723,0.0002924867731053382,0.17455457150936127,0.03709361329674721,0.1219957247376442,0.13003377616405487,0.10546523332595825,0.0007211207994259894,0.2270381897687912,0.0,0.12654139,0.14062294,0.9024821,0.859939,0.88130563,27972.0,27723.0,55695.0,0.9282655,0.9384143,0.9860717,0.9964887,0.9959966,0.7068624,1.0241528,0.41941288,0.004152369,0.7238099,0.90128356,0.5566643,0.002895192,0.68976325,1.0241528,0.41941288,0.004838624
MCF7,2.0,A199,12,2,40.0,4,0.08310796320438385,0.00043990148697048426,0.08312909305095673,0.000438257004134357,0.08990757167339325,0.0003486151690594852,0.15498758852481842,0.032269179821014404,0.10556081682443619,0.11373113095760345,0.08098843693733215,0.00044945222907699645,0.19269628822803497,0.0,0.09781749,0.10816607,0.9048296,0.7661125,0.7990778,10285.0,32994.0,43279.0,0.7739663,0.9860005,0.9862671,0.99673253,0.9909339,0.34066877,0.53880215,0.14704673,0.005471862,0.40500677,0.49093705,0.2891753,0.0011358275,0.3206137,0.53880215,0.14704673,0.005130956
MCF7,2.0,A199,13,2,40.0,1,0.08364389836788177,0.0011873511830344796,0.08410465717315674,0.0011551398783922195,0.07691832631826401,0.0006342814886011183,0.16761571168899536,0.0,0.09707263857126236,0.10886798053979874,0.08821623772382736,0.0015116945141926408,0.3247225284576416,0.0,0.11848223,0.13843471,0.96981573,1.0679004,1.0286484,5186.0,7773.0,12959.0,0.8615582,0.7518407,0.885344,0.9901559,0.9850871,0.33428383,0.6518766,0.0,0.00249168,0.31904024,0.45862418,0.21498816,0.0011898857,0.3444527,0.6518766,0.0,0.003101684
MCF7,2.0,A199,13,2,40.0,2,0.09654999524354935,0.00041644086013548076,0.09654999524354935,0.00041644086013548076,0.11489802598953247,0.00020612341177184135,0.15769660472869873,0.060790084302425385,0.12614069879055023,0.13204948604106903,0.09005626291036606,0.0003295606002211571,0.16050474345684052,0.021082308143377304,0.104507975,0.113880545,0.9557961,0.7389406,0.7956303,5341.0,15090.0,20431.0,0.97995025,0.97782046,0.99406844,0.9988032,0.9938828,0.3425015,0.45767447,0.23198643,0.0018920042,0.39994532,0.45767447,0.32058814,0.00038232672,0.32217106,0.4437825,0.23198643,0.00084512064
MCF7,2.0,A199,13,2,40.0,3,0.09547725319862366,0.0005332650034688413,0.09547725319862366,0.0005332650034688413,0.12358136475086212,0.0003767002490349114,0.17969174683094025,0.06007150188088417,0.1389189213514328,0.14544793963432312,0.09001010656356812,0.0003801826387643814,0.17501528561115265,0.02600453421473503,0.10519642,0.11643636,0.8948947,0.63436997,0.67679805,6475.0,33284.0,39759.0,0.96125895,0.98731947,0.99343365,0.99840057,0.99047107,0.28852707,0.42909464,0.16631359,0.0020931533,0.3725761,0.42909464,0.28717226,0.00044735533,0.27217683,0.41380754,0.16631359,0.00077176344
MCF7,2.0,A199,14,2,40.0,1,0.10534580796957016,0.0008168680360540748,0.10536663979291916,0.0008148351334966719,0.1365576535463333,0.00025575520703569055,0.18403232097625732,0.07281632721424103,0.1492515355348587,0.15573108196258545,0.09586628526449203,0.000601551728323102,0.20558592677116394,0.0,0.114836745,0.12678942,0.9784765,0.7771766,0.8240736,5893.0,19402.0,25295.0,0.9520336,0.9717039,0.9905573,0.99823004,0.992884,0.6549146,0.953712,0.38052043,0.0064313645,0.72869533,0.8456561,0.54201275,0.0017031241,0.6325063,0.953712,0.38052043,0.005711965
MCF7,2.0,A199,14,2,40.0,2,0.16403496265411377,0.0018097241409122944,0.16482052206993103,0.0016889161197468638,0.1515113264322281,0.00035769841633737087,0.22151492536067963,0.09007720649242401,0.16646021604537964,0.17592425644397736,0.16784943640232086,0.002189663238823414,0.4922276735305786,0.0,0.20244241,0.2243725,1.109477,1.454107,1.3736434,6907.0,22676.0,29583.0,0.9983199,0.9049139,0.967771,0.99651986,0.9859074,1.3594705,3.689618,0.0,0.11310867,0.9708634,1.3268536,0.74374497,0.00712537,1.4778334,3.689618,0.0,0.085382946
MCF7,2.0,A199,14,2,40.0,3,0.08438533544540405,0.0005291523411870003,0.08460033684968948,0.0005123110604472458,0.10096763074398041,0.00013004096399527043,0.14871032536029816,0.06237315759062767,0.10988498479127884,0.11535906046628952,0.07894357293844223,0.0005402775714173913,0.2244846522808075,0.0,0.09691225,0.107274204,1.0336024,1.0912626,1.0770153,7875.0,23996.0,31871.0,0.9876523,0.9764003,0.99540937,0.99851406,0.997882,0.321696,0.5265227,0.0,0.0010152136,0.30385184,0.3819406,0.24398938,0.00026667464,0.32755187,0.5265227,0.0,0.0011220748
MCF7,2.0,A199,14,2,40.0,4,0.1774098426103592,0.0035287165082991123,0.18244223296642303,0.0027106942143291235,0.16538883745670319,0.0007120384834706783,0.2770555019378662,0.07070097327232361,0.1863546371459961,0.19981567561626434,0.181875079870224,0.004501362331211567,0.4890463054180145,0.0,0.2315522,0.262148,1.1188798,1.3955715,1.320628,7276.0,19587.0,26863.0,0.9918717,0.8853011,0.9679109,0.9954258,0.98724467,1.2908564,4.149888,0.0,0.12609266,1.0310867,1.4769938,0.7622416,0.01009782,1.3873484,4.149888,0.0,0.13480277
MCF7,2.0,A199,14,2,40.0,5,0.11283659189939499,0.002294255653396249,0.11584433913230896,0.0020069796591997147,0.10642755031585693,0.0013874402502551675,0.22338655591011047,0.0,0.13620734214782715,0.1538025289773941,0.11905134469270706,0.003095126710832119,0.35473790764808655,0.0,0.16259645,0.1882555,0.95845014,1.2232908,1.0951852,6725.0,7178.0,13903.0,0.730023,0.42230266,0.71101755,0.9803086,0.9718345,0.5313025,1.130253,0.0,0.015583695,0.51218915,0.79600686,0.0,0.005230023,0.5492072,1.130253,0.0,0.024619805
MCF7,2.0,A199,14,2,40.0,6,0.10270006209611893,0.0010071462020277977,0.10304395854473114,0.0009750814642757177,0.11708341538906097,0.00043486698996275663,0.20796118676662445,0.044070057570934296,0.1333104968070984,0.14335229992866516,0.09921396523714066,0.0010835548164322972,0.3364010751247406,0.0,0.12427701,0.14130495,0.9329467,0.8997299,0.90621024,11340.0,46787.0,58127.0,0.9571596,0.9409599,0.9878602,0.99692696,0.9944267,0.27511474,0.72781724,0.0,0.002230374,0.28770116,0.37601164,0.20814094,0.00040997117,0.27206415,0.72781724,0.0,0.0026238828
MCF7,2.0,A199,14,2,40.0,7,0.0696764811873436,0.004474489483982325,0.11068206280469894,0.0025692060589790344,0.09891194105148315,0.0014348444528877735,0.23373907804489136,0.0,0.1287510246038437,0.14690250158309937,0.04864603281021118,0.005603935103863478,0.43643712997436523,0.0,0.097292066,0.1646712,1.0749396,1.1261432,1.1047194,9258.0,12869.0,22127.0,0.9508305,0.70493877,0.94468594,0.9901551,0.9858706,0.26536924,1.0294662,0.0,0.043941382,0.40496373,0.6418827,0.0,0.0027175646,0.1649523,1.0294662,0.0,0.049494404
MCF7,2.0,A199,15,2,40.0,1,0.10459538549184799,0.0006237587076611817,0.10466580092906952,0.00061680848011747,0.10750497132539749,0.0003018027055077255,0.16986492276191711,0.021961504593491554,0.12122467905282974,0.12970107793807983,0.10139217227697372,0.0009586253436282277,0.2362334281206131,0.0,0.12589446,0.14062385,0.99584407,1.1158457,1.0529585,7789.0,7074.0,14863.0,0.96964794,0.85168946,0.969761,0.99519986,0.99314857,0.4215767,0.7740094,0.2640473,0.0039234804,0.38578138,0.510682,0.29010895,0.00080885034,0.46098453,0.7740094,0.2640473,0.0043888437
MCF7,2.0,A199,15,2,40.0,2,0.1191951185464859,0.00039488167385570705,0.1191951185464859,0.00039488167385570705,0.1248551681637764,0.000243363858317025,0.18255124986171722,0.06757555902004242,0.1373203992843628,0.14463454484939575,0.1167132705450058,0.0004411129339132458,0.22154219448566437,0.029917757958173752,0.13318107,0.14428365,0.91446376,0.8447171,0.8657392,13821.0,32034.0,45855.0,0.799137,0.95270544,0.97698784,0.9958684,0.9932272,0.2882874,0.45229772,0.18970396,0.0007191321,0.29521915,0.38722345,0.21562038,0.0005063625,0.28529683,0.45229772,0.18970396,0.0007812545
MCF7,2.0,A199,15,2,40.0,3,0.13093923032283783,0.0008029314340092242,0.13093923032283783,0.0008029314340092242,0.16498863697052002,0.00023322550987359136,0.21956050395965576,0.09451844543218613,0.17681068181991577,0.18261989951133728,0.12073870003223419,0.0005222312756814063,0.21743497252464294,0.0424465574324131,0.13823251,0.15172757,0.96274394,0.73537064,0.78778666,6923.0,23108.0,30031.0,0.95833606,0.9760235,0.9917643,0.9983768,0.99259543,0.4108637,0.612785,0.25016478,0.0029390522,0.47713512,0.59183484,0.3774826,0.00083035155,0.39101008,0.612785,0.25016478,0.001860882
MCF7,2.0,A199,15,2,40.0,4,0.12405962496995926,0.0005386803532019258,0.12405962496995926,0.0005386803532019258,0.13104671239852905,0.00027012114878743887,0.18543565273284912,0.0758327916264534,0.14440514147281647,0.15080174803733826,0.12081938236951828,0.0006300847744569182,0.25339820981025696,0.023274807259440422,0.14053729,0.15446243,0.96137804,0.8999269,0.91897476,13053.0,29058.0,42111.0,0.89179707,0.95077515,0.98067254,0.99705106,0.99454707,0.27084848,0.4590283,0.16613732,0.0006358995,0.27673277,0.33976936,0.20384474,0.00031020827,0.26820526,0.4590283,0.16613732,0.00075965695
MCF7,2.0,A199,15,2,40.0,5,0.123520128428936,0.0006620314670726657,0.123520128428936,0.0006620314670726657,0.14512766897678375,0.0003985927614849061,0.21451368927955627,0.060562457889318466,0.1603318452835083,0.16855303943157196,0.11743853241205215,0.000567783834412694,0.24960894882678986,0.007968512363731861,0.13602151,0.14810239,0.95300657,0.7091658,0.76272404,9390.0,33361.0,42751.0,0.9798376,0.97320974,0.99096394,0.9980761,0.9913734,0.37721276,0.57574934,0.20031337,0.0043816296,0.4731308,0.57574934,0.36677244,0.00077974674,0.35021585,0.5523946,0.20031337,0.0020770878
MCF7,2.0,A199,15,2,40.0,6,0.11152268201112747,0.00047172748600132763,0.11152268201112747,0.00047172748600132763,0.1302497833967209,0.00031265447614714503,0.1887563019990921,0.05077267065644264,0.14346006512641907,0.1503193974494934,0.10771557688713074,0.0004182758857496083,0.2452540546655655,0.009349760599434376,0.123438954,0.13453282,0.96444184,0.77339256,0.80567044,10691.0,52588.0,63279.0,0.9811431,0.9606271,0.99321705,0.9981896,0.9938941,0.23123994,0.39540073,0.116633184,0.0008235851,0.26465258,0.3159856,0.19927129,0.00021719854,0.22444737,0.39540073,0.116633184,0.00067376276
MCF7,2.0,A199,15,2,40.0,7,0.1484115868806839,0.0023442665114998817,0.15007245540618896,0.0021212496794760227,0.15814484655857086,0.0007975665503181517,0.26526492834091187,0.04778748378157616,0.18056195974349976,0.19352903962135315,0.14533336460590363,0.0027939833234995604,0.4242643415927887,0.0,0.18576841,0.21303979,1.0284529,1.1914366,1.1522759,13482.0,42629.0,56111.0,0.9681488,0.95022917,0.9857924,0.99690604,0.9937095,0.52213514,1.3366554,0.0,0.012630626,0.43519983,0.59248513,0.33073622,0.0008342538,0.5496289,1.3366554,0.0,0.013215209
MCF7,2.0,A199,15,2,40.0,8,0.164725199341774,0.002073268871754408,0.1647573709487915,0.002068371744826436,0.1785903126001358,0.0009538739686831832,0.28625068068504333,0.0664040595293045,0.20200759172439575,0.21519999206066132,0.1600039154291153,0.002366687636822462,0.43683257699012756,0.0,0.19789048,0.22439998,1.0201706,0.96801215,0.9812617,9104.0,26735.0,35839.0,0.97864157,0.93601,0.99050456,0.99735314,0.9958944,0.67116094,1.1629746,0.0,0.003974081,0.66928375,0.81434906,0.5192941,0.0013396166,0.6718002,1.1629746,0.0,0.0048695467
MCF7,2.0,A199,16,2,40.0,1,0.08961326628923416,0.0003995283041149378,0.08961326628923416,0.0003995283041149378,0.10981828719377518,0.00012249367136973888,0.14658601582050323,0.06567429006099701,0.11821234226226807,0.12287206202745438,0.08180895447731018,0.0002879411040339619,0.15554796159267426,0.02305690012872219,0.095312916,0.10403698,0.93759644,0.74403054,0.797966,8729.0,22598.0,31327.0,0.9757633,0.97216326,0.99486876,0.99838734,0.99545497,0.29314524,0.3848335,0.21201773,0.0008269902,0.32578915,0.3848335,0.2502527,0.0003114318,0.28053635,0.3689634,0.21201773,0.00045553833
MCF7,2.0,A199,16,2,40.0,2,0.08338752388954163,0.0003192553122062236,0.08338752388954163,0.0003192553122062236,0.0999489277601242,0.00020503628184087574,0.15255257487297058,0.051288455724716187,0.11130425333976746,0.11724305897951126,0.0774649977684021,0.00022693962091580033,0.14982318878173828,0.026021020486950874,0.08919528,0.097432435,0.9487436,0.81786764,0.8523431,7051.0,19716.0,26767.0,0.95623904,0.95430815,0.9886807,0.9964779,0.9938035,0.2404414,0.3381468,0.16164541,0.00061980536,0.26434734,0.33437595,0.18919048,0.0003960636,0.2318924,0.3381468,0.16164541,0.00042236006
MCF7,2.0,A199,16,2,40.0,3,0.08385314047336578,0.00036695084418170154,0.08385314047336578,0.00036695084418170154,0.1127731129527092,0.00024898836272768676,0.1537621021270752,0.06809764355421066,0.12619340419769287,0.13335199654102325,0.07565542310476303,9.610846609575674e-05,0.12531955540180206,0.038607124239206314,0.08348679,0.088477865,0.81820446,0.5573454,0.61495894,15824.0,55823.0,71647.0,0.83209574,0.9918307,0.9766641,0.99400073,0.9780621,0.22465964,0.35359192,0.1516784,0.0015979102,0.28502265,0.35359192,0.20492174,0.000882742,0.20754902,0.29689297,0.1516784,0.00047501095
