Metadata_cell,Metadata_hour,Metadata_treatment,Metadata_site,Metadata_dish,Metadata_concentration,ObjectNumber,Ed_mean,Ed_variance,Ed_not_zero_mean,Ed_not_zero_variance,Ed_region_mean,Ed_region_variance,Ed_region_max,Ed_region_min,Ed_region_top_50,Ed_region_top_25,Ed_not_region_mean,Ed_not_region_variance,Ed_not_region_max,Ed_not_region_min,Ed_not_region_top_50,Ed_not_region_top_25,Fp_region_ratio_mean,Fp_non_region_ratio_mean,Fp_cell_ratio_mean,Fp_region_pixels,Fp_non_region_pixels,Fp_cell_pixels,Fp_cell_MCC,Fp_region_PCC,Fp_cell_PCC,Fp_region_MOC,Fp_cell_MOC,Rc_cell_mean,Rc_cell_max,Rc_cell_min,Rc_cell_var,Rc_region_mean,Rc_region_max,Rc_region_min,Rc_region_var,Rc_non_region_mean,Rc_non_region_max,Rc_non_region_min,Rc_non_region_var
MCF7,2.0,A199,1,1,90.0,4,0.047877728939056396,0.0003467935312073678,0.048412930220365524,0.00032475951593369246,0.05139843374490738,0.00014932113117538393,0.09571389108896255,0.006750187370926142,0.06111494451761246,0.06699533760547638,0.045410897582769394,0.00047038515913300216,0.15807494521141052,0.0,0.06270656,0.07404797,0.9124666,0.8931491,0.90110797,16137.0,23030.0,39167.0,0.9512741,0.97399807,0.9922227,0.9980216,0.9973427,0.16907847,0.31382015,0.1079022,0.00033523046,0.16715276,0.20278972,0.1339526,9.205787e-05,0.17042772,0.31382015,0.1079022,0.00050119404
MCF7,2.0,A199,1,1,90.0,5,0.042725130915641785,0.00037311477353796363,0.04346649721264839,0.0003473644028417766,0.04217562451958656,0.0002750477578956634,0.10970490425825119,0.0,0.055301252752542496,0.06350656598806381,0.04325869679450989,0.00046775868395343423,0.12277137488126755,0.0,0.060767893,0.07098318,0.9551635,1.0727569,1.0148188,4217.0,4342.0,8559.0,0.90527564,0.7154596,0.9097275,0.9909471,0.98753464,0.14687736,0.21437581,0.08039075,0.00025003988,0.14782481,0.20038006,0.10308921,0.00018897244,0.14595744,0.21437581,0.08039075,0.00030761777
MCF7,2.0,A199,1,1,90.0,6,0.05719786137342453,0.00038513285107910633,0.05734384432435036,0.0003777446981985122,0.07198752462863922,0.00017537634994369,0.11649176478385925,0.027322059497237206,0.08252427726984024,0.0887826532125473,0.052163612097501755,0.0003567331878002733,0.1470974087715149,0.0,0.06712699,0.07710605,0.9217036,0.71989197,0.771143,9776.0,28719.0,38495.0,0.97523445,0.98663294,0.99464554,0.99867034,0.9948558,0.21088876,0.2984265,0.093712814,0.0015350943,0.25916296,0.2984265,0.20344229,0.0001764121,0.19445671,0.27845332,0.093712814,0.0009343205
MCF7,2.0,A199,1,1,90.0,7,0.06687060743570328,0.00037823448656126857,0.06692096590995789,0.0003751492768060416,0.06273998320102692,0.00020538517856039107,0.12371063232421875,0.008922279812395573,0.07394664734601974,0.08139411360025406,0.06925699859857559,0.000462542986497283,0.1858905702829361,0.0,0.08602106,0.096583284,1.0294083,1.184819,1.1279085,8759.0,15160.0,23919.0,0.97740203,0.8635247,0.97337234,0.997018,0.9933975,0.2820429,0.47392493,0.15724635,0.0011080919,0.26150766,0.33011806,0.19944693,0.00027460756,0.29390672,0.47392493,0.15724635,0.0012052443
MCF7,2.0,A199,1,1,90.0,8,0.05225711315870285,0.0003432793018873781,0.052387647330760956,0.00033729837741702795,0.05823802947998047,0.00019315449753776193,0.11356888711452484,0.004419683013111353,0.06865749508142471,0.07540206611156464,0.05011733993887901,0.0003796125529333949,0.15099862217903137,0.0,0.06487273,0.075075254,0.89902794,0.76125836,0.7975621,5076.0,14187.0,19263.0,0.96843356,0.95104,0.98703384,0.99767274,0.9935549,0.17804527,0.254725,0.119092725,0.00030168504,0.1947497,0.24363351,0.15188244,0.00011991954,0.172069,0.254725,0.119092725,0.00023116823
MCF7,2.0,A199,1,1,90.0,9,0.059920791536569595,0.0006602091598324478,0.06041799113154411,0.0006356474477797747,0.06988169252872467,0.0003043846518266946,0.14527612924575806,0.0,0.08325451612472534,0.09125033766031265,0.055739954113960266,0.0007504330715164542,0.20382466912269592,0.0,0.07616601,0.09236589,0.92768,0.79694176,0.835594,10993.0,26190.0,37183.0,0.9751914,0.9482146,0.99054396,0.9973483,0.99499863,0.15728964,0.25425163,0.0782054,0.0004921477,0.17846504,0.22500971,0.12638225,0.00013740605,0.14840181,0.25425163,0.0782054,0.00037384467
MCF7,2.0,A199,1,1,90.0,10,0.058351051062345505,0.0006244704127311707,0.05864837020635605,0.000610215007327497,0.07256634533405304,0.0005932546337135136,0.15011027455329895,0.0,0.09136664122343063,0.10249613970518112,0.054484739899635315,0.00056305160978809,0.14317123591899872,0.0,0.07309841,0.08612751,0.9490732,0.8850537,0.89874315,5905.0,21710.0,27615.0,0.9750124,0.9382224,0.9922714,0.9969934,0.99561626,0.18158007,0.26836485,0.09552612,0.00080558937,0.21797842,0.26836485,0.15802537,0.0002128846,0.17168038,0.256598,0.09552612,0.000508458
MCF7,2.0,A199,1,1,90.0,11,0.09599222987890244,0.0009621749049983919,0.09604981541633606,0.0009572208509780467,0.09886148571968079,0.0009299523662775755,0.18069082498550415,0.0,0.12339727580547333,0.13391193747520447,0.09480275958776474,0.0009707054123282433,0.26019495725631714,0.0,0.119874775,0.13492641,0.9029328,1.1030803,1.0452379,13978.0,34389.0,48367.0,0.61176085,0.012033064,0.2841833,0.81093645,0.80396205,0.6550981,1.7762442,0.023820713,0.1531389,0.67432153,1.2560533,0.023820713,0.17919576,0.64728457,1.7762442,0.038111053,0.14233671
MCF7,2.0,A199,10,1,90.0,1,0.12786230444908142,0.00038970637251622975,0.12786230444908142,0.00038970637251622975,0.13207557797431946,0.00019321787112858146,0.17167426645755768,0.07582643628120422,0.14271895587444305,0.14785555005073547,0.1253480166196823,0.0004900462226942182,0.2031135857105255,0.05300453305244446,0.14359885,0.15376753,0.9637293,1.0094568,0.99236536,3821.0,6402.0,10223.0,0.9534439,0.900621,0.98123777,0.9956156,0.994105,0.31742182,0.43126482,0.23003438,0.0009621721,0.30823377,0.3866258,0.23003438,0.0005789734,0.32290483,0.43126482,0.24096765,0.0011104051
MCF7,2.0,A199,10,1,90.0,2,0.12480127066373825,0.00028860868769697845,0.12480127066373825,0.00028860868769697845,0.1243874654173851,0.00015287753194570541,0.17079472541809082,0.0782557800412178,0.13408160209655762,0.13993114233016968,0.1250791996717453,0.00037957917083986104,0.1915266364812851,0.06749004870653152,0.14098698,0.14974095,1.0527712,1.0329915,1.0409395,3735.0,5560.0,9295.0,0.9748979,0.93152505,0.98128706,0.9967025,0.9952592,0.33642346,0.43466988,0.26546362,0.00059722044,0.32829246,0.40230379,0.2723215,0.00036957944,0.34188458,0.43466988,0.26546362,0.0006758852
MCF7,2.0,A199,10,1,90.0,3,0.13388513028621674,0.0005451426259241998,0.13388513028621674,0.0005451426259241998,0.13938486576080322,0.00023250652884598821,0.2153373658657074,0.07923717051744461,0.15104356408119202,0.1571052074432373,0.13012324273586273,0.0007241485291160643,0.2294459342956543,0.039871618151664734,0.1510538,0.16504051,1.0166359,1.0790411,1.0536928,20361.0,29766.0,50127.0,0.9658283,0.9568089,0.9929087,0.9981597,0.9977139,0.3114803,0.4164321,0.21231519,0.00050029124,0.31538346,0.4006041,0.25430357,0.00026933377,0.3088105,0.4164321,0.21231519,0.0006407205
MCF7,2.0,A199,10,1,90.0,4,0.1801258772611618,0.0033789274748414755,0.1838841438293457,0.0027583439368754625,0.17497509717941284,0.0012707682326436043,0.32072070240974426,0.0,0.20312786102294922,0.21957522630691528,0.184292271733284,0.005045369733124971,0.5218158960342407,0.0,0.23832496,0.27017173,1.0189146,0.9808918,0.99782145,9389.0,11698.0,21087.0,0.9474222,0.8083544,0.9397096,0.9928419,0.98827624,1.0355846,2.4412994,0.0,0.051619522,0.9651375,1.3025757,0.6540127,0.007786785,1.0921216,2.4412994,0.0,0.07961807
MCF7,2.0,A199,10,1,90.0,5,0.11522330343723297,0.0008210658561438322,0.11528235673904419,0.0008146782638505101,0.11308173835277557,0.0005396420019678771,0.20226696133613586,0.020934484899044037,0.13124015927314758,0.14277610182762146,0.11644992977380753,0.0009781245607882738,0.2809213399887085,0.0,0.14082727,0.15553379,0.9680492,1.141043,1.0780405,11374.0,19857.0,31231.0,0.97917366,0.92594403,0.97201884,0.99708366,0.9914016,0.6332745,1.4147526,0.0,0.011288392,0.5564052,0.7143767,0.44618666,0.0011784526,0.6773027,1.4147526,0.0,0.011756125
MCF7,2.0,A199,10,1,90.0,6,0.15614841878414154,0.001671423320658505,0.15614841878414154,0.001671423320658505,0.16887329518795013,0.0007136602653190494,0.26026445627212524,0.07971189171075821,0.18964873254299164,0.20022079348564148,0.1514514684677124,0.0019431186374276876,0.3159638047218323,0.025754865258932114,0.1878891,0.21259657,1.0291336,1.0298803,1.029679,6272.0,16991.0,23263.0,0.97955745,0.96664774,0.9946306,0.9986881,0.9980847,1.3160056,1.7154121,0.9481672,0.005389307,1.3165078,1.519883,1.1844593,0.0018677802,1.3158202,1.7154121,0.9481672,0.006689028
MCF7,2.0,A199,11,1,90.0,1,0.0783531442284584,0.0009763441048562527,0.07969023287296295,0.0008864527335390449,0.10040755569934845,0.00025049233227036893,0.14879734814167023,0.03176373615860939,0.11240681260824203,0.11881707608699799,0.0668330192565918,0.0009687101119197905,0.18303756415843964,0.0,0.09144247,0.10759181,0.99496937,0.830157,0.8867097,8998.0,17225.0,26223.0,0.9767666,0.9146064,0.9882741,0.9964809,0.99439025,0.31407496,0.62556756,0.0,0.0020226198,0.33760238,0.49264464,0.23755406,0.000749405,0.30178535,0.62556756,0.0,0.002247509
MCF7,2.0,A199,11,1,90.0,2,0.07447266578674316,0.0005884534330107272,0.07468829303979874,0.0005740525084547698,0.09355141222476959,0.0001687123003648594,0.1412065327167511,0.04043963551521301,0.10336224734783173,0.10950390994548798,0.06939002126455307,0.0005774701712653041,0.18807144463062286,0.0,0.087932214,0.100351214,0.94257486,0.83909,0.8608601,5392.0,20239.0,25631.0,0.9804561,0.94647723,0.994715,0.99812126,0.9969682,0.28004044,0.46086332,0.18622363,0.0005751879,0.28733423,0.3497105,0.21785273,0.0003347539,0.27809736,0.46086332,0.18622363,0.0006212922
MCF7,2.0,A199,11,1,90.0,3,0.12606287002563477,0.0006835778476670384,0.12606751918792725,0.0006830170750617981,0.1406577080488205,0.00023006295668892562,0.21066761016845703,0.08611835539340973,0.15262192487716675,0.15983162820339203,0.11834460496902466,0.0007511939038522542,0.27428457140922546,0.0,0.13945092,0.15365177,0.9876605,0.9845472,0.9856242,9381.0,17738.0,27119.0,0.9815632,0.9664586,0.9934835,0.99859875,0.99824715,0.73723376,1.1282654,0.49891597,0.0022827995,0.72862834,0.9268854,0.61828303,0.0011817015,0.7417846,1.1282654,0.49891597,0.0028052267
MCF7,2.0,A199,11,1,90.0,4,0.05825220048427582,0.0015760918613523245,0.0657515898346901,0.0012859010603278875,0.052608318626880646,0.0009127668454311788,0.16380459070205688,0.0,0.07704240083694458,0.09222351014614105,0.06408588588237762,0.0021947678178548813,0.28711503744125366,0.0,0.10262723,0.124957986,0.82469356,0.9333131,0.8791289,4102.0,4121.0,8223.0,0.7741205,0.39788038,0.68038034,0.9798841,0.97143036,0.15609159,0.4004538,0.0,0.0032996263,0.1654219,0.27222833,0.0,0.0008936029,0.14680651,0.4004538,0.0,0.0055211307
MCF7,2.0,A199,11,1,90.0,5,0.04254130646586418,0.000953374314121902,0.05198292061686516,0.0006741633405908942,0.05091448873281479,0.00044354365672916174,0.1485747992992401,0.0,0.06747229397296906,0.0778990313410759,0.03720346838235855,0.001205200213007629,0.22043754160404205,0.0,0.06629008,0.08490749,0.9681068,1.0571568,1.0224876,12732.0,19971.0,32703.0,0.948253,0.8726398,0.95985985,0.99241513,0.9881589,0.13375074,0.34758326,0.0,0.0038010844,0.15836847,0.2928845,0.09151167,0.00042675922,0.118057124,0.34758326,0.0,0.0053195613
MCF7,2.0,A199,11,1,90.0,6,0.05105065554380417,0.0010068108094856143,0.05958297848701477,0.0006667023408226669,0.05924508348107338,0.00034281297121196985,0.14165085554122925,0.0,0.07383840531110764,0.08253653347492218,0.0452612079679966,0.0013949729036539793,0.3095020055770874,0.0,0.07634996,0.094500154,1.0514791,1.3614522,1.2331097,16356.0,23147.0,39503.0,0.94580466,0.91602945,0.9751549,0.99626577,0.99145555,0.25815517,0.7958815,0.0,0.014182011,0.25460932,0.34289974,0.1440091,0.00042065184,0.26066065,0.7958815,0.0,0.023890406
MCF7,2.0,A199,11,1,90.0,7,0.12898093461990356,0.005226698704063892,0.1487542986869812,0.003086605342105031,0.1331835240125656,0.0014254596317186952,0.2763694226741791,0.0,0.16330701112747192,0.181472048163414,0.12746694684028625,0.006587471812963486,0.5421751141548157,0.0,0.19195803,0.22674514,0.91755015,0.85521084,0.87172174,8153.0,22630.0,30783.0,0.8879569,0.8141597,0.93351585,0.98941314,0.98375964,0.5299072,1.4213798,0.0,0.051867936,0.6095831,0.88118345,0.3377334,0.005775388,0.5012033,1.4213798,0.0,0.06536224
MCF7,2.0,A199,11,1,90.0,8,0.06801124662160873,0.0006684716790914536,0.06876775622367859,0.0006238839705474675,0.0695437490940094,0.00027482915902510285,0.13203421235084534,0.0,0.08233048766851425,0.0899474173784256,0.06710387766361237,0.0008993283263407648,0.20475119352340698,0.0,0.09068419,0.10592222,0.96177673,0.9670101,0.96506387,13049.0,22038.0,35087.0,0.9757801,0.94613624,0.9870167,0.99700916,0.9954199,0.20229663,0.3677332,0.0,0.0010837123,0.22110553,0.27374917,0.15525074,0.0002587178,0.1911601,0.3677332,0.0,0.0012386934
MCF7,2.0,A199,11,1,90.0,9,0.1075732409954071,0.002026456408202648,0.10957562178373337,0.0018447652691975236,0.09328550100326538,0.0007562793325632811,0.17342770099639893,0.005976885557174683,0.11511250585317612,0.1265006959438324,0.11230984330177307,0.0023574293591082096,0.4325137138366699,0.0,0.14933008,0.17336248,1.0356818,1.3032888,1.2366576,4864.0,14671.0,19535.0,0.980357,0.92362773,0.9851068,0.9965202,0.9921283,0.51301306,1.1299969,0.0,0.017059622,0.41727868,0.5163692,0.33330333,0.0008521384,0.54475045,1.1299969,0.0,0.018387033
MCF7,2.0,A199,12,1,90.0,1,0.08395403623580933,0.0005308539839461446,0.0839577168226242,0.0005305683007463813,0.08746553212404251,0.00021310140436980873,0.1389259546995163,0.03823278844356537,0.09934274107217789,0.1068219393491745,0.08283655345439911,0.0006268009310588241,0.19535934925079346,0.0,0.10225072,0.11577817,1.010905,1.0797167,1.0631043,5508.0,17307.0,22815.0,0.9742715,0.93973815,0.9890242,0.9973894,0.9960378,0.2469313,0.38715976,0.1642262,0.00057137804,0.23400609,0.3006665,0.19120248,0.00020163819,0.25104448,0.38715976,0.1642262,0.0006189589
MCF7,2.0,A199,12,1,90.0,2,0.06551440060138702,0.00040038986480794847,0.06551670283079147,0.0004002530768048018,0.06556768715381622,0.00018411915516480803,0.12651413679122925,0.0094761298969388,0.07571262866258621,0.08227471262216568,0.06548692286014557,0.0005118816043250263,0.2191048115491867,0.0,0.08291583,0.09523568,0.94884646,0.8840235,0.9060747,9677.0,18770.0,28447.0,0.96852833,0.8737013,0.9832191,0.995691,0.9934045,0.1329326,0.23824523,0.062719606,0.0003396191,0.14176363,0.19457051,0.08028568,0.00014446136,0.12837994,0.23824523,0.062719606,0.00037929715
MCF7,2.0,A199,12,1,90.0,3,0.07457289099693298,0.0003433444071561098,0.0745764970779419,0.0003430923679843545,0.07937946170568466,0.0002240214089397341,0.1409909427165985,0.01844903454184532,0.09059710055589676,0.09779484570026398,0.07232514023780823,0.00038328830851241946,0.1536400020122528,0.0,0.0880538,0.09763516,0.9473196,0.9210797,0.9294411,6597.0,14106.0,20703.0,0.97066915,0.890579,0.98733795,0.9959802,0.99444824,0.22985685,0.35484183,0.115792766,0.0012855023,0.26084214,0.337485,0.17707936,0.00044514658,0.21536686,0.35484183,0.115792766,0.0010195506
MCF7,2.0,A199,12,1,90.0,4,0.19213634729385376,0.0033388459123671055,0.19213634729385376,0.0033388459123671055,0.1174110397696495,0.0002920458500739187,0.17956465482711792,0.07881277799606323,0.13071757555007935,0.14180827140808105,0.21172934770584106,0.0022897403687238693,0.41817107796669006,0.07147916406393051,0.25237852,0.27496737,1.0367204,1.4097421,1.3322507,6109.0,23298.0,29407.0,0.9749168,0.92172015,0.98294604,0.99643254,0.9891247,0.37583947,0.64684683,0.22346997,0.0026636568,0.32187158,0.40543145,0.2551022,0.0006078074,0.38998982,0.64684683,0.22346997,0.0022388012
MCF7,2.0,A199,12,1,90.0,5,0.10029987245798111,0.00047641180572099984,0.10029987245798111,0.00047641180572099984,0.09303038567304611,0.0001840778859332204,0.14419671893119812,0.05445963144302368,0.10421513020992279,0.11077774316072464,0.10326053947210312,0.0005651835235767066,0.21603287756443024,0.03016604483127594,0.12199576,0.13561936,1.0135568,1.1306287,1.0967458,6316.0,15507.0,21823.0,0.9552272,0.95113504,0.9876412,0.99614143,0.99471354,0.4176607,0.6593686,0.26927054,0.002435186,0.39772066,0.4971738,0.3071208,0.000895015,0.42578176,0.6593686,0.26927054,0.0028345715
MCF7,2.0,A199,13,1,90.0,1,0.18970568478107452,0.0007163516129367054,0.19033809006214142,0.0005983681185171008,0.1948120892047882,0.0003508263034746051,0.26310959458351135,0.12133827805519104,0.20908284187316895,0.21882468461990356,0.18187065422534943,0.0011758044129237533,0.29051628708839417,0.0,0.20691308,0.2230739,0.73616356,1.1663765,0.905892,6742.0,4393.0,11135.0,0.876864,0.58971786,0.86672026,0.9842139,0.97665346,0.021907924,0.055222675,0.0,2.5122807e-05,0.021129258,0.036816094,0.0090820715,1.2524591e-05,0.023102678,0.055222675,0.0,4.209531e-05
MCF7,2.0,A199,13,1,90.0,2,0.10355643182992935,0.00040915122372098267,0.10355643182992935,0.00040915122372098267,0.1028297021985054,0.0002056274825008586,0.16006353497505188,0.03899458050727844,0.11391636729240417,0.12080330401659012,0.10396455973386765,0.0005229846574366093,0.21349795162677765,0.032491229474544525,0.122331865,0.13315816,0.9693351,0.972497,0.9713598,6433.0,11454.0,17887.0,0.9877537,0.966676,0.9946707,0.99866,0.99804777,0.39559606,0.5383143,0.29499626,0.00077578926,0.38416073,0.4625572,0.32803577,0.00028169516,0.40201804,0.5383143,0.29499626,0.0009385879
MCF7,2.0,A199,13,1,90.0,3,0.13216765224933624,0.003140420885756612,0.13712096214294434,0.002578914863988757,0.11185087263584137,0.0006883809110149741,0.20363584160804749,0.014351696707308292,0.1328621357679367,0.14482106268405914,0.1411360651254654,0.003960177768021822,0.47092029452323914,0.0,0.18843985,0.21840303,0.9485635,1.0789523,1.0390203,9300.0,21067.0,30367.0,0.94995016,0.90512156,0.9770956,0.99525154,0.992219,0.90593576,2.5719707,0.0,0.0766102,0.7661832,1.0290171,0.5443209,0.0036320447,0.9676264,2.5719707,0.0,0.096397616
MCF7,2.0,A199,14,1,90.0,1,0.16594231128692627,0.0016320855356752872,0.166069895029068,0.0016121543012559414,0.1684533655643463,0.0003336812660563737,0.2322242259979248,0.08854479342699051,0.18279384076595306,0.1914404183626175,0.16540560126304626,0.0019079700578004122,0.45446568727493286,0.0,0.19800082,0.21869963,1.0016286,1.0453439,1.0376453,5731.0,26812.0,32543.0,0.9986623,0.945981,0.97784996,0.99714017,0.9911702,1.5097352,2.8130805,0.0,0.06448933,1.2968785,1.7250736,1.0099635,0.009894949,1.5552312,2.8130805,0.0,0.064404316
MCF7,2.0,A199,14,1,90.0,2,0.07574473321437836,0.0015758927911520004,0.07949738949537277,0.0013556423364207149,0.06686674803495407,0.0005053278291597962,0.14908763766288757,0.0,0.0846937820315361,0.09539955854415894,0.08208847045898438,0.0022442967165261507,0.3714868724346161,0.0,0.11882166,0.14237154,1.0709729,1.4177431,1.2746209,9390.0,13361.0,22751.0,0.9567369,0.7225965,0.90305316,0.99243313,0.9801434,0.38757813,0.9710452,0.0,0.015605652,0.33632663,0.48609945,0.20557769,0.0013721322,0.4235946,0.9710452,0.0,0.02246502
