Key,Hour,Treatment,Concentration,Edmax,Kd,R2,RMSE,N
2.0h-A133-40.0um,2.0,A133,40.0,0.14210276705935324,0.18666826455589264,0.17790130306349583,0.02353598842985866,115
2.0h-A133-80.0um,2.0,A133,80.0,0.24657331137544491,0.9999999999999999,0.6733094453549627,0.030223281087338818,334
2.0h-control-0.0um,2.0,control,0.0,0.26412254845841604,0.4852886620099592,0.6515456267220032,0.02204314236539508,36
4.0h-A133-40.0um,4.0,A133,40.0,0.2738788286742312,0.9999999999999999,0.5546570729421686,0.049315982654611124,207
4.0h-A133-80.0um,4.0,A133,80.0,0.2717344741576124,0.8239412130290827,0.3555633328400819,0.026044385279082895,155
6.0h-A133-40.0um,6.0,A133,40.0,0.23922804424464172,0.6036590365416002,0.6501315894457101,0.02643666093072887,243
6.0h-A133-80.0um,6.0,A133,80.0,0.16974475791019247,0.16970710743740713,0.5975930006919669,0.017992232267887112,107
