ObjectNumber,Metadata_cell,Metadata_concentration,Metadata_dish,Metadata_hour,Metadata_site,Metadata_treatment,Predicted_Probability,S,Ed_region_mean,Rc_region_mean,Fp_region_PCC,Fp_cell_PCC,FRET_Judge,Near_Ed,Ed_diff,E_Ed_diff,E_Ed_std,E_Ed_predict_std,E_Fp,E
1,A549,90,4,6,0,GEF,0.6854372268255944,0.2837314827268908,0.1218677908182144,1.1397913694381714,-0.062428765,0.3940473,GEF,0.1061193725658655,0.130888508546172,0.130888508546172,0.12644103323282443,0.7780874891747477,0.9375712350000001,0.8578293620873738
2,A549,90,4,6,0,GEF,0.6409200686319799,0.2392143245332763,0.1092801243066787,1.112267017364502,0.0330102257430553,0.28183213,GEF,0.1035567395694606,0.1307415382570022,0.1307415382570022,0.1841238664793233,0.7956570859507417,0.9669897742569447,0.8813234301038432
3,A549,90,4,6,0,GEF,0.6050802758904654,0.2033745317917618,,,,0.17494524,,,,,,,,
1,A549,90,4,6,1,GEF,0.707093446409915,0.3053877023112114,0.1289636194705963,1.2122085094451904,0.5954053997993469,0.37739527,GEF,0.1128617130209853,0.1309531208104927,0.1309531208104927,0.09392448216865597,0.7318615164002168,0.4045946002006531,0.5682280583004349
2,A549,90,4,6,1,GEF,0.5718028877072205,0.1700971436085169,0.1757300645112991,2.0200424194335938,0.6543776392936707,0.33330914,GEF,0.1880744492848648,0.1095415684798434,0.1095415684798434,0.0,0.2161975682541451,0.34562236070632935,0.2809099644802372
3,A549,90,4,6,1,GEF,0.5915541668323092,0.1898484227336056,0.1456076204776764,1.4614428281784058,0.6246152520179749,0.1789919,GEF,0.1360664768356884,0.1281141294254454,0.1281141294254454,0.017653543963697914,0.5727679809316311,0.37538474798202515,0.4740763644568281
4,A549,90,4,6,1,GEF,0.6940201297764235,0.2923143856777199,0.1560750603675842,1.9091564416885376,-0.006021064,0.22108881,GEF,0.177750498165233,0.1142498006323632,0.1142498006323632,0.0,0.2869793222397804,0.993978936,0.6404791291198901
5,A549,90,4,6,1,GEF,0.7024048619531553,0.3006991178544517,,,,0.8320835,,,,,,,,
6,A549,90,4,6,1,GEF,0.6191351739193026,0.217429429820599,0.1909913122653961,1.584491729736328,0.5751087069511414,0.35808814,GEF,0.1475228473420576,0.1252641622793742,0.1252641622793742,0.0,0.49422227790053874,0.42489129304885864,0.4595567854746987
7,A549,90,4,6,1,GEF,0.5765926934145917,0.1748869493158881,0.0662890970706939,0.3467966318130493,-0.046014018,0.25169358,GEF,0.0322882256900196,0.0822846211295375,0.0822846211295375,0.3811297414662719,1.0,0.953985982,0.9769929909999999
8,A549,90,4,6,1,GEF,0.5283508880348402,0.1266451439361366,0.1532341688871383,1.7624471187591553,0.3678426742553711,0.6354495,GEF,0.1640912428696756,0.1197862604499324,0.1197862604499324,0.0,0.38062816237411956,0.6321573257446289,0.5063927440593743
9,A549,90,4,6,1,GEF,0.586015161931341,0.1843094178326373,0.1222238838672638,1.3351541757583618,0.0458192639052867,0.18076009,GEF,0.1243084718916698,0.1300959840307667,0.1300959840307667,0.12480924103768412,0.6533817114370783,0.9541807360947133,0.8037812237658959
1,A549,90,4,6,10,GEF,0.5896478642115932,0.1879421201128896,0.1715368926525116,1.764058232307434,0.3507477939128876,0.6028036,GEF,0.1642412443203446,0.1197301434874994,0.1197301434874994,0.0,0.37959974160229404,0.6492522060871124,0.5144259738447032
2,A549,90,4,6,10,GEF,0.7450954677486311,0.3433897236499275,0.1511177718639373,1.2646336555480957,0.1203473210334777,0.047420956,GEF,0.1177427147203194,0.1307282425852901,0.1307282425852901,0.0,0.6983970164735591,0.8796526789665223,0.7890248477200408
1,A549,90,4,6,11,GEF,0.6360860846962033,0.2343803405974997,0.1532786786556244,1.073250412940979,0.0779264718294143,0.63618314,GEF,0.0999241295216098,0.1304099283139599,0.1304099283139599,0.0,0.82056252261479,0.9220735281705857,0.8713180253926879
2,A549,90,4,6,11,GEF,0.6992444552574784,0.2975387111587748,0.1532582640647888,0.8767482042312622,-0.155758917,0.39941388,control,0.207863258487834,0.0,0.0,0.0,0.08052406414294037,0.844241083,0.46238257357147017
1,A549,90,4,6,12,GEF,0.7106380661291676,0.308932322030464,,,,0.47179964,,,,,,,,
2,A549,90,4,6,12,GEF,0.6641437804873853,0.2624380363886817,,,,0.23008189,,,,,,,,
3,A549,90,4,6,12,GEF,0.6273726911351427,0.2256669470364391,,,,0.4570474,,,,,,,,
4,A549,90,4,6,12,GEF,0.6227499995450578,0.2210442554463542,,,,0.6337492,,,,,,,,
5,A549,90,4,6,12,GEF,0.4933119988824151,0.0916062547837116,,,,0.7196123,,,,,,,,
6,A549,90,4,6,12,GEF,0.5966587609660701,0.1949530168673665,0.1851124465465545,1.9393430948257449,0.5598362684249878,0.34284258,GEF,0.1805610025932169,0.1130100440079574,0.1130100440079574,0.0,0.26771030103928195,0.4401637315750122,0.3539370163071471
1,A549,90,4,6,13,GEF,0.6156776382769134,0.2139718941782097,,,,0.5555815,,,,,,,,
2,A549,90,4,6,13,GEF,0.6015762788364356,0.199870534737732,0.0929705500602722,0.6440467834472656,0.7938579320907593,0.25819036,GEF,0.0599634655912309,0.1143424389106358,0.1143424389106358,0.2588622979999469,1.0,0.20614206790924072,0.6030710339546204
3,A549,90,4,6,13,GEF,0.5794247755374211,0.1777190314387175,0.0737141147255897,0.5501368641853333,-0.010515834,0.42663258,GEF,0.0512200569490864,0.1066899156481362,0.1066899156481362,0.3471046856827268,1.0,0.989484166,0.994742083
1,A549,90,4,6,14,GEF,0.66243205349516,0.2607263093964564,0.1562211215496063,1.582592248916626,0.7637261748313904,0.21722127,GEF,0.1473459976850129,0.1253143888843005,0.1253143888843005,0.0,0.49543477191298874,0.23627382516860962,0.3658542985407992
2,A549,90,4,6,14,GEF,0.5710831041880888,0.1693773600893852,0.1357048600912094,1.0639632940292358,0.6008398532867432,0.4370523,GEF,0.0990594596721227,0.130308911727621,0.130308911727621,0.06303282657569972,0.8264907615086001,0.39916014671325684,0.6128254541109285
3,A549,90,4,6,14,GEF,0.5806461976519086,0.178940453553205,0.0667234137654304,0.7957714796066284,0.2761264443397522,0.6323334,GEF,0.074089673238438,0.1230827414933171,0.1230827414933171,0.37913949033786,0.9976854194397158,0.7238735556602478,0.8607794875499818
1,A549,90,4,6,15,GEF,0.7464178046621381,0.3447120605634345,0.0544122569262981,0.158581405878067,0.7040157318115234,0.74298936,control,0.0609024220380651,0.0,0.0,0.4355552212735633,1.0,0.29598426818847656,0.6479921340942383
2,A549,90,4,6,15,GEF,0.7184936770836783,0.3167879329849747,0.1729916483163833,1.7772257328033447,-0.147659302,0.09474671,GEF,0.1654671940233815,0.1192674209668419,0.1192674209668419,0.0,0.37119454195793383,0.852340698,0.6117676199789669
3,A549,90,4,6,15,GEF,0.731482695800593,0.3297769517018894,0.1026308164000511,0.8484324812889099,-0.353865862,0.060125075,GEF,0.078992634084657,0.1252387827196553,0.1252387827196553,0.21459424149530654,0.9640703660171601,0.6461341380000001,0.8051022520085801
4,A549,90,4,6,15,GEF,0.7450630861831042,0.3433573420844006,0.063947893679142,0.2971629202365875,0.1850354969501495,0.5111211,GEF,0.0276671182910353,0.0742645064692724,0.0742645064692724,0.3918582783803428,1.0,0.8149645030498505,0.9074822515249252
1,A549,90,4,6,16,GEF,0.4447080821393864,0.0430023380406828,0.2283770591020584,2.00460171699524,0.613599419593811,0.26132953,GEF,0.1866368549156935,0.1102220232608898,0.1102220232608898,0.0,0.22605381900453086,0.38640058040618896,0.30622719970535994
1,A549,90,4,6,17,GEF,0.6841404183675219,0.2824346742688183,0.2509579658508301,1.7893459796905518,0.3728321492671966,0.31467924,control,0.2854307712858413,0.0,0.0,0.06511317050650449,0.05128440187215122,0.6271678507328033,0.3392261263024773
2,A549,90,4,6,17,GEF,0.6826299736219317,0.2809242295232281,0.2213592529296875,1.146502137184143,0.3419625461101532,0.33214,control,0.2376579783288937,0.0,0.0,0.0,0.0,0.6580374538898468,0.3290187269449234
3,A549,90,4,6,17,GEF,0.5971400710128211,0.1954343269141175,0.1720464080572128,1.045231819152832,0.745418906211853,0.29717824,control,0.2273939660505453,0.0,0.0,0.0,0.0,0.254581093788147,0.1272905468940735
4,A549,90,4,6,17,GEF,0.5606990378605484,0.1589932937618448,0.1331943571567535,0.911882221698761,-0.358057469,0.33860865,GEF,0.0849000719038075,0.127320005645974,0.127320005645974,0.07453717664728407,0.9235685459721751,0.641942531,0.7827555384860876
1,A549,90,4,6,18,GEF,0.4564148080993288,0.0547090640006251,0.1957123875617981,1.449393630027771,0.6218405365943909,0.41244084,GEF,0.1349446457866452,0.1283467211409235,0.1283467211409235,0.0,0.5804593355696657,0.37815946340560913,0.4793093994876374
2,A549,90,4,6,18,GEF,0.5793200600571388,0.1776143159584352,0.2146276831626892,1.768197774887085,0.4572441279888153,0.38466966,GEF,0.1646266531530845,0.1195854572769643,0.1195854572769643,0.0,0.37695735082895804,0.5427558720111847,0.4598566114200714
3,A549,90,4,6,18,GEF,0.6951642024916017,0.2934584583928981,,,,0.3192937,,,,,,,,
4,A549,90,4,6,18,GEF,0.6671333490819046,0.265427604983201,0.1205240413546562,0.4553946852684021,0.3685570061206817,0.20558207,control,0.1392246158277474,0.0,0.0,0.13259874929246634,0.5511155520700408,0.6314429938793182,0.5912792729746795
5,A549,90,4,6,18,GEF,0.5542351183909704,0.1525293742922668,0.1413532346487045,1.7747910022735596,0.416341632604599,0.50914544,GEF,0.1652405103660775,0.119353526320513,0.119353526320513,0.03714921682045476,0.37274870147282585,0.583658367395401,0.47820353443411345
1,A549,90,4,6,19,GEF,0.6844445787598726,0.282738834661169,0.3303669989109039,2.370604991912842,0.4574035704135895,0.2686743,control,0.3129393599326397,0.0,0.0,0.42900412742629684,0.23988527100907983,0.5425964295864105,0.3912408502977452
2,A549,90,4,6,19,GEF,0.6112726339686361,0.2095668898699325,,,,0.16811806,,,,,,,,
3,A549,90,4,6,19,GEF,0.7291640202683289,0.3274582761696253,,,,0.1485385,,,,,,,,
4,A549,90,4,6,19,GEF,0.5676064693794911,0.1659007252807875,0.2297618687152862,2.033639669418335,0.0397945009171962,0.08322915,GEF,0.1893404104736333,0.1089359705456607,0.1089359705456607,0.0,0.20751804697586423,0.9602054990828038,0.5838617730293341
5,A549,90,4,6,19,GEF,0.5626911853327463,0.1609854412340427,0.1162088960409164,0.6509777903556824,0.3670291900634765,0.15965357,GEF,0.0606087714990422,0.1148333199193533,0.1148333199193533,0.15237285177117088,1.0,0.6329708099365234,0.8164854049682617
6,A549,90,4,6,19,GEF,0.7719753904579528,0.3702696463592492,,,,0.39463058,,,,,,,,
7,A549,90,4,6,19,GEF,0.4896332703690698,0.0879275262703662,0.0917075648903846,0.7183229923248291,0.2664222121238708,0.36464083,GEF,0.0668788931808813,0.1191257653755833,0.1191257653755833,0.26464991263691423,1.0,0.7335777878761292,0.8667888939380646
8,A549,90,4,6,19,GEF,0.7181710294948791,0.3164652853961755,,,,0.13950033,,,,,,,,
1,A549,90,4,6,2,GEF,0.7009030347180453,0.2991972906193417,0.2598705291748047,2.278001308441162,0.1926234811544418,0.3578153,GEF,0.2120915073037937,0.0971186143395127,0.0971186143395127,0.10595488676460132,0.05153488509576296,0.8073765188455582,0.4294557019706606
2,A549,90,4,6,2,GEF,0.6699178530777218,0.2682121089790182,0.0623538456857204,0.3313757479190826,0.5023586750030518,0.26396078,GEF,0.0308524765107243,0.0798937492336406,0.0798937492336406,0.399162984499399,1.0,0.49764132499694824,0.7488206624984741
3,A549,90,4,6,2,GEF,0.7017257780303439,0.3000200339316403,0.1433291286230087,1.2571851015090942,0.3307769894599914,0.42040148,GEF,0.1170492229968899,0.1307733750819913,0.1307733750819913,0.02809470600003374,0.7031516457806972,0.6692230105400085,0.6861873281603529
4,A549,90,4,6,2,GEF,0.5790469351381329,0.1773411910394293,0.1654831171035766,1.6526473760604858,0.8269147872924805,0.83425784,GEF,0.1538684248035766,0.1233419829172499,0.1233419829172499,0.0,0.45071654084566887,0.17308521270751953,0.31190087677659417
1,A549,90,4,6,3,GEF,0.5989330175306427,0.197227273431939,0.0975201204419136,0.959055721759796,-0.190702617,0.45155516,GEF,0.0892921232585045,0.1285319659674075,0.1285319659674075,0.23801394541395088,0.8934563248973113,0.809297383,0.8513768539486557
2,A549,90,4,6,3,GEF,0.5069203293553886,0.1052145852566849,0.1296087354421615,1.4473636150360107,0.7757998704910278,0.47037575,GEF,0.1347556428489137,0.1283850456727137,0.1283850456727137,0.09096824584174454,0.5817551533516421,0.22420012950897217,0.4029776414303071
3,A549,90,4,6,3,GEF,0.624291572941107,0.2225858288424034,,,,0.7783259,,,,,,,,
4,A549,90,4,6,3,GEF,0.5619801555077566,0.160274411409053,0.2273073345422744,2.2291054725646973,0.1940326690673828,0.56181884,GEF,0.2075390992373493,0.099615655419375,0.099615655419375,0.0,0.08274652335977488,0.8059673309326172,0.444356927146196
1,A549,90,4,6,4,GEF,0.5447072293959255,0.1430014852972219,0.1203473359346389,1.3376470804214478,0.052469678223133,0.49020416,GEF,0.1245405718055721,0.1300670823933383,0.1300670823933383,0.1334084997944573,0.6517904176760414,0.947530321776867,0.7996603697264542
2,A549,90,4,6,4,GEF,0.4249457861624427,0.0232400420637391,0.0699422806501388,0.5181004405021667,0.6390933394432068,0.6220134,GEF,0.0482373310997166,0.1036152961770415,0.1036152961770415,0.3643890708233967,1.0,0.3609066605567932,0.6804533302783966
3,A549,90,4,6,4,GEF,0.6173305778306396,0.215624833731936,0.1166150420904159,0.6210893392562866,0.1921502649784088,0.30081955,control,0.1704731476323671,0.0,0.0,0.15051169229212574,0.3368733627205646,0.8078497350215912,0.5723615488710779
1,A549,90,4,6,5,GEF,0.7215738201226467,0.3198680760239431,0.1788249760866165,1.540257215499878,0.2566582858562469,0.48945767,GEF,0.1434044279344411,0.1263846807559923,0.1263846807559923,0.0,0.5224584585974086,0.743341714143753,0.6329000863705808
2,A549,90,4,6,5,GEF,0.7357711585776205,0.3340654144789169,0.1045825406908989,0.6549778580665588,-0.399231851,0.19509158,GEF,0.0609811946346099,0.1151122893217199,0.1151122893217199,0.20565048796410662,1.0,0.600768149,0.8003840744999999
3,A549,90,4,6,5,GEF,0.4943397022380129,0.0926339581393093,0.1420178115367889,0.9619759917259216,0.4355074763298034,0.58592343,GEF,0.0895640126804089,0.128598134671254,0.128598134671254,0.03410380107324542,0.8915922313976881,0.5644925236701965,0.7280423775339423
4,A549,90,4,6,5,GEF,0.6971659744783891,0.2954602303796855,,,,0.53329414,,,,,,,,
5,A549,90,4,6,5,GEF,0.7160033630454029,0.3142976189466993,,,,-0.13579269,,,,,,,,
1,A549,90,4,6,6,GEF,0.5800158516048552,0.1783101075061516,0.28061044216156,2.202326536178589,0.6954085826873779,0.04630845,control,0.3060024844475281,0.0,0.0,0.20099529328200827,0.19232555202876878,0.30459141731262207,0.24845848467069542
2,A549,90,4,6,6,GEF,0.7270375696355178,0.3253318255368142,0.1400313675403595,1.0295957326889038,0.5866180062294006,0.38959783,GEF,0.095859695097793,0.1298582291879366,0.1298582291879366,0.043206657245558146,0.8484285783664769,0.41338199377059937,0.6309052860685381
3,A549,90,4,6,6,GEF,0.5759953826457044,0.1742896385470008,0.1373463571071624,1.1354280710220337,0.9283649921417236,0.31189921,GEF,0.1057131311232177,0.1308698689086511,0.1308698689086511,0.05551068587082262,0.780872709825162,0.07163500785827637,0.4262538588417192
4,A549,90,4,6,6,GEF,0.6186597491061432,0.2169540050074396,0.1728718429803848,1.710265874862671,0.2339375615119934,0.5042938,GEF,0.1592329494920631,0.1215434421055945,0.1215434421055945,0.0,0.4139369724081285,0.7660624384880066,0.5899997054480676
