ObjectNumber,Metadata_cell,Metadata_concentration,Metadata_dish,Metadata_hour,Metadata_site,Metadata_treatment,Predicted_Probability,S,Ed_region_mean,Rc_region_mean,Fp_region_PCC,Fp_cell_PCC,FRET_Judge,Near_Ed,Ed_diff,E_Ed_diff,E_Ed_std,E_Ed_predict_std,E_Fp,E
1,A549,40,4,2,0,VIN,0.8953924623502036,0.6356450939499361,0.1542810350656509,0.9313108325004578,0.394293338060379,0.28886905,VIN,0.1981507217709482,0.0164105491851127,0.0164105491851127,0.0,0.14711391685580164,0.605706661939621,0.3764102893977113
2,A549,40,4,2,0,VIN,0.7085083535070419,0.4487609851067742,0.2287243455648422,1.6382560729980469,0.3131002783775329,0.24833323,VIN,0.2551631886004495,0.0211322372148522,0.0211322372148522,0.0,0.0,0.686899721622467,0.3434498608112335
1,A549,40,4,2,1,VIN,0.7230769012626869,0.4633295328624192,,5.248945713043213,0.7258859872817993,0.52741075,,,,,,,0.2741140127182007,
2,A549,40,4,2,1,VIN,0.6385484115275796,0.3788010431273119,0.0872319862246513,0.5280086994171143,0.5927672386169434,0.64046204,VIN,0.1419934893638792,0.0117596904030725,0.0117596904030725,0.28515919905791154,0.5321319552687023,0.40723276138305664,0.46968235832587946
1,A549,40,4,2,10,VIN,0.3405069172807303,0.0807595488804626,0.1513820737600326,1.1450923681259155,0.9349951148033142,0.68589914,VIN,0.2193550832282303,0.018166662983355,0.018166662983355,0.0,0.0017352843245233896,0.06500488519668579,0.03337008476060459
2,A549,40,4,2,10,VIN,0.7441379818704321,0.4843906134701645,0.3081910908222198,3.2441112995147705,0.1424346715211868,0.5143263,VIN,0.3140958235088291,0.0260129507198486,0.0260129507198486,0.32738329029997315,0.2478140687527584,0.8575653284788132,0.5526896986157858
3,A549,40,4,2,10,VIN,0.4646846112205487,0.2049372428202811,0.1486676335334777,2.803138732910156,0.2794222831726074,0.3543858,VIN,0.3028695447932397,0.0250832069501493,0.0250832069501493,0.003631070245623391,0.17084589164564293,0.7205777168273926,0.44571180423651774
1,A549,40,4,2,11,VIN,0.1839457795598284,-0.0758015888404392,0.1367202699184417,2.3418002128601074,0.1899815052747726,0.1739237,VIN,0.2879536178289293,0.0238478919792943,0.0238478919792943,0.05837972302490111,0.06858121985270098,0.8100184947252274,0.43929985728896415
2,A549,40,4,2,11,VIN,0.3330871699509329,0.0733398015506653,0.1562674045562744,3.428340435028076,0.8416849374771118,0.802291,VIN,0.3181237703445955,0.0263465393087399,0.0263465393087399,0.0,0.2754299629673567,0.15831506252288818,0.21687251274512245
3,A549,40,4,2,11,VIN,0.1514570517271979,-0.1082903166730696,,3.656402587890625,0.8035186529159546,0.16832387,,,,,,,0.1964813470840454,
