Metadata_cell,Metadata_hour,Metadata_treatment,Metadata_site,Metadata_dish,Metadata_concentration,ObjectNumber,outer_intensity_mean,inner_intensity_mean,intensity_ratio
A549,8.0,afa,15,1,25.84,9,701.7662760416666,751.0096442885772,0.9344304449065255
A549,8.0,afa,15,1,25.84,10,1128.4430030792278,2242.2641961651916,0.5032605011528684
A549,8.0,afa,15,1,25.84,11,727.4529334500876,865.0573425624322,0.840930303296728
A549,8.0,afa,15,1,25.84,12,811.8083333333333,985.0194884287454,0.8241545907160578
A549,8.0,afa,15,1,25.84,13,808.6792279411765,979.5555303717135,0.825557309277102
A549,8.0,afa,2,1,25.84,1,1034.263576240552,1175.6567326254826,0.8797326188323945
A549,8.0,afa,2,1,25.84,2,952.7697981366459,1187.6173516687268,0.802253180957574
A549,8.0,afa,2,1,25.84,3,1118.7381526340546,1071.1886189258312,1.0443895060758817
A549,8.0,afa,2,1,25.84,4,1397.8959541500544,1752.8169642857142,0.7975139347876561
A549,8.0,afa,2,1,25.84,5,1962.2780163702505,4031.241341309824,0.4867676852442356
A549,8.0,afa,3,1,25.84,1,852.2650629496403,929.7726888387824,0.9166380914178675
A549,8.0,afa,3,1,25.84,2,1800.7385053619303,853.5473856209151,2.1097112306799217
A549,8.0,afa,3,1,25.84,3,967.4379643387816,1273.360683497537,0.7597517159721957
A549,8.0,afa,3,1,25.84,4,2262.707642180095,3947.6397148058254,0.573179875988605
A549,8.0,afa,3,1,25.84,5,744.3643497757847,734.2198893229166,1.01381665166034
A549,8.0,afa,4,1,25.84,1,803.5768979057592,856.5635080645161,0.9381404768474377
A549,8.0,afa,4,1,25.84,2,2029.7220013689976,6824.614477040816,0.2974119649098617
A549,8.0,afa,4,1,25.84,3,1065.0902024053976,1279.5531825795645,0.83239228889118
A549,8.0,afa,5,1,25.84,1,1137.5390557006092,1670.26108409611,0.6810546366265893
A549,8.0,afa,5,1,25.84,2,1102.7915028825996,1661.284492074928,0.6638185742077348
A549,8.0,afa,5,1,25.84,3,692.9940476190476,721.7477976190477,0.9601609452846895
A549,8.0,afa,5,1,25.84,4,1041.548988243862,1518.1725200688074,0.6860544335215976
A549,8.0,afa,5,1,25.84,5,1210.0716019417475,1683.3222901002507,0.7188591329528948
A549,8.0,afa,5,1,25.84,6,1015.5303093645485,1747.7727506868132,0.5810425348292453
A549,8.0,afa,6,1,25.84,1,1026.0455163043478,1129.4940509518476,0.9084116161919387
A549,8.0,afa,6,1,25.84,2,937.0384316770186,1084.9206046747968,0.863693092046947
A549,8.0,afa,6,1,25.84,3,1087.2153871391076,1212.8143355359764,0.8964400859086457
A549,8.0,afa,6,1,25.84,4,2380.0893776035286,3265.3406663275687,0.7288946608686757
A549,8.0,afa,6,1,25.84,5,2915.6574063299977,4282.810592723004,0.6807813101247205
A549,8.0,afa,6,1,25.84,6,2698.7907009521423,3393.2366803278687,0.7953440785897004
A549,8.0,afa,6,1,25.84,7,1851.6848880597015,2660.988651994498,0.695863504217428
A549,8.0,afa,7,1,25.84,1,776.735486660079,853.331623783032,0.9102387219831568
A549,8.0,afa,7,1,25.84,2,719.129761904762,814.7515746124031,0.8826368482280862
A549,8.0,afa,7,1,25.84,3,868.5120473130842,1169.6300355450237,0.742552790984352
A549,8.0,afa,7,1,25.84,4,737.6348039215686,799.9970809341011,0.9220468692964275
A549,8.0,afa,8,1,25.84,1,739.7871031746032,814.5363418530352,0.9082309347813988
A549,8.0,afa,8,1,25.84,2,740.9283507604563,800.3864160516605,0.9257133003524556
A549,8.0,afa,8,1,25.84,3,949.3329593332112,1362.1780381944445,0.6969228197156548
A549,8.0,afa,8,1,25.84,4,822.8057680217938,910.2409420289855,0.9039428243995562
A549,8.0,afa,8,1,25.84,5,669.9857336956521,693.4034582132565,0.96622785156286
A549,8.0,afa,8,1,25.84,6,773.4847033624313,,
A549,8.0,afa,8,1,25.84,7,804.4659653465346,921.9344989561587,0.8725847294546137
A549,8.0,afa,8,1,25.84,8,788.1611005798394,,
A549,8.0,afa,8,1,25.84,9,732.4616935483871,798.8591767589388,0.9168846210418039
A549,8.0,afa,9,1,25.84,1,1438.9142960462873,1645.4656815245478,0.8744723832302065
A549,8.0,afa,9,1,25.84,2,1143.341557017544,1588.1844278033793,0.7199047774312343
A549,8.0,afa,9,1,25.84,3,806.7290096117603,986.4668,0.8177964120148394
A549,8.0,afa,9,1,25.84,4,801.148202537594,1013.5781840513984,0.7904157914442325
A549,2.0,control,0,3,0.0,1,1362.9501947690596,1411.456507155635,0.9656338596756868
A549,2.0,control,0,3,0.0,2,938.2526899250081,957.6368727598566,0.979758316136069
A549,2.0,control,0,3,0.0,3,1433.1170037629352,1336.1444753577107,1.0725763794212921
A549,2.0,control,0,3,0.0,4,1199.8532973174367,1138.3629303892214,1.0540164874370874
A549,2.0,control,0,3,0.0,5,1578.9327427821522,1378.2112195121952,1.1456391592436757
A549,2.0,control,0,3,0.0,6,1926.2021292435975,2060.5888643067847,0.9347823637257221
A549,2.0,control,10,3,0.0,1,1123.8342795979152,1037.921855921856,1.082773498973826
A549,2.0,control,10,3,0.0,2,1070.3969302652733,1235.2374757595346,0.8665515346408167
A549,2.0,control,10,3,0.0,3,2117.781615164892,1995.8481966403162,1.0610935334309648
A549,2.0,control,11,3,0.0,1,1328.313275862069,1362.538938848921,0.9748809652252831
A549,2.0,control,11,3,0.0,2,1110.0766242937852,1222.7491379310345,0.9078531236358931
A549,2.0,control,11,3,0.0,3,1022.2744080957231,1024.189280063291,0.9981303534367693
A549,2.0,control,11,3,0.0,4,2708.8275909761496,2657.5310412026724,1.0193023332477287
A549,2.0,control,11,3,0.0,5,1003.9442846872753,1048.4666411042945,0.9575357434642593
A549,2.0,control,11,3,0.0,6,964.7479395604396,1062.3377375296911,0.9081367492449415
A549,2.0,control,12,3,0.0,1,1827.1628396739131,1676.7951266195523,1.0896756620216954
A549,2.0,control,13,3,0.0,1,1013.378471017008,1045.2792826876514,0.9694810638658989
A549,2.0,control,13,3,0.0,2,834.7153358416946,813.1191886964449,1.0265596328871192
A549,2.0,control,13,3,0.0,3,1126.930844985211,,
A549,2.0,control,13,3,0.0,4,936.9971636952998,962.2930431131019,0.9737129145858026
A549,2.0,control,13,3,0.0,5,931.8984791625519,1003.002514367816,0.9291088165914715
A549,2.0,control,13,3,0.0,6,849.9509647651007,880.1261910732196,0.9657148865535709
A549,2.0,control,14,3,0.0,1,1211.1153808012693,1279.5302639563106,0.9465312505047733
A549,2.0,control,14,3,0.0,2,2104.305173807599,2276.6356958762885,0.9243047438899272
A549,2.0,control,14,3,0.0,3,1825.941490731205,2040.853757367387,0.8946949207603148
A549,2.0,control,15,3,0.0,1,826.68125,844.335255354201,0.9790912374649154
A549,2.0,control,15,3,0.0,2,818.5358648518429,812.4641712454212,1.0074731832138695
A549,2.0,control,15,3,0.0,3,1238.5458086053413,1344.3303786057693,0.9213105857875955
A549,2.0,control,15,3,0.0,4,837.2752063679245,854.0407407407407,0.9803691632342096
A549,2.0,control,15,3,0.0,5,910.7901896125309,,
A549,2.0,control,15,3,0.0,6,829.9942876344086,892.3315663474692,0.9301411257160583
A549,2.0,control,15,3,0.0,7,2815.204131861575,3406.2842526690392,0.8264736360906124
A549,2.0,control,15,3,0.0,8,1008.1910578386605,1106.8903952205883,0.9108318783791973
A549,2.0,control,16,3,0.0,1,665.9725084459459,664.7696540880503,1.0018094303049163
A549,2.0,control,16,3,0.0,2,962.8697188567878,1023.4673194303153,0.9407918558579306
A549,2.0,control,16,3,0.0,3,701.2066391359593,672.5027272727273,1.04268222372813
A549,2.0,control,16,3,0.0,4,976.6642279189352,881.7847637559809,1.1075993463062497
A549,2.0,control,17,3,0.0,1,694.6575,726.0245468277946,0.9567961621065761
A549,2.0,control,17,3,0.0,2,760.2460782928208,785.177150974026,0.9682478372552261
A549,2.0,control,17,3,0.0,3,750.6507762738853,739.1459615384615,1.0155650106123526
A549,2.0,control,17,3,0.0,4,908.9153846153846,896.0396776574803,1.0143695723291688
A549,2.0,control,18,3,0.0,1,705.4879828797191,687.8603452270621,1.0256267682458684
A549,2.0,control,18,3,0.0,2,1743.0254879568106,1521.3855189340813,1.1456829753302866
A549,2.0,control,18,3,0.0,3,890.4724383440987,928.4984540636042,0.9590456876335298
A549,2.0,control,18,3,0.0,4,1349.111938414942,1273.7259070294785,1.0591854424640503
A549,2.0,control,18,3,0.0,5,5404.277690136168,7480.994353582554,0.722400985043937
A549,2.0,control,19,3,0.0,1,2069.462572008379,2320.2827763496143,0.8919010187474484
A549,2.0,control,19,3,0.0,2,1378.4964207048458,1686.879584078712,0.817187209872903
A549,2.0,control,19,3,0.0,3,2284.201172418592,2279.9728194103195,1.0018545629019235
A549,2.0,control,2,3,0.0,1,1031.0766666666666,1035.2144554093568,0.9960029646793775
A549,2.0,control,3,3,0.0,1,2170.6792260692464,1056.6360770893373,2.05433003200942
A549,2.0,control,3,3,0.0,2,1802.5524391097424,2050.8579842931936,0.878926016776814
A549,2.0,control,3,3,0.0,3,1185.1854388698976,1253.128717472119,0.9457810856499399
A549,2.0,control,3,3,0.0,4,1928.0778997031382,2112.194015017668,0.9128318165824414
A549,2.0,control,4,3,0.0,1,1413.9763074925816,1310.173433048433,1.0792283462828476
A549,2.0,control,4,3,0.0,2,13772.089646124865,6107.849319306931,2.25481817349214
A549,2.0,control,4,3,0.0,3,1040.220653846154,1017.8082740213523,1.0220202374031118
A549,2.0,control,4,3,0.0,4,1837.2391032759579,1987.5462598425197,0.9243755178918597
A549,2.0,control,5,3,0.0,1,1188.9641521197007,1148.599849232456,1.0351421802068124
A549,2.0,control,5,3,0.0,2,1362.4455782312925,836.1490066225166,1.6294291656635012
A549,2.0,control,5,3,0.0,3,1479.0073885658915,1310.203869047619,1.1288375981067549
A549,2.0,control,5,3,0.0,4,893.0304840686274,991.1582558139535,0.9009968678869127
A549,2.0,control,6,3,0.0,1,1567.8437686344664,1747.6204417952315,0.89713059606004
A549,2.0,control,6,3,0.0,2,1493.1566366398959,1317.0104166666667,1.133747021089668
A549,2.0,control,7,3,0.0,1,2444.3901639344263,2153.4106844741236,1.135124935321551
A549,2.0,control,7,3,0.0,2,1373.1735386221294,1261.5676843317972,1.0884660059673654
A549,2.0,control,7,3,0.0,3,1984.3739855570839,1603.0190789473684,1.2378979212525245
A549,2.0,control,7,3,0.0,4,1102.9922983156027,1029.1828621908128,1.071716542158186
A549,2.0,control,8,3,0.0,1,1673.9302242888402,1657.558752417795,1.0098768576662305
A549,2.0,control,8,3,0.0,2,2453.5601442873967,2242.9003759398497,1.0939229270311543
A549,2.0,control,8,3,0.0,3,2259.8971221613156,1924.5880926724137,1.1742237888541147
A549,2.0,control,8,3,0.0,4,980.9058556782335,874.9608071638862,1.1210854790830682
A549,2.0,control,8,3,0.0,5,16546.993742298215,37220.981049771166,0.44456092439293576
A549,2.0,control,9,3,0.0,1,2990.6500494248744,2790.47808908046,1.071733930156168
A549,2.0,control,9,3,0.0,2,3161.158886138614,3162.247589974293,0.9996557183444046
A549,2.0,control,9,3,0.0,3,3751.948661423578,2943.326080432173,1.2747308857035213
A549,2.0,control,9,3,0.0,4,9455.826563841969,2228.4069587628865,4.243312257960022
A549,6.0,vin,0,7,39.29,1,1150.6225661057692,1248.1486128428928,0.9218634337821442
A549,6.0,vin,0,7,39.29,2,1309.7690556387226,1179.8465838509317,1.1101181065115548
A549,6.0,vin,0,7,39.29,3,1312.2987223756907,1121.7847607489598,1.169831119384733
A549,6.0,vin,0,7,39.29,4,9125.898678085461,19282.537389624726,0.473272707511813
A549,6.0,vin,0,7,39.29,5,1915.872389118102,2442.830784574468,0.784283709381794
A549,6.0,vin,1,7,39.29,1,734.1237003780718,745.8277811735941,0.984307260883866
A549,6.0,vin,1,7,39.29,2,1509.3010926822324,1696.0357229206963,0.8898993531121542
A549,6.0,vin,1,7,39.29,3,2302.1794549851193,2576.5923665364585,0.8934977394502591
A549,6.0,vin,10,7,39.29,1,1700.365574471393,2662.1626187961983,0.638715893035971
A549,6.0,vin,10,7,39.29,2,895.4153364969801,,
A549,6.0,vin,10,7,39.29,3,1020.3473366910866,1107.8892671854735,0.9209831405653185
A549,6.0,vin,10,7,39.29,4,1845.8244680851064,2381.6085927960926,0.775032670636296
A549,6.0,vin,10,7,39.29,5,1852.4167572806355,2391.0091792656585,0.7747426372698247
A549,6.0,vin,10,7,39.29,6,1426.470959288152,1613.4022352430557,0.8841384548306748
A549,6.0,vin,10,7,39.29,7,1301.4770896003438,1164.3003025718608,1.1178190770246033
A549,6.0,vin,10,7,39.29,8,774.1672001873828,787.835843373494,0.9826503918283506
A549,6.0,vin,10,7,39.29,9,808.423255975542,855.833455882353,0.9446034744482714
A549,6.0,vin,10,7,39.29,10,760.4095610770578,785.5470157657658,0.9680000634154233
A549,6.0,vin,11,7,39.29,1,662.0025343953657,646.5187007874016,1.0239495525637639
A549,6.0,vin,11,7,39.29,2,616.2584126145173,597.9301181102362,1.0306529039918708
A549,6.0,vin,11,7,39.29,3,846.894001719057,,
A549,6.0,vin,11,7,39.29,4,694.1883614088821,668.5858628107075,1.0382935087657146
A549,6.0,vin,11,7,39.29,5,1348.063607398197,944.1856568364611,1.4277526857535077
A549,6.0,vin,11,7,39.29,6,814.0420186749667,942.8638639502763,0.863371744107797
A549,6.0,vin,11,7,39.29,7,665.8580170517051,667.3447740112995,0.9977721306624495
A549,6.0,vin,11,7,39.29,8,1061.1906810470189,1102.0951017811706,0.962884853885982
A549,6.0,vin,11,7,39.29,9,941.0482909771474,873.9506101583113,1.0767751404243333
A549,6.0,vin,11,7,39.29,10,679.2259944803959,657.6736464968153,1.0327705817290718
A549,6.0,vin,11,7,39.29,11,982.6256401617251,920.4743457300275,1.0675209414798035
A549,6.0,vin,12,7,39.29,1,1488.1960251046025,1707.8864996260284,0.8713670524537017
A549,6.0,vin,12,7,39.29,2,2816.7548076923076,3249.470310391363,0.8668350649903492
A549,6.0,vin,12,7,39.29,3,2495.607407407407,3907.96875,0.6385945147098239
A549,6.0,vin,13,7,39.29,1,1269.0035355839416,1761.4612138263665,0.7204266126458302
A549,6.0,vin,13,7,39.29,2,1149.8221643138543,1253.7692604006163,0.917092323627756
A549,6.0,vin,13,7,39.29,3,886.182204749679,894.2210063176896,0.9910102742932494
A549,6.0,vin,13,7,39.29,4,2166.214453295504,2690.8405612244896,0.805032629770435
A549,6.0,vin,13,7,39.29,5,1925.0448113207547,2660.565990401396,0.7235471017316604
A549,6.0,vin,13,7,39.29,6,6480.987209302326,15410.619575471697,0.4205533189345473
A549,6.0,vin,13,7,39.29,7,13042.915111456714,20247.84746343693,0.6441630467144368
A549,6.0,vin,13,7,39.29,8,1082.5848285752402,1189.2224264705883,0.9103299807321743
A549,6.0,vin,14,7,39.29,1,680.3898442847365,643.0229985955057,1.058111211839775
A549,6.0,vin,14,7,39.29,2,681.2336448598131,705.4023197852761,0.9657377439121269
A549,6.0,vin,14,7,39.29,3,896.597519545793,844.2037631271878,1.0620629268750506
A549,6.0,vin,14,7,39.29,4,681.8960663162603,667.1737607758621,1.0220666734903925
A549,6.0,vin,14,7,39.29,5,731.5625,751.3221604215456,0.9737001495996617
A549,6.0,vin,14,7,39.29,6,867.4520258620689,818.3847262247839,1.0599562749217388
A549,6.0,vin,14,7,39.29,7,808.5125301932367,791.2345717884131,1.0218367081278699
A549,6.0,vin,14,7,39.29,8,750.8298841059602,772.6065687361419,0.971814005327699
A549,6.0,vin,14,7,39.29,9,991.5558691262848,1134.5239661654136,0.8739840661785685
A549,6.0,vin,14,7,39.29,10,2197.145683990442,2738.153589580686,0.8024187146955871
A549,6.0,vin,15,7,39.29,1,799.836602324616,729.2752453512396,1.0967554533396948
A549,6.0,vin,15,7,39.29,2,1201.7332113102752,1681.466395274585,0.7146935643123757
A549,6.0,vin,15,7,39.29,3,835.9512180118111,948.7495789220404,0.8811083942315002
A549,6.0,vin,15,7,39.29,4,4452.42266902342,5285.2046856639245,0.8424314541876837
A549,6.0,vin,2,7,39.29,1,673.5790629575403,709.2754702194358,0.9496720121297135
A549,6.0,vin,2,7,39.29,2,964.1172106824926,929.5304132040628,1.0372088927776018
A549,6.0,vin,2,7,39.29,3,2071.7684272505235,2076.2936320754716,0.9978205371557082
A549,6.0,vin,2,7,39.29,4,675.0125734813847,668.0175260718424,1.0104713531255316
A549,6.0,vin,2,7,39.29,5,760.7918776371308,754.9005576208178,1.0078041007611391
A549,6.0,vin,2,7,39.29,6,1068.1154187366926,1262.5620558375635,0.845990431755944
A549,6.0,vin,2,7,39.29,7,723.064952048823,757.6215197215777,0.9543880859067281
A549,6.0,vin,3,7,39.29,1,711.0203962703963,900.6115747460087,0.7894861849526184
A549,6.0,vin,3,7,39.29,2,749.8408745659722,834.5493525369978,0.8984979405789302
A549,6.0,vin,3,7,39.29,3,706.5543398308201,789.4474539544962,0.8949985667716727
A549,6.0,vin,3,7,39.29,4,1054.9873906034086,1329.2089863498484,0.793695650147926
A549,6.0,vin,3,7,39.29,5,1490.2694305781285,1726.9327262044653,0.8629574319629193
A549,6.0,vin,3,7,39.29,6,1614.9365384615385,1272.8006944444444,1.2688055133144238
A549,6.0,vin,3,7,39.29,7,1003.5507380073801,956.4633477393617,1.049230731506138
A549,6.0,vin,4,7,39.29,1,711.5489130434783,903.9260008517888,0.7871760657099923
