Metadata_cell,Metadata_hour,Metadata_treatment,Metadata_site,Metadata_dish,Metadata_concentration,ObjectNumber,Ed_mean,Ed_variance,Ed_not_zero_mean,Ed_not_zero_variance,Ed_region_mean,Ed_region_variance,Ed_region_max,Ed_region_min,Ed_region_top_50,Ed_region_top_25,Fp_region_ratio_mean,Fp_non_region_ratio_mean,Fp_cell_ratio_mean,Fp_region_pixels,Fp_non_region_pixels,Fp_cell_pixels,Fp_cell_MCC,Fp_region_PCC,Fp_cell_PCC,Fp_region_MOC,Fp_cell_MOC,Rc_cell_mean,Rc_cell_max,Rc_cell_min,Rc_cell_var,Rc_region_mean,Rc_region_max,Rc_region_min,Rc_region_var,Rc_non_region_mean,Rc_non_region_max,Rc_non_region_min,Rc_non_region_var,FRET_Judge,Near_Ed,Ed_diff
A549,2,AFA,0,1,32,1,0.0546005181968212,0.0145460925996303,0.2864819169044494,0.0098916590213775,,,,,,,,0.4418245,0.4418245,0,181567,181567,0.041648436,,0.05423024,,0.72389746,0.6454194,12.783587,0.0,2.0586026,,,,,0.6454194,12.783587,0.0,2.0586026,,,
A549,2,AFA,0,1,32,2,0.0408418923616409,0.0056541631929576,0.1507308483123779,0.0043035675771534,0.1145717948675155,0.0035720923915505,0.3167991638183594,0.0,0.1627963185310363,0.1964187324047088,1.0569666624069214,1.2770206,1.2721969,639,28512,29151,0.6978952,0.0354038104414939,0.4103616,0.9650704860687256,0.9471076,0.23266979,2.1859415,0.0,0.16156106,0.7650565505027771,1.4161577224731443,0.2274031192064285,0.0460484065115451,0.22073856,2.1859415,0.0,0.15765543,AFA,0.06641898457956046,0.12644172873946113
A549,2,AFA,0,1,32,3,0.0952052623033523,0.0114616695791482,0.1849879324436187,0.0056618051603436,0.1337591707706451,0.0030438909307122,0.2920171022415161,0.0,0.1780527830123901,0.2060232013463974,0.9709014296531676,1.4296957,1.422156,823,49256,50079,0.75971794,0.2064227759838104,0.3547217,0.9759114384651184,0.9247931,0.6778668,3.4357653,0.0,0.5363542,0.9112529754638672,1.5214844942092896,0.3308981359004974,0.0437927097082138,0.67396736,3.4357653,0.0,0.5436588,AFA,0.07911114189616168,0.13303231423803902
A549,2,AFA,0,1,32,4,0.0584084615111351,0.0080612134188413,0.1608894318342209,0.0057169673964381,0.0807821825146675,0.0019169407896697,0.2028531432151794,0.0,0.1168010234832763,0.137652575969696,0.2745709717273712,0.5616987,0.5583686,694,59145,59839,0.043449502,0.090047039091587,0.004827589,0.9840071797370912,0.7848461,0.314054,5.388736,0.0,0.35444272,0.3922125399112701,0.7531139850616455,0.1377457678318023,0.0095067741349339,0.31313694,5.388736,0.0,0.3584176,control,0.12535013000522627,0.0
A549,2,AFA,0,1,32,5,0.0283606834709644,0.0062787421047687,0.2200395315885543,0.0065373978577554,,,,,,,,1.0042825,1.0042825,0,61711,61711,0.50795025,,0.09860223,,0.88688755,0.31642422,5.7833533,0.0,0.7526915,,,,,0.31642422,5.7833533,0.0,0.7526915,,,
A549,2,AFA,1,1,32,1,0.2118334621191024,0.0164068434387445,0.2426253706216812,0.0113208275288343,0.1662202775478363,0.0024341978132724,0.3152887523174286,0.0,0.2053731977939605,0.2302675247192382,0.6587316393852234,1.1823531,1.1765819,692,62091,62783,0.6409992,0.4768304526805877,0.34132493,0.989537000656128,0.8784484,3.0496411,9.947674,0.0,3.16946,2.0327110290527344,2.4998667240142822,1.3141019344329834,0.0672968253493309,3.0609744,9.947674,0.0,3.192379,AFA,0.17647140254485796,0.12176006657870744
A549,2,AFA,1,1,32,2,0.1740910410881042,0.0198689643293619,0.2513332664966583,0.0092710582539439,0.1511803567409515,0.0022358933929353,0.2895914614200592,0.0,0.1882111132144928,0.2104522734880447,0.7639428377151489,1.2095712,1.2066135,362,54181,54543,0.7316539,0.8183233141899109,0.4019908,0.986424446105957,0.89118356,2.2800412,8.147749,0.0,3.2682545,1.892960548400879,2.4834179878234863,1.105556845664978,0.0709220841526985,2.282627,8.147749,0.0,3.2886088,AFA,0.164338854939976,0.12680518678034977
A549,2,AFA,1,1,32,3,0.0405750907957553,0.0079468237236142,0.2069479823112487,0.006101204548031,0.193861722946167,0.0047255479730665,0.4110336601734161,0.0140963597223162,0.2484050095081329,0.2847380936145782,1.135511040687561,1.3123617,1.3116707,377,96070,96447,0.6211301,0.1559271663427353,0.1643668,0.9903904795646667,0.91886806,0.44570136,4.867557,0.0,0.9038792,1.9995774030685425,2.4999806880950928,1.2990567684173584,0.080445609986782,0.43960363,4.867557,0.0,0.89759827,AFA,0.17359488081340857,0.1230159477022928
A549,2,AFA,1,1,32,4,0.1373174339532852,0.0112366070970892,0.1846447438001632,0.0063706333748996,0.1041243746876716,0.0012584013165906,0.1990958005189895,0.0,0.1321768164634704,0.1468426138162613,0.819257915019989,1.0610796,1.0561808,1947,94164,96111,0.67971575,0.1876604259014129,0.4512537,0.9527925848960876,0.9167151,1.3283899,5.075772,0.0,0.87134343,1.2490822076797483,2.3624279499053955,0.5148454904556274,0.1202272623777389,1.3300295,5.075772,0.0,0.8867412,AFA,0.10844005170070548,0.13867235319643476
A549,2,AFA,1,1,32,5,0.1666785329580307,0.0074743288569152,0.1766184717416763,0.0061644865199923,0.1281694322824478,0.0016822948819026,0.2714475095272064,0.0043803825974464,0.161240354180336,0.1807498931884765,0.7930341362953186,1.0065072,1.0039107,960,77967,78927,0.653609,0.5003324151039124,0.4386998,0.9723370671272278,0.88253677,1.6567811,6.7604227,0.0,0.7534213,1.3175839185714722,2.206407308578491,0.6911427974700928,0.0885928869247436,1.6609578,6.7604227,0.0,0.76017314,AFA,0.1143870814678526,0.13857281325633047
A549,2,AFA,10,1,32,1,0.1292684376239776,0.0268368907272815,0.3052400648593902,0.0096560446545481,0.2176929116249084,0.0039518363773822,0.3905542194843292,0.0607916340231895,0.2675642967224121,0.302446573972702,0.5054407715797424,1.0463959,1.0443008,182,46809,46991,0.6045142,0.2733375430107116,0.1417805,0.986969232559204,0.8670431,1.479977,8.075096,0.0,3.5436883,2.0825815200805664,2.4963691234588623,1.1947345733642578,0.0744442492723465,1.477634,8.075096,0.0,3.55576,AFA,0.18080094834428403,0.11980411730796689
A549,2,AFA,10,1,32,2,0.0248741842806339,0.0040058470331132,0.161029651761055,0.0040078433230519,0.0906501188874244,0.0024835057556629,0.2203699499368667,0.0,0.1314546465873718,0.1548843085765838,0.9979506731033324,1.1054701,1.1046985,540,74723,75263,0.5548525,0.1158053427934646,0.25384426,0.9799987077713012,0.9078856,0.1922622,2.5560656,0.0,0.22697918,0.959614396095276,1.8805769681930544,0.3440426588058471,0.0578101687133312,0.18671687,2.5560656,0.0,0.2239157,AFA,0.08330967656533385,0.13457916421013955
A549,2,AFA,10,1,32,3,0.0767851024866104,0.0064816372469067,0.1284740269184112,0.0042041554115712,0.0767753645777702,0.001254207920283,0.2198496013879776,0.0,0.1053971946239471,0.1213191375136375,0.5813938975334167,0.96400577,0.9586039,1075,75068,76143,0.5030631,0.5490895509719849,0.2204373,0.9789593815803528,0.89288026,0.47117823,2.9640949,0.0,0.25938824,0.3735647201538086,0.6448355317115784,0.1265896707773208,0.0074016568250954,0.4725761,2.9640949,0.0,0.2628583,control,0.12101120394749805,0.0
A549,2,AFA,10,1,32,4,0.1632124483585357,0.020413614809513,0.259297251701355,0.0075167897157371,0.19743512570858,0.0024394420906901,0.3690712451934814,0.0612604692578315,0.2372252643108368,0.259537935256958,0.7112913131713867,1.0238456,1.0200626,872,71175,72047,0.5570639,0.5957448482513428,0.27085096,0.9760275483131408,0.8854139,1.3112686,5.799094,0.0,1.339402,1.5201164484024048,2.319270610809326,0.7111746072769165,0.0884424969553947,1.30871,5.799094,0.0,1.354187,AFA,0.13197010192151679,0.13641914046474354
A549,2,AFA,10,1,32,5,0.0486129224300384,0.007038605865091,0.1728801876306533,0.0035477629862725,,,,,,,,1.2678071,1.2678071,0,8975,8975,0.5718918,,-0.031375222,,0.9185939,0.25774503,1.7719488,0.0,0.18417092,,,,,0.25774503,1.7719488,0.0,0.18417092,,,
A549,2,AFA,10,1,32,6,0.1554951667785644,0.0091311847791075,0.177779734134674,0.0064780665561556,0.1253969818353653,0.001999131636694,0.2702608704566955,0.0,0.1608788818120956,0.1825063973665237,0.7867196202278137,0.9134907,0.91063946,1546,67189,68735,0.56976146,0.1292996406555175,0.3371544,0.9567950963974,0.86825067,1.6951873,6.9072595,0.0,1.1638433,1.4819049835205078,2.4948976039886475,0.4049412906169891,0.1661265641450882,1.7000949,6.9072595,0.0,1.1857293,AFA,0.12865274362285867,0.137018202537185
A549,2,AFA,11,1,32,1,0.3156769871711731,0.0352047532796859,0.385330855846405,0.0161328911781311,0.3001399934291839,0.001618206850253,0.4260627627372741,0.1798632889986038,0.3315795660018921,0.3541960716247558,0.5155495405197144,0.83289075,0.831984,299,104355,104654,0.26020968,0.8912067413330078,0.40163976,0.9948673844337464,0.8208859,2.8408613,9.563338,0.0,2.8591123,2.1892411708831787,2.4995923042297363,1.7292146682739258,0.0278520863503217,2.8427284,9.563338,0.0,2.8660045,control,0.3054323966699819,0.0
A549,2,AFA,11,1,32,2,0.0794074311852455,0.0260476171970367,0.3782004714012146,0.0110555151477456,,,,,,,,0.9158634,0.9158634,0,59791,59791,0.58640474,,0.33340213,,0.87918997,0.95983195,8.899772,0.0,3.7701933,,,,,0.95983195,8.899772,0.0,3.7701933,,,
A549,2,AFA,11,1,32,3,0.1011015102267265,0.0246679428964853,0.31533944606781,0.0093825757503509,,,,,,,,1.237484,1.237484,0,54735,54735,0.7219439,,0.3567835,,0.91022414,1.2590828,8.21552,0.0,3.6686356,,,,,1.2590828,8.21552,0.0,3.6686356,,,
A549,2,AFA,11,1,32,4,0.0529816783964633,0.0105376038700342,0.216208815574646,0.0077109429985284,0.1958613395690918,0.0036031620111316,0.3412171602249145,0.0574475303292274,0.2447907924652099,0.2752417325973511,0.7728946805000305,1.7241044,1.720202,145,35198,35343,0.4788572,0.2872017323970794,-0.028089348,0.9810873866081238,0.88689506,0.83939683,7.824352,0.0,2.458336,2.022930383682251,2.4975128173828125,1.2733241319656372,0.0858312249183654,0.8345214,7.824352,0.0,2.4623156,AFA,0.17562228814460434,0.12213448320952036
