ObjectNumber,Ed_cell_mean_value,Ed_cell_variance,Ed_agg_mean_value,Ed_agg_max_value,Ed_agg_min_value,Ed_agg_top_50_value,Ed_agg_top_25_value,Metadata_cell,Metadata_hour,Metadata_treatment,Metadata_site,Metadata_dish,current_Metadata_concentration
3,0.2490497976541519,0.0079726781696081,0.18643206357955933,0.3169921934604645,0.07602746039628983,0.23722855746746063,0.25222301483154297,H1975,2.0,Dac,14,1,7.0
1,0.0091761043295264,0.00172220391687,0.0,0.0,0.0,0.0,0.0,H1975,2.0,Dac,15,1,7.0
2,0.0003968594537582,5.770103962277062e-05,0.0,0.0,0.0,0.0,0.0,H1975,2.0,Dac,15,1,7.0
3,0.0746512338519096,0.0232140514999628,0.0,0.0,0.0,0.0,0.0,H1975,2.0,Dac,15,1,7.0
4,0.0676410049200058,0.001457332749851,0.046601638197898865,0.07879479229450226,0.01290953904390335,0.058657076209783554,0.06666199862957001,H1975,2.0,Dac,15,1,7.0
1,0.0861741006374359,0.0020579944830387,0.06189736723899841,0.08560535311698914,0.04118252918124199,0.06870342791080475,0.07256593555212021,H1975,2.0,Dac,16,1,7.0
2,0.0045402855612337,0.000978474272415,0.0,0.0,0.0,0.0,0.0,H1975,2.0,Dac,16,1,7.0
1,0.0048335180617868,0.0007110098958946,0.09006372094154358,0.16728319227695465,0.01505948044359684,0.14421075582504272,0.16728319227695465,H1975,2.0,Dac,2,1,7.0
2,0.160854622721672,0.0109193688258528,0.12070014327764511,0.2262505292892456,0.03293212875723839,0.1501118689775467,0.17101392149925232,H1975,2.0,Dac,2,1,7.0
3,0.1048541739583015,0.0085562150925397,0.05250056833028793,0.16675880551338196,0.0025441471952944994,0.07608752697706223,0.09088651090860367,H1975,2.0,Dac,2,1,7.0
1,0.0863818153738975,0.0069655957631766,0.0,0.0,0.0,0.0,0.0,H1975,2.0,Dac,3,1,7.0
1,0.1003918126225471,0.0023454898037016,0.09386742860078812,0.2190723866224289,0.0357201062142849,0.11948636919260025,0.1353817880153656,H1975,2.0,Dac,4,1,7.0
2,0.0526854246854782,0.0047643119469285,0.05287614092230797,0.10727115720510483,0.008924734778702259,0.07421527057886124,0.08445762097835541,H1975,2.0,Dac,4,1,7.0
3,0.0816111862659454,0.0077825961634516,0.084156334400177,0.21474114060401917,0.00025017038569785655,0.12405147403478622,0.15518565475940704,H1975,2.0,Dac,4,1,7.0
4,0.003099541645497,0.0004428388492669,0.09768866002559662,0.2507610023021698,0.002607066184282303,0.15427424013614655,0.19617833197116852,H1975,2.0,Dac,4,1,7.0
5,0.0614480748772621,0.0076503506861627,0.06740359216928482,0.17215988039970398,0.0029082519467920065,0.09837054461240768,0.11661531776189804,H1975,2.0,Dac,4,1,7.0
6,0.0478420630097389,0.0017466606805101,0.03720720112323761,0.09000249207019806,0.004255162086337805,0.05332266539335251,0.06510777026414871,H1975,2.0,Dac,4,1,7.0
1,1.8956230633193627e-05,1.5896150671323994e-06,0.0,0.0,0.0,0.0,0.0,H1975,2.0,Dac,5,1,7.0
2,5.380737638915889e-05,6.928570655873045e-06,0.0,0.0,0.0,0.0,0.0,H1975,2.0,Dac,5,1,7.0
3,0.0339018255472183,0.0051993322558701,0.09923892468214035,0.3938404619693756,0.0016598543152213097,0.15391084551811218,0.20242439210414886,H1975,2.0,Dac,5,1,7.0
4,0.0933999717235565,0.0080426977947354,0.050635844469070435,0.14927548170089722,0.0017078815726563334,0.07176472991704941,0.08578229695558548,H1975,2.0,Dac,5,1,7.0
5,0.0662491098046302,0.0032222112640738,0.044904276728630066,0.136128768324852,7.000257028266788e-05,0.06629181653261185,0.08056112378835678,H1975,2.0,Dac,5,1,7.0
6,0.0253237411379814,0.0039036904927343,0.0,0.0,0.0,0.0,0.0,H1975,2.0,Dac,5,1,7.0
7,0.0503203310072422,0.0054919384419918,0.056941140443086624,0.15569719672203064,0.00042789234430529177,0.08766220510005951,0.10863020271062851,H1975,2.0,Dac,5,1,7.0
8,0.062367957085371,0.0017833510646596,0.03761344030499458,0.10770707577466965,0.0003302691038697958,0.054716188460588455,0.06567635387182236,H1975,2.0,Dac,5,1,7.0
9,0.0210736263543367,0.006685338448733,0.37014707922935486,0.562852144241333,0.08651714771986008,0.448794960975647,0.4966990351676941,H1975,2.0,Dac,5,1,7.0
1,0.1646639704704284,0.0135336220264434,0.06947456300258636,0.11635734140872955,0.022336019203066826,0.08874167501926422,0.10371540486812592,H1975,2.0,Dac,6,1,7.0
2,0.0049255494959652,0.0013523165835067,0.0,0.0,0.0,0.0,0.0,H1975,2.0,Dac,6,1,7.0
3,0.0171694662421941,0.0019007722148671,0.06781972944736481,0.2018100768327713,0.0020644485484808683,0.10704554617404938,0.14136087894439697,H1975,2.0,Dac,6,1,7.0
1,0.0598623119294643,0.003692984348163,0.02983919158577919,0.0757923573255539,0.0009273772011511028,0.045721735805273056,0.05677518993616104,H1975,2.0,Dac,8,1,7.0
2,0.003137347055599,0.0004981780075468,0.0,0.0,0.0,0.0,0.0,H1975,2.0,Dac,8,1,7.0
3,0.0903535336256027,0.0018643258372321,0.029200240969657898,0.07624533027410507,0.0017811150755733252,0.04443003237247467,0.05331201106309891,H1975,2.0,Dac,8,1,7.0
1,0.103839062154293,0.0036489481572061,0.03519383445382118,0.07008617371320724,0.006789383478462696,0.046421799808740616,0.05315253138542175,H1975,2.0,Dac,9,1,7.0
1,0.0963333696126937,0.0082715190947055,0.12688037753105164,0.24103949964046478,0.016423525288701057,0.16974584758281708,0.19352737069129944,H1975,2.0,Gef,0,1,50.0
2,0.0857727006077766,0.013986206613481,0.0,0.0,0.0,0.0,0.0,H1975,2.0,Gef,0,1,50.0
3,0.1773376613855362,0.0178160946816205,0.22829465568065643,0.4022645056247711,0.09413276612758636,0.2702941298484802,0.30164241790771484,H1975,2.0,Gef,0,1,50.0
4,0.0435157902538776,0.0084039578214287,0.206081822514534,0.4245292842388153,0.007954849861562252,0.28205183148384094,0.3216822147369385,H1975,2.0,Gef,0,1,50.0
5,0.031566135585308,0.009669785387814,0.0,0.0,0.0,0.0,0.0,H1975,2.0,Gef,0,1,50.0
1,0.0005483166314661,8.21231515146792e-05,0.09732875227928162,0.15082764625549316,0.043829865753650665,0.15082764625549316,0.15082764625549316,H1975,2.0,Gef,1,1,50.0
2,0.0034337332472205,0.000598293961957,0.0,0.0,0.0,0.0,0.0,H1975,2.0,Gef,1,1,50.0
3,0.1162274628877639,0.0129328547045588,0.206989586353302,0.27155643701553345,0.1595422923564911,0.2309797704219818,0.25446605682373047,H1975,2.0,Gef,1,1,50.0
1,0.0729963779449462,0.0119220437481999,0.15940603613853455,0.3819994330406189,0.01488102413713932,0.22153282165527344,0.26164254546165466,H1975,2.0,Gef,10,1,50.0
1,0.0613862611353397,0.0013669645413756,0.09349491447210312,0.20884600281715393,0.02106393873691559,0.13222309947013855,0.15991005301475525,H1975,2.0,Gef,11,1,50.0
1,0.1521313935518264,0.0084349494427442,0.2712540626525879,0.33744439482688904,0.20991432666778564,0.3033972978591919,0.31752559542655945,H1975,2.0,Gef,12,1,50.0
1,0.1317156255245208,0.0133667737245559,0.21419955790042877,0.30217018723487854,0.07419600337743759,0.2662407457828522,0.2851111590862274,H1975,2.0,Gef,13,1,50.0
2,0.101170390844345,0.0171204395592212,0.0,0.0,0.0,0.0,0.0,H1975,2.0,Gef,13,1,50.0
1,0.1720636188983917,0.0395212583243846,0.39854687452316284,0.6406317353248596,0.16407199203968048,0.4525037109851837,0.4871498644351959,H1975,2.0,Gef,14,1,50.0
1,0.2458072006702423,0.035978116095066,0.37879061698913574,0.5020463466644287,0.11197130382061005,0.43449240922927856,0.4519720673561096,H1975,2.0,Gef,2,1,50.0
2,0.0018100579036399,0.000401277502533,0.16084934771060944,0.3907477855682373,0.023111779242753983,0.23017658293247223,0.28369730710983276,H1975,2.0,Gef,2,1,50.0
1,0.0012804063735529,0.0002140414871973,0.0,0.0,0.0,0.0,0.0,H1975,2.0,Gef,4,1,50.0
2,0.1365768164396286,0.0115801319479942,0.19103603065013885,0.25868308544158936,0.10680169612169266,0.22270596027374268,0.23492464423179626,H1975,2.0,Gef,4,1,50.0
3,0.0388657301664352,0.0090617490932345,0.18942518532276154,0.3523434102535248,0.026110421866178513,0.25303348898887634,0.28334134817123413,H1975,2.0,Gef,4,1,50.0
4,0.0115584647282958,0.0028929312247782,0.0,0.0,0.0,0.0,0.0,H1975,2.0,Gef,4,1,50.0
5,0.2184958457946777,0.0136316251009702,0.20210982859134674,0.3584386706352234,0.1223316565155983,0.24111458659172058,0.28090012073516846,H1975,2.0,Gef,4,1,50.0
1,0.3123636543750763,0.0405323095619678,0.4032179117202759,0.6461060047149658,0.20913231372833252,0.4711349606513977,0.5111412405967712,H1975,2.0,Gef,5,1,50.0
2,0.2217495143413543,0.0111488411203026,0.0,0.0,0.0,0.0,0.0,H1975,2.0,Gef,5,1,50.0
1,0.1471977531909942,0.0242298580706119,0.3169271647930145,0.3938513994216919,0.2064570188522339,0.35725241899490356,0.3729807734489441,H1975,2.0,Gef,6,1,50.0
2,0.3337923586368561,0.0224789194762706,0.3153964579105377,0.4137033224105835,0.256948322057724,0.3409337103366852,0.359117716550827,H1975,2.0,Gef,6,1,50.0
1,6.413441587937996e-05,1.0596926586003974e-05,0.0,0.0,0.0,0.0,0.0,H1975,2.0,Gef,7,1,50.0
2,0.2471392452716827,0.0352433696389198,0.3637758493423462,0.4576880931854248,0.206949844956398,0.4118530750274658,0.43265166878700256,H1975,2.0,Gef,7,1,50.0
3,0.0018086532363668,0.0003469233051873,0.0,0.0,0.0,0.0,0.0,H1975,2.0,Gef,7,1,50.0
1,0.0376549325883388,0.0091850981116294,0.2810812294483185,0.4868680238723755,0.10323046892881393,0.35196205973625183,0.4032071530818939,H1975,2.0,Gef,8,1,50.0
2,0.092082530260086,0.0066235032863914,0.10456499457359314,0.25446638464927673,0.004259465262293816,0.1557427942752838,0.19284912943840027,H1975,2.0,Gef,8,1,50.0
3,3.755338548216969e-05,4.194497705611866e-06,0.0,0.0,0.0,0.0,0.0,H1975,2.0,Gef,8,1,50.0
4,0.0088347382843494,0.0014555467059835,0.12984345853328705,0.3874434530735016,0.030393144115805626,0.18404383957386017,0.22196674346923828,H1975,2.0,Gef,8,1,50.0
1,0.1769964396953582,0.0128825502470135,0.2375253289937973,0.3863469958305359,0.02449616603553295,0.2794075906276703,0.3016972243785858,H1975,2.0,Gef,9,1,50.0
2,0.0029508455190807,0.0005301824421621,0.0,0.0,0.0,0.0,0.0,H1975,2.0,Gef,9,1,50.0
1,0.0048387912102043,0.0016666644951328,0.0,0.0,0.0,0.0,0.0,H1975,2.0,Osi,1,1,4.0
2,0.1082464084029197,0.0086031891405582,0.03778349608182907,0.12750302255153656,0.0014664253685623407,0.05517667904496193,0.06891801953315735,H1975,2.0,Osi,1,1,4.0
3,0.0993514433503151,0.0252835825085639,0.19125089049339294,0.3844195008277893,0.08027955889701843,0.23287852108478546,0.265057235956192,H1975,2.0,Osi,1,1,4.0
1,0.0722939893603324,0.0064951055683195,0.03869500011205673,0.1371261328458786,0.0006206977413967252,0.058324724435806274,0.07316511124372482,H1975,2.0,Osi,10,1,4.0
1,0.0815739035606384,0.0065514980815351,0.06769420206546783,0.16282673180103302,6.081268293200992e-05,0.09026769548654556,0.10444068908691406,H1975,2.0,Osi,11,1,4.0
1,0.1833066344261169,0.0081531284376978,0.0,0.0,0.0,0.0,0.0,H1975,2.0,Osi,12,1,4.0
1,0.0746553838253021,0.0060360338538885,0.03642948344349861,0.09066697210073471,0.000808584620244801,0.05093548446893692,0.05965913459658623,H1975,2.0,Osi,13,1,4.0
1,0.0111832106485962,0.0022085355594754,0.0,0.0,0.0,0.0,0.0,H1975,2.0,Osi,14,1,4.0
2,0.1119783967733383,0.002581899985671,0.07629882544279099,0.16732476651668549,0.00025788554921746254,0.101445272564888,0.11682793498039246,H1975,2.0,Osi,14,1,4.0
1,0.222670778632164,0.0225071795284748,0.15002351999282837,0.2289031594991684,0.06473076343536377,0.17651501297950745,0.19326354563236237,H1975,2.0,Osi,15,1,4.0
2,0.0493509918451309,0.0088211512193083,0.15555614233016968,0.32601460814476013,0.019255509600043297,0.226021870970726,0.2701205909252167,H1975,2.0,Osi,15,1,4.0
1,0.0610196068882942,0.0085861133411526,0.0,0.0,0.0,0.0,0.0,H1975,2.0,Osi,16,1,4.0
2,0.1969916522502899,0.0168487094342708,0.18693412840366364,0.3001309931278229,0.1109665036201477,0.2220929116010666,0.24842701852321625,H1975,2.0,Osi,16,1,4.0
1,0.1855433732271194,0.024031389504671,0.09692544490098953,0.14370784163475037,0.03673940151929855,0.11987168341875076,0.13001416623592377,H1975,2.0,Osi,2,1,4.0
2,0.1823009997606277,0.0153263499960303,0.0533674918115139,0.09333764016628265,0.019345548003911972,0.0669785663485527,0.07399307191371918,H1975,2.0,Osi,2,1,4.0
1,0.2596599757671356,0.0142718143761157,0.0770282968878746,0.1271212249994278,0.0360436774790287,0.0927482321858406,0.10288406163454056,H1975,2.0,Osi,3,1,4.0
1,0.1387858092784881,0.0079883644357323,0.06668759137392044,0.13687069714069366,0.014471521601080894,0.08309854567050934,0.09426093846559525,H1975,2.0,Osi,4,1,4.0
1,0.0155226048082113,0.003227308159694,0.13753288984298706,0.2989247739315033,0.0007088524871505797,0.2014981508255005,0.24166016280651093,H1975,2.0,Osi,5,1,4.0
2,0.2350099384784698,0.0112663758918643,0.10928762704133987,0.15405575931072235,0.06384743005037308,0.129661425948143,0.13912078738212585,H1975,2.0,Osi,5,1,4.0
3,0.0427814684808254,0.0038658056873828,0.0,0.0,0.0,0.0,0.0,H1975,2.0,Osi,5,1,4.0
1,0.1649347394704818,0.008389581926167,0.06614509969949722,0.12029547244310379,0.02176453173160553,0.08048302680253983,0.0897732824087143,H1975,2.0,Osi,6,1,4.0
2,0.137536734342575,0.0102446945384144,0.09006758034229279,0.16166719794273376,0.022778982296586037,0.11305449903011322,0.12750233709812164,H1975,2.0,Osi,6,1,4.0
1,0.1800466030836105,0.0086443666368722,0.08555633574724197,0.15964217483997345,0.011074180714786053,0.10758504271507263,0.12360211461782455,H1975,2.0,Osi,7,1,4.0
