Key,Hour,Treatment,Concentration,Edmax,Kd,R2,RMSE,N
2.0h-A133-80.0um,2.0,A133,80.0,0.28197099018365024,0.8977782074750114,0.6157348447625739,0.030160230317745795,317
2.0h-control-0.0um,2.0,control,0.0,0.1544933913363801,0.16403365435314773,0.558559345802232,0.021759800362129954,134
6.0h-A133-80.0um,6.0,A133,80.0,0.31663880114768334,0.9999999999999982,0.5559313741698779,0.03937540439217416,1022
