Metadata_cell,Metadata_hour,Metadata_treatment,Metadata_site,Metadata_dish,Metadata_concentration,ObjectNumber,Ed_mean_value,Ed_variance,Ed_not_zero_mean_value,Ed_not_zero_variance,Ed_region_mean_value,Ed_region_variance,Ed_region_max_value,Ed_region_min_value,Ed_region_top_50_value,Ed_region_top_25_value,Ed_not_region_mean_value,Ed_not_region_variance,Ed_not_region_max_value,Ed_not_region_min_value,Ed_not_region_top_50_value,Ed_not_region_top_25_value,Fp_region_ratio_mean,Fp_non_region_ratio_mean,Fp_cell_ratio_mean,Fp_region_pixels,Fp_non_region_pixels,Fp_cell_pixels,Fp_cell_MCC,Fp_region_PCC,Fp_cell_PCC,Fp_region_MOC,Fp_cell_MOC,Rc_cell_mean,Rc_cell_max,Rc_cell_min,Rc_cell_var,Rc_region_mean,Rc_region_max,Rc_region_min,Rc_region_var,Rc_non_region_mean,Rc_non_region_max,Rc_non_region_min,Rc_non_region_var
MCF7,2.0,A133,0,2,80.0,1,0.11023717373609543,0.0010271372739225626,0.11023717373609543,0.0010271372739225626,,,,,,,0.11023717373609543,0.0010271372739225626,0.2297513335943222,0.026872597634792328,0.1357117,0.15537028,0.7521908,0.5259717,0.58155394,2386.0,7325.0,9711.0,0.74263215,0.67189753,0.81762624,0.96347594,0.9198605,0.31134447,0.6069615,0.14747046,0.008386609,0.3899292,0.57732487,0.21845578,0.0073963064,0.28575024,0.6069615,0.14747046,0.0060427585
MCF7,2.0,A133,0,2,80.0,2,0.0896044671535492,0.0008181782905012369,0.0896044671535492,0.0008181782905012369,,,,,,,0.0896044671535492,0.0008181782905012369,0.18813927471637726,0.0015768826706334949,0.11329545,0.12824121,0.7415369,0.48003432,0.5434111,5382.0,16825.0,22207.0,0.8763741,0.8724383,0.95713747,0.98704636,0.9674808,0.2724472,0.5341812,0.10847834,0.0051271073,0.36529,0.5341812,0.19823709,0.00301587,0.24275029,0.51681757,0.10847834,0.002163362
MCF7,2.0,A133,10,2,80.0,1,0.03320377320051193,0.0009172561694867909,0.045216601341962814,0.0007059320341795683,,,,,,,0.03320377320051193,0.0009172561694867909,0.26567742228507996,0.0,0.05755574,0.07328491,0.5875241,0.556307,0.5659959,11327.0,25168.0,36495.0,0.6568011,0.8299742,0.932845,0.9749485,0.9735131,0.17047136,0.5706112,0.0,0.010055321,0.22543126,0.4728327,0.109349705,0.0026917297,0.14573732,0.5706112,0.0,0.01139806
MCF7,2.0,A133,10,2,80.0,2,0.0292840376496315,0.001019145012833178,0.04046577215194702,0.0009558149613440037,,,,,,,0.0292840376496315,0.001019145012833178,0.3003518879413605,0.0,0.052967712,0.07276343,0.76248646,1.0643871,0.96704024,27338.0,57445.0,84783.0,0.8358018,0.6483448,0.8412849,0.9747527,0.9661799,0.13260208,0.4761873,0.0,0.0050383876,0.13642941,0.25769076,0.055302747,0.00087945093,0.13078068,0.4761873,0.0,0.007007297
MCF7,2.0,A133,11,2,80.0,1,0.1060609444975853,0.0037846171762794256,0.12152376770973206,0.0024572850670665503,0.14526896178722382,0.001560570439323783,0.3142431080341339,0.023442137986421585,0.17661646008491516,0.1959802359342575,0.0962340235710144,0.0038601804990321398,0.38395723700523376,0.0,0.14574994,0.17423868,0.57210046,0.37727037,0.436152,7282.0,16813.0,24095.0,0.5771155,0.68761444,0.8604863,0.93575555,0.922686,1.0978194,3.3157296,0.0,0.2692304,1.264867,3.3157296,0.568419,0.1495489,1.0254726,2.7845335,0.0,0.30374405
MCF7,2.0,A133,11,2,80.0,2,0.035810016095638275,0.00043804783490486443,0.036959096789360046,0.00040963501669466496,,,,,,,0.035810016095638275,0.00043804783490486443,0.18104034662246704,0.0,0.05205647,0.06412717,0.6755779,0.9856986,0.90469533,7376.0,20863.0,28239.0,0.8083613,0.65837324,0.9244274,0.9725455,0.96838915,0.19516443,0.44056433,0.0,0.0023035174,0.15118532,0.31335756,0.087530985,0.0009746084,0.21071224,0.44056433,0.0,0.0018478087
MCF7,2.0,A133,11,2,80.0,3,0.09259591996669769,0.0016988379647955298,0.09267102181911469,0.001693256082944572,,,,,,,0.09259591996669769,0.0016988379647955298,0.34392616152763367,0.0,0.12526496,0.14887941,1.101051,1.9817994,1.6758629,10715.0,20132.0,30847.0,0.9728669,0.10641384,0.6811609,0.9779599,0.93462926,0.4235569,1.2470652,0.0,0.0194757,0.29517585,0.5070005,0.1749108,0.002895195,0.49188265,1.2470652,0.0,0.01485987
MCF7,2.0,A133,11,2,80.0,4,0.1504898965358734,0.003952960949391127,0.15154384076595306,0.00382092222571373,,,,,,,0.1504898965358734,0.003952960949391127,0.46108514070510864,0.0,0.20033835,0.23482423,1.1218793,2.0417552,1.8432361,13715.0,49836.0,63551.0,0.96384025,0.36163926,0.69722426,0.9781477,0.91542006,0.79537207,2.3471715,0.0,0.090307645,0.5140205,0.8670821,0.25882334,0.010728312,0.87279916,2.3471715,0.0,0.08442844
MCF7,2.0,A133,12,2,80.0,1,0.09144940227270126,0.009665215387940407,0.17422543466091156,0.003992058802396059,0.1589748114347458,0.002086224965751171,0.30921459197998047,0.016636637970805168,0.19543157517910004,0.21786090731620789,0.08950818330049515,0.0097482455894351,0.45478734374046326,0.0,0.17782609,0.22803338,1.0445029,1.2741301,1.2130675,20031.0,55296.0,75327.0,0.986569,-0.15011333,0.7121347,0.9697688,0.95594585,0.49775395,2.1608005,0.0,0.25967258,0.79954237,1.5622145,0.0,0.03920625,0.388433,2.1608005,0.0,0.2945923
MCF7,2.0,A133,12,2,80.0,2,0.11853402853012085,0.002728799358010292,0.12131735682487488,0.0024552077520638704,,,,,,,0.11853402853012085,0.002728799358010292,0.4236464202404022,0.0,0.15915331,0.18610856,0.9731622,1.383754,1.2180117,12439.0,18376.0,30815.0,0.7050581,0.14973791,0.2789051,0.9740965,0.94780445,0.82286644,1.8615252,0.0,0.043373574,0.7221381,1.0964953,0.0,0.00964735,0.89104736,1.8615252,0.0,0.054685753
