Key,Hour,Treatment,Concentration,Edmax,Kd,R2,RMSE,N
2.0h-A133-40.0um,2.0,A133,40.0,0.09049897113287561,0.04228408113848726,0.08008062474564581,0.03359432031547097,182
4.0h-A133-40.0um,4.0,A133,40.0,0.34665680858629516,0.9999999999999999,0.5141156848015476,0.039990506573480376,270
4.0h-A133-80.0um,4.0,A133,80.0,0.1565262928409806,0.24509150359586465,-0.05250682354269842,0.09226368748845212,231
4.0h-A199-40.0um,4.0,A199,40.0,0.23641032362106457,0.9999999999999999,0.5522864323922536,0.03207058566344886,892
4.0h-A199-90.0um,4.0,A199,90.0,0.1680337850874021,0.28202509322268726,0.4799538833942132,0.025056996042837492,475
6.0h-A133-40.0um,6.0,A133,40.0,0.41237372845649395,0.9999999999999999,0.8667521685708052,0.032239118429183596,319
6.0h-A199-90.0um,6.0,A199,90.0,0.25253643846293833,0.9999999999999999,0.6938762759945829,0.03360081411607348,627
