Metadata_cell,Metadata_hour,Metadata_treatment,Metadata_site,Metadata_dish,Metadata_concentration,ObjectNumber,E
MCF7,6.0,A133,0,1,80.0,1,0.1300491493069639
MCF7,6.0,A133,0,1,80.0,2,-0.6942697537826436
MCF7,6.0,A133,0,1,80.0,3,-0.9001055428837782
MCF7,6.0,A133,1,1,80.0,1,-0.6931256924549674
MCF7,6.0,A133,1,1,80.0,2,-0.8673342701478468
MCF7,6.0,A133,1,1,80.0,3,-0.3917209289863098
MCF7,6.0,A133,10,1,80.0,1,-0.572117162104237
MCF7,6.0,A133,10,1,80.0,2,-0.22922835230037023
MCF7,6.0,A133,10,1,80.0,3,0.2402406409132219
MCF7,6.0,A133,10,1,80.0,4,-0.8648318684723421
MCF7,6.0,A133,10,1,80.0,5,-1.105506264538543
MCF7,6.0,A133,11,1,80.0,1,-0.6237758086585304
MCF7,6.0,A133,11,1,80.0,2,-0.59634158467311
MCF7,6.0,A133,11,1,80.0,3,-0.6627088320402618
MCF7,6.0,A133,11,1,80.0,4,-0.9785832081275724
MCF7,6.0,A133,11,1,80.0,5,-0.7235173123155306
MCF7,6.0,A133,11,1,80.0,6,-0.11055125208209866
MCF7,6.0,A133,11,1,80.0,7,-0.32399308290595946
MCF7,6.0,A133,11,1,80.0,8,0.700358407352802
MCF7,6.0,A133,12,1,80.0,1,-0.7102378582471153
MCF7,6.0,A133,12,1,80.0,2,-0.6263018567479135
MCF7,6.0,A133,12,1,80.0,3,-0.9443172960514525
MCF7,6.0,A133,12,1,80.0,4,-1.200900016322321
MCF7,6.0,A133,12,1,80.0,5,-0.8687154598394226
MCF7,6.0,A133,13,1,80.0,1,-1.1793081835503094
MCF7,6.0,A133,13,1,80.0,2,-1.4548996979894566
MCF7,6.0,A133,13,1,80.0,3,-0.029712133730922203
MCF7,6.0,A133,13,1,80.0,4,0.32051782482221586
MCF7,6.0,A133,13,1,80.0,5,1.372698221626144
MCF7,6.0,A133,13,1,80.0,6,-1.145831105213594
MCF7,6.0,A133,13,1,80.0,7,-1.2681607793060483
MCF7,6.0,A133,14,1,80.0,1,0.29370411993358725
MCF7,6.0,A133,14,1,80.0,2,-0.2088254824734019
MCF7,6.0,A133,14,1,80.0,3,-1.0849898122179416
MCF7,6.0,A133,14,1,80.0,4,-0.959738477561207
MCF7,6.0,A133,14,1,80.0,5,-0.7801911241325327
MCF7,6.0,A133,14,1,80.0,6,-0.7017732391485448
MCF7,6.0,A133,14,1,80.0,7,-0.7050464076404884
MCF7,6.0,A133,14,1,80.0,8,-0.22339619015363973
MCF7,6.0,A133,14,1,80.0,9,-0.2133828637910117
MCF7,6.0,A133,14,1,80.0,10,-0.36716718360841455
MCF7,6.0,A133,14,1,80.0,11,-0.8238135767835351
MCF7,6.0,A133,15,1,80.0,1,0.2573672868127457
MCF7,6.0,A133,15,1,80.0,2,0.0062803650934319015
MCF7,6.0,A133,15,1,80.0,3,-0.1779419374971393
MCF7,6.0,A133,15,1,80.0,4,1.9222666521095735
MCF7,6.0,A133,15,1,80.0,5,0.0616185530613321
MCF7,6.0,A133,15,1,80.0,6,-0.3575191810557172
MCF7,6.0,A133,15,1,80.0,7,-0.329240195576717
MCF7,6.0,A133,15,1,80.0,8,0.38786546845019576
MCF7,6.0,A133,2,1,80.0,1,-0.27590903019805846
MCF7,6.0,A133,2,1,80.0,2,-0.32036880502141973
MCF7,6.0,A133,2,1,80.0,3,-0.3405495579719506
MCF7,6.0,A133,2,1,80.0,4,0.11547897300681324
MCF7,6.0,A133,3,1,80.0,1,0.9632419670072835
MCF7,6.0,A133,3,1,80.0,2,1.9824364135200645
MCF7,6.0,A133,3,1,80.0,3,-0.17664855836496915
MCF7,6.0,A133,3,1,80.0,4,0.0011961204193928299
MCF7,6.0,A133,3,1,80.0,5,0.05579834696656244
MCF7,6.0,A133,3,1,80.0,6,-0.7436736217820539
MCF7,6.0,A133,4,1,80.0,1,-1.0907777369724165
MCF7,6.0,A133,4,1,80.0,2,-0.9139546364056393
MCF7,6.0,A133,4,1,80.0,3,-0.8827635552039289
MCF7,6.0,A133,4,1,80.0,4,-0.8169876010287751
MCF7,6.0,A133,4,1,80.0,5,-0.5315789723241899
MCF7,6.0,A133,4,1,80.0,6,1.1546673923694861
MCF7,6.0,A133,5,1,80.0,1,-0.7817929694053058
MCF7,6.0,A133,5,1,80.0,2,-0.9231039387465291
MCF7,6.0,A133,5,1,80.0,3,-0.5368793558486853
MCF7,6.0,A133,5,1,80.0,4,0.15125626289586558
MCF7,6.0,A133,5,1,80.0,5,0.35918874497595105
MCF7,6.0,A133,5,1,80.0,6,-0.680991495319423
MCF7,6.0,A133,5,1,80.0,7,-0.5224684607296638
MCF7,6.0,A133,5,1,80.0,8,-0.9391178747435185
MCF7,6.0,A133,6,1,80.0,1,-1.3387766761601654
MCF7,6.0,A133,6,1,80.0,2,-1.6019902892712912
MCF7,6.0,A133,6,1,80.0,3,-0.8139802554254372
MCF7,6.0,A133,6,1,80.0,4,-1.6078134843790526
MCF7,6.0,A133,6,1,80.0,5,-1.203517860321763
MCF7,6.0,A133,6,1,80.0,6,-1.8026764739476648
MCF7,6.0,A133,6,1,80.0,7,-1.7058370362142314
MCF7,6.0,A133,6,1,80.0,8,0.8561489526893132
MCF7,6.0,A133,7,1,80.0,1,-0.2779463414522667
MCF7,6.0,A133,7,1,80.0,2,-0.18887056605991523
MCF7,6.0,A133,7,1,80.0,3,-0.7523749707094581
MCF7,6.0,A133,7,1,80.0,4,-0.4798687819014411
MCF7,6.0,A133,7,1,80.0,5,0.8138691646735653
MCF7,6.0,A133,7,1,80.0,6,0.09258685316149731
MCF7,6.0,A133,7,1,80.0,7,0.11963595942874311
MCF7,6.0,A133,7,1,80.0,8,-0.38062863535668556
MCF7,6.0,A133,7,1,80.0,9,-0.2728644879886194
MCF7,6.0,A133,7,1,80.0,10,-0.5144049007518843
MCF7,6.0,A133,7,1,80.0,11,-0.47918037899851196
MCF7,6.0,A133,7,1,80.0,12,-0.04827164603550116
MCF7,6.0,A133,8,1,80.0,1,-0.9791960222131009
MCF7,6.0,A133,8,1,80.0,2,-0.567637893659441
MCF7,6.0,A133,8,1,80.0,3,-0.5041884543509376
MCF7,6.0,A133,8,1,80.0,4,-0.6761617817071383
MCF7,6.0,A133,9,1,80.0,1,-0.9510153420502271
MCF7,6.0,A133,9,1,80.0,2,-0.4195798585064013
MCF7,6.0,A133,9,1,80.0,3,-0.13928403615554127
MCF7,6.0,A133,9,1,80.0,4,-0.7696353915459271
MCF7,2.0,control,0,3,0.0,1,-1.8112749344056913
MCF7,2.0,control,0,3,0.0,2,-1.049507039742205
MCF7,2.0,control,0,3,0.0,3,-0.8314758119504796
MCF7,2.0,control,1,3,0.0,1,-0.8848811048513008
MCF7,2.0,control,1,3,0.0,2,-1.071470174350126
MCF7,2.0,control,1,3,0.0,3,-0.39638299218109446
MCF7,2.0,control,1,3,0.0,4,-0.8857177627985491
MCF7,2.0,control,1,3,0.0,5,-0.8694483658246509
MCF7,2.0,control,1,3,0.0,6,-1.0046026326309043
MCF7,2.0,control,10,3,0.0,1,0.511672512030004
MCF7,2.0,control,10,3,0.0,2,-0.1587580535901369
MCF7,2.0,control,10,3,0.0,3,-1.1293107639935298
MCF7,2.0,control,11,3,0.0,1,0.31871697770679763
MCF7,2.0,control,11,3,0.0,2,-0.11317069022180289
MCF7,2.0,control,12,3,0.0,1,0.40749332042002845
MCF7,2.0,control,12,3,0.0,2,0.5025686426865684
MCF7,2.0,control,12,3,0.0,3,-0.18974628044357245
MCF7,2.0,control,12,3,0.0,4,0.2837532307312027
MCF7,2.0,control,12,3,0.0,5,-0.575681925419016
