ObjectNumber,Metadata_cell,Metadata_concentration,Metadata_dish,Metadata_hour,Metadata_site,Metadata_treatment,Predicted_Probability,S,Ed_region_mean,Rc_region_mean,Fp_region_PCC,Fp_cell_PCC,FRET_Judge,Near_Ed,Ed_diff,E_Ed_diff,E_Ed_std,E_Ed_predict_std,E_Fp,E
1,A549,22,3,4,0,DAC,0.3149557638241553,0.0628320467445561,0.1028789207339286,0.4988416731357574,-0.087145001,0.5274867,control,0.148086620680151,0.0,0.0,0.21345730631310467,0.4903570072054165,0.912854999,0.7016060031027083
2,A549,22,3,4,0,DAC,0.22544904723204,-0.0266746698475591,0.1711009591817855,0.7396984100341797,0.3886722922325134,0.5005784,control,0.1891862521058185,0.0,0.0,0.0,0.20857496787165833,0.6113277077674866,0.40995133781957244
3,A549,22,3,4,0,DAC,0.2999862091463662,0.047862492066767,0.0775838941335678,0.7046909332275391,0.5250481367111206,0.61037743,DAC,0.0791344423545166,0.1047995034279591,0.1047995034279591,0.32937146721156935,0.9630981182842893,0.4749518632888794,0.7190249907865843
1,A549,22,3,4,1,DAC,0.3814817862072697,0.1293580691276705,0.1240368485450744,1.0015186071395874,-0.745116591,0.3955402,DAC,0.1124672005082726,0.1101753895202502,0.1101753895202502,0.11650135179577385,0.7345663226604853,0.25488340899999995,0.4947248658302426
2,A549,22,3,4,1,DAC,0.4488213809483142,0.196697663868715,0.1501596719026565,0.3627873659133911,0.2235292792320251,0.74123764,control,0.1184494124096762,0.0,0.0,0.0,0.693551846110911,0.7764707207679749,0.7350112834394429
3,A549,22,3,4,1,DAC,0.5462048253549068,0.2940811082753076,0.1455823928117752,1.3232100009918213,-0.324550271,0.58370954,DAC,0.1485920715154094,0.1048327568888661,0.1048327568888661,0.01776914944498733,0.48689159979903474,0.675449729,0.5811706643995174
1,A549,22,3,4,10,DAC,0.3321848628418302,0.080061145762231,0.1646305918693542,1.809069991111756,-0.17529723,0.41505525,DAC,0.2031525285435933,0.0833982972397435,0.0833982972397435,0.0,0.11282116862767193,0.82470277,0.46876196931383596
2,A549,22,3,4,10,DAC,0.2591911108587729,0.0070673937791737,0.2388039082288742,2.233855724334717,-0.197491571,0.50449866,DAC,0.2508545501444579,0.056502610153479,0.056502610153479,0.00941734487963961,0.0,0.802508429,0.4012542145
3,A549,22,3,4,10,DAC,0.2148002481219866,-0.0373234689576125,0.3396254777908325,2.87825894355774,0.0047096014022827,0.35394216,control,0.3302188914544468,0.0,0.0,0.47143099763752555,0.35835498623640244,0.9952903985977173,0.6768226924170598
4,A549,22,3,4,10,DAC,0.1518023976696614,-0.1003213194099377,0.3740521967411041,2.933969736099243,0.3668992519378662,0.4937979,control,0.3318436183676873,0.0,0.0,0.6291910309695753,0.36949423121482416,0.6331007480621338,0.501297489638479
