ObjectNumber,Metadata_cell,Metadata_concentration,Metadata_dish,Metadata_hour,Metadata_site,Metadata_treatment,Predicted_Probability,S
1,A549,3,2,6,0,ALM,0.8095220111433715,0.484404342034141
2,A549,3,2,6,0,ALM,0.738231353020379,0.4131136839111485
1,A549,3,2,6,1,ALM,0.6457921047722236,0.3206744356629931
1,A549,3,2,6,10,ALM,0.5707458282468829,0.2456281591376524
2,A549,3,2,6,10,ALM,0.6749012568614225,0.34978358775219204
3,A549,3,2,6,10,ALM,0.6542417297851666,0.3291240606759361
4,A549,3,2,6,10,ALM,0.6471664142567214,0.3220487451474909
1,A549,3,2,6,11,ALM,0.5015371874454653,0.17641951833623476
2,A549,3,2,6,11,ALM,0.40569471240730676,0.08057704329807625
3,A549,3,2,6,11,ALM,0.4158800133510086,0.09076234424177809
1,A549,3,2,6,12,ALM,0.7214639854864242,0.3963463163771937
1,A549,3,2,6,13,ALM,0.6400173828765199,0.31489971376728937
2,A549,3,2,6,13,ALM,0.7471999603118682,0.4220822912026377
3,A549,3,2,6,13,ALM,0.5779474196567629,0.2528297505475324
1,A549,3,2,6,14,ALM,0.6955211742698868,0.3704035051606563
2,A549,3,2,6,14,ALM,0.48020377660849756,0.15508610749926705
1,A549,3,2,6,15,ALM,0.55926858819996,0.23415091909072944
2,A549,3,2,6,15,ALM,0.6122436420218083,0.28712597291257774
3,A549,3,2,6,15,ALM,0.3732182814369945,0.04810061232776397
1,A549,3,2,6,16,ALM,0.7446712635752226,0.4195535944659921
2,A549,3,2,6,16,ALM,0.6959898420127105,0.37087217290348
3,A549,3,2,6,16,ALM,0.7745323308387302,0.4494146617294997
1,A549,3,2,6,17,ALM,0.5570212415060809,0.2319035723968504
2,A549,3,2,6,17,ALM,0.695331096119756,0.37021342701052545
1,A549,3,2,6,18,ALM,0.6323050646503974,0.30718739554116686
2,A549,3,2,6,18,ALM,0.5904636685490348,0.26534599943980425
3,A549,3,2,6,18,ALM,0.4467931995864565,0.12167553047722601
1,A549,3,2,6,19,ALM,0.5189695224546241,0.19385185334539362
2,A549,3,2,6,19,ALM,0.5821510996259094,0.2570334305166789
1,A549,3,2,6,2,ALM,0.7548955582235586,0.42977788911432807
2,A549,3,2,6,2,ALM,0.5204896145424027,0.1953719454331722
3,A549,3,2,6,2,ALM,0.7750381903054624,0.4499205211962319
1,A549,3,2,6,3,ALM,0.40929505479517925,0.08417738568594874
2,A549,3,2,6,3,ALM,0.2965131803599116,-0.028604488749318924
1,A549,3,2,6,4,ALM,0.5824000172798443,0.25728234817061374
2,A549,3,2,6,4,ALM,0.552505221416401,0.2273875523071705
1,A549,3,2,6,5,ALM,0.6680183503674746,0.3429006812582441
2,A549,3,2,6,5,ALM,0.7144487940801179,0.38933112497088734
3,A549,3,2,6,5,ALM,0.7439574245306197,0.41883975542138924
4,A549,3,2,6,5,ALM,0.6725566033897928,0.34743893428056233
1,A549,3,2,6,6,ALM,0.8167467622361994,0.49162909312696884
2,A549,3,2,6,6,ALM,0.8846597313072933,0.5595420621980627
3,A549,3,2,6,6,ALM,0.8962863846484368,0.5711687155392062
1,A549,3,2,6,7,ALM,0.8267838635118974,0.5016661944026668
2,A549,3,2,6,7,ALM,0.6838296371712314,0.35871196806200084
3,A549,3,2,6,7,ALM,0.6773993255911928,0.35228165648196225
1,A549,3,2,6,8,ALM,0.6620748022632312,0.3369571331540007
2,A549,3,2,6,8,ALM,0.7310131344467468,0.40589546533751625
1,A549,3,2,6,9,ALM,0.7302651072053052,0.40514743809607473
2,A549,3,2,6,9,ALM,0.7744232627942311,0.4493055936850006
1,A549,0,1,2,0,control,0.3100975860900048,-0.015020083019225694
2,A549,0,1,2,0,control,0.4731916797470923,0.1480740106378618
1,A549,0,1,2,1,control,0.22140455555544297,-0.10371311355378754
2,A549,0,1,2,1,control,0.20539405667804517,-0.11972361243118534
1,A549,0,1,2,10,control,0.4580537273813758,0.13293605827214527
2,A549,0,1,2,10,control,0.3257644628304186,0.0006467937211880881
3,A549,0,1,2,10,control,0.33954902535871484,0.014431356249484328
