ObjectNumber,Metadata_cell,Metadata_concentration,Metadata_dish,Metadata_hour,Metadata_site,Metadata_treatment,Predicted_Probability,S
1,A549,12,3,4,0,OSI,0.44202754308275366,0.12428325039149768
2,A549,12,3,4,0,OSI,0.3694989069632982,0.0517546142720422
3,A549,12,3,4,0,OSI,0.39097688567392286,0.07323259298266688
4,A549,12,3,4,0,OSI,0.5759016157273716,0.25815732303611566
5,A549,12,3,4,0,OSI,0.3957541623576617,0.07800986966640572
6,A549,12,3,4,0,OSI,0.42358463113530115,0.10584033844404517
1,A549,12,3,4,1,OSI,0.2143680031996702,-0.10337628949158578
2,A549,12,3,4,1,OSI,0.716463069119938,0.398718776428682
3,A549,12,3,4,1,OSI,0.6900586602170391,0.3723143675257831
4,A549,12,3,4,1,OSI,0.25200300650221935,-0.06574128618903663
5,A549,12,3,4,1,OSI,0.6194359945591218,0.3016917018678658
6,A549,12,3,4,1,OSI,0.53134130678111,0.21359701408985404
7,A549,12,3,4,1,OSI,0.8389124193013553,0.5211681266100994
8,A549,12,3,4,1,OSI,0.7170652927800926,0.3993210000888366
9,A549,12,3,4,1,OSI,0.7417818836253428,0.4240375909340868
1,A549,12,3,4,10,OSI,0.7958293171844623,0.4780850244932063
2,A549,12,3,4,10,OSI,0.4930881704191544,0.17534387772789845
3,A549,12,3,4,10,OSI,0.7540339683485363,0.43628967565728033
4,A549,12,3,4,10,OSI,0.7337338191085487,0.41598952641729275
5,A549,12,3,4,10,OSI,0.5110745504163589,0.19333025772510287
1,A549,12,3,4,11,OSI,0.6044375496336445,0.2866932569423885
2,A549,12,3,4,11,OSI,0.7468544411064869,0.42911014841523093
3,A549,12,3,4,11,OSI,0.7089291272751239,0.39118483458386794
4,A549,12,3,4,11,OSI,0.690301095717411,0.37255680302615507
5,A549,12,3,4,11,OSI,0.6474315232122623,0.3296872305210063
1,A549,12,3,4,12,OSI,0.7753134198439651,0.4575691271527091
2,A549,12,3,4,12,OSI,0.6281902693018786,0.3104459766106226
3,A549,12,3,4,12,OSI,0.5633892337835454,0.24564494109228946
4,A549,12,3,4,12,OSI,0.44646964826390645,0.12872535557265047
5,A549,12,3,4,12,OSI,0.7680803158613931,0.45033602317013716
6,A549,12,3,4,12,OSI,0.7715712939853385,0.45382700129408254
7,A549,12,3,4,12,OSI,0.44535795498720604,0.12761366229595006
8,A549,12,3,4,12,OSI,0.6801737447581406,0.36242945206688465
1,A549,12,3,4,13,OSI,0.44280745311707703,0.12506316042582105
2,A549,12,3,4,13,OSI,0.31220523277043505,-0.005539059920820932
3,A549,12,3,4,13,OSI,0.6603163020401033,0.3425720093488473
4,A549,12,3,4,13,OSI,0.5735597233108198,0.25581543061956385
5,A549,12,3,4,13,OSI,0.3889981873806751,0.07125389468941912
6,A549,12,3,4,13,OSI,0.8543826175752016,0.5366383248839457
7,A549,12,3,4,13,OSI,0.7052904382851366,0.3875461455938806
8,A549,12,3,4,13,OSI,0.7928431969362452,0.4750989042449892
9,A549,12,3,4,13,OSI,0.34736106701284275,0.02961677432158677
1,A549,12,3,4,14,OSI,0.2713036734994727,-0.04644061919178327
2,A549,12,3,4,14,OSI,0.26139719764003283,-0.05634709505122315
3,A549,12,3,4,14,OSI,0.6391738372047249,0.3214295445134689
4,A549,12,3,4,14,OSI,0.6104143078919535,0.2926700152006975
5,A549,12,3,4,14,OSI,0.40095513664318194,0.08321084395192596
1,A549,12,3,4,15,OSI,0.6849013554293303,0.3671570627380743
2,A549,12,3,4,15,OSI,0.4150498397211123,0.09730554702985633
3,A549,12,3,4,15,OSI,0.48894749490433254,0.17120320221307656
4,A549,12,3,4,15,OSI,0.23222688228736493,-0.08551741040389105
5,A549,12,3,4,15,OSI,0.5436574590293594,0.22591316633810338
6,A549,12,3,4,15,OSI,0.5615538725929129,0.24380957990165691
7,A549,12,3,4,15,OSI,0.72056994877508,0.402825656083824
8,A549,12,3,4,15,OSI,0.6131320247265538,0.29538773203529783
1,A549,12,3,4,16,OSI,0.5192444697884238,0.20150017709716778
2,A549,12,3,4,16,OSI,0.4094611778498978,0.09171688515864179
3,A549,12,3,4,16,OSI,0.508667375593293,0.19092308290203702
4,A549,12,3,4,16,OSI,0.6427528651515144,0.32500857246025844
5,A549,12,3,4,16,OSI,0.4458537384374468,0.12810944574619082
6,A549,12,3,4,16,OSI,0.4275622258348519,0.10981793314359589
1,A549,12,3,4,17,OSI,0.2279063654581301,-0.08983792723312589
2,A549,12,3,4,17,OSI,0.3799148151025394,0.0621705224112834
3,A549,12,3,4,17,OSI,0.36136356803455627,0.04361927534330029
4,A549,12,3,4,17,OSI,0.43472581743499744,0.11698152474374146
5,A549,12,3,4,17,OSI,0.6101558186955363,0.2924115260042803
1,A549,12,3,4,18,OSI,0.4682867413161196,0.1505424486248636
2,A549,12,3,4,18,OSI,0.4581989133039667,0.14045462061271075
3,A549,12,3,4,18,OSI,0.5661998518862107,0.2484555591949547
4,A549,12,3,4,18,OSI,0.6958993707116564,0.37815507802040044
1,A549,12,3,4,2,OSI,0.6092478564448356,0.2915035637535796
1,A549,12,3,4,3,OSI,0.7532789743711297,0.4355346816798737
2,A549,12,3,4,3,OSI,0.46964992843806846,0.15190563574681248
3,A549,12,3,4,3,OSI,0.39526748464417394,0.07752319195291796
4,A549,12,3,4,3,OSI,0.5037200404460969,0.18597574775484088
5,A549,12,3,4,3,OSI,0.6581874739412231,0.34044318124996714
1,A549,12,3,4,4,OSI,0.13898809134165482,-0.17875620134960116
2,A549,12,3,4,4,OSI,0.6336953028380911,0.3159510101468351
