ObjectNumber,Metadata_cell,Metadata_concentration,Metadata_dish,Metadata_hour,Metadata_site,Metadata_treatment,Predicted_Probability,S
1,A549,40,4,2,0,VIN,0.8953924623502036,0.6356450939499361
2,A549,40,4,2,0,VIN,0.7085083535070419,0.44876098510677426
1,A549,40,4,2,1,VIN,0.7230769012626869,0.46332953286241924
2,A549,40,4,2,1,VIN,0.6385484115275796,0.37880104312731194
1,A549,40,4,2,10,VIN,0.3405069172807303,0.08075954888046266
2,A549,40,4,2,10,VIN,0.7441379818704321,0.4843906134701645
3,A549,40,4,2,10,VIN,0.46468461122054877,0.20493724282028114
1,A549,40,4,2,11,VIN,0.18394577955982844,-0.0758015888404392
2,A549,40,4,2,11,VIN,0.33308716995093296,0.07333980155066533
3,A549,40,4,2,11,VIN,0.15145705172719798,-0.10829031667306965
4,A549,40,4,2,11,VIN,0.2683285197568871,0.008581151356619465
5,A549,40,4,2,11,VIN,0.34442287856206255,0.08467551016179492
6,A549,40,4,2,11,VIN,0.052606095157707644,-0.20714127324256
1,A549,40,4,2,12,VIN,0.7459752466807146,0.48622787828044695
2,A549,40,4,2,12,VIN,0.703934989772356,0.4441876213720884
3,A549,40,4,2,12,VIN,0.516508731825444,0.25676136342517636
4,A549,40,4,2,12,VIN,0.5155777160870454,0.25583034768677776
5,A549,40,4,2,12,VIN,0.8774233659506763,0.6176759975504087
6,A549,40,4,2,12,VIN,0.1894271553188412,-0.07032021308142644
7,A549,40,4,2,12,VIN,0.15721601566351576,-0.10253135273675187
8,A549,40,4,2,12,VIN,0.7310190177643182,0.4712716493640506
9,A549,40,4,2,12,VIN,0.5624672046354366,0.302719836235169
10,A549,40,4,2,12,VIN,0.7028873545210474,0.4431399861207798
11,A549,40,4,2,12,VIN,0.20224344456191962,-0.057503923838348014
12,A549,40,4,2,12,VIN,0.7134383527012345,0.4536909843009668
13,A549,40,4,2,12,VIN,0.5658554524629873,0.30610808406271967
14,A549,40,4,2,12,VIN,0.6567294791309732,0.3969821107307056
15,A549,40,4,2,12,VIN,0.4926836165736576,0.23293624817338998
16,A549,40,4,2,12,VIN,0.5511571050004224,0.29140973660015473
17,A549,40,4,2,12,VIN,0.6094965065000542,0.3497491380997865
18,A549,40,4,2,12,VIN,0.7904500148054854,0.5307026464052178
19,A549,40,4,2,12,VIN,0.5257039778691063,0.26595660946883865
20,A549,40,4,2,12,VIN,0.5015568318630483,0.2418094634627807
1,A549,40,4,2,13,VIN,0.38198765825209413,0.1222402898518265
2,A549,40,4,2,13,VIN,0.3811205041543995,0.12137313575413189
3,A549,40,4,2,13,VIN,0.04852610384803331,-0.21122126455223433
4,A549,40,4,2,13,VIN,0.5655151320717648,0.3057677636714972
5,A549,40,4,2,13,VIN,0.24161564183713855,-0.018131726563129086
6,A549,40,4,2,13,VIN,0.30097224074069184,0.04122487234042421
7,A549,40,4,2,13,VIN,0.2524923870813667,-0.007254981318900955
1,A549,40,4,2,14,VIN,0.2079949758675555,-0.05175239253271213
2,A549,40,4,2,14,VIN,0.6078203600630557,0.3480729916627881
3,A549,40,4,2,14,VIN,0.48080648531108244,0.2210591169108148
4,A549,40,4,2,14,VIN,0.41248097764029507,0.15273360924002743
1,A549,40,4,2,15,VIN,0.18029815492963008,-0.07944921347063755
2,A549,40,4,2,15,VIN,0.15935616983800524,-0.10039119856226239
3,A549,40,4,2,15,VIN,0.30375999180508795,0.04401262340482032
4,A549,40,4,2,15,VIN,0.44880587040685327,0.18905850200658564
5,A549,40,4,2,15,VIN,0.17046988920248865,-0.08927747919777898
6,A549,40,4,2,15,VIN,0.12100557162666636,-0.13874179677360127
7,A549,40,4,2,15,VIN,0.05018094974143086,-0.20956641865883677
1,A549,40,4,2,16,VIN,0.02897109295494582,-0.2307762754453218
2,A549,40,4,2,16,VIN,0.33170477937534476,0.07195741097507713
3,A549,40,4,2,16,VIN,0.12725355880315248,-0.13249380959711515
4,A549,40,4,2,16,VIN,0.060557287089522085,-0.19919008131074556
5,A549,40,4,2,16,VIN,0.13739847446080974,-0.12234889393945789
1,A549,40,4,2,17,VIN,0.2551632541634542,-0.00458411423681343
2,A549,40,4,2,17,VIN,0.7481731438870762,0.4884257754868086
3,A549,40,4,2,17,VIN,0.6191718861604626,0.35942451776019496
4,A549,40,4,2,17,VIN,0.7123717466610544,0.4526243782607868
5,A549,40,4,2,17,VIN,0.6116810032618639,0.3519336348615963
6,A549,40,4,2,17,VIN,0.5103572391419938,0.2506098707417262
7,A549,40,4,2,17,VIN,0.6879525669051387,0.4282051985048711
8,A549,40,4,2,17,VIN,0.828989921814849,0.5692425534145813
9,A549,40,4,2,17,VIN,0.6560126321172183,0.39626526371695064
1,A549,40,4,2,18,VIN,0.03986991517462304,-0.2198774532256446
2,A549,40,4,2,18,VIN,0.05638740221535361,-0.20335996618491403
3,A549,40,4,2,18,VIN,0.5965895527527255,0.3368421843524579
