ObjectNumber,Metadata_cell,Metadata_concentration,Metadata_hour,Metadata_site,Metadata_treatment,Predicted_Probability,S
1,A549,16,6,0,OSI,0.7553516468146784,0.43283451452820515
2,A549,16,6,0,OSI,0.5779183008174715,0.2554011685309983
3,A549,16,6,0,OSI,0.3631111256442095,0.04059399335773628
1,A549,16,6,1,OSI,0.6599568151812958,0.33743968289482257
2,A549,16,6,1,OSI,0.8555828395354259,0.5330657072489526
3,A549,16,6,1,OSI,0.6133825613059465,0.29086542901947327
1,A549,16,6,10,OSI,0.6192465554137259,0.29672942312725265
2,A549,16,6,10,OSI,0.7326040828218329,0.41008695053535965
3,A549,16,6,10,OSI,0.7006712713394303,0.3781541390529571
4,A549,16,6,10,OSI,0.6477811009430173,0.3252639686565441
1,A549,16,6,11,OSI,0.6683999183193177,0.34588278603284445
2,A549,16,6,11,OSI,0.7601406968924241,0.4376235646059509
3,A549,16,6,11,OSI,0.7461954832488795,0.4236783509624063
1,A549,16,6,12,OSI,0.6270939664716875,0.30457683418521425
2,A549,16,6,12,OSI,0.7593189668985538,0.4368018346120806
3,A549,16,6,12,OSI,0.7523669065966132,0.42984977431014
1,A549,16,6,13,OSI,0.7304749460997083,0.4079578138132351
2,A549,16,6,13,OSI,0.6851657270401005,0.36264859475362726
3,A549,16,6,13,OSI,0.6631127973577513,0.3405956650712781
4,A549,16,6,13,OSI,0.7021342183525219,0.37961708606604866
1,A549,16,6,14,OSI,0.5139019908633882,0.19138485857691495
2,A549,16,6,14,OSI,0.5005002285775999,0.17798309629112669
3,A549,16,6,14,OSI,0.6945553283347063,0.3720381960482331
4,A549,16,6,14,OSI,0.5342947681509462,0.211777635864473
5,A549,16,6,14,OSI,0.7291672055695102,0.406650073283037
6,A549,16,6,14,OSI,0.7633698518980734,0.44085271961160016
1,A549,16,6,15,OSI,0.2565614222478334,-0.06595571003863981
2,A549,16,6,15,OSI,0.7305062130805396,0.4079890807940664
3,A549,16,6,15,OSI,0.7714185605982843,0.44890142831181107
4,A549,16,6,15,OSI,0.6151293439953032,0.29261221170882995
5,A549,16,6,15,OSI,0.699236767639152,0.37671963535267877
6,A549,16,6,15,OSI,0.8182297961851349,0.4957126638986617
1,A549,16,6,16,OSI,0.6118001047346459,0.28928297244817264
2,A549,16,6,16,OSI,0.7693626123631032,0.44684548007663
3,A549,16,6,16,OSI,0.8096040128515305,0.4870868805650573
4,A549,16,6,16,OSI,0.7303131181637671,0.4077959858772939
1,A549,16,6,17,OSI,0.6939916317957068,0.37147449950923356
2,A549,16,6,17,OSI,0.8113795382515805,0.48886240596510727
3,A549,16,6,17,OSI,0.6955134929320017,0.3729963606455285
4,A549,16,6,17,OSI,0.7978178833787293,0.47530075109225606
1,A549,16,6,18,OSI,0.6469241602550613,0.32440702796858806
2,A549,16,6,18,OSI,0.7622053297941804,0.4396881975077072
3,A549,16,6,18,OSI,0.7146849630437085,0.3921678307572353
4,A549,16,6,18,OSI,0.9040163756566646,0.5814992433701913
5,A549,16,6,18,OSI,0.796175853272668,0.4736587209861948
6,A549,16,6,18,OSI,0.8435363242042835,0.5210191919178102
1,A549,16,6,19,OSI,0.7636874983545818,0.4411703660681086
2,A549,16,6,19,OSI,0.8288874714338128,0.5063703391473395
3,A549,16,6,19,OSI,0.6097333254909804,0.28721619320450714
4,A549,16,6,19,OSI,0.6730604123560665,0.3505432800695933
5,A549,16,6,19,OSI,0.5413468040181096,0.21882967173163642
6,A549,16,6,19,OSI,0.8436219271870937,0.5211047949006204
1,A549,16,6,2,OSI,0.6709393211891955,0.3484221889027223
2,A549,16,6,2,OSI,0.7483821010200546,0.42586496873358143
3,A549,16,6,2,OSI,0.6200927691442575,0.29757563685778426
4,A549,16,6,2,OSI,0.6712249178928229,0.3487077856063497
5,A549,16,6,2,OSI,0.7717347843671917,0.44921765208071845
1,A549,16,6,3,OSI,0.9213363179783638,0.5988191856918905
2,A549,16,6,3,OSI,0.6843850823919053,0.3618679501054321
3,A549,16,6,3,OSI,0.7883354576788161,0.46581832539234286
4,A549,16,6,3,OSI,0.8390252640973841,0.5165081318109108
5,A549,16,6,3,OSI,0.7619953031821007,0.4394781708956275
1,A549,16,6,4,OSI,0.6505279591817111,0.3280108268952379
2,A549,16,6,4,OSI,0.6664303166050906,0.34391318431861734
3,A549,16,6,4,OSI,0.6889775837141425,0.3664604514276693
4,A549,16,6,4,OSI,0.7175665344460425,0.39504940215956924
5,A549,16,6,4,OSI,0.6928581837497505,0.3703410514632773
6,A549,16,6,4,OSI,0.7271411521366609,0.40462401985018764
1,A549,16,6,5,OSI,0.6946968945287237,0.3721797622422505
2,A549,16,6,5,OSI,0.7555413132185146,0.43302418093204137
3,A549,16,6,5,OSI,0.6934789704053371,0.3709618381188639
4,A549,16,6,5,OSI,0.4198551845106495,0.0973380522241763
1,A549,16,6,6,OSI,0.8465625216907264,0.5240453894042532
2,A549,16,6,6,OSI,0.7502850409458769,0.4277679086594037
1,A549,16,6,7,OSI,0.6566882934062759,0.33417116111980266
2,A549,16,6,7,OSI,0.7860065488704602,0.46348941658398696
3,A549,16,6,7,OSI,0.5539764992997304,0.23145936701325714
1,A549,16,6,8,OSI,0.5234099849814999,0.2008928526950267
2,A549,16,6,8,OSI,0.3915366551168475,0.06901952283037427
3,A549,16,6,8,OSI,0.631120967726897,0.30860383544042375
