ObjectNumber,Metadata_cell,Metadata_concentration,Metadata_hour,Metadata_site,Metadata_treatment,Predicted_Probability,S
1,A549,130,2,0,VIN,0.6464699649735172,0.39891196138597973
2,A549,130,2,0,VIN,0.8975574693840477,0.6499994657965102
1,A549,130,2,1,VIN,0.5715588590267824,0.32400085543924495
2,A549,130,2,1,VIN,0.3400261764033872,0.09246817281584982
3,A549,130,2,1,VIN,0.804358636700037,0.5568006331124996
1,A549,130,2,10,VIN,0.8361285227444519,0.5885705191569145
2,A549,130,2,10,VIN,0.5099678559520747,0.2624098523645373
3,A549,130,2,10,VIN,0.39842315407076706,0.15086515048322965
1,A549,130,2,11,VIN,0.45501549990550494,0.20745749631796753
2,A549,130,2,11,VIN,0.7534773397946064,0.505919336207069
3,A549,130,2,11,VIN,0.4076748929054454,0.160116889317908
1,A549,130,2,12,VIN,0.7851691087292192,0.5376111051416818
2,A549,130,2,12,VIN,0.748610296685243,0.5010522930977056
3,A549,130,2,12,VIN,0.45518958747045773,0.20763158388292033
4,A549,130,2,12,VIN,0.5765627735349523,0.3290047699474149
5,A549,130,2,12,VIN,0.6320059585585589,0.38444795497102147
6,A549,130,2,12,VIN,0.7472007988114131,0.49964279522387567
7,A549,130,2,12,VIN,0.6611830114997724,0.413625007912235
1,A549,130,2,13,VIN,0.5985801453663531,0.35102214177881563
2,A549,130,2,13,VIN,0.42075135571508965,0.17319335212755224
3,A549,130,2,13,VIN,0.6034620685964814,0.355904065008944
1,A549,130,2,14,VIN,0.6636123845274913,0.41605438093995384
2,A549,130,2,14,VIN,0.8620510211922321,0.6144930176046947
3,A549,130,2,14,VIN,0.721607653170486,0.4740496495829486
4,A549,130,2,14,VIN,0.7823144731551375,0.5347564695676
5,A549,130,2,14,VIN,0.9808761716222006,0.7333181680346632
1,A549,130,2,15,VIN,0.9446931200107173,0.6971351164231798
2,A549,130,2,15,VIN,0.28431444258671024,0.03675643899917283
3,A549,130,2,15,VIN,0.7750931824438381,0.5275351788563006
