ObjectNumber,Metadata_cell,Metadata_concentration,Metadata_hour,Metadata_site,Metadata_treatment,Predicted_Probability,S
1,A549,130,6,0,VIN,0.6762989691039782,0.4287409655164408
2,A549,130,6,0,VIN,0.8452811890434061,0.5977231854558687
3,A549,130,6,0,VIN,0.9181315910943992,0.6705735875068618
4,A549,130,6,0,VIN,0.9180065698189741,0.6704485662314367
1,A549,130,6,1,VIN,0.8356342959151224,0.588076292327585
2,A549,130,6,1,VIN,0.8897047041473719,0.6421467005598345
3,A549,130,6,1,VIN,0.9265394634044666,0.6789814598169291
1,A549,130,6,10,VIN,0.7882656850047547,0.5407076814172173
2,A549,130,6,10,VIN,0.7726781153599779,0.5251201117724404
3,A549,130,6,10,VIN,0.6307355078058162,0.3831775042182788
1,A549,130,6,11,VIN,0.8040934249777664,0.5565354213902289
2,A549,130,6,11,VIN,0.8332369327326308,0.5856789291450933
3,A549,130,6,11,VIN,0.7886115403357252,0.5410535367481878
1,A549,130,6,12,VIN,0.8804532001539478,0.6328951965664104
2,A549,130,6,12,VIN,0.9240602515642546,0.6765022479767172
3,A549,130,6,12,VIN,0.8728750261115682,0.6253170225240308
4,A549,130,6,12,VIN,0.8850774704434308,0.6375194668558933
5,A549,130,6,12,VIN,0.8342028044591723,0.5866448008716348
1,A549,130,6,13,VIN,0.902558038344701,0.6550000347571636
2,A549,130,6,13,VIN,0.8809973402722019,0.6334393366846645
3,A549,130,6,13,VIN,0.6897085402261475,0.44215053663861004
4,A549,130,6,13,VIN,0.9016079689631453,0.6540499653756079
1,A549,130,6,14,VIN,0.9072508398393591,0.6596928362518216
2,A549,130,6,14,VIN,0.7889609266802143,0.5414029230926769
3,A549,130,6,14,VIN,0.7935423428243351,0.5459843392367977
4,A549,130,6,14,VIN,0.8945600909852308,0.6470020873976934
1,A549,130,6,15,VIN,0.7280425902905168,0.48048458670297933
2,A549,130,6,15,VIN,0.19234659920415575,-0.05521140438338165
3,A549,130,6,15,VIN,0.8593721061552382,0.6118141025677007
4,A549,130,6,15,VIN,0.6956794338777534,0.448121430290216
5,A549,130,6,15,VIN,0.7393510342185495,0.4917930306310121
6,A549,130,6,15,VIN,0.874077349453328,0.6265193458657906
1,A549,130,6,16,VIN,0.7121802713086326,0.46462226772109516
2,A549,130,6,16,VIN,0.8194353239152434,0.571877320327706
3,A549,130,6,16,VIN,0.6945389679096774,0.44698096432213996
4,A549,130,6,16,VIN,0.79903295066121,0.5514749470736726
5,A549,130,6,16,VIN,0.7337325961589658,0.48617459257142837
6,A549,130,6,16,VIN,0.3945331330176981,0.1469751294301607
1,A549,130,6,17,VIN,0.8560760551109933,0.6085180515234558
2,A549,130,6,17,VIN,0.8314089623325737,0.5838509587450362
3,A549,130,6,17,VIN,0.8768008967381853,0.6292428931506479
4,A549,130,6,17,VIN,0.6923397133734353,0.4447817097858978
5,A549,130,6,17,VIN,0.768019008691277,0.5204610051037396
6,A549,130,6,17,VIN,0.9372977036718766,0.6897397000843392
7,A549,130,6,17,VIN,0.8823987005102248,0.6348406969226874
8,A549,130,6,17,VIN,0.7384309636211419,0.4908729600336045
1,A549,130,6,18,VIN,0.8321235270194778,0.5845655234319403
2,A549,130,6,18,VIN,0.8651048782258985,0.6175468746383611
3,A549,130,6,18,VIN,0.915498974518572,0.6679409709310345
4,A549,130,6,18,VIN,0.7167045269039509,0.4691465233164135
5,A549,130,6,18,VIN,0.9128177830055157,0.6652597794179783
6,A549,130,6,18,VIN,0.6645562700323052,0.4169982664447678
1,A549,130,6,19,VIN,0.47079934888767827,0.22324134530014086
2,A549,130,6,19,VIN,0.8225472724707235,0.574989268883186
3,A549,130,6,19,VIN,0.8046518200251553,0.5570938164376179
1,A549,130,6,2,VIN,0.7823780378589914,0.534820034271454
2,A549,130,6,2,VIN,0.8340113472436952,0.5864533436561578
1,A549,130,6,3,VIN,0.8139663163323299,0.5664083127447924
2,A549,130,6,3,VIN,0.6325412453733501,0.38498324178581267
1,A549,130,6,4,VIN,0.6984581527427187,0.4509001491551813
2,A549,130,6,4,VIN,0.8571558193969535,0.6095978158094161
3,A549,130,6,4,VIN,0.7739636138217529,0.5264056102342155
4,A549,130,6,4,VIN,0.881007862877421,0.6334498592898836
5,A549,130,6,4,VIN,0.818800941931694,0.5712429383441565
1,A549,130,6,5,VIN,0.8682999375637035,0.6207419339761661
2,A549,130,6,5,VIN,0.8578957861446345,0.610337782557097
3,A549,130,6,5,VIN,0.8301946697765571,0.5826366661890197
4,A549,130,6,5,VIN,0.8383751042700377,0.5908171006825003
5,A549,130,6,5,VIN,0.9345024370530621,0.6869444334655247
1,A549,130,6,6,VIN,0.7311920124767368,0.4836340088891994
2,A549,130,6,6,VIN,0.8134382055709523,0.5658802019834148
