Metadata_cell,Metadata_hour,Metadata_treatment,Metadata_site,Metadata_dish,Metadata_concentration,Rc,Ed,cell_Ed
MCF7,2.0,A133,0,1,60.0,0.28,0.10218256711959839,0.13306784629821777
MCF7,2.0,A133,0,1,60.0,0.29,0.10473755747079849,0.1299210488796234
MCF7,2.0,A133,0,1,60.0,0.3,0.10370220243930817,0.12545470893383026
MCF7,2.0,A133,0,1,60.0,0.31,0.10668225586414337,0.12446553260087967
MCF7,2.0,A133,0,1,60.0,0.32,0.10703310370445251,0.12173599749803543
MCF7,2.0,A133,0,1,60.0,0.33,0.10905130207538605,0.11782533675432205
MCF7,2.0,A133,0,1,60.0,0.34,0.1107245460152626,0.11874137073755264
MCF7,2.0,A133,0,1,60.0,0.35,0.1116723120212555,0.11651351302862167
MCF7,2.0,A133,0,1,60.0,0.36,0.11159057915210724,0.11438670754432678
MCF7,2.0,A133,0,1,60.0,0.37,0.11320123076438904,0.11256802082061768
MCF7,2.0,A133,0,1,60.0,0.38,0.11335964500904083,0.11171219497919083
MCF7,2.0,A133,0,1,60.0,0.39,0.11104945838451385,0.11252235621213913
MCF7,2.0,A133,0,1,60.0,0.4,0.1116957813501358,0.11393464356660843
MCF7,2.0,A133,0,1,60.0,0.41,0.11480297893285751,0.10856477916240692
MCF7,2.0,A133,0,1,60.0,0.42,0.1169029101729393,0.11398674547672272
MCF7,2.0,A133,0,1,60.0,0.43,0.11987791955471039,0.11446388065814972
MCF7,2.0,A133,0,1,60.0,0.44,0.11770331114530563,0.11005596071481705
MCF7,2.0,A133,0,1,60.0,0.45,0.12410973012447357,0.11147639155387878
MCF7,2.0,A133,0,1,60.0,0.46,0.1263081431388855,0.11261297017335892
MCF7,2.0,A133,0,1,60.0,0.47,0.1291930377483368,0.10898100584745407
MCF7,2.0,A133,0,1,60.0,0.48,0.12810736894607544,0.11142262816429138
MCF7,2.0,A133,0,1,60.0,0.49,0.1312631517648697,0.1114424392580986
MCF7,2.0,A133,0,1,60.0,0.5,0.13306564092636108,0.11010092496871948
MCF7,2.0,A133,0,1,60.0,0.51,0.13895778357982635,0.112541563808918
MCF7,2.0,A133,0,1,60.0,0.52,0.12892594933509827,0.10978011041879654
MCF7,2.0,A133,0,1,60.0,0.53,0.13385874032974243,0.10988284647464752
MCF7,2.0,A133,0,1,60.0,0.54,0.14435873925685883,0.11170826852321625
MCF7,2.0,A133,0,1,60.0,0.55,0.13545185327529907,0.11441952735185623
MCF7,2.0,A133,0,1,60.0,0.56,0.14417968690395355,0.1137886792421341
MCF7,2.0,A133,0,1,60.0,0.57,0.15159296989440918,0.10790508985519409
MCF7,2.0,A133,0,1,60.0,0.58,0.15848734974861145,0.11298875510692596
MCF7,2.0,A133,0,1,60.0,0.59,0.15216735005378723,0.11584976315498352
MCF7,2.0,A133,0,1,60.0,0.6,0.15024957060813904,0.11321142315864563
MCF7,2.0,A133,0,1,60.0,0.61,0.1401320993900299,0.11071869730949402
MCF7,2.0,A133,0,1,60.0,0.62,0.15280941128730774,0.11450357735157013
MCF7,2.0,A133,0,1,60.0,0.63,0.15737716853618622,0.11283491551876068
MCF7,2.0,A133,0,1,60.0,0.64,0.15488626062870026,0.1169055625796318
MCF7,2.0,A133,0,1,60.0,0.65,0.14750687777996063,0.10965767502784729
MCF7,2.0,A133,0,1,60.0,0.66,0.146169975399971,0.1066029742360115
MCF7,2.0,A133,0,1,60.0,0.67,0.16052386164665222,0.11418097466230392
MCF7,2.0,A133,0,1,60.0,0.68,0.16530045866966248,0.11610054969787598
MCF7,2.0,A133,0,1,60.0,0.69,0.15752363204956055,0.11817597597837448
MCF7,2.0,A133,0,1,60.0,0.7,0.1569594442844391,0.11410105228424072
MCF7,2.0,A133,0,1,60.0,0.71,0.14965291321277618,0.11673474311828613
MCF7,2.0,A133,0,1,60.0,0.72,0.16379304230213165,0.11151892691850662
MCF7,2.0,A133,0,1,60.0,0.73,0.15824082493782043,0.12434430420398712
MCF7,2.0,A133,0,1,60.0,0.74,0.12342901527881622,0.10692241787910461
MCF7,2.0,A133,0,1,60.0,0.75,0.15354423224925995,0.10768267512321472
MCF7,2.0,A133,0,1,60.0,0.76,0.1554875522851944,0.12135525792837143
MCF7,2.0,A133,0,1,60.0,0.77,0.17668895423412323,0.12646478414535522
MCF7,2.0,A133,0,1,60.0,0.78,0.14753630757331848,0.11231011897325516
MCF7,2.0,A133,0,1,60.0,0.79,0.18564757704734802,0.11757250130176544
MCF7,2.0,A133,0,1,60.0,0.8,0.161895751953125,0.10758183896541595
MCF7,2.0,A133,0,1,60.0,0.81,,0.09844177961349487
MCF7,2.0,A133,0,1,60.0,0.82,0.1762079894542694,0.12821976840496063
MCF7,2.0,A133,0,1,60.0,0.83,0.1580095738172531,0.13825224339962006
MCF7,2.0,A133,0,1,60.0,0.84,,0.12366469949483871
MCF7,2.0,A133,0,1,60.0,0.85,0.12188713252544403,0.12333455681800842
MCF7,2.0,A133,0,1,60.0,0.86,,0.11683649569749832
MCF7,2.0,A133,0,1,60.0,0.87,,0.13301213085651398
MCF7,2.0,A133,0,1,60.0,0.88,,0.1120271235704422
MCF7,2.0,A133,0,1,60.0,0.89,,0.12742318212985992
MCF7,2.0,A133,0,1,60.0,0.9,,0.1247062087059021
MCF7,2.0,A133,0,1,60.0,0.91,,0.11942066997289658
MCF7,2.0,A133,0,1,60.0,0.92,0.17909640073776245,0.12907132506370544
MCF7,2.0,A133,0,1,60.0,0.93,,0.11084489524364471
MCF7,2.0,A133,0,1,60.0,0.94,0.11285688728094101,0.08651145547628403
MCF7,2.0,A133,0,1,60.0,0.95,,0.14975079894065857
MCF7,2.0,A133,0,1,60.0,0.96,,0.14679433405399323
MCF7,2.0,A133,0,1,60.0,0.97,,0.13163550198078156
MCF7,2.0,A133,0,1,60.0,0.98,,0.15939399600028992
MCF7,2.0,A133,0,1,60.0,0.99,0.1994754672050476,0.13414797186851501
MCF7,2.0,A133,0,1,60.0,1.0,,0.10604094713926315
MCF7,2.0,A133,0,1,60.0,1.01,,0.14284008741378784
MCF7,2.0,A133,0,1,60.0,1.02,,0.13218092918395996
MCF7,2.0,A133,0,1,60.0,1.03,,0.17801962792873383
MCF7,2.0,A133,0,1,60.0,1.04,,0.17437906563282013
MCF7,2.0,A133,0,1,60.0,1.05,,0.12555032968521118
MCF7,2.0,A133,0,1,60.0,1.06,0.1276204138994217,0.1572209745645523
MCF7,2.0,A133,0,1,60.0,1.07,,0.16787561774253845
MCF7,2.0,A133,0,1,60.0,1.08,,0.15664444863796234
MCF7,2.0,A133,0,1,60.0,1.09,,0.204428568482399
MCF7,2.0,A133,0,1,60.0,1.1,,0.13769403100013733
MCF7,2.0,A133,0,1,60.0,1.11,,0.16578476130962372
MCF7,2.0,A133,0,1,60.0,1.12,,0.1283137947320938
MCF7,2.0,A133,0,1,60.0,1.13,,0.10419125109910965
MCF7,2.0,A133,0,1,60.0,1.14,,0.15100818872451782
MCF7,2.0,A133,0,1,60.0,1.15,,0.13835492730140686
MCF7,2.0,A133,0,1,60.0,1.16,,
MCF7,2.0,A133,0,1,60.0,1.17,,0.15739805996418
MCF7,2.0,A133,0,1,60.0,1.18,,0.19035927951335907
MCF7,2.0,A133,0,1,60.0,1.19,,0.15777479112148285
MCF7,2.0,A133,0,1,60.0,1.2,,0.20277220010757446
MCF7,2.0,A133,0,1,60.0,1.21,,0.20773513615131378
MCF7,2.0,A133,0,1,60.0,1.22,,
MCF7,2.0,A133,0,1,60.0,1.23,,0.17239399254322052
MCF7,2.0,A133,0,1,60.0,1.24,,0.21218925714492798
MCF7,2.0,A133,0,1,60.0,1.25,,
MCF7,2.0,A133,0,1,60.0,1.26,,0.17063510417938232
MCF7,2.0,A133,0,1,60.0,1.27,,0.1397475153207779
MCF7,2.0,A133,0,1,60.0,1.28,,
MCF7,2.0,A133,0,1,60.0,1.29,,0.19102682173252106
MCF7,2.0,A133,0,1,60.0,1.3,,
MCF7,2.0,A133,0,1,60.0,1.31,,0.22210273146629333
MCF7,2.0,A133,0,1,60.0,1.32,,0.17606902122497559
MCF7,2.0,A133,0,1,60.0,1.33,,
MCF7,2.0,A133,0,1,60.0,1.34,,
MCF7,2.0,A133,0,1,60.0,1.35,,
MCF7,2.0,A133,0,1,60.0,1.36,,
MCF7,2.0,A133,0,1,60.0,1.37,,0.15793126821517944
MCF7,2.0,A133,0,1,60.0,1.38,,0.24697279930114746
MCF7,2.0,A133,0,1,60.0,1.39,,0.19843652844429016
MCF7,2.0,A133,0,1,60.0,1.4,,0.33046954870224
MCF7,2.0,A133,0,1,60.0,1.41,,
MCF7,2.0,A133,0,1,60.0,1.42,,
MCF7,2.0,A133,0,1,60.0,1.43,,
MCF7,2.0,A133,0,1,60.0,1.44,,
MCF7,2.0,A133,0,1,60.0,1.45,,
MCF7,2.0,A133,0,1,60.0,1.46,,
MCF7,2.0,A133,0,1,60.0,1.47,,0.22739222645759583
MCF7,2.0,A133,0,1,60.0,1.48,,
MCF7,2.0,A133,0,1,60.0,1.49,,
MCF7,2.0,A133,0,1,60.0,1.5,,0.14178502559661865
MCF7,2.0,A133,0,1,60.0,1.51,,
MCF7,2.0,A133,0,1,60.0,1.52,,
MCF7,2.0,A133,0,1,60.0,1.53,,
MCF7,2.0,A133,0,1,60.0,1.54,,
MCF7,2.0,A133,0,1,60.0,1.55,,0.27205026149749756
MCF7,2.0,A133,0,1,60.0,1.56,,
MCF7,2.0,A133,1,1,60.0,0.0,,
MCF7,2.0,A133,1,1,60.0,0.01,,
MCF7,2.0,A133,1,1,60.0,0.02,,
MCF7,2.0,A133,1,1,60.0,0.03,0.021768616512417793,0.02648415043950081
MCF7,2.0,A133,1,1,60.0,0.04,0.0377061553299427,0.04085255786776543
MCF7,2.0,A133,1,1,60.0,0.05,0.04658466577529907,0.0488140806555748
MCF7,2.0,A133,1,1,60.0,0.06,0.05367441847920418,0.05195450410246849
MCF7,2.0,A133,1,1,60.0,0.07,0.05322993919253349,0.05106339231133461
MCF7,2.0,A133,1,1,60.0,0.08,0.055353593081235886,0.05197835713624954
MCF7,2.0,A133,1,1,60.0,0.09,0.058730851858854294,0.05001523345708847
MCF7,2.0,A133,1,1,60.0,0.1,0.05834951624274254,0.04690582677721977
MCF7,2.0,A133,1,1,60.0,0.11,0.05649203062057495,0.04830685257911682
MCF7,2.0,A133,1,1,60.0,0.12,0.05482232943177223,0.05058540031313896
MCF7,2.0,A133,1,1,60.0,0.13,0.05188309773802757,0.050303250551223755
MCF7,2.0,A133,1,1,60.0,0.14,0.0517997071146965,0.050625741481781006
MCF7,2.0,A133,1,1,60.0,0.15,0.051502957940101624,0.05269687995314598
MCF7,2.0,A133,1,1,60.0,0.16,0.05324878543615341,0.05449429899454117
MCF7,2.0,A133,1,1,60.0,0.17,0.05293266475200653,0.05447261780500412
MCF7,2.0,A133,1,1,60.0,0.18,0.05284550413489342,0.05401799827814102
MCF7,2.0,A133,1,1,60.0,0.19,0.05242432281374931,0.05397728830575943
MCF7,2.0,A133,1,1,60.0,0.2,0.054190974682569504,0.05567963421344757
MCF7,2.0,A133,1,1,60.0,0.21,0.05600894242525101,0.056230127811431885
MCF7,2.0,A133,1,1,60.0,0.22,0.056582219898700714,0.05697285383939743
MCF7,2.0,A133,1,1,60.0,0.23,0.057160329073667526,0.05744987726211548
MCF7,2.0,A133,1,1,60.0,0.24,0.05872078239917755,0.05894319713115692
MCF7,2.0,A133,1,1,60.0,0.25,0.06050269678235054,0.060762353241443634
MCF7,2.0,A133,1,1,60.0,0.26,0.06147561967372894,0.06149975582957268
MCF7,2.0,A133,1,1,60.0,0.27,0.060655511915683746,0.061453644186258316
MCF7,2.0,A133,1,1,60.0,0.28,0.05983990430831909,0.059979308396577835
MCF7,2.0,A133,1,1,60.0,0.29,0.05880973860621452,0.059378497302532196
MCF7,2.0,A133,1,1,60.0,0.3,0.058599803596735,0.05894738808274269
MCF7,2.0,A133,1,1,60.0,0.31,0.06072784960269928,0.06139877811074257
MCF7,2.0,A133,1,1,60.0,0.32,0.060899682343006134,0.062036994844675064
MCF7,2.0,A133,1,1,60.0,0.33,0.0635266974568367,0.06421490758657455
MCF7,2.0,A133,1,1,60.0,0.34,0.06935755908489227,0.07082908600568771
MCF7,2.0,A133,1,1,60.0,0.35,0.06062952056527138,0.0609452947974205
MCF7,2.0,A133,1,1,60.0,0.36,0.06386224180459976,0.06632061302661896
MCF7,2.0,A133,1,1,60.0,0.37,0.06338968873023987,0.06481407582759857
MCF7,2.0,A133,1,1,60.0,0.38,0.05510963499546051,0.05510963499546051
MCF7,2.0,A133,1,1,60.0,0.39,0.0649477168917656,0.0649477168917656
MCF7,2.0,A133,1,1,60.0,0.4,0.06567934155464172,0.06567934155464172
MCF7,2.0,A133,1,1,60.0,0.41,0.06699202954769135,0.06699202954769135
MCF7,2.0,A133,1,1,60.0,0.42,0.06715430319309235,0.06715430319309235
MCF7,2.0,A133,1,1,60.0,0.43,0.0571487657725811,0.0571487657725811
MCF7,2.0,A133,1,1,60.0,0.44,0.055922478437423706,0.055922478437423706
MCF7,2.0,A133,1,1,60.0,0.45,0.06375303119421005,0.06375303119421005
MCF7,2.0,A133,1,1,60.0,0.46,0.0525662787258625,0.0525662787258625
MCF7,2.0,A133,1,1,60.0,0.47,0.060391973704099655,0.060391973704099655
MCF7,2.0,A133,1,1,60.0,0.48,,
MCF7,2.0,A133,1,1,60.0,0.49,0.061173755675554276,0.061173755675554276
MCF7,2.0,A133,1,1,60.0,0.5,0.048991475254297256,0.048991475254297256
MCF7,2.0,A133,10,1,60.0,0.0,,
MCF7,2.0,A133,10,1,60.0,0.01,0.03969845548272133,0.02297309599816799
MCF7,2.0,A133,10,1,60.0,0.02,0.03892390429973602,0.040394626557826996
MCF7,2.0,A133,10,1,60.0,0.03,0.04309976473450661,0.04384439066052437
MCF7,2.0,A133,10,1,60.0,0.04,0.046278491616249084,0.04563673585653305
MCF7,2.0,A133,10,1,60.0,0.05,0.04919244349002838,0.04846130311489105
MCF7,2.0,A133,10,1,60.0,0.06,0.052700549364089966,0.051197197288274765
MCF7,2.0,A133,10,1,60.0,0.07,0.053828656673431396,0.05209977179765701
MCF7,2.0,A133,10,1,60.0,0.08,0.054356034845113754,0.05170198157429695
MCF7,2.0,A133,10,1,60.0,0.09,0.0536135733127594,0.052529264241456985
MCF7,2.0,A133,10,1,60.0,0.1,0.054876916110515594,0.05499944090843201
MCF7,2.0,A133,10,1,60.0,0.11,0.05810507759451866,0.05852895975112915
MCF7,2.0,A133,10,1,60.0,0.12,0.061434485018253326,0.06356912851333618
MCF7,2.0,A133,10,1,60.0,0.13,0.06233653798699379,0.0656370222568512
MCF7,2.0,A133,10,1,60.0,0.14,0.06213286891579628,0.06693525612354279
MCF7,2.0,A133,10,1,60.0,0.15,0.06407063454389572,0.06711823493242264
MCF7,2.0,A133,10,1,60.0,0.16,0.06528354436159134,0.06746238470077515
MCF7,2.0,A133,10,1,60.0,0.17,0.06659003347158432,0.06828932464122772
MCF7,2.0,A133,10,1,60.0,0.18,0.06823394447565079,0.06976734101772308
MCF7,2.0,A133,10,1,60.0,0.19,0.06877858191728592,0.0700269564986229
MCF7,2.0,A133,10,1,60.0,0.2,0.07091488689184189,0.07008817046880722
MCF7,2.0,A133,10,1,60.0,0.21,0.07212315499782562,0.07165279239416122
MCF7,2.0,A133,10,1,60.0,0.22,0.07381065934896469,0.07309813797473907
MCF7,2.0,A133,10,1,60.0,0.23,0.0726064071059227,0.07211292535066605
MCF7,2.0,A133,10,1,60.0,0.24,0.0707768052816391,0.0701683759689331
MCF7,2.0,A133,10,1,60.0,0.25,0.07004272192716599,0.06867273151874542
MCF7,2.0,A133,10,1,60.0,0.26,0.07088411599397659,0.06986383348703384
MCF7,2.0,A133,10,1,60.0,0.27,0.0713890865445137,0.07075425237417221
MCF7,2.0,A133,10,1,60.0,0.28,0.0722479596734047,0.07002166658639908
MCF7,2.0,A133,10,1,60.0,0.29,0.07760649174451828,0.07596022635698318
MCF7,2.0,A133,10,1,60.0,0.3,0.08596083521842957,0.08273203670978546
MCF7,2.0,A133,10,1,60.0,0.31,0.07785077393054962,0.0714641660451889
MCF7,2.0,A133,10,1,60.0,0.32,0.053446367383003235,0.051611389964818954
MCF7,2.0,A133,10,1,60.0,0.33,0.102534219622612,0.102534219622612
MCF7,2.0,A133,10,1,60.0,0.34,0.09451303631067276,0.09451303631067276
MCF7,2.0,A133,10,1,60.0,0.35,0.10473953187465668,0.10473953187465668
MCF7,2.0,A133,2,1,60.0,0.0,,
MCF7,2.0,A133,2,1,60.0,0.01,,
MCF7,2.0,A133,2,1,60.0,0.02,0.044073302298784256,0.046162065118551254
MCF7,2.0,A133,2,1,60.0,0.03,0.04066618159413338,0.041823841631412506
MCF7,2.0,A133,2,1,60.0,0.04,0.04487928748130798,0.0426500104367733
MCF7,2.0,A133,2,1,60.0,0.05,0.043463725596666336,0.04168500751256943
MCF7,2.0,A133,2,1,60.0,0.06,0.04296860843896866,0.0404188446700573
MCF7,2.0,A133,2,1,60.0,0.07,0.040247075259685516,0.039410900324583054
MCF7,2.0,A133,2,1,60.0,0.08,0.040201351046562195,0.03970201313495636
MCF7,2.0,A133,2,1,60.0,0.09,0.04351023957133293,0.04325537011027336
MCF7,2.0,A133,2,1,60.0,0.1,0.04490213468670845,0.04668864980340004
MCF7,2.0,A133,2,1,60.0,0.11,0.04600727930665016,0.04720427840948105
MCF7,2.0,A133,2,1,60.0,0.12,0.04764170199632645,0.047649309039115906
MCF7,2.0,A133,2,1,60.0,0.13,0.04836873337626457,0.048324842005968094
MCF7,2.0,A133,2,1,60.0,0.14,0.049818865954875946,0.049689073115587234
MCF7,2.0,A133,2,1,60.0,0.15,0.05103370547294617,0.0511532723903656
MCF7,2.0,A133,2,1,60.0,0.16,0.05065138265490532,0.05080772563815117
MCF7,2.0,A133,2,1,60.0,0.17,0.051521554589271545,0.05153714865446091
MCF7,2.0,A133,2,1,60.0,0.18,0.05091936141252518,0.051481422036886215
MCF7,2.0,A133,2,1,60.0,0.19,0.05253280699253082,0.052767496556043625
MCF7,2.0,A133,2,1,60.0,0.2,0.05342308431863785,0.05331101268529892
MCF7,2.0,A133,2,1,60.0,0.21,0.05405847355723381,0.05401638150215149
MCF7,2.0,A133,2,1,60.0,0.22,0.0543234758079052,0.054195888340473175
MCF7,2.0,A133,2,1,60.0,0.23,0.05460250377655029,0.05511930584907532
MCF7,2.0,A133,2,1,60.0,0.24,0.05511315166950226,0.055142972618341446
MCF7,2.0,A133,2,1,60.0,0.25,0.054874904453754425,0.05502602458000183
MCF7,2.0,A133,2,1,60.0,0.26,0.055521633476018906,0.05513337254524231
MCF7,2.0,A133,2,1,60.0,0.27,0.05670488625764847,0.057097427546978
MCF7,2.0,A133,2,1,60.0,0.28,0.05818355455994606,0.05799359828233719
MCF7,2.0,A133,2,1,60.0,0.29,0.05393305793404579,0.055187761783599854
MCF7,2.0,A133,2,1,60.0,0.3,0.05755404755473137,0.05974218249320984
MCF7,2.0,A133,2,1,60.0,0.31,0.056466516107320786,0.0582161545753479
MCF7,2.0,A133,2,1,60.0,0.32,0.04700106009840965,0.05062257498502731
MCF7,2.0,A133,2,1,60.0,0.33,0.05538560077548027,0.05538560077548027
MCF7,2.0,A133,2,1,60.0,0.34,0.053581494837999344,0.053581494837999344
MCF7,2.0,A133,2,1,60.0,0.35,0.05973167344927788,0.05973167344927788
MCF7,2.0,A133,2,1,60.0,0.36,0.046492259949445724,0.046492259949445724
MCF7,2.0,A133,3,1,60.0,0.0,,0.0
MCF7,2.0,A133,3,1,60.0,0.01,,
MCF7,2.0,A133,3,1,60.0,0.02,,0.05540429800748825
MCF7,2.0,A133,3,1,60.0,0.03,0.03629205375909805,0.049309562891721725
MCF7,2.0,A133,3,1,60.0,0.04,0.03847827762365341,0.051298126578330994
MCF7,2.0,A133,3,1,60.0,0.05,0.046738140285015106,0.05166741460561752
MCF7,2.0,A133,3,1,60.0,0.06,0.04380391538143158,0.05068029835820198
MCF7,2.0,A133,3,1,60.0,0.07,0.04723866283893585,0.05129269137978554
MCF7,2.0,A133,3,1,60.0,0.08,0.051295265555381775,0.05484414100646973
MCF7,2.0,A133,3,1,60.0,0.09,0.05302657559514046,0.060046881437301636
MCF7,2.0,A133,3,1,60.0,0.1,0.05645238235592842,0.06534158438444138
MCF7,2.0,A133,3,1,60.0,0.11,0.057385221123695374,0.06882939487695694
MCF7,2.0,A133,3,1,60.0,0.12,0.05814415588974953,0.07227401435375214
MCF7,2.0,A133,3,1,60.0,0.13,0.05761619657278061,0.07354073226451874
MCF7,2.0,A133,3,1,60.0,0.14,0.06035471335053444,0.07338935881853104
MCF7,2.0,A133,3,1,60.0,0.15,0.05832880735397339,0.07373714447021484
MCF7,2.0,A133,3,1,60.0,0.16,0.05915302410721779,0.07294514030218124
MCF7,2.0,A133,3,1,60.0,0.17,0.061236608773469925,0.07472699135541916
MCF7,2.0,A133,3,1,60.0,0.18,0.06294060498476028,0.07564046233892441
MCF7,2.0,A133,3,1,60.0,0.19,0.06418018788099289,0.07741113752126694
MCF7,2.0,A133,3,1,60.0,0.2,0.0672156810760498,0.07914871722459793
MCF7,2.0,A133,3,1,60.0,0.21,0.0688348263502121,0.08212532103061676
MCF7,2.0,A133,3,1,60.0,0.22,0.07250314950942993,0.08489536494016647
MCF7,2.0,A133,3,1,60.0,0.23,0.07249333709478378,0.08675267547369003
MCF7,2.0,A133,3,1,60.0,0.24,0.07339286059141159,0.08792827278375626
MCF7,2.0,A133,3,1,60.0,0.25,0.07326742261648178,0.08841559290885925
MCF7,2.0,A133,3,1,60.0,0.26,0.07530152052640915,0.08913369476795197
MCF7,2.0,A133,3,1,60.0,0.27,0.07532816380262375,0.09115195274353027
MCF7,2.0,A133,3,1,60.0,0.28,0.07780159264802933,0.09194805473089218
MCF7,2.0,A133,3,1,60.0,0.29,0.07965535670518875,0.09129300713539124
MCF7,2.0,A133,3,1,60.0,0.3,0.0804140567779541,0.0898759588599205
MCF7,2.0,A133,3,1,60.0,0.31,0.08274926245212555,0.09246408939361572
MCF7,2.0,A133,3,1,60.0,0.32,0.08396371454000473,0.09397117793560028
MCF7,2.0,A133,3,1,60.0,0.33,0.08247951418161392,0.09262999892234802
MCF7,2.0,A133,3,1,60.0,0.34,0.08317391574382782,0.0899498239159584
MCF7,2.0,A133,3,1,60.0,0.35,0.08458928763866425,0.09199431538581848
MCF7,2.0,A133,3,1,60.0,0.36,0.08702574670314789,0.0912073403596878
MCF7,2.0,A133,3,1,60.0,0.37,0.08618028461933136,0.09074591100215912
MCF7,2.0,A133,3,1,60.0,0.38,0.08656306564807892,0.09017297625541687
MCF7,2.0,A133,3,1,60.0,0.39,0.08585710823535919,0.09037522971630096
MCF7,2.0,A133,3,1,60.0,0.4,0.09026578068733215,0.09258680045604706
MCF7,2.0,A133,3,1,60.0,0.41,0.08668160438537598,0.08995005488395691
MCF7,2.0,A133,3,1,60.0,0.42,0.09032823145389557,0.09199368208646774
MCF7,2.0,A133,3,1,60.0,0.43,0.08777078241109848,0.08956816792488098
MCF7,2.0,A133,3,1,60.0,0.44,0.08763185143470764,0.09096962958574295
MCF7,2.0,A133,3,1,60.0,0.45,0.08825858682394028,0.09051890671253204
MCF7,2.0,A133,3,1,60.0,0.46,0.08626474440097809,0.08841133117675781
MCF7,2.0,A133,3,1,60.0,0.47,0.09311655908823013,0.09476276487112045
MCF7,2.0,A133,3,1,60.0,0.48,0.08861158788204193,0.09183626621961594
MCF7,2.0,A133,3,1,60.0,0.49,0.0899943932890892,0.088437020778656
MCF7,2.0,A133,3,1,60.0,0.5,0.09815540909767151,0.09450854361057281
MCF7,2.0,A133,3,1,60.0,0.51,0.09446895122528076,0.09443815052509308
MCF7,2.0,A133,3,1,60.0,0.52,0.09003240615129471,0.09208763390779495
MCF7,2.0,A133,3,1,60.0,0.53,0.09640906751155853,0.0975077673792839
MCF7,2.0,A133,3,1,60.0,0.54,0.09681517630815506,0.09399236738681793
MCF7,2.0,A133,3,1,60.0,0.55,0.09608263522386551,0.09623214602470398
MCF7,2.0,A133,3,1,60.0,0.56,0.09103763103485107,0.09356851875782013
MCF7,2.0,A133,3,1,60.0,0.57,0.09522045403718948,0.09932304918766022
MCF7,2.0,A133,3,1,60.0,0.58,0.09870628267526627,0.09742952138185501
MCF7,2.0,A133,3,1,60.0,0.59,0.1019321158528328,0.10107868909835815
MCF7,2.0,A133,3,1,60.0,0.6,0.09948380291461945,0.09424062818288803
MCF7,2.0,A133,3,1,60.0,0.61,0.0933104157447815,0.0958281010389328
MCF7,2.0,A133,3,1,60.0,0.62,0.11057375371456146,0.10554422438144684
MCF7,2.0,A133,3,1,60.0,0.63,0.10282070934772491,0.10078476369380951
MCF7,2.0,A133,3,1,60.0,0.64,0.1057930439710617,0.10579811781644821
MCF7,2.0,A133,3,1,60.0,0.65,0.1023491770029068,0.09816823154687881
MCF7,2.0,A133,3,1,60.0,0.66,0.09972117841243744,0.10395824909210205
MCF7,2.0,A133,3,1,60.0,0.67,0.11225522309541702,0.11163486540317535
MCF7,2.0,A133,3,1,60.0,0.68,0.10501857101917267,0.1067405641078949
MCF7,2.0,A133,3,1,60.0,0.69,0.10870042443275452,0.10699272155761719
