current_Metadata_concentration,ObjectNumber,Metadata_treatment,Metadata_site,Metadata_hour,Metadata_dish,Metadata_cell,Ed_cell_variance,Ed_cell_mean_value,Ed_agg_top_50_value,Ed_agg_top_25_value,Ed_agg_min_value,Ed_agg_mean_value,Ed_agg_max_value,E_value
,2,control,3,2.0,1.0,H1975,0.0014969035983085,0.1436926275491714,0.1582210958003997,0.1695596426725387,0.0655195713043212,0.1367029696702957,0.2360658049583435,-0.3605577914463527
,1,control,4,2.0,1.0,H1975,0.0024524447508156,0.1012106612324714,0.1041125804185867,0.1137159243226051,0.0291448477655649,0.086858756840229,0.1360313147306442,-0.816577978460431
,2,control,4,2.0,1.0,H1975,0.0133890695869922,0.1552752554416656,0.1630103290081024,0.1922297179698944,0.0011757418978959,0.1138039827346801,0.2270088493824005,-0.17543380109989537
,3,control,4,2.0,1.0,H1975,0.0069500152021646,0.1301356852054596,0.1593619138002395,0.1872902065515518,0.0072826035320758,0.1178439632058143,0.2557379901409149,-0.21576988521656942
,1,control,5,2.0,1.0,H1975,0.0015138746239244,0.2155098766088485,0.2461733371019363,0.2604896128177643,0.1093097180128097,0.2206804156303405,0.3149169087409973,0.3819769683447571
,2,control,5,2.0,1.0,H1975,0.0114438598975539,0.2037399113178253,0.2220197170972824,0.2490743547677993,0.0317495055496692,0.1744671314954757,0.3437335193157196,0.2887598928244772
,1,control,6,2.0,1.0,H1975,0.0006082297768443,0.0997190698981285,0.1181913465261459,0.1341257840394973,0.057156816124916,0.0996356755495071,0.1899770349264145,-0.6499109240442856
,1,control,7,2.0,1.0,H1975,0.0033787190914154,0.1084327399730682,0.1674304604530334,0.1887634247541427,0.0729370489716529,0.1364346444606781,0.2322744578123092,-0.20373957527108472
,2,control,7,2.0,1.0,H1975,0.0083498591557145,0.1909881234169006,0.2232699692249298,0.2508714497089386,0.0955962315201759,0.184735968708992,0.3349333107471466,0.3034349824380501
,1,control,8,2.0,1.0,H1975,0.0170862209051847,0.1023548617959022,0.2983051240444183,0.3202896118164062,0.2017568200826645,0.26730877161026,0.3477039933204651,0.8703041702678147
,2,control,8,2.0,1.0,H1975,0.0122390240430831,0.1073578894138336,0.2546376883983612,0.2886826694011688,0.035256553441286,0.2007298320531845,0.4030871391296386,0.6122016617489333
,3,control,8,2.0,1.0,H1975,0.0579757802188396,0.2437077462673187,0.0,0.0,0.0,0.0,0.0,-1.745182996326954
,4,control,8,2.0,1.0,H1975,0.000980916316621,0.0442086420953273,0.0505572855472564,0.0545547045767307,0.0118990950286388,0.0413482747972011,0.0596761777997016,-1.299688904624729
,5,control,8,2.0,1.0,H1975,0.000341247068718,0.0020935463253408,0.2135761827230453,0.2338859438896179,0.025568688288331,0.1556321233510971,0.2644011080265045,0.1647312254332203
,6,control,8,2.0,1.0,H1975,0.0024641065392643,0.2332257628440857,0.259676843881607,0.2679383456707001,0.2030123174190521,0.237448439002037,0.2743066251277923,0.4428033719042136
,1,control,9,2.0,1.0,H1975,0.039733987301588,0.2095619738101959,0.3524935245513916,0.3843578100204468,0.1014495193958282,0.2952913343906402,0.4416347742080688,1.3934855161728796
,1,control,0,2.0,2.0,H1975,0.0050956970080733,0.2330952435731887,0.1483168005943298,0.1528192907571792,0.1202538833022117,0.1416942030191421,0.1640483438968658,-0.49725961999020357
,1,control,1,2.0,2.0,H1975,0.0210878327488899,0.4224458038806915,0.4512518346309662,0.4652047753334045,0.3282593190670013,0.4240409433841705,0.4844414889812469,2.0536823893558327
,1,control,10,2.0,2.0,H1975,0.0011467649601399,0.1788166165351867,0.0,0.0,0.0,0.0,0.0,-1.745182996326954
,2,control,10,2.0,2.0,H1975,0.0121913468465209,0.3362770080566406,0.3806241452693939,0.3972363173961639,0.2809227406978607,0.3469157814979553,0.4111675024032593,1.4986514957220134
,1,control,11,2.0,2.0,H1975,0.0036569978110492,0.0378121249377727,0.09208395332098,0.1139948591589927,0.0102185327559709,0.0613750182092189,0.1496666073799133,-0.8143001946735933
,2,control,11,2.0,2.0,H1975,0.0059751812368631,0.2380454838275909,0.2506924569606781,0.2697769701480865,0.0534325428307056,0.2112926542758941,0.29751917719841,0.45781759199558425
,3,control,11,2.0,2.0,H1975,0.0015565725043416,0.2826917469501495,0.3249117136001587,0.3486034274101257,0.0939482450485229,0.2864646017551422,0.4088577926158905,1.1015149825783714
,1,control,12,2.0,2.0,H1975,0.0088870171457529,0.1956624388694763,0.2359609752893448,0.2494280338287353,0.1546343564987182,0.2134432047605514,0.2757655680179596,0.29164803846156284
,2,control,12,2.0,2.0,H1975,0.0030854316428303,0.2619754076004028,0.3007985949516296,0.3130890727043152,0.192556619644165,0.2778156697750091,0.3349518179893493,0.8115045184981752
,1,control,13,2.0,2.0,H1975,0.0035401212517172,0.0763935819268226,0.1660927236080169,0.2021266371011734,0.005861222743988,0.1245589479804039,0.2593793272972107,-0.09461549160216433
,2,control,13,2.0,2.0,H1975,0.0053138257935643,0.3373091220855713,0.348443865776062,0.3935544192790985,0.1268325895071029,0.286121517419815,0.4621159732341766,1.468585090448108
,1,control,14,2.0,2.0,H1975,0.0126709239557385,0.1852931529283523,0.2453662604093551,0.2688634693622589,0.0246016941964626,0.1977065354585647,0.3392470180988312,0.4503579383138538
,2,control,14,2.0,2.0,H1975,0.0044897147454321,0.2396536022424698,0.2798585593700409,0.2900986969470978,0.1955378353595733,0.2617270350456238,0.3178053796291351,0.6237649523999108
,3,control,14,2.0,2.0,H1975,0.0057580443099141,0.0377314537763595,0.2042897045612335,0.2404815405607223,0.0019835922867059,0.1421587467193603,0.3488525450229645,0.21859091308115142
,4,control,14,2.0,2.0,H1975,0.0022494313307106,0.0135599179193377,0.1745861172676086,0.2033511251211166,0.0032984972931444,0.1267839074134826,0.2708057165145874,-0.08461631403393807
,5,control,14,2.0,2.0,H1975,0.0007107786950655,0.0053824218921363,0.0,0.0,0.0,0.0,0.0,-1.745182996326954
,1,control,2,2.0,2.0,H1975,0.0096921352669596,0.1479522585868835,0.2060579359531402,0.2305142432451248,0.0171902365982532,0.165973961353302,0.3378365635871887,0.1371978948476315
,2,control,2,2.0,2.0,H1975,0.0236731749027967,0.1866601854562759,0.3129335939884186,0.3400831520557403,0.0790997371077537,0.2491893917322158,0.4141733646392822,1.0319383556035868
,3,control,2,2.0,2.0,H1975,0.0028915535658597,0.1010493263602256,0.1201132535934448,0.1290190666913986,0.0729364603757858,0.1050859987735748,0.137059137225151,-0.6916124129300231
,1,control,3,2.0,2.0,H1975,0.0014414940960705,0.0753857046365737,0.0,0.0,0.0,0.0,0.0,-1.745182996326954
,2,control,3,2.0,2.0,H1975,0.0038471089210361,0.1858974993228912,0.2864519953727722,0.311541736125946,0.1404262632131576,0.2431029826402664,0.3600675165653229,0.7988689573877914
,3,control,3,2.0,2.0,H1975,0.0020865094847977,0.184399202466011,0.2926055192947387,0.3008487224578857,0.21428944170475,0.273527443408966,0.3098579049110412,0.7115497344431976
,4,control,3,2.0,2.0,H1975,0.0061020641587674,0.2317234724760055,0.2275431454181671,0.2491301000118255,0.0370386317372322,0.1915090531110763,0.2754354774951935,0.2892151088694885
,1,control,4,2.0,2.0,H1975,0.0146551337093114,0.2649216055870056,0.3552671372890472,0.3760449588298797,0.2951623201370239,0.3359110653400421,0.4152470529079437,1.3256027163423216
,2,control,4,2.0,2.0,H1975,0.0155029296875,0.1869060695171356,0.2922221422195434,0.3053096830844879,0.1900613605976104,0.2592255175113678,0.3306596279144287,0.7479779695126842
