Metadata_cell,Metadata_hour,Metadata_treatment,Metadata_site,Metadata_dish,Metadata_concentration,ObjectNumber,E
MCF7,2.0,A199,0,1,90.0,1,0.8964586261969294
MCF7,2.0,A199,0,1,90.0,2,1.3363122680344985
MCF7,2.0,A199,0,1,90.0,3,-0.07932779460146029
MCF7,2.0,A199,0,1,90.0,4,2.4405784727291673
MCF7,2.0,A199,0,1,90.0,5,1.3505186922492947
MCF7,2.0,A199,1,1,90.0,1,2.9644799902079684
MCF7,2.0,A199,1,1,90.0,2,0.6149460070357357
MCF7,2.0,A199,1,1,90.0,3,4.657077029046234
MCF7,2.0,A199,1,1,90.0,4,1.9965308559858357
MCF7,2.0,A199,1,1,90.0,5,4.418000700830357
MCF7,2.0,A199,1,1,90.0,6,3.718398094125465
MCF7,2.0,A199,10,1,90.0,1,1.3488976666121038
MCF7,2.0,A199,10,1,90.0,2,1.3488976666121038
MCF7,2.0,A199,10,1,90.0,3,-0.48608236656105697
MCF7,2.0,A199,11,1,90.0,1,1.1736449738248507
MCF7,2.0,A199,11,1,90.0,2,7.24409119021417
MCF7,2.0,A199,11,1,90.0,3,1.3488976666121038
MCF7,2.0,A199,12,1,90.0,1,1.3488976666121038
MCF7,2.0,A199,12,1,90.0,2,-0.3549480594245451
MCF7,2.0,A199,12,1,90.0,3,1.4596092885947438
MCF7,2.0,A199,12,1,90.0,4,0.3984563212250972
MCF7,2.0,A199,12,1,90.0,5,1.1549421824128445
MCF7,2.0,A199,12,1,90.0,6,0.6585162690739662
MCF7,2.0,A199,12,1,90.0,7,4.274170212798248
MCF7,2.0,A199,13,1,90.0,1,1.3488976666121038
MCF7,2.0,A199,13,1,90.0,2,0.5166444583841631
MCF7,2.0,A199,13,1,90.0,3,-0.13073792042298352
MCF7,2.0,A199,13,1,90.0,4,1.3488976666121038
MCF7,2.0,A199,13,1,90.0,5,-0.6799029393415099
MCF7,2.0,A199,14,1,90.0,1,-1.1891912634293813
MCF7,2.0,A199,14,1,90.0,2,-0.5390388166001899
MCF7,2.0,A199,14,1,90.0,3,2.2221979760279975
MCF7,2.0,A199,14,1,90.0,4,3.2798510962517806
MCF7,2.0,A199,14,1,90.0,5,3.219413873275454
MCF7,2.0,A199,14,1,90.0,6,6.5890493521157865
MCF7,2.0,A199,15,1,90.0,1,0.7066155429317752
MCF7,2.0,A199,15,1,90.0,2,1.3488976666121038
MCF7,2.0,A199,15,1,90.0,3,0.11173688479560373
MCF7,2.0,A199,15,1,90.0,4,1.269131353331364
MCF7,2.0,A199,15,1,90.0,5,0.6866318796261779
MCF7,2.0,A199,16,1,90.0,1,-1.3937570713842167
MCF7,2.0,A199,16,1,90.0,2,-0.16586868850909206
MCF7,2.0,A199,16,1,90.0,3,1.228123694149321
MCF7,2.0,A199,16,1,90.0,4,0.2015843353218944
MCF7,2.0,A199,17,1,90.0,1,2.486209641321868
MCF7,2.0,A199,17,1,90.0,2,2.4992546042354413
MCF7,2.0,A199,17,1,90.0,3,6.45002105984837
MCF7,2.0,A199,17,1,90.0,4,2.0710336158593567
MCF7,2.0,A199,18,1,90.0,1,1.9226904383188532
MCF7,2.0,A199,18,1,90.0,2,7.181437569192597
MCF7,2.0,A199,18,1,90.0,3,1.0731802894066418
MCF7,2.0,A199,18,1,90.0,4,1.8960678897056462
MCF7,2.0,A199,19,1,90.0,1,0.7712828217122831
MCF7,2.0,A199,19,1,90.0,2,3.5597340615014152
MCF7,2.0,A199,19,1,90.0,3,1.3488976666121038
MCF7,2.0,A199,19,1,90.0,4,1.599135840887838
MCF7,2.0,A199,2,1,90.0,1,0.4280435169910707
MCF7,2.0,A199,2,1,90.0,2,0.5297280794031746
MCF7,2.0,A199,2,1,90.0,3,1.6451484361208848
MCF7,2.0,A199,2,1,90.0,4,0.37810154010727487
MCF7,2.0,A199,2,1,90.0,5,0.7790213153524197
MCF7,2.0,A199,3,1,90.0,1,1.154299598793526
MCF7,2.0,A199,3,1,90.0,2,-0.9676034325801784
MCF7,2.0,A199,3,1,90.0,3,1.3488976666121038
MCF7,2.0,A199,3,1,90.0,4,0.033576209078420474
MCF7,2.0,A199,4,1,90.0,1,-0.12771399750854037
MCF7,2.0,A199,4,1,90.0,2,0.437348952505055
MCF7,2.0,A199,4,1,90.0,3,1.3488976666121038
MCF7,2.0,A199,4,1,90.0,4,1.3488976666121038
MCF7,2.0,A199,5,1,90.0,1,1.3488976666121038
MCF7,2.0,A199,5,1,90.0,2,-0.7144607083980941
MCF7,2.0,A199,5,1,90.0,3,-0.6947235978983065
MCF7,2.0,A199,5,1,90.0,4,1.3488976666121038
MCF7,2.0,A199,5,1,90.0,5,2.038845159131762
MCF7,2.0,A199,5,1,90.0,6,0.08814083630386443
MCF7,2.0,A199,5,1,90.0,7,1.5583833252017025
MCF7,2.0,A199,5,1,90.0,8,-1.6121710717767699
MCF7,2.0,A199,5,1,90.0,9,-0.7145131116076942
MCF7,2.0,A199,5,1,90.0,10,1.3488976666121038
MCF7,2.0,A199,6,1,90.0,1,1.1215845327629288
MCF7,2.0,A199,6,1,90.0,2,2.560359323832373
MCF7,2.0,A199,6,1,90.0,3,-1.2606645164398995
MCF7,2.0,A199,6,1,90.0,4,1.3488976666121038
MCF7,2.0,A199,6,1,90.0,5,0.11796341697851874
MCF7,2.0,A199,7,1,90.0,1,-0.047443448303327404
MCF7,2.0,A199,7,1,90.0,2,1.2548493310437037
MCF7,2.0,A199,7,1,90.0,3,4.398736937354959
MCF7,2.0,A199,7,1,90.0,4,-0.9843200564415684
MCF7,2.0,A199,7,1,90.0,5,-0.26488068723175606
MCF7,2.0,A199,8,1,90.0,1,1.5366763694624752
MCF7,2.0,A199,8,1,90.0,2,3.277387286331723
MCF7,2.0,A199,8,1,90.0,3,1.0991422139513296
MCF7,2.0,A199,9,1,90.0,1,1.0582075756351135
MCF7,2.0,A199,9,1,90.0,2,1.0719105854101825
MCF7,2.0,A199,9,1,90.0,3,1.4539488828892797
MCF7,2.0,control,0,3,0.0,1,0.0
MCF7,2.0,control,0,3,0.0,2,0.0
MCF7,2.0,control,0,3,0.0,3,0.0
MCF7,2.0,control,1,3,0.0,1,0.0
MCF7,2.0,control,1,3,0.0,2,0.0
MCF7,2.0,control,10,3,0.0,1,0.0
MCF7,2.0,control,10,3,0.0,2,0.0
MCF7,2.0,control,11,3,0.0,1,-1.3474974938108588
MCF7,2.0,control,11,3,0.0,2,0.0
MCF7,2.0,control,11,3,0.0,3,0.1783834585746526
MCF7,2.0,control,11,3,0.0,4,0.0
MCF7,2.0,control,11,3,0.0,5,0.0
MCF7,2.0,control,11,3,0.0,6,0.0
MCF7,2.0,control,11,3,0.0,7,0.0
MCF7,2.0,control,12,3,0.0,1,0.0
MCF7,2.0,control,12,3,0.0,2,0.0
MCF7,2.0,control,12,3,0.0,3,-2.011660926655126
MCF7,2.0,control,12,3,0.0,4,0.0
MCF7,2.0,control,12,3,0.0,5,0.49093338199033854
MCF7,2.0,control,12,3,0.0,6,0.0
MCF7,2.0,control,13,3,0.0,1,2.9598685077634457
MCF7,2.0,control,13,3,0.0,2,0.0
MCF7,2.0,control,13,3,0.0,3,0.0
MCF7,2.0,control,13,3,0.0,4,0.0
MCF7,2.0,control,14,3,0.0,1,0.0
MCF7,2.0,control,14,3,0.0,2,0.0
MCF7,2.0,control,14,3,0.0,3,0.0
MCF7,2.0,control,14,3,0.0,4,-0.11142948535907177
MCF7,2.0,control,14,3,0.0,5,0.0
MCF7,2.0,control,15,3,0.0,1,0.5039379686604467
MCF7,2.0,control,15,3,0.0,2,0.0
MCF7,2.0,control,15,3,0.0,3,2.9932046806881187
MCF7,2.0,control,15,3,0.0,4,0.0
MCF7,2.0,control,15,3,0.0,5,0.0
MCF7,2.0,control,16,3,0.0,1,-1.205885551496513
MCF7,2.0,control,16,3,0.0,2,0.12009218998476529
MCF7,2.0,control,16,3,0.0,3,-0.7551213037001892
MCF7,2.0,control,16,3,0.0,4,-0.2527119747081614
MCF7,2.0,control,16,3,0.0,5,-0.1908985231781594
MCF7,2.0,control,16,3,0.0,6,1.7739761429661247
MCF7,2.0,control,17,3,0.0,1,-0.2327094118843521
MCF7,2.0,control,17,3,0.0,2,1.357204826352444
MCF7,2.0,control,17,3,0.0,3,2.6497437361623835
MCF7,2.0,control,18,3,0.0,1,1.1936148920262928
MCF7,2.0,control,18,3,0.0,2,4.200589233972219
MCF7,2.0,control,18,3,0.0,3,-1.6857589231548742
MCF7,2.0,control,18,3,0.0,4,0.0
MCF7,2.0,control,18,3,0.0,5,-0.883083068983562
MCF7,2.0,control,19,3,0.0,1,-1.1088262166330938
MCF7,2.0,control,19,3,0.0,2,0.0
MCF7,2.0,control,19,3,0.0,3,0.0
MCF7,2.0,control,19,3,0.0,4,-0.13655295855020874
MCF7,2.0,control,19,3,0.0,5,-0.9645906775628673
MCF7,2.0,control,2,3,0.0,1,0.0
MCF7,2.0,control,2,3,0.0,2,0.0
MCF7,2.0,control,2,3,0.0,3,0.0
MCF7,2.0,control,2,3,0.0,4,0.46949101950612476
MCF7,2.0,control,2,3,0.0,5,0.0
MCF7,2.0,control,3,3,0.0,1,0.6047437034755415
MCF7,2.0,control,3,3,0.0,2,0.0
MCF7,2.0,control,3,3,0.0,3,0.0
MCF7,2.0,control,3,3,0.0,4,0.0
MCF7,2.0,control,4,3,0.0,1,0.0
MCF7,2.0,control,4,3,0.0,2,-0.2645877446994197
MCF7,2.0,control,4,3,0.0,3,-0.6245995127676517
MCF7,2.0,control,4,3,0.0,4,-2.508020691680246
MCF7,2.0,control,4,3,0.0,5,-0.23531239098399467
MCF7,2.0,control,4,3,0.0,6,0.0
MCF7,2.0,control,5,3,0.0,1,0.0
MCF7,2.0,control,5,3,0.0,2,0.0
MCF7,2.0,control,5,3,0.0,3,0.0
MCF7,2.0,control,6,3,0.0,1,0.0
MCF7,2.0,control,6,3,0.0,2,0.0
MCF7,2.0,control,6,3,0.0,3,0.0
MCF7,2.0,control,6,3,0.0,4,0.0
MCF7,2.0,control,6,3,0.0,5,-2.127202272195043
MCF7,2.0,control,7,3,0.0,1,0.0
MCF7,2.0,control,7,3,0.0,2,0.0
MCF7,2.0,control,7,3,0.0,3,0.0
MCF7,2.0,control,8,3,0.0,1,0.0
MCF7,2.0,control,8,3,0.0,2,0.2896930301723789
MCF7,2.0,control,8,3,0.0,3,0.0
MCF7,2.0,control,8,3,0.0,4,0.0
MCF7,2.0,control,8,3,0.0,5,0.0
MCF7,2.0,control,8,3,0.0,6,0.0
MCF7,2.0,control,8,3,0.0,7,0.0
MCF7,2.0,control,9,3,0.0,1,0.0
MCF7,2.0,control,9,3,0.0,2,1.7246861994607534
MCF7,2.0,control,9,3,0.0,3,0.0
MCF7,2.0,control,9,3,0.0,4,-2.4018539367096
MCF7,2.0,control,9,3,0.0,5,-2.461859907043014
