Metadata_cell,Metadata_hour,Metadata_treatment,Metadata_site,Metadata_dish,Metadata_concentration,ObjectNumber,Cell_Ed_mean_value,Cell_Ed_variance,Cell_Ed_not_zero_mean_value,Cell_Ed_not_zero_variance,Cell_Ed_region_mean_value,Cell_Ed_region_variance,Cell_Ed_region_max_value,Cell_Ed_region_min_value,Cell_Ed_region_top_50_value,Cell_Ed_region_top_25_value,Cell_Ed_not_region_mean_value,Cell_Ed_not_region_variance,Cell_Ed_not_region_max_value,Cell_Ed_not_region_min_value,Cell_Ed_not_region_top_50_value,Cell_Ed_not_region_top_25_value,Fp_mito_ratio_mean,Fp_non_mito_ratio_mean,Fp_whole_cell_ratio_mean,Fp_mito_pixels,Fp_non_mito_pixels,Fp_whole_cell_pixels
MCF7,2.0,A133,0,1,60.0,1,0.09350046515464783,0.0004647048772312701,0.0935010239481926,0.0004646558954846114,0.09558338671922684,0.00042183627374470234,0.19271433353424072,0.011031177826225758,0.11160812,0.121227354,0.09325424581766129,0.0004691988287959248,0.20683948695659637,0.0,0.11027865,0.12082004,0.35063097,0.5489327,0.5292905,16720,152080,168800
MCF7,2.0,A133,0,1,60.0,2,0.08632942289113998,0.0004195868386887014,0.08633851259946823,0.0004188454186078161,0.08835345506668091,0.0003235434414818883,0.1796385943889618,0.0036166405770927668,0.102320716,0.1105469,0.0859648585319519,0.00043601475772447884,0.19658930599689484,0.0,0.10244303,0.11229788,0.2613146,0.41224113,0.38920608,23172,128652,151824
MCF7,2.0,A133,1,1,60.0,1,0.04504815861582756,0.00024132890393957496,0.04518457129597664,0.000235896251979284,0.0518023781478405,0.00019583730318117887,0.12082143872976303,0.0,0.06268641,0.069859296,0.04347533360123634,0.0002388253778917715,0.1561790108680725,0.0,0.055240083,0.062769026,0.182036,0.248293,0.23589382,24238,105282,129520
MCF7,2.0,A133,1,1,60.0,2,0.03440379351377487,0.00017840614600572735,0.03485523536801338,0.0001650120975682512,0.04183264449238777,0.00019608106231316924,0.11390835791826248,0.0,0.05261115,0.059323385,0.03349563851952553,0.00016867404337972403,0.13462677597999573,0.0,0.04312667,0.04930611,0.084755234,0.123273075,0.119077265,14609,119503,134112
MCF7,2.0,A133,1,1,60.0,3,0.04016120731830597,0.00015661354700569063,0.04017484933137894,0.00015611870912835002,0.041024789214134216,0.00016664892609696835,0.10077036172151566,0.0,0.051125836,0.058252387,0.03993545472621918,0.00015374420036096126,0.13014087080955505,0.0,0.049436558,0.056104593,0.13689871,0.16769667,0.16131409,17700,67708,85408
MCF7,2.0,A133,1,1,60.0,4,0.03362113982439041,0.00014637755521107465,0.03374956548213959,0.0001426022790838033,0.0356903150677681,0.00011677860311465338,0.08397691696882248,0.0,0.044087045,0.04876564,0.03322624787688255,0.00015105328930076212,0.12829725444316864,0.0,0.04232485,0.04889957,0.11656678,0.13910471,0.1354928,12213,63995,76208
MCF7,2.0,A133,2,1,60.0,1,0.04272766411304474,0.010002563707530499,0.044262178242206573,0.0102938711643219,0.0960320234298706,0.056482214480638504,1.0,0.0,0.16654328,0.29393595,0.032179541885852814,0.00013142239185981452,1.0,0.0,0.03921653,0.044128828,0.021827934,0.029784894,0.028470445,19160,96824,115984
MCF7,2.0,A133,2,1,60.0,2,0.029273586347699165,0.0008160668658092618,0.05021102353930473,0.0003484546614345163,0.03931213542819023,0.0005826841224916279,0.1224246546626091,0.0,0.058707695,0.06722312,0.02520894818007946,0.0008532399078831077,0.18328869342803955,0.0,0.050417896,0.06627613,0.18058543,0.25823727,0.23585747,33990,83946,117936
MCF7,2.0,A133,2,1,60.0,3,0.014266020618379116,0.00046455810661427677,0.04105699062347412,0.00023702169710304588,0.030054723843932152,0.0004596657236106694,0.10572549700737,0.0,0.04780295,0.05641189,0.008387548848986626,0.0003390097990632057,0.11390972882509232,0.0,0.016775416,0.033550832,0.11022928,0.12400859,0.12027015,19443,52221,71664
MCF7,2.0,A133,3,1,60.0,1,0.06601582467556,0.00015700551739428192,0.06601582467556,0.00015700551739428192,0.06571593135595322,8.844405238050967e-05,0.10319656878709793,0.03691093623638153,0.073256195,0.07820001,0.06606409698724747,0.00016802569734863937,0.15616562962532043,0.015809373930096626,0.07597842,0.083111115,0.24398771,0.4998265,0.4643523,12974,80594,93568
MCF7,2.0,A133,4,1,60.0,1,0.05177904665470123,0.0004591403412632644,0.05203873664140701,0.0004479291383177042,0.068404920399189,0.00039732849108986557,0.18353280425071716,0.0,0.08287851,0.09587714,0.045412544161081314,0.0003364287840668112,0.17620088160037994,0.0,0.059222993,0.06875989,0.49542162,0.52185166,0.5145333,32182,84042,116224
MCF7,2.0,A133,4,1,60.0,2,0.021173950284719467,0.0001785299100447446,0.02396167628467083,0.00013523623056244105,0.027922114357352257,8.480509131914005e-05,0.06109114736318588,0.0,0.035246614,0.039531972,0.019032735377550125,0.00018923502648249269,0.08368533104658127,0.0,0.030470015,0.03713479,0.42913058,0.52763027,0.5039043,13909,43835,57744
MCF7,2.0,A133,4,1,60.0,3,0.039899613708257675,0.00025583303067833185,0.04014606773853302,0.0002475190267432481,0.04499497264623642,0.0002892062475439161,0.13609236478805542,0.0,0.057868645,0.06603079,0.03882606700062752,0.00024217901227530092,0.14828172326087952,0.0,0.050173163,0.05847333,0.1085418,0.15207458,0.14473355,9724,47940,57664
MCF7,2.0,A133,4,1,60.0,4,0.04717744514346123,0.0002026526053668931,0.04717744514346123,0.0002026526053668931,0.04668685048818588,0.00011600828293012455,0.09290014207363129,0.006022989749908447,0.055104148,0.0606253,0.047369617968797684,0.00023646045883651823,0.1465505212545395,0.004170126747339964,0.05841659,0.06748208,0.2919957,0.37033966,0.3482892,12911,32961,45872
MCF7,2.0,A133,4,1,60.0,5,0.03950498625636101,0.00030776395578868687,0.04006339982151985,0.00028974234010092914,0.0448613278567791,0.0003773009520955384,0.12607069313526154,0.0,0.06026399,0.06941277,0.03828900307416916,0.0002839860680978745,0.17326365411281586,0.0,0.05057802,0.05941761,0.14772886,0.16833393,0.16452168,9159,40345,49504
MCF7,2.0,A133,5,1,60.0,1,0.03018629364669323,0.00010261829447699711,0.030295033007860184,9.969370876206085e-05,0.03312474116683006,5.504906948772259e-05,0.061552584171295166,0.005179603584110737,0.03903444,0.042469013,0.029577968642115593,0.00011030858877347782,0.07284319400787354,0.0,0.037919424,0.04288573,0.14335153,0.2179137,0.20512518,8219,39701,47920
MCF7,2.0,A133,5,1,60.0,2,0.025267574936151505,0.00031230502645485103,0.029325447976589203,0.00024346110876649618,0.03180145099759102,0.00016157110803760588,0.08327046036720276,0.0,0.04195372,0.047897216,0.023291656747460365,0.00034107404644601047,0.1330324113368988,0.0,0.03853633,0.04816303,0.41038674,0.5555796,0.5218668,21633,71535,93168
MCF7,2.0,A133,5,1,60.0,3,0.04465232789516449,0.00010038530308520421,0.04465232789516449,0.00010038530308520421,0.0449819378554821,6.211014988366514e-05,0.07931919395923615,0.013642707839608192,0.051167745,0.055023845,0.04456159844994545,0.00011088330211350694,0.09835616499185562,0.009394732303917408,0.052559488,0.058017083,0.16504897,0.24945883,0.23123859,17182,62418,79600
MCF7,2.0,A133,5,1,60.0,4,0.04818743094801903,0.00010567201388766989,0.04818743094801903,0.00010567201388766989,0.047360654920339584,8.336173050338402e-05,0.08602513372898102,0.013048116117715836,0.054513402,0.05912839,0.04836114123463631,0.00011018573422916234,0.09969950467348099,0.010838679037988186,0.05651314,0.062217496,0.16731496,0.24655898,0.23280019,11901,56643,68544
MCF7,2.0,A133,5,1,60.0,5,0.013894828036427498,0.00031573267187923193,0.023969199508428574,0.00030317826895043254,0.0150978472083807,0.00025196914793923497,0.07941131293773651,0.0,0.027944569,0.038017087,0.013539961539208889,0.00033398880623281,0.12452077865600586,0.0,0.026922595,0.040732525,0.49390575,0.6151133,0.5875037,5948,20164,26112
