Metadata_cell,Metadata_hour,Metadata_treatment,Metadata_site,Metadata_dish,Metadata_concentration,ObjectNumber,Ed_region_mean,Rc_region_mean,Fp_region_PCC,Fp_cell_PCC,FRET_Judge,Near_Ed,Ed_diff
MCF7,2,A199,12,1,90,7,0.188809186220169,0.76615626,0.7966937,0.9232532,False,0.15963791543563646,0.0
MCF7,2,A199,13,1,90,1,,0.40617344,0.8419757,0.95855445,False,0.10629686329447384,0.0
MCF7,2,A199,13,1,90,2,0.1367707848548889,0.48417118,0.9686113,0.9894862,False,0.12005016445609731,0.0
MCF7,2,A199,13,1,90,3,0.1278416961431503,0.48854613,0.8977571,0.9702103,False,0.12077890783270519,0.0
MCF7,2,A199,13,1,90,4,,0.36288995,0.9147978,0.97939783,False,0.09798553551590868,0.0
MCF7,2,A199,13,1,90,5,0.1143954992294311,0.6323861,0.9282464,0.9897532,True,0.0886431869694836,0.053919951003818176
MCF7,2,A199,14,1,90,1,0.0961644202470779,0.6730106,0.7403618,0.94504285,True,0.0914740032246625,0.056563254160317614
MCF7,2,A199,14,1,90,2,0.1083501875400543,0.45086902,0.85721564,0.9557362,False,0.11435890977946445,0.0
MCF7,2,A199,14,1,90,3,0.1501545011997223,0.68839717,0.756854,0.93484306,False,0.1500418047727479,0.0
MCF7,2,A199,14,1,90,4,0.1649668961763382,0.79518396,0.6851458,0.872026,False,0.16300708105702993,0.0
MCF7,2,A199,14,1,90,5,0.1737523227930069,0.9758787,0.93968666,0.98323184,False,0.18175374915474313,0.0
MCF7,2,A199,14,1,90,6,0.22878198325634,1.9034021,0.94571424,0.9811432,False,0.24125214099693598,0.0
MCF7,2,A199,15,1,90,1,0.1423201858997345,0.41787842,0.9196751,0.97254074,False,0.10845729534412406,0.0
MCF7,2,A199,15,1,90,2,,0.3588261,0.93942773,0.981553,False,0.09717800151174605,0.0
MCF7,2,A199,15,1,90,3,0.1260240226984024,0.49008885,0.97575337,0.9949276,False,0.12103486097490093,0.0
MCF7,2,A199,15,1,90,4,0.144491896033287,0.6206351,0.96352357,0.99029267,False,0.1409285266004667,0.0
MCF7,2,A199,15,1,90,5,0.1339369714260101,0.6947601,0.95609653,0.99160355,False,0.1508601227985011,0.0
MCF7,2,A199,16,1,90,1,0.1002978682518005,0.4454262,0.9444553,0.98679674,False,0.11340381238419506,0.0
MCF7,2,A199,16,1,90,2,0.119041122496128,0.62014645,0.9104005,0.9663085,False,0.14086003990565174,0.0
MCF7,2,A199,16,1,90,3,0.13463094830513,0.6377308,0.78598255,0.919139,False,0.14329884642824084,0.0
MCF7,2,A199,16,1,90,4,0.1249255016446113,0.7110476,0.9408688,0.9758629,False,0.1529270820987096,0.0
MCF7,2,A199,17,1,90,1,0.1693093329668045,1.0689782,0.9320582,0.98682404,False,0.19013442364931638,0.0
MCF7,2,A199,17,1,90,2,0.1692825257778167,1.0115889,0.93881667,0.9888876,False,0.18506003647166674,0.0
MCF7,2,A199,17,1,90,3,0.2135846763849258,1.3930085,0.76955867,0.9182516,False,0.2142186824660255,0.0
MCF7,2,A199,17,1,90,4,0.1530017703771591,0.95392954,0.88447076,0.97022885,False,0.17966158120522607,0.0
MCF7,2,A199,18,1,90,1,0.1591226458549499,0.76880646,0.95832205,0.98946106,False,0.15995010402664403,0.0
MCF7,2,A199,18,1,90,2,0.2498750984668731,1.6168844,0.9686208,0.99456435,False,0.22737475877803393,0.0
MCF7,2,A199,18,1,90,3,0.1369678825139999,0.6436675,0.77226716,0.9285362,False,0.14411043596104442,0.0
MCF7,2,A199,18,1,90,4,0.1577548086643219,0.7321393,0.9134611,0.9813541,False,0.15554595545519925,0.0
MCF7,2,A199,19,1,90,1,0.1405945122241974,0.92861986,0.9627683,0.9936749,True,0.1059751853107596,0.07121479160879778
MCF7,2,A199,19,1,90,2,0.1889313608407974,0.7692617,0.9592906,0.9891936,False,0.16000363631903639,0.0
MCF7,2,A199,19,1,90,3,,0.384423,0.89218825,0.9422823,False,0.10218528874484172,0.0
MCF7,2,A199,19,1,90,4,0.1531656831502914,0.62571794,0.96267277,0.98961425,False,0.1416384701518395,0.0
MCF7,2,A199,2,1,90,1,0.1118695959448814,0.8129131,0.45612565,0.74371296,True,0.10003218946578137,0.06497959229033261
MCF7,2,A199,2,1,90,2,0.1332783550024032,0.77723664,0.91464365,0.9743205,False,0.16093697208493293,0.0
MCF7,2,A199,2,1,90,3,0.1519436985254287,0.6661441,0.9231849,0.98978627,False,0.14713074865493328,0.0
MCF7,2,A199,2,1,90,4,0.1195661276578903,0.8853001,0.8780479,0.96521616,True,0.1038540421801856,0.06895156940388
MCF7,2,A199,2,1,90,5,0.1295917481184005,0.89132005,0.9422816,0.9749252,True,0.10415587098148966,0.06927103177883374
MCF7,2,A199,3,1,90,1,0.1481989324092865,0.71405774,0.91944075,0.98222,False,0.15330478208977955,0.0
MCF7,2,A199,3,1,90,2,0.1060419678688049,0.7493093,0.8869108,0.9615822,True,0.09635124105998738,0.06128001511637893
MCF7,2,A199,3,1,90,3,,0.43140668,0.96930754,0.98991716,False,0.11091023987676234,0.0
MCF7,2,A199,3,1,90,4,0.1136800944805145,0.59294164,0.7734543,0.90991455,False,0.13698086486081187,0.0
MCF7,2,A199,4,1,90,1,0.1166148036718368,0.519668,0.92973983,0.9703158,False,0.12584184440285642,0.0
MCF7,2,A199,4,1,90,2,0.1286125183105468,0.47476122,0.9472465,0.9843549,False,0.11846807916470709,0.0
MCF7,2,A199,4,1,90,3,,0.41786757,0.96390504,0.990706,False,0.10845530923596763,0.0
MCF7,2,A199,4,1,90,4,,0.3938815,0.9312626,0.9855194,False,0.10398903493589663,0.0
MCF7,2,A199,5,1,90,1,,0.1678429,0.8763828,0.9621076,False,0.05288912335725978,0.0
MCF7,2,A199,5,1,90,2,0.1150392740964889,0.6093246,0.9531698,0.98412395,False,0.13933264476290239,0.0
MCF7,2,A199,5,1,90,3,0.1143477782607078,0.61490345,0.91606873,0.97503257,False,0.14012259965139093,0.0
MCF7,2,A199,5,1,90,4,,0.16178778,0.8359395,0.96084046,False,0.051246797448670015,0.0
MCF7,2,A199,5,1,90,5,0.1584694981575012,0.6774081,0.91212493,0.9693821,False,0.14861391261911752,0.0
MCF7,2,A199,5,1,90,6,0.1319248229265213,0.7817986,0.84366995,0.96750635,False,0.1614671180008784,0.0
MCF7,2,A199,5,1,90,7,0.1447131484746933,0.5390932,0.85085654,0.952497,False,0.1288981704291852,0.0
MCF7,2,A199,5,1,90,8,0.1048291772603988,0.4995007,0.9224606,0.9839704,False,0.1225849761857397,0.0
MCF7,2,A199,5,1,90,9,0.1051082909107208,0.6498801,0.8820362,0.95900714,True,0.08988365182076584,0.05506983710245954
MCF7,2,A199,5,1,90,10,,0.36299375,0.71265036,0.9013141,False,0.09800609870734917,0.0
MCF7,2,A199,6,1,90,1,0.1442032009363174,0.9300378,0.94805026,0.9840235,False,0.1773301592331508,0.0
MCF7,2,A199,6,1,90,2,0.1629239022731781,1.0767341,0.8949144,0.9649364,False,0.1907986914646415,0.0
MCF7,2,A199,6,1,90,3,0.0977203622460365,0.47225755,0.8183129,0.91352624,False,0.11804373385621286,0.0
MCF7,2,A199,6,1,90,4,,0.4308915,0.95700085,0.99499404,False,0.11081767695174652,0.0
MCF7,2,A199,6,1,90,5,0.1272637844085693,0.54384285,0.90056986,0.9864328,False,0.1296337699138225,0.0
MCF7,2,A199,7,1,90,1,0.1295228004455566,0.49634266,0.91892195,0.98570275,False,0.12206702633205685,0.0
MCF7,2,A199,7,1,90,2,0.1509456634521484,0.6448646,0.95003545,0.9884856,False,0.1442733783680432,0.0
MCF7,2,A199,7,1,90,3,0.1963983029127121,0.7759564,0.9212729,0.98723686,False,0.16078770582430962,0.0
MCF7,2,A199,7,1,90,4,0.0958895683288574,0.5928825,0.83470815,0.9531973,True,0.08571516989784868,0.05125711776304283
MCF7,2,A199,7,1,90,5,0.1105021014809608,0.66367936,0.909949,0.96725315,True,0.09083908991934986,0.05596444106873669
MCF7,2,A199,8,1,90,1,0.1533276587724685,0.5288248,0.96239907,0.99275064,False,0.1272922354477766,0.0
MCF7,2,A199,8,1,90,2,0.1816679239273071,0.7440644,0.9346258,0.98887134,False,0.15699861725289502,0.0
MCF7,2,A199,8,1,90,3,0.1405556499958038,0.6135513,0.95460266,0.99076605,False,0.13993163923576524,0.0
MCF7,2,A199,9,1,90,1,0.1458805799484253,0.67979014,0.906955,0.98198235,False,0.14892501483548412,0.0
MCF7,2,A199,9,1,90,2,0.1418698281049728,0.5002202,0.94299555,0.9760971,False,0.1227026763137838,0.0
MCF7,2,A199,9,1,90,3,0.1437839567661285,0.66981506,0.9448851,0.9753863,False,0.1476163127190864,0.0
MCF7,2,A199,0,2,40,1,0.1195533201098442,0.5270077,0.89415854,0.9789895,False,0.12700579938136525,0.0
MCF7,2,A199,0,2,40,2,,0.42145154,0.7077258,0.9230302,False,0.10910971099303181,0.0
MCF7,2,A199,0,2,40,3,,0.40933153,0.89668125,0.9827665,False,0.1068832988076269,0.0
MCF7,2,A199,0,2,40,4,0.1725298166275024,0.7040681,0.9466704,0.9878022,False,0.15204618923386923,0.0
MCF7,2,A199,1,2,40,1,0.1220105364918708,0.8079546,0.93171775,0.9751175,True,0.09975664881005632,0.06469841704170788
MCF7,2,A199,1,2,40,2,0.132187470793724,0.6012862,0.72786295,0.893386,False,0.13818474273992992,0.0
MCF7,2,A199,1,2,40,3,0.1563684642314911,0.8805045,0.8871705,0.945874,False,0.17230783335003985,0.0
MCF7,2,A199,10,2,40,1,0.0862644985318183,0.44416085,0.56585634,0.841131,True,0.07282173013585833,0.0403590092533863
MCF7,2,A199,10,2,40,2,0.1484802067279815,0.7562267,0.86464417,0.96209884,False,0.15845985350296748,0.0
MCF7,2,A199,10,2,40,3,0.1470674276351928,0.5926278,0.88713497,0.96787524,False,0.1369353406991891,0.0
MCF7,2,A199,11,2,40,1,0.1474173218011856,0.5941744,0.8971235,0.95664966,False,0.13715950977509112,0.0
MCF7,2,A199,11,2,40,2,,0.2445589,0.91936713,0.95895153,False,0.07231290957784321,0.0
MCF7,2,A199,11,2,40,3,0.1142257452011108,0.45917606,0.87084615,0.9679935,False,0.11580287993485859,0.0
MCF7,2,A199,11,2,40,4,0.1861614435911178,1.1268368,0.84143996,0.94972205,False,0.19497308980171868,0.0
MCF7,2,A199,11,2,40,5,0.1220026314258575,0.49025747,0.86267495,0.96011114,False,0.12106280464408609,0.0
MCF7,2,A199,11,2,40,6,0.1169847473502159,0.75230694,0.80534387,0.9410346,True,0.09653214055653538,0.06145898965036774
MCF7,2,A199,12,2,40,1,0.1813380271196365,0.8872366,0.9545166,0.9875717,False,0.17300590122086443,0.0
MCF7,2,A199,12,2,40,2,0.1493327617645263,0.6145461,0.91702384,0.937711,False,0.14007216319187168,0.0
MCF7,2,A199,12,2,40,3,0.1676359623670578,1.5582161,0.90921086,0.97521096,True,0.1274735580237085,0.09667620195942975
MCF7,2,A199,12,2,40,4,0.1064811199903488,0.629804,0.9594339,0.98097235,True,0.08845725717780195,0.05374872096435501
MCF7,2,A199,13,2,40,1,0.1231249347329139,0.48540702,0.96412516,0.9940543,False,0.12025645560770273,0.0
MCF7,2,A199,13,2,40,2,0.2273359149694442,0.89969283,0.9094621,0.98167694,False,0.17428447179010514,0.0
MCF7,2,A199,13,2,40,3,0.1746643781661987,0.913954,0.9472306,0.9896436,False,0.17572787642754215,0.0
MCF7,2,A199,13,2,40,4,0.1179188415408134,0.66939133,0.95476186,0.9893191,True,0.09122879589470323,0.056331578364578444
MCF7,2,A199,14,2,40,1,,0.3689813,0.34470993,0.6404805,False,0.09918697822972455,0.0
MCF7,2,A199,14,2,40,2,,0.21453327,0.96002936,0.99284714,False,0.0650029483012845,0.0
MCF7,2,A199,14,2,40,3,,0.31195596,0.94508314,0.9864247,False,0.08750277965123159,0.0
MCF7,2,A199,14,2,40,4,,0.3584372,0.8820106,0.9647513,False,0.09710046927454577,0.0
MCF7,2,A199,14,2,40,5,0.0925895795226097,0.5371636,0.87042314,0.9630182,True,0.08125822589556973,0.0473398002351557
MCF7,2,A199,14,2,40,6,0.12437155097723,0.41945913,0.58240676,0.8580109,False,0.10874632215722901,0.0
MCF7,2,A199,15,2,40,1,0.1832581460475921,0.80921197,0.96022516,0.9931809,False,0.16459652594493945,0.0
MCF7,2,A199,15,2,40,2,,0.2882505,0.9644974,0.9909344,False,0.08234127135987916,0.0
MCF7,2,A199,15,2,40,3,0.1770237684249878,0.80275416,0.93586826,0.97757965,False,0.16386789582002684,0.0
MCF7,2,A199,15,2,40,4,0.1721570193767547,1.0882465,0.9157982,0.9770671,False,0.19177559354223747,0.0
MCF7,2,A199,16,2,40,1,0.1475460678339004,0.52724904,0.9831759,0.9954066,False,0.1270438819329688,0.0
MCF7,2,A199,16,2,40,2,,0.3556596,0.98439074,0.9964424,False,0.09654542541505258,0.0
MCF7,2,A199,16,2,40,3,0.1622900962829589,0.5817687,0.97814167,0.9939551,False,0.1353490441428004,0.0
MCF7,2,A199,16,2,40,4,0.1321936845779419,0.5609545,0.97289795,0.9934317,False,0.13224681180649403,0.0
MCF7,2,A199,17,2,40,1,,0.2830644,0.809111,0.92158824,False,0.08118664908791795,0.0
MCF7,2,A199,17,2,40,2,0.1331867277622223,0.6797068,0.945613,0.97246975,False,0.14891414525439797,0.0
MCF7,2,A199,18,2,40,1,0.1571245044469833,0.9351529,0.9440852,0.9878895,False,0.1778341479890297,0.0
MCF7,2,A199,18,2,40,2,0.1430904865264892,0.43054822,0.9218941,0.9735909,False,0.11075596246591395,0.0
MCF7,2,A199,18,2,40,3,0.1830989271402359,1.1335245,0.9654732,0.9874749,False,0.1955154562321642,0.0
MCF7,2,A199,18,2,40,4,,0.42603093,0.6938339,0.85311586,False,0.10994108117977495,0.0
MCF7,2,A199,18,2,40,5,,0.36757532,0.6006842,0.82933515,False,0.09891061631618212,0.0
MCF7,2,A199,18,2,40,6,,0.3890665,0.961012,0.98970044,False,0.10307387875238515,0.0
MCF7,2,A199,19,2,40,1,0.1454628556966781,1.0615,0.9385318,0.98133516,True,0.11181772643039149,0.07767148045779672
MCF7,2,A199,19,2,40,2,0.1594366580247879,1.2924913,0.9162991,0.97776175,True,0.12008642977931305,0.08738951501489403
MCF7,2,A199,2,2,40,1,0.1576297134160995,0.8433483,0.96752024,0.98158085,False,0.16836328457296973,0.0
MCF7,2,A199,2,2,40,2,0.1445921808481216,0.5960609,0.94888335,0.95332026,False,0.1374323568730993,0.0
MCF7,2,A199,2,2,40,3,0.2003282904624939,2.185449,0.8929375,0.97890973,False,0.25247468473047285,0.0
MCF7,2,A199,3,2,40,1,0.1994470059871673,0.79180384,0.9524864,0.9885669,False,0.16262037540895102,0.0
MCF7,2,A199,3,2,40,2,0.1750018149614334,0.6127662,0.9449705,0.989058,False,0.1398206147921503,0.0
MCF7,2,A199,3,2,40,3,0.1895066946744918,2.302318,0.9369177,0.957957,True,0.14112046907654557,0.11544265537119086
MCF7,2,A199,3,2,40,4,0.1918642222881317,1.5376439,0.92468846,0.97641253,False,0.22298359324568748,0.0
MCF7,2,A199,4,2,40,1,0.1783263832330703,0.9771398,0.9451604,0.989369,False,0.1818725445717091,0.0
MCF7,2,A199,4,2,40,2,,0.41030696,0.9085683,0.9695406,False,0.10706389854305194,0.0
MCF7,2,A199,4,2,40,3,0.1480710506439209,0.9654749,0.9498241,0.9790962,False,0.18076789645087812,0.0
MCF7,2,A199,5,2,40,1,0.1734191626310348,0.6348468,0.8160984,0.91203773,False,0.1429024556918728,0.0
MCF7,2,A199,5,2,40,2,0.1001354828476905,0.3732826,0.5592594,0.75697076,False,0.10002893563203961,0.0
MCF7,2,A199,6,2,40,1,0.1078813821077346,0.4364802,0.7529098,0.94374835,False,0.11181825798921557,0.0
MCF7,2,A199,6,2,40,2,0.1477631330490112,0.55848265,0.88428867,0.96404797,False,0.1318728926497834,0.0
MCF7,2,A199,6,2,40,3,0.1676459163427353,0.9253259,0.84446824,0.9425407,False,0.17686352798765134,0.0
MCF7,2,A199,6,2,40,4,,0.40329382,0.9270086,0.97576016,False,0.10575983706676625,0.0
MCF7,2,A199,7,2,40,1,0.1648875474929809,0.59850043,0.84953946,0.9364594,False,0.13778423459041544,0.0
MCF7,2,A199,7,2,40,2,0.2301338911056518,1.1219791,0.96572006,0.98026794,False,0.19457699126254352,0.0
MCF7,2,A199,8,2,40,1,,0.3611694,0.9498775,0.98368776,False,0.09764423090909917,0.0
MCF7,2,A199,8,2,40,2,0.1719949841499328,0.8537649,0.96251285,0.99239546,False,0.16948507504916077,0.0
MCF7,2,A199,8,2,40,3,0.299142986536026,1.3451186,0.9128483,0.98302466,False,0.21107829889712185,0.0
MCF7,2,A199,8,2,40,4,0.155165359377861,0.54551005,0.9026703,0.9807891,False,0.12989090455930713,0.0
MCF7,2,A199,8,2,40,5,0.1877948939800262,1.095476,0.93233967,0.9874488,False,0.1923835768102331,0.0
MCF7,2,A199,9,2,40,1,0.1368400752544403,0.6115794,0.9691284,0.98957986,False,0.1396525788304318,0.0
MCF7,2,A199,9,2,40,2,0.147432193160057,0.8002715,0.9483615,0.9884461,False,0.16358638794204097,0.0
MCF7,2,A199,9,2,40,3,0.109629139304161,0.61678207,0.41679972,0.6924397,True,0.08750817218198831,0.05287920962513429
MCF7,4,A199,0,1,90,1,0.1731835454702377,0.45936796,0.9419628,0.98116446,False,0.11583604266603195,0.0
MCF7,4,A199,0,1,90,2,0.1539962589740753,0.6364606,0.9903402,0.9970159,False,0.14312443623757273,0.0
MCF7,4,A199,0,1,90,3,0.1730203032493591,0.5738696,0.98536325,0.99801856,False,0.13418139139354365,0.0
MCF7,4,A199,1,1,90,1,0.1006979271769523,0.49195755,0.8792486,0.9691442,False,0.1213441886466542,0.0
MCF7,4,A199,1,1,90,2,0.1050570085644722,0.44998312,0.8505845,0.96234226,False,0.11420394201554568,0.0
MCF7,4,A199,1,1,90,3,0.1455851644277572,0.59235734,0.9163045,0.98214453,False,0.13689609464167132,0.0
MCF7,4,A199,1,1,90,4,0.1615155190229416,0.8845512,0.7779008,0.92442095,False,0.17272804347263157,0.0
MCF7,4,A199,10,1,90,1,0.124625839293003,0.51731426,0.80818355,0.93546706,False,0.12546619556584146,0.0
MCF7,4,A199,10,1,90,2,,0.34726506,0.8718728,0.95838886,False,0.09485404607761447,0.0
MCF7,4,A199,10,1,90,3,0.1437117010354995,0.5780244,0.97449434,0.99287844,False,0.1347970153059737,0.0
MCF7,4,A199,10,1,90,4,0.1214485615491867,0.65106136,0.7254988,0.9104275,False,0.14511306865058002,0.0
MCF7,4,A199,10,1,90,5,0.1517537385225296,0.6689181,0.9628186,0.98883456,False,0.1474978675106945,0.0
MCF7,4,A199,11,1,90,1,,0.40062842,0.96727294,0.98774433,False,0.1052607932659256,0.0
MCF7,4,A199,11,1,90,2,,0.41930133,0.98675865,0.99588895,False,0.1087174979537291,0.0
MCF7,4,A199,11,1,90,3,0.118559718132019,0.45556882,0.9602247,0.9946018,False,0.11517787648130579,0.0
MCF7,4,A199,11,1,90,4,,0.4480278,0.9695496,0.9915723,False,0.11386123277467462,0.0
MCF7,4,A199,11,1,90,5,0.1775962859392166,0.50697273,0.9702098,0.9945173,False,0.12380181865666541,0.0
MCF7,4,A199,12,1,90,1,0.1534738391637802,0.74660504,0.86270344,0.9523891,False,0.15730554328413024,0.0
MCF7,4,A199,12,1,90,2,0.1931603252887725,0.9123245,0.69933057,0.9471816,False,0.1755640405171821,0.0
MCF7,4,A199,12,1,90,3,0.1922024935483932,1.3385196,0.9132575,0.97656435,False,0.21063548614260064,0.0
MCF7,4,A199,12,1,90,4,0.1634612530469894,1.0829949,0.8403092,0.94796795,False,0.1913313005231074,0.0
MCF7,4,A199,12,1,90,5,0.093274638056755,0.83710957,0.699198,0.8769319,True,0.10135067948415691,0.06633464902893771
MCF7,4,A199,12,1,90,6,0.1354367285966873,0.5413522,0.965941,0.9908703,False,0.12924859717331313,0.0
MCF7,4,A199,12,1,90,7,0.1434540003538131,0.58691865,0.9679952,0.99236625,False,0.13610405498731773,0.0
MCF7,4,A199,12,1,90,8,0.1597617119550705,0.6962837,0.93300676,0.98556507,False,0.15105515757770943,0.0
MCF7,4,A199,12,1,90,9,0.0990949571132659,0.88902485,0.78684837,0.95383835,True,0.10404106980275069,0.06914942305921457
MCF7,4,A199,13,1,90,1,0.1664746701717376,0.9196741,0.8061075,0.9311563,False,0.17630079439004778,0.0
MCF7,4,A199,13,1,90,2,0.0979633331298828,0.46893948,0.9714357,0.99221873,False,0.11747912762205834,0.0
MCF7,4,A199,13,1,90,3,0.1342025101184845,0.52610075,0.93973136,0.9775027,False,0.12686257837170972,0.0
MCF7,4,A199,13,1,90,4,0.1931594461202621,0.76479673,0.89922637,0.9818017,False,0.15947740147954603,0.0
MCF7,4,A199,13,1,90,5,0.1387726813554763,0.63046986,0.9367063,0.98877954,False,0.14229818911218634,0.0
MCF7,4,A199,13,1,90,6,0.1406598538160324,0.86761326,0.9609358,0.9926245,False,0.17095706403369615,0.0
MCF7,4,A199,13,1,90,7,0.1278342008590698,0.66689867,0.807762,0.91013753,False,0.14723073152371044,0.0
MCF7,4,A199,14,1,90,1,0.1593458652496338,0.4866124,0.94046235,0.98401695,False,0.12045733185058863,0.0
MCF7,4,A199,14,1,90,2,,0.35493752,0.91996604,0.97426736,False,0.09640076050148792,0.0
MCF7,4,A199,14,1,90,3,0.1664138883352279,0.74468046,0.9353602,0.98356813,False,0.1570731234532196,0.0
MCF7,4,A199,14,1,90,4,0.1406063735485077,0.572146,0.6669682,0.8694818,False,0.13392504767368935,0.0
MCF7,4,A199,14,1,90,5,0.0501528233289718,1.1017045,0.9096451,0.9794824,True,0.11341230231728329,0.07949172201154121
MCF7,4,A199,15,1,90,1,0.1438504308462143,0.6784461,0.9330554,0.98672944,False,0.14874958737131924,0.0
MCF7,4,A199,15,1,90,2,0.102102905511856,0.47933483,0.785118,0.93779016,False,0.11923954865579688,0.0
MCF7,4,A199,15,1,90,3,,0.39539918,0.929333,0.9805008,False,0.10427618155831223,0.0
MCF7,4,A199,16,1,90,1,0.1800490766763687,0.58939326,0.94965947,0.9873059,False,0.136465105986419,0.0
MCF7,4,A199,16,1,90,2,0.2007752358913421,0.51840866,0.9411013,0.9795755,False,0.12564100291683003,0.0
MCF7,4,A199,16,1,90,3,0.1930658221244812,1.2295659,0.5771822,0.9147902,False,0.202945448349385,0.0
MCF7,4,A199,16,1,90,4,0.1910491436719894,1.0538611,0.78641784,0.9301696,False,0.18882527391944862,0.0
MCF7,4,A199,16,1,90,5,0.1780919730663299,0.97926384,0.51740694,0.7800879,False,0.18207228659318103,0.0
MCF7,4,A199,16,1,90,6,0.1922886669635772,0.6689811,0.8037815,0.9477215,False,0.14750619093289913,0.0
MCF7,4,A199,16,1,90,7,0.2222614586353302,0.8237853,0.97085035,0.9865925,False,0.16622186306688622,0.0
MCF7,4,A199,17,1,90,1,0.1362161189317703,0.42268416,0.8932467,0.96941006,False,0.10933401471202153,0.0
MCF7,4,A199,17,1,90,2,,0.40747622,0.8280425,0.91979194,False,0.10653909943856814,0.0
MCF7,4,A199,17,1,90,3,0.1445145606994629,0.58142114,0.96783096,0.9945392,False,0.13529791281277548,0.0
MCF7,4,A199,17,1,90,4,0.1129403337836265,0.5277885,0.9721195,0.9924715,False,0.1271289632040037,0.0
MCF7,4,A199,18,1,90,1,0.1560901701450348,0.6045215,0.9615118,0.98813504,False,0.13864813403871495,0.0
MCF7,4,A199,18,1,90,2,0.1541575491428375,0.58245593,0.91501945,0.9768822,False,0.13545007995262148,0.0
MCF7,4,A199,18,1,90,3,0.1587570309638977,1.1294923,0.5576469,0.90652853,False,0.1951888562358267,0.0
MCF7,4,A199,18,1,90,4,0.1732174009084701,1.2765068,0.8549331,0.9627434,False,0.20634882461146173,0.0
MCF7,4,A199,19,1,90,1,0.1632456481456756,1.0661855,0.9067282,0.96577835,False,0.18989401677632525,0.0
MCF7,4,A199,19,1,90,2,0.1458146125078201,0.69810987,0.9078781,0.97902155,False,0.15128846295440235,0.0
MCF7,4,A199,19,1,90,3,0.1858433932065963,0.84760576,0.93303454,0.98739475,False,0.16882330983856642,0.0
MCF7,4,A199,3,1,90,1,0.1498169004917144,0.6011058,0.91071516,0.9834664,False,0.1381588489655087,0.0
MCF7,4,A199,3,1,90,2,0.148517221212387,0.6331482,0.9346742,0.9866254,False,0.14266833689679848,0.0
MCF7,4,A199,3,1,90,3,0.1496001631021499,0.6221415,0.9769989,0.99547887,False,0.14113939628571243,0.0
MCF7,4,A199,4,1,90,1,0.1228210926055908,0.93049264,0.8331902,0.95608056,True,0.10606428866346945,0.07131079395792816
MCF7,4,A199,4,1,90,2,0.1814971715211868,0.7346692,0.9708711,0.9934915,False,0.15585580559106024,0.0
