ObjectNumber,Metadata_cell,Metadata_hour,Metadata_treatment,Metadata_site,Metadata_dish,Metadata_concentration,ObjectNumber,Rc,Region_Ed,Region_pixels_sum,Cell_Ed,Cell_pixels_sum
1,MCF7,2.0,A199,0,1,90.0,1,0.0,,0,0.0,2196
1,MCF7,2.0,A199,0,1,90.0,1,0.1,,0,,0
1,MCF7,2.0,A199,0,1,90.0,1,0.2,,0,,8
1,MCF7,2.0,A199,0,1,90.0,1,0.3,,0,0.09357734769582748,107
1,MCF7,2.0,A199,0,1,90.0,1,0.4,0.11008577048778534,420,0.10694867372512817,1647
1,MCF7,2.0,A199,0,1,90.0,1,0.5,0.12630271911621094,3610,0.12264775484800339,8357
1,MCF7,2.0,A199,0,1,90.0,1,0.6,0.13686150312423706,2030,0.13646200299263,9865
1,MCF7,2.0,A199,0,1,90.0,1,0.7,0.14651580154895782,255,0.14961977303028107,6718
1,MCF7,2.0,A199,0,1,90.0,1,0.8,0.1775141954421997,8,0.1614416539669037,3573
1,MCF7,2.0,A199,0,1,90.0,1,0.9,,0,0.17439819872379303,1600
1,MCF7,2.0,A199,0,1,90.0,1,1.0,,0,0.17620712518692017,650
1,MCF7,2.0,A199,0,1,90.0,1,1.1,,0,0.19507193565368652,301
1,MCF7,2.0,A199,0,1,90.0,1,1.2,,0,0.20136412978172302,142
1,MCF7,2.0,A199,0,1,90.0,1,1.3,,0,0.2223432958126068,40
1,MCF7,2.0,A199,0,1,90.0,1,1.4,,0,0.23291856050491333,26
1,MCF7,2.0,A199,0,1,90.0,1,1.5,,0,0.18978434801101685,12
1,MCF7,2.0,A199,0,1,90.0,1,1.6,,0,,5
1,MCF7,2.0,A199,0,1,90.0,1,1.7,,0,,1
2,MCF7,2.0,A199,0,1,90.0,2,0.0,,0,0.0,168
2,MCF7,2.0,A199,0,1,90.0,2,0.1,,0,,0
2,MCF7,2.0,A199,0,1,90.0,2,0.2,,0,0.11973921209573746,13
2,MCF7,2.0,A199,0,1,90.0,2,0.3,0.10977803170681,610,0.1204351857304573,1528
2,MCF7,2.0,A199,0,1,90.0,2,0.4,0.1212906688451767,6538,0.12683680653572083,12490
2,MCF7,2.0,A199,0,1,90.0,2,0.5,0.13150322437286377,2999,0.13760653138160706,10368
2,MCF7,2.0,A199,0,1,90.0,2,0.6,0.1465245485305786,152,0.1502845287322998,3822
2,MCF7,2.0,A199,0,1,90.0,2,0.7,,0,0.1637786626815796,1372
2,MCF7,2.0,A199,0,1,90.0,2,0.8,,0,0.17727385461330414,537
2,MCF7,2.0,A199,0,1,90.0,2,0.9,,0,0.2053695023059845,189
2,MCF7,2.0,A199,0,1,90.0,2,1.0,,0,0.20691591501235962,72
2,MCF7,2.0,A199,0,1,90.0,2,1.1,,0,0.21524323523044586,30
2,MCF7,2.0,A199,0,1,90.0,2,1.2,,0,0.20612908899784088,14
2,MCF7,2.0,A199,0,1,90.0,2,1.3,,0,,3
2,MCF7,2.0,A199,0,1,90.0,2,1.4,,0,,2
2,MCF7,2.0,A199,0,1,90.0,2,1.5,,0,,0
3,MCF7,2.0,A199,0,1,90.0,3,0.4,0.14261005818843842,370,0.1349138617515564,2063
