Key,Hour,Treatment,Concentration,Edmax,Kd,R2,RMSE,N
2.0h-A199-40.0um,2.0,A199,40.0,0.2500767677101228,0.5485008543055957,0.49485644912799576,0.033251660047781316,389
2.0h-A199-90.0um,2.0,A199,90.0,0.288452958804286,0.7657680805599757,0.604893565409949,0.026924027381803408,462
2.0h-control-0.0um,2.0,control,0.0,0.17566241209087918,0.3324118159581518,0.48868809573189687,0.025794022227371517,360
4.0h-A199-40.0um,4.0,A199,40.0,0.3052433838981003,0.7589771563232794,0.488515874767924,0.035738871167136047,574
4.0h-A199-90.0um,4.0,A199,90.0,0.23224546340372754,0.40141853621007606,0.2743432312652757,0.033559112479859064,418
6.0h-A199-40.0um,6.0,A199,40.0,0.25316124799609246,0.4442713686844273,0.4085026761138335,0.029715051365490262,353
6.0h-A199-90.0um,6.0,A199,90.0,0.2751094562557451,0.5376028891391682,0.4743884062966608,0.03124951809742797,401
