Metadata_cell,Metadata_hour,Metadata_treatment,Metadata_site,Metadata_dish,Metadata_concentration,ObjectNumber,Ed_mean_value,Ed_variance,Ed_not_zero_mean_value,Ed_not_zero_variance,Ed_region_mean,Ed_region_variance,Ed_region_max_value,Ed_region_min_value,Ed_region_top_50_value,Ed_region_top_25_value,Ed_not_region_mean_value,Ed_not_region_variance,Ed_not_region_max_value,Ed_not_region_min_value,Ed_not_region_top_50_value,Ed_not_region_top_25_value,Fp_region_ratio_mean,Fp_non_region_ratio_mean,Fp_cell_ratio_mean,Fp_region_pixels,Fp_non_region_pixels,Fp_cell_pixels,Fp_cell_MCC,Fp_region_PCC,Fp_cell_PCC,Fp_region_MOC,Fp_cell_MOC,Rc_cell_mean,Rc_cell_max,Rc_cell_min,Rc_cell_var,Rc_region_mean,Rc_region_max,Rc_region_min,Rc_region_var,Rc_non_region_mean,Rc_non_region_max,Rc_non_region_min,Rc_non_region_var
MCF7,2,A199,1,1,90,6,0.17185959219932556,0.003034668741747737,0.17197589576244354,0.003016721922904253,0.17741402983665466,0.0014444418484345078,0.3372177183628082,0.01730681210756302,0.20690059661865234,0.2244158834218979,0.17004212737083435,0.0035416113678365946,0.5418126583099365,0,0.21610883,0.24798088,0.96898425,0.93421215,0.9432807,10027,28420,38447,0.9145076,0.9401012,0.9853291,0.9945083,0.9927907,0.5841135,1.2182853,0,0.007013596,0.5837085,0.82396525,0.3196383,0.002810755,0.58425635,1.2182853,0,0.00849629
MCF7,2,A199,10,1,90,1,0.07646287977695465,0.0024246324319392443,0.09220504760742188,0.0014723080676048994,,,,,,,0.07646287977695465,0.0024246324319392443,0.4306335151195526,0,0.11440612,0.13479985,1.047607,1.2558503,1.1897334,18440,39639,58079,0.96139926,0.87988704,0.971864,0.9944957,0.99008024,0.29824486,1.0429673,0,0.024008784,0.3056261,0.4563915,0.19898626,0.001017,0.29481125,1.0429673,0,0.034667127
MCF7,2,A199,10,1,90,2,0.07379275560379028,0.003271572757512331,0.0984729528427124,0.0019354278920218349,,,,,,,0.07379275560379028,0.003271572757512331,0.43867990374565125,0,0.119285196,0.14413062,1.0205206,1.0113534,1.0138565,14758,39289,54047,0.9557381,0.93005073,0.9791722,0.99542814,0.9921099,0.32136723,1.1845335,0,0.038441952,0.40411603,0.5707203,0.26072454,0.001463703,0.29028538,1.1845335,0,0.04879355
MCF7,2,A199,10,1,90,3,0.10745174437761307,0.0027333959005773067,0.11231749504804611,0.0023106636945158243,0.10795899480581284,0.0010892234276980162,0.2314767986536026,0,0.13397090137004852,0.1500350385904312,0.1072215661406517,0.003479291219264269,0.4651370644569397,0,0.15221311,0.18363103,0.87810975,0.86102015,0.86900556,15154,17277,32431,0.8803646,0.85301435,0.95209265,0.99141985,0.9885773,0.50253123,1.0637329,0,0.015877478,0.5301945,0.7885339,0.3001401,0.00355188,0.47826862,1.0637329,0,0.025428021
MCF7,2,A199,11,1,90,1,0.1605469286441803,0.0009154679719358683,0.1605469286441803,0.0009154679719358683,0.147919163107872,0.0003615315945353359,0.22124271094799042,0.06521068513393402,0.16276004910469055,0.17128200829029083,0.16730722784996033,0.0010809502564370632,0.36317408084869385,0.0306555163115263,0.19278571,0.2095698,1.0713149,1.3387321,1.2454847,9646,18017,27663,0.9857415,0.9601265,0.9863175,0.996972,0.9935764,0.80920684,1.6434627,0.4979965,0.032861974,0.6594232,0.87619084,0.50658065,0.002573744,0.88939404,1.6434627,0.4979965,0.03063616
MCF7,2,A199,11,1,90,2,0.23921716213226318,0.0011918800882995129,0.23921716213226318,0.0011918800882995129,0.24531491100788116,0.0008330236305482686,0.35344716906547546,0.1055837869644165,0.2680562436580658,0.2811984717845917,0.23436576128005981,0.001424269052222371,0.3668825328350067,0.1026277020573616,0.26454508,0.2820249,0.9692448,0.8067178,0.87873524,7458,9373,16831,0.92177796,0.899954,0.96730965,0.99361354,0.9885443,1.6110915,2.481949,0.8646225,0.053418834,1.7503949,2.481949,1.1884788,0.024287343,1.5002611,2.3463624,0.8646225,0.048873555
MCF7,2,A199,11,1,90,3,0.11979668587446213,0.0005038422532379627,0.11979668587446213,0.0005038422532379627,,,,,,,0.11979668587446213,0.0005038422532379627,0.229127436876297,0.042705658823251724,0.13702382,0.1498474,1.0119623,1.1934944,1.1074247,12691,14076,26767,0.98888266,0.9493989,0.9910222,0.9979985,0.99688774,0.33091405,0.5497738,0.22411148,0.000914726,0.32202765,0.41017303,0.25490165,0.000280365,0.33892548,0.5497738,0.22411148,0.001351253
MCF7,2,A199,12,1,90,1,0.09755889326334,0.0006989502580836415,0.09756557643413544,0.0006983451312407851,,,,,,,0.09755889326334,0.0006989502580836415,0.23772962391376495,0,0.11818713,0.13150354,0.9511628,1.0282438,0.9911497,7014,7561,14575,0.8827186,0.696348,0.88638943,0.9879412,0.98344827,0.34757042,0.6194775,0.20744134,0.00208266,0.3310634,0.47282985,0.20744134,0.001126596,0.3628813,0.6194775,0.21856903,0.00248228
MCF7,2,A199,12,1,90,2,0.12424861639738083,0.00038656775723211467,0.12424861639738083,0.00038656775723211467,0.122702956199646,0.0002856071514543146,0.18745410442352295,0.06905557215213776,0.1362455189228058,0.14441344141960144,0.12549366056919098,0.0004644188447855413,0.20813493430614471,0.046106256544589996,0.14257951,0.15304181,0.98529994,1.056716,1.0230517,4472,5015,9487,0.8361617,0.6947511,0.8692505,0.99173725,0.98877174,0.5726557,0.7734984,0.43439192,0.002037753,0.5603016,0.7310606,0.43756425,0.001496468,0.58366996,0.7734984,0.43439192,0.00226295
MCF7,2,A199,12,1,90,3,0.14996841549873352,0.0005790477152913809,0.14996841549873352,0.0005790477152913809,0.1532762348651886,0.0004063677042722702,0.23220065236091614,0.04797735810279846,0.16772030293941498,0.1769406795501709,0.1475939154624939,0.0006895127589814365,0.25934094190597534,0.015967614948749542,0.1667923,0.17975307,0.99471754,0.9603543,0.97501343,10586,14229,24815,0.9812081,0.9823343,0.99377775,0.99852353,0.99813163,0.5589895,0.732252,0.4170683,0.001095743,0.5638463,0.6810416,0.45806015,0.000824249,0.5553765,0.732252,0.4170683,0.001267113
MCF7,2,A199,12,1,90,4,0.13566017150878906,0.0004971062880940735,0.13566017150878906,0.0004971062880940735,0.13496987521648407,0.00033657901803962886,0.21810859441757202,0.06870195269584656,0.14931385219097137,0.158304363489151,0.13587257266044617,0.000546302821021527,0.24928738176822662,0.05097302421927452,0.15428415,0.1662448,1.0394385,1.0786359,1.0580018,8759,7880,16639,0.947442,0.8953485,0.96680427,0.9952844,0.99390006,0.50802183,0.7275272,0.37255922,0.001650195,0.49959245,0.64838916,0.37255922,0.00110389,0.5173902,0.7275272,0.3740078,0.002090626
MCF7,2,A199,12,1,90,5,0.1455150991678238,0.00039470737101510167,0.1455150991678238,0.00039470737101510167,0.15004420280456543,0.00024313940957654268,0.2085510790348053,0.09867163002490997,0.1624356359243393,0.16972395777702332,0.14352479577064514,0.00044833775609731674,0.23143213987350464,0.05859948694705963,0.16058812,0.17066339,1.0243185,1.0355421,1.0321095,8651,19636,28287,0.966226,0.98410434,0.99576855,0.9990002,0.99842125,0.56196123,0.7652015,0.41540393,0.001344396,0.5454746,0.6231133,0.4642495,0.000375513,0.5692243,0.7652015,0.41540393,0.001598736
MCF7,2,A199,12,1,90,6,0.13304664194583893,0.0005107871256768703,0.13304664194583893,0.0005107871256768703,0.14029879868030548,0.0003063826879952103,0.21143968403339386,0.07507394999265671,0.15382477641105652,0.16274221241474152,0.1295865774154663,0.0005712452693842351,0.21369846165180206,0.06688959151506424,0.14892188,0.16208775,0.95569605,0.9270472,0.9390782,4918,6793,11711,0.97488415,0.96537673,0.992369,0.9980301,0.9973123,0.5185014,0.66495156,0.4266466,0.00062953,0.5141324,0.578932,0.44129556,0.000375945,0.52166396,0.66495156,0.4266466,0.000789275
MCF7,2,A199,12,1,90,7,0.19893622398376465,0.0022399965673685074,0.19893622398376465,0.0022399965673685074,0.18880918622016907,0.0012141821207478642,0.3200024664402008,0.061776962131261826,0.2165408581495285,0.233512744307518,0.20650739967823029,0.0028729212936013937,0.5113439559936523,0.006309675984084606,0.24820106,0.27333444,1.1424799,1.1794139,1.1638209,11787,16132,27919,0.9816249,0.7966937,0.9232532,0.991017,0.98578906,0.8188973,1.6206783,0.46524656,0.01325729,0.76615626,1.0561048,0.49060965,0.006258766,0.85743064,1.6206783,0.46524656,0.014853409
MCF7,2,A199,13,1,90,1,0.12127593904733658,0.0008262199116870761,0.12127593904733658,0.0008262199116870761,,,,,,,0.12127593904733658,0.0008262199116870761,0.291363388299942,0.016948431730270386,0.14314361,0.15885979,1.0128752,1.2433258,1.1245601,4881,4590,9471,0.9552665,0.8419757,0.95855445,0.9941465,0.99116564,0.44418335,0.7856645,0.3033758,0.004074469,0.40617344,0.5545906,0.3033758,0.001045127,0.4845942,0.7856645,0.3095468,0.004126114
MCF7,2,A199,13,1,90,2,0.1404736489057541,0.0007540562655776739,0.1404736489057541,0.0007540562655776739,0.13677078485488892,0.00033185482607223094,0.19655950367450714,0.06935510039329529,0.15136390924453735,0.16000625491142273,0.14090871810913086,0.0008018637890927494,0.310962051153183,0.038932666182518005,0.16294403,0.17813848,1.1181645,1.5447019,1.3620659,16065,21454,37519,0.98757714,0.9686113,0.9894862,0.997444,0.9941536,0.5507569,1.0001041,0.33596468,0.007925719,0.48417118,0.6242786,0.3709245,0.000946955,0.6006147,1.0001041,0.33596468,0.007345632
MCF7,2,A199,13,1,90,3,0.12755551934242249,0.0007913703448139131,0.12755551934242249,0.0007913703448139131,0.12784169614315033,0.00024305886472575366,0.18787622451782227,0.06649482250213623,0.14013460278511047,0.14763295650482178,0.12748870253562927,0.0009193725418299437,0.3025229275226593,0.012309188023209572,0.15106094,0.16722666,0.92406094,1.123346,1.0409871,18441,26181,44622,0.9111913,0.8977571,0.9702103,0.9937215,0.99117386,0.50903887,0.8909533,0.27420488,0.005162152,0.48854613,0.6454827,0.33848166,0.002340625,0.5234722,0.8909533,0.27420488,0.006645289
MCF7,2,A199,13,1,90,4,0.10201411694288254,0.0010873350547626615,0.10229573398828506,0.0010615288047119975,,,,,,,0.10201411694288254,0.0010873350547626615,0.2820492088794708,0,0.12662183,0.14360966,1.0917078,1.3565092,1.2345831,10703,12542,23245,0.9697598,0.9147978,0.97939783,0.9962526,0.9939244,0.38689488,0.7707228,0.21964057,0.002213927,0.36288995,0.47898027,0.26665723,0.000644453,0.40737516,0.7707228,0.21964057,0.002641883
MCF7,2,A199,13,1,90,5,0.11520762741565704,0.00119708850979805,0.11525679379701614,0.0011919339885935187,0.11439549922943115,0.00044390736729837954,0.2194243222475052,0.02963862195611,0.1306089460849762,0.14105500280857086,0.11595660448074341,0.0018905141623690724,0.2868165075778961,0,0.15004368,0.17390786,1.0085979,1.0320753,1.0208111,10125,10978,21103,0.9883649,0.9282464,0.9897532,0.99777645,0.9971295,0.6494502,1.0413702,0.4327211,0.003060681,0.6323861,0.769189,0.5051557,0.001158909,0.665187,1.0413702,0.4327211,0.004298342
MCF7,2,A199,14,1,90,1,0.07971080392599106,0.0028655766509473324,0.09652955085039139,0.0018466992769390345,0.09616442024707794,0.0010519225616008043,0.22325962781906128,0,0.12177497893571854,0.1375628262758255,0.06590058654546738,0.003969903569668531,0.49481281638145447,0,0.118972436,0.15275957,0.97164065,0.79979146,0.8791155,10125,11810,21935,0.9562994,0.7403618,0.94504285,0.9913417,0.9857487,0.57628506,1.4328734,0,0.07391801,0.6730106,1.0381312,0.35714358,0.006302785,0.49336684,1.4328734,0,0.116985545
MCF7,2,A199,14,1,90,2,0.08292733132839203,0.0036683513317257166,0.10495652258396149,0.0023307211231440306,0.10835018754005432,0.0009944929042831063,0.21470296382904053,0.01868785358965397,0.13305233418941498,0.15050449967384338,0.08221904933452606,0.0037243368569761515,0.41072484850883484,0,0.13064148,0.15857404,0.8815594,0.85414505,0.86464375,7714,12429,20143,0.93720824,0.85721564,0.9557362,0.99093705,0.9867404,0.36356908,1.0287899,0,0.03929432,0.45086902,0.6894775,0.25541535,0.003189566,0.3093911,1.0287899,0,0.054035783
MCF7,2,A199,14,1,90,3,0.16137707233428955,0.006719707977026701,0.17753008008003235,0.004524672403931618,0.1501545011997223,0.0015158246969804168,0.3049967288970947,0,0.180947944521904,0.19943730533123016,0.1676119565963745,0.009501962922513485,0.5434049963951111,0,0.24434154,0.28692055,1.1116416,1.2020655,1.16959,12090,21573,33663,0.92972845,0.756854,0.93484306,0.99039465,0.98510087,0.7176495,2.0627966,0,0.07994127,0.68839717,1.0718154,0.4227235,0.006739075,0.7340424,2.0627966,0,0.12021529
MCF7,2,A199,14,1,90,4,0.1786128431558609,0.004410609602928162,0.18230828642845154,0.00382815464399755,0.1649668961763382,0.0018715066835284233,0.3500085771083832,0,0.19929368793964386,0.2201470583677292,0.191238135099411,0.006428114604204893,0.5008019208908081,0,0.25311127,0.2903372,0.8724366,0.84091645,0.85608035,7974,8601,16575,0.89960635,0.6851458,0.872026,0.9848506,0.978144,0.7894902,1.702134,0,0.033815224,0.79518396,1.3133562,0.43778217,0.012236617,0.7842121,1.702134,0,0.053760547
MCF7,2,A199,14,1,90,5,0.2144622653722763,0.005041117779910564,0.2156812995672226,0.004806859418749809,0.1737523227930069,0.0009902969468384981,0.3157753050327301,0.05259934440255165,0.1982453614473343,0.21557821333408356,0.2239760160446167,0.00550996046513319,0.5749956369400024,0,0.2812153,0.32152966,1.0790759,1.3586528,1.3056924,10323,44172,54495,0.9527528,0.93968666,0.98323184,0.99608064,0.9908051,1.3918707,4.1726246,0,0.17503864,0.9758787,1.2909461,0.73090863,0.005698595,1.4890859,4.1726246,0,0.16472103
MCF7,2,A199,14,1,90,6,0.2635985314846039,0.007624328136444092,0.2713826298713684,0.005737011320888996,0.22878198325634003,0.0012400966370478272,0.37519964575767517,0.10257455706596375,0.25669407844543457,0.27338504791259766,0.27065813541412354,0.008623199537396431,0.6677820682525635,0,0.33984667,0.38271016,1.063957,1.0439965,1.0473616,9063,44696,53759,0.9881716,0.94571424,0.9811432,0.9964023,0.9914512,2.2725337,5.833417,0,0.4010988,1.9034021,2.602857,1.4411858,0.02199854,2.3473806,5.833417,0,0.44473666
MCF7,2,A199,15,1,90,1,0.1260627955198288,0.0007961091469042003,0.1260627955198288,0.0007961091469042003,0.1423201858997345,0.00021762710821349174,0.17642097175121307,0.11260214447975159,0.15465909242630005,0.16124913096427917,0.12601366639137268,0.0007970561273396015,0.26347616314888,0.009747372940182686,0.14789946,0.161757,1.0508393,1.3744237,1.207748,9403,8852,18255,0.9577931,0.9196751,0.97254074,0.9946358,0.99153197,0.4659156,0.996667,0.2782997,0.00593852,0.41787842,0.5804052,0.2782997,0.001277972,0.51693714,0.996667,0.3118469,0.005834487
MCF7,2,A199,15,1,90,2,0.11033707112073898,0.0006713425973430276,0.11033707112073898,0.0006713425973430276,,,,,,,0.11033707112073898,0.0006713425973430276,0.24838721752166748,0.005358527880162001,0.1302537,0.1438566,1.071079,1.5114114,1.3641778,6564,13067,19631,0.96291935,0.93942773,0.981553,0.9961062,0.99082273,0.43934557,0.9140921,0.2735282,0.008205835,0.3588261,0.46968892,0.2735282,0.000802963,0.4797902,0.9140921,0.29577243,0.00703192
MCF7,2,A199,15,1,90,3,0.1333215832710266,0.0008186848135665059,0.1333215832710266,0.0008186848135665059,0.1260240226984024,0.0005489163449965417,0.1935233473777771,0.043685827404260635,0.14434050023555756,0.15396207571029663,0.13389462232589722,0.0008353578741662204,0.3534628450870514,0.02632446587085724,0.15660934,0.17034762,1.0234293,1.0480621,1.0415171,5645,15601,21246,0.98358786,0.97575337,0.9949276,0.99823266,0.99745744,0.5415341,0.9911804,0.3651151,0.005447005,0.49008885,0.60684675,0.40038309,0.000727863,0.5601465,0.9911804,0.3651151,0.005850403
MCF7,2,A199,15,1,90,4,0.14705660939216614,0.0012484131148084998,0.14705660939216614,0.0012484131148084998,0.14449189603328705,0.0007212822674773633,0.27781450748443604,0.04973522573709488,0.1644163280725479,0.17898380756378174,0.14912979304790497,0.0016648988239467144,0.32502758502960205,0.0320119708776474,0.18084334,0.20507522,1.0220097,1.0464932,1.0355427,11714,14477,26191,0.97468436,0.96352357,0.99029267,0.9976015,0.99682105,0.638042,0.95957917,0.46723807,0.002682907,0.6206351,0.75651973,0.47773153,0.001113479,0.6521258,0.95957917,0.46723807,0.003509208
MCF7,2,A199,15,1,90,5,0.13547328114509583,0.0010695502860471606,0.13547328114509583,0.0010695502860471606,0.13393697142601013,0.000668463297188282,0.24112877249717712,0.04273379594087601,0.15431246161460876,0.16564622521400452,0.13633786141872406,0.001293195760808885,0.2809145152568817,0.029313568025827408,0.16582797,0.18476021,0.98620605,0.9325117,0.95180905,9631,17167,26798,0.97932374,0.95609653,0.99160355,0.9976611,0.9967769,0.68289006,0.9620593,0.5019044,0.002239637,0.6947601,0.81854165,0.5689118,0.001199431,0.6762315,0.9620593,0.5019044,0.00269977
MCF7,2,A199,16,1,90,1,0.0944809690117836,0.0027031302452087402,0.1057613268494606,0.0018328384030610323,0.10029786825180054,0.000475278589874506,0.16587018966674805,0.047829777002334595,0.11822663992643356,0.1290978044271469,0.0944485142827034,0.0027153710834681988,0.4616398215293884,0,0.13223483,0.15598801,1.0285208,1.0735189,1.0599364,9084,21011,30095,0.9711324,0.9444553,0.98679674,0.99636084,0.99435866,0.48131147,1.564635,0,0.042290084,0.4454262,0.6242392,0.27465785,0.001392506,0.4968255,1.564635,0,0.059173696
MCF7,2,A199,16,1,90,2,0.12102709710597992,0.001699435175396502,0.12187090516090393,0.001608448103070259,0.11904112249612808,0.0006590535049326718,0.21375153958797455,0.01654721423983574,0.13952523469924927,0.15150539577007294,0.12258021533489227,0.0025075662415474653,0.3936503827571869,0,0.16087176,0.18664785,0.9966896,1.0117412,1.0050236,9604,11915,21519,0.9051182,0.9104005,0.9663085,0.9939888,0.99175876,0.62460256,1.2402334,0,0.009245289,0.62014645,0.93641675,0.401928,0.003451023,0.6281941,1.2402334,0,0.013886421
MCF7,2,A199,16,1,90,3,0.15306876599788666,0.005550384987145662,0.16363757848739624,0.00420416472479701,0.13463094830513,0.0013367929495871067,0.2755184471607208,0,0.1637050211429596,0.18161675333976746,0.16362804174423218,0.0076573072001338005,0.5571780800819397,0,0.23133868,0.27214727,1.0174565,1.0858274,1.06001,19001,31318,50319,0.88803506,0.78598255,0.919139,0.9904851,0.98456615,0.675239,1.9300449,0,0.05683386,0.6377308,1.0953298,0.36126146,0.006394877,0.69799507,1.9300449,0,0.08606343
MCF7,2,A199,16,1,90,4,0.149479940533638,0.003920348361134529,0.15356315672397614,0.003400403307750821,0.12492550164461136,0.0006989996763877571,0.2278004139661789,0.028583483770489693,0.1458989679813385,0.15882226824760437,0.1616499423980713,0.005070019979029894,0.5147352814674377,0,0.21500182,0.25302848,0.98953164,1.0834373,1.0523148,12090,24389,36479,0.9510732,0.9408688,0.9758629,0.9958234,0.992289,0.8251695,2.4827545,0,0.059853893,0.7110476,1.023116,0.45705897,0.003876221,0.8817392,2.4827545,0,0.077945754
MCF7,2,A199,17,1,90,1,0.17123369872570038,0.0016232091002166271,0.17170245945453644,0.001547166146337986,0.1693093329668045,0.0004269423661753535,0.24386076629161835,0.0877394750714302,0.18552741408348083,0.19489991664886475,0.17190973460674286,0.0020417035557329655,0.4794647991657257,0,0.20577867,0.22804949,1.0331327,1.080897,1.0684792,7142,20329,27471,0.96121156,0.9320582,0.98682404,0.9965537,0.99451226,1.2325575,2.7173285,0,0.064248204,1.0689782,1.5124134,0.80897826,0.008126025,1.2900234,2.7173285,0,0.07126153
MCF7,2,A199,17,1,90,2,0.1775364875793457,0.0011862870305776596,0.1775364875793457,0.0011862870305776596,0.16928252577781677,0.0004536007472779602,0.25174540281295776,0.09948667883872986,0.1857536882162094,0.1968122124671936,0.18055804073810577,0.0014204339822754264,0.38726308941841125,0.06487322598695755,0.21064375,0.22918989,1.0632312,1.0959215,1.0871608,5218,14253,19471,0.9571176,0.93881667,0.9888876,0.9964187,0.99499035,1.0886832,1.8457798,0.7263856,0.017969886,1.0115889,1.3200296,0.7263856,0.00776654,1.1169055,1.8457798,0.73695487,0.01873279
MCF7,2,A199,17,1,90,3,0.21013621985912323,0.0033963462337851524,0.2103046029806137,0.003363657044246793,0.21358467638492584,0.002654889365658164,0.40754392743110657,0.018771274015307426,0.25428253412246704,0.27930131554603577,0.2083083838224411,0.0037797121331095695,0.538762629032135,0,0.25679755,0.28714374,0.48642343,0.3827511,0.41868338,6926,13057,19983,0.737387,0.76955867,0.9182516,0.96013594,0.9569437,1.3345032,3.1612873,0,0.07498577,1.3930085,3.1612873,0.6240268,0.12081435,1.3034718,2.6110659,0,0.047899712
MCF7,2,A199,17,1,90,4,0.1654643416404724,0.002106946427375078,0.1654643416404724,0.002106946427375078,0.15300177037715912,0.0010437900200486183,0.2624046206474304,0.03755595162510872,0.17832589149475098,0.1926949918270111,0.17402981221675873,0.002657535718753934,0.43369635939598083,0.021461019292473793,0.21505825,0.24032153,1.1067652,1.2164794,1.1717865,8062,11729,19791,0.96839863,0.88447076,0.97022885,0.99311703,0.990858,1.0532181,2.2140317,0.66581845,0.025635753,0.95392954,1.3548757,0.68707144,0.007287102,1.1214588,2.2140317,0.66581845,0.026814409
